县名,規範碼,舊規範碼,地名分類,緯度,經度,行政區,屬,BEG,END,年代,朝代
杼秋,PL000000016046,CN0341322Z01AA,中研院歷史地名 ,34.3734,116.6729,中國-安徽省-宿州市-蕭縣,豫州刺史部,24,220,（24 ~ 220）,东汉
蕭縣,PL000000016056,CN0341322Z11AA,中研院歷史地名 ,34.2356,116.9131,中國-安徽省-宿州市-蕭縣,豫州刺史部,24,220,（24 ~ 220）,东汉
梧縣,PL000000016069,CN0341322Z24AA,中研院歷史地名 ,34.0097,116.9751,中國-安徽省-宿州市-蕭縣,徐州刺史部,24,220,（24 ~ 220）,东汉
取慮,PL000000016074,CN0341323Z04AA,中研院歷史地名 ,33.833,117.7337,中國-安徽省-宿州市-靈璧縣,徐州刺史部,24,220,（24 ~ 220）,东汉
僮國,PL000000016082,CN0341324Z02AA,中研院歷史地名 ,33.7028,118.0478,中國-安徽省-宿州市-泗縣,徐州刺史部,24,220,（24 ~ 220）,东汉
夏丘,PL000000016100,CN0341324Z20AA,中研院歷史地名 ,33.4773,117.888,中國-安徽省-宿州市-泗縣,徐州刺史部,24,220,（24 ~ 220）,东汉
舒縣,PL000000016148,CN0341421Z17AA,中研院歷史地名 ,31.1605,117.2048,中國-安徽省-巢湖市-廬江縣,揚州刺史部,24,220,（24 ~ 220）,东汉
襄安,PL000000016184,CN0341422Z21AA,中研院歷史地名 ,31.1985,117.7888,中國-安徽省-巢湖市-無為縣,揚州刺史部,24,220,（24 ~ 220）,东汉
臨湖,PL000000016189,CN0341422Z26AA,中研院歷史地名 ,31.139,117.6618,中國-安徽省-巢湖市-無為縣,揚州刺史部,24,220,（24 ~ 220）,东汉
歷陽,PL000000016272,CN0341424Z34AA,中研院歷史地名 ,31.713,118.3701,中國-安徽省-巢湖市-和縣,揚州刺史部,24,220,（24 ~ 220）,东汉
六安,PL000000016312,CN0341502Z14AA,中研院歷史地名 ,31.8077,116.5382,中國-安徽省-六安市-金安區,揚州刺史部,24,220,（24 ~ 220）,东汉
壽春,PL000000016354,CN0341521Z19AA,中研院歷史地名 ,32.5747,116.7861,中國-安徽省-六安市-壽縣,揚州刺史部,24,220,（24 ~ 220）,东汉
成德,PL000000016383,CN0341521Z48AA,中研院歷史地名 ,32.1651,116.8525,中國-安徽省-六安市-壽縣,揚州刺史部,24,220,（24 ~ 220）,东汉
陽泉,PL000000016395,CN0341522Z01AA,中研院歷史地名 ,32.4971,115.9101,中國-安徽省-六安市-霍邱縣,揚州刺史部,24,220,（24 ~ 220）,东汉
安風,PL000000016415,CN0341522Z21AA,中研院歷史地名 ,32.2518,116.2315,中國-安徽省-六安市-霍邱縣,揚州刺史部,24,220,（24 ~ 220）,东汉
龍舒,PL000000016449,CN0341523Z19AA,中研院歷史地名 ,31.183,116.527,中國-安徽省-六安市-舒城縣,揚州刺史部,24,220,（24 ~ 220）,东汉
灊縣,PL000000016466,CN0341525Z01AA,中研院歷史地名 ,31.5147,116.4234,中國-安徽省-六安市-霍山縣,揚州刺史部,24,220,（24 ~ 220）,东汉
譙縣,PL000000016505,CN0341602Z18AA,中研院歷史地名 ,33.8784,115.78,中國-安徽省-亳州市-譙城區,豫州刺史部,24,220,（24 ~ 220）,东汉
城父,PL000000016516,CN0341602Z29AA,中研院歷史地名 ,33.6556,115.9805,中國-安徽省-亳州市-譙城區,豫州刺史部,24,220,（24 ~ 220）,东汉
思善,PL000000016525,CN0341602Z38AA,中研院歷史地名 ,33.5333,115.7777,中國-安徽省-亳州市-譙城區,豫州刺史部,24,220,（24 ~ 220）,东汉
鄲縣,PL000000016530,CN0341621Z02AA,中研院歷史地名 ,33.7513,116.335,中國-安徽省-亳州市-渦陽縣,豫州刺史部,24,220,（24 ~ 220）,东汉
山桑,PL000000016546,CN0341622Z01AA,中研院歷史地名 ,33.4481,116.5667,中國-安徽省-亳州市-蒙城縣,豫州刺史部,24,220,（24 ~ 220）,东汉
宛陵,PL000000016968,CN0341802Z25AA,中研院歷史地名 ,30.9457,118.7514,中國-安徽省-宣城市-宣州區,揚州刺史部,24,220,（24 ~ 220）,东汉
涇縣,PL000000017030,CN0341823Z04AA,中研院歷史地名 ,30.7145,118.3675,中國-安徽省-宣城市-涇縣,揚州刺史部,24,220,（24 ~ 220）,东汉
東冶,PL000000017133,CN0350103Z01AA,中研院歷史地名 ,26.0546,119.3277,中國-福建省-福州市-台江區,揚州刺史部,24,220,（24 ~ 220）,东汉
南昌,PL000000018614,CN0360103Z12AA,中研院歷史地名 ,28.6738,115.9064,中國-江西省-南昌市-西湖區,揚州刺史部,24,220,（24 ~ 220）,东汉
柴桑,PL000000018865,CN0360421Z10AA,中研院歷史地名 ,29.6749,115.8973,中國-江西省-九江市-九江縣,揚州刺史部,24,220,（24 ~ 220）,东汉
艾縣,PL000000018904,CN0360424Z14AA,中研院歷史地名 ,29.0301,114.2927,中國-江西省-九江市-修水縣,揚州刺史部,24,220,（24 ~ 220）,东汉
海昏,PL000000018933,CN0360425Z11AA,中研院歷史地名 ,29.0885,115.7866,中國-江西省-九江市-永修縣,揚州刺史部,24,220,（24 ~ 220）,东汉
歷陵,PL000000018956,CN0360426Z07AA,中研院歷史地名 ,29.3241,115.8003,中國-江西省-九江市-德安縣,揚州刺史部,24,220,（24 ~ 220）,东汉
鄡陽,PL000000019007,CN0360428Z23AA,中研院歷史地名 ,29.1023,116.3547,中國-江西省-九江市-都昌縣,揚州刺史部,24,220,（24 ~ 220）,东汉
彭澤,PL000000019019,CN0360429Z09AA,中研院歷史地名 ,29.7071,116.3607,中國-江西省-九江市-湖口縣,揚州刺史部,24,220,（24 ~ 220）,东汉
贛縣,PL000000019123,CN0360702Z19AA,中研院歷史地名 ,25.8434,114.836,中國-江西省-贛州市-章貢區,揚州刺史部,24,220,（24 ~ 220）,东汉
雩都,PL000000019263,CN0360731Z05AA,中研院歷史地名 ,26.0116,115.4156,中國-江西省-贛州市-于都縣,揚州刺史部,24,220,（24 ~ 220）,东汉
南野,PL000000019355,CN0360782Z19AA,中研院歷史地名 ,25.5503,114.7196,中國-江西省-贛州市-南康市,揚州刺史部,24,220,（24 ~ 220）,东汉
平都,PL000000019393,CN0360821Z01AA,中研院歷史地名 ,27.2663,114.7395,中國-江西省-吉安市-吉安縣,揚州刺史部,24,220,（24 ~ 220）,东汉
石陽,PL000000019415,CN0360822Z08AA,中研院歷史地名 ,27.3427,115.1829,中國-江西省-吉安市-吉水縣,揚州刺史部,24,220,（24 ~ 220）,东汉
廬陵,PL000000019482,CN0360826Z02AA,中研院歷史地名 ,26.9063,114.8083,中國-江西省-吉安市-泰和縣,揚州刺史部,24,220,（24 ~ 220）,东汉
安城,PL000000019542,CN0360829Z04AA,中研院歷史地名 ,27.4238,114.3232,中國-江西省-吉安市-安福縣,荊州刺史部,24,220,（24 ~ 220）,东汉
宜春,PL000000019615,CN0360902Z17AA,中研院歷史地名 ,27.7932,114.3844,中國-江西省-宜春市-袁州區,揚州刺史部,24,220,（24 ~ 220）,东汉
建昌,PL000000019646,CN0360921Z14AA,中研院歷史地名 ,28.614,114.8387,中國-江西省-宜春市-奉新縣,揚州刺史部,24,220,（24 ~ 220）,东汉
新淦,PL000000019752,CN0360982Z09AA,中研院歷史地名 ,28.0633,115.5482,中國-江西省-宜春市-樟樹市,揚州刺史部,24,220,（24 ~ 220）,东汉
建城,PL000000019795,CN0360983Z16AA,中研院歷史地名 ,28.4245,115.3809,中國-江西省-宜春市-高安市,揚州刺史部,24,220,（24 ~ 220）,东汉
臨汝,PL000000019854,CN0361002Z40AA,中研院歷史地名 ,27.9544,116.2868,中國-江西省-撫州市-臨川區,揚州刺史部,24,220,（24 ~ 220）,东汉
南城,PL000000019878,CN0361021Z21AA,中研院歷史地名 ,27.4259,116.7464,中國-江西省-撫州市-南城縣,揚州刺史部,24,220,（24 ~ 220）,东汉
餘汗,PL000000020120,CN0361127Z20AA,中研院歷史地名 ,28.6904,116.6906,中國-江西省-上饒市-餘幹縣,揚州刺史部,24,220,（24 ~ 220）,东汉
鄱陽,PL000000020158,CN0361128Z23AA,中研院歷史地名 ,29.0868,116.8631,中國-江西省-上饒市-鄱陽縣,揚州刺史部,24,220,（24 ~ 220）,东汉
歷城,PL000000020260,CN0370103Z17AA,中研院歷史地名 ,36.6492,117.011,中國-山東省-濟南市-市中區,青州刺史部,24,220,（24 ~ 220）,东汉
祝阿,PL000000020271,CN0370104Z05AA,中研院歷史地名 ,36.6584,116.8384,中國-山東省-濟南市-槐蔭區,青州刺史部,24,220,（24 ~ 220）,东汉
臺縣,PL000000020279,CN0370112Z04AA,中研院歷史地名 ,36.8494,117.3212,中國-山東省-濟南市-曆城區,青州刺史部,24,220,（24 ~ 220）,东汉
茌縣,PL000000020306,CN0370113Z10AA,中研院歷史地名 ,36.469,116.9186,中國-山東省-濟南市-長清區,兗州刺史部,24,220,（24 ~ 220）,东汉
盧縣,PL000000020317,CN0370113Z21AA,中研院歷史地名 ,36.3999,116.7665,中國-山東省-濟南市-長清區,兗州刺史部,24,220,（24 ~ 220）,东汉
穀城,PL000000020352,CN0370124Z22AA,中研院歷史地名 ,36.1777,116.2871,中國-山東省-濟南市-平陰縣,兗州刺史部,24,220,（24 ~ 220）,东汉
著縣,PL000000020366,CN0370125Z10AA,中研院歷史地名 ,36.9938,117.078,中國-山東省-濟南市-濟陽縣,青州刺史部,24,220,（24 ~ 220）,东汉
漯陰,PL000000020377,CN0370125Z21AA,中研院歷史地名 ,36.9527,116.9323,中國-山東省-濟南市-濟陽縣,青州刺史部,24,220,（24 ~ 220）,东汉
西平昌,PL000000020394,CN0370126Z07AA,中研院歷史地名 ,37.3785,117.0406,中國-山東省-濟南市-商河縣,青州刺史部,24,220,（24 ~ 220）,东汉
菅縣,PL000000020409,CN0370181Z01AA,中研院歷史地名 ,36.9956,117.3515,中國-山東省-濟南市-章丘市,青州刺史部,24,220,（24 ~ 220）,东汉
東平陵,PL000000020426,CN0370181Z18AA,中研院歷史地名 ,36.7617,117.4193,中國-山東省-濟南市-章丘市,青州刺史部,24,220,（24 ~ 220）,东汉
土鼓,PL000000020440,CN0370181Z32AA,中研院歷史地名 ,36.737,117.5599,中國-山東省-濟南市-章丘市,青州刺史部,24,220,（24 ~ 220）,东汉
不其,PL000000020464,CN0370214Z04AA,中研院歷史地名 ,36.2967,120.4081,中國-山東省-青島市-城陽區,青州刺史部,24,220,（24 ~ 220）,东汉
狀武,PL000000020500,CN0370282Z13AA,中研院歷史地名 ,36.4189,120.1879,中國-山東省-青島市-即墨市,青州刺史部,24,220,（24 ~ 220）,东汉
盧鄉,PL000000020516,CN0370283Z05AA,中研院歷史地名 ,36.9784,119.8763,中國-山東省-青島市-平度市,青州刺史部,24,220,（24 ~ 220）,东汉
膠東,PL000000020532,CN0370283Z21AA,中研院歷史地名 ,36.7871,119.9578,中國-山東省-青島市-平度市,青州刺史部,24,220,（24 ~ 220）,东汉
即墨,PL000000020537,CN0370283Z26AA,中研院歷史地名 ,36.7129,120.2326,中國-山東省-青島市-平度市,青州刺史部,24,220,（24 ~ 220）,东汉
琅邪,PL000000020561,CN0370284Z15AA,中研院歷史地名 ,35.6511,119.9078,中國-山東省-青島市-黃島區,徐州刺史部,24,220,（24 ~ 220）,东汉
般陽,PL000000020581,CN0370302Z08AA,中研院歷史地名 ,36.6575,117.9582,中國-山東省-淄博市-淄川區,青州刺史部,24,220,（24 ~ 220）,东汉
萊蕪,PL000000020585,CN0370302Z12AA,中研院歷史地名 ,36.4669,118.0934,中國-山東省-淄博市-淄川區,兗州刺史部,24,220,（24 ~ 220）,东汉
昌國,PL000000020603,CN0370303Z03AA,中研院歷史地名 ,36.7754,118.0713,中國-山東省-淄博市-張店區,青州刺史部,24,220,（24 ~ 220）,东汉
臨菑,PL000000020633,CN0370305Z22AA,中研院歷史地名 ,36.887,118.3548,中國-山東省-淄博市-臨淄區,青州刺史部,24,220,（24 ~ 220）,东汉
東安平,PL000000020634,CN0370305Z23AA,中研院歷史地名 ,36.8679,118.4216,中國-山東省-淄博市-臨淄區,青州刺史部,24,220,（24 ~ 220）,东汉
西安,PL000000020650,CN0370305Z39AA,中研院歷史地名 ,36.9489,118.2043,中國-山東省-淄博市-臨淄區,青州刺史部,24,220,（24 ~ 220）,东汉
千乘,PL000000020666,CN0370322Z05AA,中研院歷史地名 ,37.2204,117.9366,中國-山東省-淄博市-高青縣,青州刺史部,24,220,（24 ~ 220）,东汉
臨濟,PL000000020677,CN0370322Z16AA,中研院歷史地名 ,37.1315,117.9227,中國-山東省-淄博市-高青縣,青州刺史部,24,220,（24 ~ 220）,东汉
氶縣,PL000000020716,CN0370404Z05AA,中研院歷史地名 ,34.7615,117.6111,中國-山東省-棗莊市-嶧城區,徐州刺史部,24,220,（24 ~ 220）,东汉
陰平,PL000000020718,CN0370404Z07AA,中研院歷史地名 ,34.6748,117.489,中國-山東省-棗莊市-嶧城區,徐州刺史部,24,220,（24 ~ 220）,东汉
傅陽,PL000000020730,CN0370405Z01AA,中研院歷史地名 ,34.5862,117.594,中國-山東省-棗莊市-台兒莊區,徐州刺史部,24,220,（24 ~ 220）,东汉
合鄉,PL000000020739,CN0370406Z01AA,中研院歷史地名 ,35.1465,117.3317,中國-山東省-棗莊市-山亭區,徐州刺史部,24,220,（24 ~ 220）,东汉
蕃縣,PL000000020760,CN0370481Z11AA,中研院歷史地名 ,35.0851,117.1675,中國-山東省-棗莊市-滕州市,豫州刺史部,24,220,（24 ~ 220）,东汉
公丘,PL000000020765,CN0370481Z16AA,中研院歷史地名 ,35.0668,117.0947,中國-山東省-棗莊市-滕州市,豫州刺史部,24,220,（24 ~ 220）,东汉
昌慮,PL000000020775,CN0370481Z26AA,中研院歷史地名 ,34.9454,117.3509,中國-山東省-棗莊市-滕州市,徐州刺史部,24,220,（24 ~ 220）,东汉
薛縣,PL000000020779,CN0370481Z30AA,中研院歷史地名 ,34.8878,117.1983,中國-山東省-棗莊市-滕州市,豫州刺史部,24,220,（24 ~ 220）,东汉
蓼城,PL000000020807,CN0370522Z12AA,中研院歷史地名 ,37.4041,118.212,中國-山東省-東營市-利津縣,青州刺史部,24,220,（24 ~ 220）,东汉
牟平,PL000000020841,CN0370611Z07AA,中研院歷史地名 ,37.5735,121.1203,中國-山東省-煙臺市-福山區,青州刺史部,24,220,（24 ~ 220）,东汉
東牟,PL000000020859,CN0370612Z12AA,中研院歷史地名 ,37.3753,121.5973,中國-山東省-煙臺市-牟平區,青州刺史部,24,220,（24 ~ 220）,东汉
黃縣,PL000000020876,CN0370681Z14AA,中研院歷史地名 ,37.6388,120.672,中國-山東省-煙臺市-龍口市,青州刺史部,24,220,（24 ~ 220）,东汉
惤國,PL000000020881,CN0370681Z19AA,中研院歷史地名 ,37.5633,120.436,中國-山東省-煙臺市-龍口市,青州刺史部,24,220,（24 ~ 220）,东汉
長廣,PL000000020893,CN0370682Z06AA,中研院歷史地名 ,36.9626,120.9137,中國-山東省-煙臺市-萊陽市,青州刺史部,24,220,（24 ~ 220）,东汉
挺縣,PL000000020897,CN0370682Z10AA,中研院歷史地名 ,36.9411,120.7157,中國-山東省-煙臺市-萊陽市,青州刺史部,24,220,（24 ~ 220）,东汉
曲城,PL000000020910,CN0370683Z03AA,中研院歷史地名 ,37.4116,120.1564,中國-山東省-煙臺市-萊州市,青州刺史部,24,220,（24 ~ 220）,东汉
掖國,PL000000020936,CN0370683Z29AA,中研院歷史地名 ,37.1743,119.9476,中國-山東省-煙臺市-萊州市,青州刺史部,24,220,（24 ~ 220）,东汉
當利,PL000000020941,CN0370683Z34AA,中研院歷史地名 ,37.0503,119.8389,中國-山東省-煙臺市-萊州市,青州刺史部,24,220,（24 ~ 220）,东汉
觀陽,PL000000020992,CN0370687Z03AA,中研院歷史地名 ,37.0067,121.0339,中國-山東省-煙臺市-海陽市,青州刺史部,24,220,（24 ~ 220）,东汉
平壽,PL000000021007,CN0370702Z07AA,中研院歷史地名 ,36.6029,119.0253,中國-山東省-濰坊市-濰城區,青州刺史部,24,220,（24 ~ 220）,东汉
臨朐,PL000000021043,CN0370724Z14AA,中研院歷史地名 ,36.5102,118.5523,中國-山東省-濰坊市-臨朐縣,青州刺史部,24,220,（24 ~ 220）,东汉
朱虛,PL000000021052,CN0370724Z23AA,中研院歷史地名 ,36.4137,118.8056,中國-山東省-濰坊市-臨朐縣,青州刺史部,24,220,（24 ~ 220）,东汉
劇縣,PL000000021069,CN0370725Z05AA,中研院歷史地名 ,36.7149,118.7887,中國-山東省-濰坊市-昌樂縣,青州刺史部,24,220,（24 ~ 220）,东汉
營陵,PL000000021082,CN0370725Z18AA,中研院歷史地名 ,36.5393,119.05,中國-山東省-濰坊市-昌樂縣,青州刺史部,24,220,（24 ~ 220）,东汉
廣縣,PL000000021119,CN0370781Z23AA,中研院歷史地名 ,36.6764,118.4683,中國-山東省-濰坊市-青州市,青州刺史部,24,220,（24 ~ 220）,东汉
平昌,PL000000021125,CN0370782Z01AA,中研院歷史地名 ,36.2059,119.3297,中國-山東省-濰坊市-諸城市,青州刺史部,24,220,（24 ~ 220）,东汉
東武,PL000000021153,CN0370782Z29AA,中研院歷史地名 ,35.9922,119.4134,中國-山東省-濰坊市-諸城市,徐州刺史部,24,220,（24 ~ 220）,东汉
諸縣,PL000000021158,CN0370782Z34AA,中研院歷史地名 ,35.9301,119.2655,中國-山東省-濰坊市-諸城市,徐州刺史部,24,220,（24 ~ 220）,东汉
壽光,PL000000021177,CN0370783Z10AA,中研院歷史地名 ,36.9335,118.8695,中國-山東省-濰坊市-壽光市,青州刺史部,24,220,（24 ~ 220）,东汉
益國,PL000000021193,CN0370783Z26AA,中研院歷史地名 ,36.8444,118.7756,中國-山東省-濰坊市-壽光市,青州刺史部,24,220,（24 ~ 220）,东汉
淳于,PL000000021219,CN0370784Z08AA,中研院歷史地名 ,36.5308,119.3137,中國-山東省-濰坊市-安丘市,青州刺史部,24,220,（24 ~ 220）,东汉
安丘,PL000000021232,CN0370784Z21AA,中研院歷史地名 ,36.384,119.1405,中國-山東省-濰坊市-安丘市,青州刺史部,24,220,（24 ~ 220）,东汉
昌安,PL000000021236,CN0370784Z25AA,中研院歷史地名 ,36.374,119.3384,中國-山東省-濰坊市-安丘市,青州刺史部,24,220,（24 ~ 220）,东汉
姑幕,PL000000021253,CN0370784Z42AA,中研院歷史地名 ,36.2272,119.3163,中國-山東省-濰坊市-安丘市,徐州刺史部,24,220,（24 ~ 220）,东汉
夷安,PL000000021271,CN0370785Z09AA,中研院歷史地名 ,36.3842,119.762,中國-山東省-濰坊市-高密市,青州刺史部,24,220,（24 ~ 220）,东汉
高密,PL000000021277,CN0370785Z15AA,中研院歷史地名 ,36.3319,119.5329,中國-山東省-濰坊市-高密市,青州刺史部,24,220,（24 ~ 220）,东汉
黔陬,PL000000021284,CN0370785Z22AA,中研院歷史地名 ,36.1736,119.8263,中國-山東省-濰坊市-高密市,青州刺史部,24,220,（24 ~ 220）,东汉
都昌,PL000000021298,CN0370786Z13AA,中研院歷史地名 ,36.8531,119.3817,中國-山東省-濰坊市-昌邑市,青州刺史部,24,220,（24 ~ 220）,东汉
下密,PL000000021303,CN0370786Z18AA,中研院歷史地名 ,36.8345,119.5257,中國-山東省-濰坊市-昌邑市,青州刺史部,24,220,（24 ~ 220）,东汉
亢父,PL000000021326,CN0370811Z04AA,中研院歷史地名 ,35.1798,116.5662,中國-山東省-濟寧市-任城區,兗州刺史部,24,220,（24 ~ 220）,东汉
任城,PL000000021336,CN0370826Z01AA,中研院歷史地名 ,35.2569,116.7197,中國-山東省-濟寧市-微山縣,兗州刺史部,24,220,（24 ~ 220）,东汉
高平,PL000000021351,CN0370826Z16AA,中研院歷史地名 ,35.1242,116.7328,中國-山東省-濟寧市-微山縣,兗州刺史部,24,220,（24 ~ 220）,东汉
湖陸,PL000000021364,CN0370826Z29AA,中研院歷史地名 ,34.9414,116.8475,中國-山東省-濟寧市-微山縣,兗州刺史部,24,220,（24 ~ 220）,东汉
戚縣,PL000000021372,CN0370826Z37AA,中研院歷史地名 ,34.8035,117.1256,中國-山東省-濟寧市-微山縣,徐州刺史部,24,220,（24 ~ 220）,东汉
方與,PL000000021389,CN0370827Z07AA,中研院歷史地名 ,35.0129,116.5468,中國-山東省-濟寧市-魚台縣,兗州刺史部,24,220,（24 ~ 220）,东汉
東緡,PL000000021417,CN0370828Z14AA,中研院歷史地名 ,35.0672,116.3138,中國-山東省-濟寧市-金鄉縣,兗州刺史部,24,220,（24 ~ 220）,东汉
金鄉,PL000000021433,CN0370829Z12AA,中研院歷史地名 ,35.2296,116.3475,中國-山東省-濟寧市-嘉祥縣,兗州刺史部,24,220,（24 ~ 220）,东汉
東平陸,PL000000021440,CN0370830Z07AA,中研院歷史地名 ,35.8193,116.4878,中國-山東省-濟寧市-汶上縣,兗州刺史部,24,220,（24 ~ 220）,东汉
卞縣,PL000000021464,CN0370831Z11AA,中研院歷史地名 ,35.6414,117.5159,中國-山東省-濟寧市-泗水縣,豫州刺史部,24,220,（24 ~ 220）,东汉
范縣,PL000000021480,CN0370832Z10AA,中研院歷史地名 ,35.8229,116.0203,中國-山東省-濟寧市-梁山縣,兗州刺史部,24,220,（24 ~ 220）,东汉
魯縣,PL000000021508,CN0370881Z13AA,中研院歷史地名 ,35.5976,116.9966,中國-山東省-濟寧市-曲阜市,豫州刺史部,24,220,（24 ~ 220）,东汉
瑕丘,PL000000021529,CN0370882Z08AA,中研院歷史地名 ,35.5657,116.8388,中國-山東省-濟寧市-兗州市,兗州刺史部,24,220,（24 ~ 220）,东汉
樊縣,PL000000021543,CN0370882Z22AA,中研院歷史地名 ,35.4251,116.7375,中國-山東省-濟寧市-兗州市,兗州刺史部,24,220,（24 ~ 220）,东汉
南平陽,PL000000021565,CN0370883Z14AA,中研院歷史地名 ,35.4028,116.9778,中國-山東省-濟寧市-鄒城市,兗州刺史部,24,220,（24 ~ 220）,东汉
騶縣,PL000000021572,CN0370883Z21AA,中研院歷史地名 ,35.31,117.0447,中國-山東省-濟寧市-鄒城市,豫州刺史部,24,220,（24 ~ 220）,东汉
博縣,PL000000021597,CN0370902Z12AA,中研院歷史地名 ,36.1146,117.2179,中國-山東省-泰安市-泰山區,兗州刺史部,24,220,（24 ~ 220）,东汉
奉高,PL000000021612,CN0370911Z05AA,中研院歷史地名 ,36.1877,117.3731,中國-山東省-泰安市-岱岳區(**),兗州刺史部,24,220,（24 ~ 220）,东汉
鉅平,PL000000021616,CN0370911Z09AA,中研院歷史地名 ,35.9634,117.1145,中國-山東省-泰安市-岱岳區(**),兗州刺史部,24,220,（24 ~ 220）,东汉
汶陽,PL000000021629,CN0370921Z01AA,中研院歷史地名 ,35.9053,116.9953,中國-山東省-泰安市-寧陽縣,豫州刺史部,24,220,（24 ~ 220）,东汉
剛縣,PL000000021632,CN0370921Z04AA,中研院歷史地名 ,35.8932,116.8661,中國-山東省-泰安市-寧陽縣,兗州刺史部,24,220,（24 ~ 220）,东汉
成縣,PL000000021641,CN0370921Z13AA,中研院歷史地名 ,35.8725,117.188,中國-山東省-泰安市-寧陽縣,兗州刺史部,24,220,（24 ~ 220）,东汉
寧陽,PL000000021650,CN0370921Z22AA,中研院歷史地名 ,35.6912,116.7933,中國-山東省-泰安市-寧陽縣,兗州刺史部,24,220,（24 ~ 220）,东汉
須昌,PL000000021662,CN0370923Z07AA,中研院歷史地名 ,35.9446,116.2476,中國-山東省-泰安市-東平縣,兗州刺史部,24,220,（24 ~ 220）,东汉
章縣,PL000000021666,CN0370923Z11AA,中研院歷史地名 ,35.9397,116.6143,中國-山東省-泰安市-東平縣,兗州刺史部,24,220,（24 ~ 220）,东汉
無鹽,PL000000021695,CN0370923Z40AA,中研院歷史地名 ,35.883,116.4233,中國-山東省-泰安市-東平縣,兗州刺史部,24,220,（24 ~ 220）,东汉
壽張,PL000000021706,CN0370923Z51AA,中研院歷史地名 ,35.8345,116.2929,中國-山東省-泰安市-東平縣,兗州刺史部,24,220,（24 ~ 220）,东汉
梁甫,PL000000021717,CN0370982Z04AA,中研院歷史地名 ,35.9349,117.3461,中國-山東省-泰安市-新泰市,兗州刺史部,24,220,（24 ~ 220）,东汉
富成,PL000000021757,CN0370983Z21AA,中研院歷史地名 ,36.0497,116.6029,中國-山東省-泰安市-肥城市,兗州刺史部,24,220,（24 ~ 220）,东汉
蛇丘,PL000000021762,CN0370983Z26AA,中研院歷史地名 ,35.9483,116.8938,中國-山東省-泰安市-肥城市,兗州刺史部,24,220,（24 ~ 220）,东汉
昌陽,PL000000021784,CN0371081Z10AA,中研院歷史地名 ,37.0657,122.0274,中國-山東省-威海市-文登市,青州刺史部,24,220,（24 ~ 220）,东汉
海曲,PL000000021814,CN0371102Z05AA,中研院歷史地名 ,35.4172,119.3992,中國-山東省-日照市-東港區,徐州刺史部,24,220,（24 ~ 220）,东汉
莒縣,PL000000021853,CN0371122Z20AA,中研院歷史地名 ,35.5808,118.8438,中國-山東省-日照市-莒縣,徐州刺史部,24,220,（24 ~ 220）,东汉
牟縣,PL000000021874,CN0371202Z09AA,中研院歷史地名 ,36.1997,117.7438,中國-山東省-萊蕪市-萊城區,兗州刺史部,24,220,（24 ~ 220）,东汉
嬴縣,PL000000021876,CN0371202Z11AA,中研院歷史地名 ,36.3443,117.5735,中國-山東省-萊蕪市-萊城區,兗州刺史部,24,220,（24 ~ 220）,东汉
開陽,PL000000021914,CN0371302Z18AA,中研院歷史地名 ,35.1307,118.3698,中國-山東省-臨沂市-蘭山區,徐州刺史部,24,220,（24 ~ 220）,东汉
陽都,PL000000021932,CN0371321Z09AA,中研院歷史地名 ,35.3825,118.4772,中國-山東省-臨沂市-沂南縣,徐州刺史部,24,220,（24 ~ 220）,东汉
即丘,PL000000021940,CN0371322Z01AA,中研院歷史地名 ,34.9095,118.4544,中國-山東省-臨沂市-郯城縣,徐州刺史部,24,220,（24 ~ 220）,东汉
郯縣,PL000000021947,CN0371322Z08AA,中研院歷史地名 ,34.6419,118.3248,中國-山東省-臨沂市-郯城縣,徐州刺史部,24,220,（24 ~ 220）,东汉
東莞,PL000000021987,CN0371323Z23AA,中研院歷史地名 ,35.7899,118.6333,中國-山東省-臨沂市-沂水縣,徐州刺史部,24,220,（24 ~ 220）,东汉
東安,PL000000021992,CN0371323Z28AA,中研院歷史地名 ,35.6644,118.5628,中國-山東省-臨沂市-沂水縣,徐州刺史部,24,220,（24 ~ 220）,东汉
繒國,PL000000022000,CN0371324Z06AA,中研院歷史地名 ,34.9155,117.9004,中國-山東省-臨沂市-蒼山縣,徐州刺史部,24,220,（24 ~ 220）,东汉
蘭陵,PL000000022013,CN0371324Z19AA,中研院歷史地名 ,34.7477,117.866,中國-山東省-臨沂市-蒼山縣,徐州刺史部,24,220,（24 ~ 220）,东汉
襄賁,PL000000022020,CN0371324Z26AA,中研院歷史地名 ,34.7097,118.0637,中國-山東省-臨沂市-蒼山縣,徐州刺史部,24,220,（24 ~ 220）,东汉
費國,PL000000022028,CN0371325Z03AA,中研院歷史地名 ,35.3658,117.9411,中國-山東省-臨沂市-費縣,兗州刺史部,24,220,（24 ~ 220）,东汉
臨沂,PL000000022036,CN0371325Z11AA,中研院歷史地名 ,35.3017,118.3091,中國-山東省-臨沂市-費縣,徐州刺史部,24,220,（24 ~ 220）,东汉
南武陽,PL000000022066,CN0371326Z12AA,中研院歷史地名 ,35.5049,117.6388,中國-山東省-臨沂市-平邑縣,兗州刺史部,24,220,（24 ~ 220）,东汉
南城,PL000000022073,CN0371326Z19AA,中研院歷史地名 ,35.1637,117.6475,中國-山東省-臨沂市-平邑縣,兗州刺史部,24,220,（24 ~ 220）,东汉
