县名,規範碼,舊規範碼,地名分類,緯度,經度,行政區,屬,BEG,END,年代,朝代
曲梁,PL000000001658,CN0130429Z19AA,中研院歷史地名 ,36.7087,114.739,中國-河北省-邯鄲市-永年縣,冀州刺史部,24,220,（24 ~ 220）,东汉
曲周,PL000000001681,CN0130430Z04AA,中研院歷史地名 ,36.9001,115.0811,中國-河北省-邯鄲市-邱縣,冀州刺史部,24,220,（24 ~ 220）,东汉
斥丘,PL000000001709,CN0130432Z08AA,中研院歷史地名 ,36.3966,114.8475,中國-河北省-邯鄲市-廣平縣,冀州刺史部,24,220,（24 ~ 220）,东汉
清淵,PL000000001716,CN0130433Z04AA,中研院歷史地名 ,36.6941,115.3895,中國-河北省-邯鄲市-館陶縣,冀州刺史部,24,220,（24 ~ 220）,东汉
館陶,PL000000001732,CN0130433Z20AA,中研院歷史地名 ,36.5335,115.3076,中國-河北省-邯鄲市-館陶縣,冀州刺史部,24,220,（24 ~ 220）,东汉
廣平,PL000000001746,CN0130435Z02AA,中研院歷史地名 ,36.8966,114.9722,中國-河北省-邯鄲市-曲周縣,冀州刺史部,24,220,（24 ~ 220）,东汉
斥章,PL000000001758,CN0130435Z14AA,中研院歷史地名 ,36.7222,114.9426,中國-河北省-邯鄲市-曲周縣,冀州刺史部,24,220,（24 ~ 220）,东汉
平恩,PL000000001764,CN0130435Z20AA,中研院歷史地名 ,36.7013,115.1131,中國-河北省-邯鄲市-曲周縣,冀州刺史部,24,220,（24 ~ 220）,东汉
武安,PL000000001781,CN0130481Z09AA,中研院歷史地名 ,36.6753,114.1734,中國-河北省-邯鄲市-武安市,冀州刺史部,24,220,（24 ~ 220）,东汉
襄國,PL000000001815,CN0130502Z19AA,中研院歷史地名 ,37.0656,114.5037,中國-河北省-邢臺市-橋東區,冀州刺史部,24,220,（24 ~ 220）,东汉
中丘,PL000000001859,CN0130523Z11AA,中研院歷史地名 ,37.2766,114.4448,中國-河北省-邢臺市-內丘縣,冀州刺史部,24,220,（24 ~ 220）,东汉
柏人,PL000000001887,CN0130525Z08AA,中研院歷史地名 ,37.3531,114.6242,中國-河北省-邢臺市-隆堯縣,冀州刺史部,24,220,（24 ~ 220）,东汉
任縣,PL000000001910,CN0130526Z08AA,中研院歷史地名 ,37.1295,114.7768,中國-河北省-邢臺市-任縣,冀州刺史部,24,220,（24 ~ 220）,东汉
平鄉,PL000000001926,CN0130527Z04AA,中研院歷史地名 ,37.0149,114.8839,中國-河北省-邢臺市-南和縣,冀州刺史部,24,220,（24 ~ 220）,东汉
南和,PL000000001937,CN0130527Z15AA,中研院歷史地名 ,36.9988,114.6968,中國-河北省-邢臺市-南和縣,冀州刺史部,24,220,（24 ~ 220）,东汉
楊氏,PL000000001952,CN0130528Z13AA,中研院歷史地名 ,37.6204,114.9249,中國-河北省-邢臺市-寧晉縣,冀州刺史部,24,220,（24 ~ 220）,东汉
廮陶,PL000000001966,CN0130528Z27AA,中研院歷史地名 ,37.5136,114.8479,中國-河北省-邢臺市-寧晉縣,冀州刺史部,24,220,（24 ~ 220）,东汉
鉅鹿,PL000000002001,CN0130532Z03AA,中研院歷史地名 ,36.9889,114.911,中國-河北省-邢臺市-平鄉縣,冀州刺史部,24,220,（24 ~ 220）,东汉
經縣,PL000000002026,CN0130533Z10AA,中研院歷史地名 ,37.1327,115.266,中國-河北省-邢臺市-威縣,冀州刺史部,24,220,（24 ~ 220）,东汉
廣宗,PL000000002035,CN0130533Z19AA,中研院歷史地名 ,36.973,115.34,中國-河北省-邢臺市-威縣,冀州刺史部,24,220,（24 ~ 220）,东汉
南宮,PL000000002080,CN0130581Z06AA,中研院歷史地名 ,37.3778,115.3501,中國-河北省-邢臺市-南宮市,冀州刺史部,24,220,（24 ~ 220）,东汉
北平,PL000000002122,CN0130621Z03AA,中研院歷史地名 ,39.0223,115.3431,中國-河北省-保定市-滿城縣,冀州刺史部,24,220,（24 ~ 220）,东汉
迺國,PL000000002157,CN0130623Z15AA,中研院歷史地名 ,39.391,115.7176,中國-河北省-保定市-淶水縣,幽州刺史部,24,220,（24 ~ 220）,东汉
北新城,PL000000002192,CN0130625Z17AA,中研院歷史地名 ,38.9951,115.5701,中國-河北省-保定市-徐水縣,幽州刺史部,24,220,（24 ~ 220）,东汉
范陽,PL000000002206,CN0130626Z10AA,中研院歷史地名 ,39.142,115.6938,中國-河北省-保定市-定興縣,幽州刺史部,24,220,（24 ~ 220）,东汉
望都,PL000000002228,CN0130627Z14AA,中研院歷史地名 ,38.7722,115.0268,中國-河北省-保定市-唐縣,冀州刺史部,24,220,（24 ~ 220）,东汉
高陽,PL000000002249,CN0130628Z04AA,中研院歷史地名 ,38.6889,115.913,中國-河北省-保定市-高陽縣,冀州刺史部,24,220,（24 ~ 220）,东汉
廣昌,PL000000002290,CN0130630Z08AA,中研院歷史地名 ,39.3844,114.7066,中國-河北省-保定市-淶源縣,冀州刺史部,24,220,（24 ~ 220）,东汉
故安,PL000000002356,CN0130633Z24AA,中研院歷史地名 ,39.2813,115.5788,中國-河北省-保定市-易縣,幽州刺史部,24,220,（24 ~ 220）,东汉
上曲陽,PL000000002385,CN0130634Z14AA,中研院歷史地名 ,38.6203,114.6694,中國-河北省-保定市-曲陽縣,冀州刺史部,24,220,（24 ~ 220）,东汉
唐縣,PL000000002407,CN0130636Z06AA,中研院歷史地名 ,38.8437,115.0748,中國-河北省-保定市-順平縣,冀州刺史部,24,220,（24 ~ 220）,东汉
蒲陰,PL000000002421,CN0130636Z20AA,中研院歷史地名 ,38.8108,115.2265,中國-河北省-保定市-順平縣,冀州刺史部,24,220,（24 ~ 220）,东汉
蠡吾,PL000000002430,CN0130637Z05AA,中研院歷史地名 ,38.4401,115.4581,中國-河北省-保定市-博野縣,冀州刺史部,24,220,（24 ~ 220）,东汉
安國,PL000000002442,CN0130637Z17AA,中研院歷史地名 ,38.3482,115.5961,中國-河北省-保定市-博野縣,冀州刺史部,24,220,（24 ~ 220）,东汉
易縣,PL000000002448,CN0130638Z01AA,中研院歷史地名 ,39.0174,116.0689,中國-河北省-保定市-雄縣,冀州刺史部,24,220,（24 ~ 220）,东汉
涿縣,PL000000002479,CN0130681Z18AA,中研院歷史地名 ,39.4865,115.978,中國-河北省-保定市-涿州市,幽州刺史部,24,220,（24 ~ 220）,东汉
盧奴,PL000000002524,CN0130682Z26AA,中研院歷史地名 ,38.5194,114.9847,中國-河北省-保定市-定州市,冀州刺史部,24,220,（24 ~ 220）,东汉
安熹,PL000000002530,CN0130682Z32AA,中研院歷史地名 ,38.4362,115.1559,中國-河北省-保定市-定州市,冀州刺史部,24,220,（24 ~ 220）,东汉
漢昌,PL000000002535,CN0130682Z37AA,中研院歷史地名 ,38.3145,115.0258,中國-河北省-保定市-定州市,冀州刺史部,24,220,（24 ~ 220）,东汉
廣寧,PL000000002572,CN0130702Z06AA,中研院歷史地名 ,40.7906,114.8959,中國-河北省-張家口市-橋東區,幽州刺史部,24,220,（24 ~ 220）,东汉
當城,PL000000002640,CN0130726Z08AA,中研院歷史地名 ,40.0451,114.8461,中國-河北省-張家口市-蔚縣,幽州刺史部,24,220,（24 ~ 220）,东汉
雊瞀,PL000000002642,CN0130726Z10AA,中研院歷史地名 ,40.0386,114.9673,中國-河北省-張家口市-蔚縣,幽州刺史部,24,220,（24 ~ 220）,东汉
代縣,PL000000002648,CN0130726Z16AA,中研院歷史地名 ,39.887,114.6779,中國-河北省-張家口市-蔚縣,幽州刺史部,24,220,（24 ~ 220）,东汉
桑乾,PL000000002683,CN0130727Z08AA,中研院歷史地名 ,40.154,114.6374,中國-河北省-張家口市-陽原縣,幽州刺史部,24,220,（24 ~ 220）,东汉
東安陽,PL000000002697,CN0130727Z22AA,中研院歷史地名 ,40.0326,114.3979,中國-河北省-張家口市-陽原縣,幽州刺史部,24,220,（24 ~ 220）,东汉
馬城,PL000000002706,CN0130728Z06AA,中研院歷史地名 ,40.6722,114.3792,中國-河北省-張家口市-懷安縣,幽州刺史部,24,220,（24 ~ 220）,东汉
寧縣,PL000000002731,CN0130729Z09AA,中研院歷史地名 ,40.8643,114.7447,中國-河北省-張家口市-萬全縣,幽州刺史部,24,220,（24 ~ 220）,东汉
沮陽,PL000000002762,CN0130730Z21AA,中研院歷史地名 ,40.2813,115.7113,中國-河北省-張家口市-懷來縣,幽州刺史部,24,220,（24 ~ 220）,东汉
下落,PL000000002796,CN0130731Z17AA,中研院歷史地名 ,40.3759,115.2247,中國-河北省-張家口市-涿鹿縣,幽州刺史部,24,220,（24 ~ 220）,东汉
潘縣,PL000000002800,CN0130731Z21AA,中研院歷史地名 ,40.3234,115.1173,中國-河北省-張家口市-涿鹿縣,幽州刺史部,24,220,（24 ~ 220）,东汉
涿鹿,PL000000002809,CN0130731Z30AA,中研院歷史地名 ,40.2109,115.3987,中國-河北省-張家口市-涿鹿縣,幽州刺史部,24,220,（24 ~ 220）,东汉
俊靡,PL000000002904,CN0130822Z10AA,中研院歷史地名 ,40.2956,117.8652,中國-河北省-承德市-興隆縣,幽州刺史部,24,220,（24 ~ 220）,东汉
浮陽,PL000000003044,CN0130921Z14AA,中研院歷史地名 ,38.2373,117.0401,中國-河北省-滄州市-滄縣,冀州刺史部,24,220,（24 ~ 220）,东汉
成平,PL000000003053,CN0130921Z23AA,中研院歷史地名 ,38.2228,116.5704,中國-河北省-滄州市-滄縣,冀州刺史部,24,220,（24 ~ 220）,东汉
東平舒,PL000000003072,CN0130922Z02AA,中研院歷史地名 ,38.6796,116.8013,中國-河北省-滄州市-青縣,冀州刺史部,24,220,（24 ~ 220）,东汉
東光,PL000000003093,CN0130923Z06AA,中研院歷史地名 ,37.8853,116.6611,中國-河北省-滄州市-東光縣,冀州刺史部,24,220,（24 ~ 220）,东汉
高城,PL000000003122,CN0130925Z07AA,中研院歷史地名 ,38.0064,117.3256,中國-河北省-滄州市-鹽山縣,冀州刺史部,24,220,（24 ~ 220）,东汉
武垣,PL000000003148,CN0130926Z09AA,中研院歷史地名 ,38.3832,115.9092,中國-河北省-滄州市-肅寧縣,冀州刺史部,24,220,（24 ~ 220）,东汉
南皮,PL000000003162,CN0130927Z11AA,中研院歷史地名 ,38.0857,116.7259,中國-河北省-滄州市-南皮縣,冀州刺史部,24,220,（24 ~ 220）,东汉
中水,PL000000003187,CN0130929Z03AA,中研院歷史地名 ,38.2937,115.9963,中國-河北省-滄州市-獻縣,冀州刺史部,24,220,（24 ~ 220）,东汉
樂成,PL000000003203,CN0130929Z19AA,中研院歷史地名 ,38.1576,116.2067,中國-河北省-滄州市-獻縣,冀州刺史部,24,220,（24 ~ 220）,东汉
鄚縣,PL000000003234,CN0130982Z01AA,中研院歷史地名 ,38.8732,116.1348,中國-河北省-滄州市-任丘市,冀州刺史部,24,220,（24 ~ 220）,东汉
章武,PL000000003266,CN0130983Z09AA,中研院歷史地名 ,38.542,117.1091,中國-河北省-滄州市-黃驊市,冀州刺史部,24,220,（24 ~ 220）,东汉
安次,PL000000003345,CN0131003Z10AA,中研院歷史地名 ,39.5391,116.6518,中國-河北省-廊坊市-廣陽區,幽州刺史部,24,220,（24 ~ 220）,东汉
方城,PL000000003356,CN0131022Z11AA,中研院歷史地名 ,39.3804,116.2627,中國-河北省-廊坊市-固安縣,幽州刺史部,24,220,（24 ~ 220）,东汉
束州,PL000000003392,CN0131025Z15AA,中研院歷史地名 ,38.5661,116.4551,中國-河北省-廊坊市-大城縣,冀州刺史部,24,220,（24 ~ 220）,东汉
文安,PL000000003404,CN0131026Z10AA,中研院歷史地名 ,38.9626,116.5432,中國-河北省-廊坊市-文安縣,冀州刺史部,24,220,（24 ~ 220）,东汉
潞縣,PL000000003440,CN0131082Z06AA,中研院歷史地名 ,39.931,116.8201,中國-河北省-廊坊市-三河市,幽州刺史部,24,220,（24 ~ 220）,东汉
武邑,PL000000003485,CN0131122Z13AA,中研院歷史地名 ,37.8052,115.9003,中國-河北省-衡水市-武邑縣,冀州刺史部,24,220,（24 ~ 220）,东汉
觀津,PL000000003491,CN0131122Z19AA,中研院歷史地名 ,37.7935,116.0361,中國-河北省-衡水市-武邑縣,冀州刺史部,24,220,（24 ~ 220）,东汉
武遂,PL000000003503,CN0131123Z05AA,中研院歷史地名 ,38.1253,115.9079,中國-河北省-衡水市-武強縣,冀州刺史部,24,220,（24 ~ 220）,东汉
饒陽,PL000000003523,CN0131124Z06AA,中研院歷史地名 ,38.2956,115.8334,中國-河北省-衡水市-饒陽縣,冀州刺史部,24,220,（24 ~ 220）,东汉
安平,PL000000003548,CN0131125Z14AA,中研院歷史地名 ,38.2298,115.5202,中國-河北省-衡水市-安平縣,冀州刺史部,24,220,（24 ~ 220）,东汉
東武城,PL000000003566,CN0131126Z14AA,中研院歷史地名 ,37.1986,115.841,中國-河北省-衡水市-故城縣,冀州刺史部,24,220,（24 ~ 220）,东汉
弓高,PL000000003575,CN0131127Z02AA,中研院歷史地名 ,37.7646,116.1433,中國-河北省-衡水市-景縣,冀州刺史部,24,220,（24 ~ 220）,东汉
脩縣,PL000000003598,CN0131127Z25AA,中研院歷史地名 ,37.6279,116.2663,中國-河北省-衡水市-景縣,冀州刺史部,24,220,（24 ~ 220）,东汉
廣川,PL000000003606,CN0131127Z33AA,中研院歷史地名 ,37.5438,115.9161,中國-河北省-衡水市-景縣,冀州刺史部,24,220,（24 ~ 220）,东汉
扶柳,PL000000003631,CN0131181Z03AA,中研院歷史地名 ,37.6387,115.4462,中國-河北省-衡水市-冀州市,冀州刺史部,24,220,（24 ~ 220）,东汉
堂陽,PL000000003637,CN0131181Z09AA,中研院歷史地名 ,37.5787,115.2383,中國-河北省-衡水市-冀州市,冀州刺史部,24,220,（24 ~ 220）,东汉
信都,PL000000003658,CN0131181Z30AA,中研院歷史地名 ,37.5652,115.5734,中國-河北省-衡水市-冀州市,冀州刺史部,24,220,（24 ~ 220）,东汉
下博,PL000000003687,CN0131182Z15AA,中研院歷史地名 ,37.9416,115.679,中國-河北省-衡水市-深州市,冀州刺史部,24,220,（24 ~ 220）,东汉
鄡縣,PL000000003701,CN0131182Z29AA,中研院歷史地名 ,37.8685,115.4282,中國-河北省-衡水市-深州市,冀州刺史部,24,220,（24 ~ 220）,东汉
狼孟,PL000000003755,CN0140108Z03AA,中研院歷史地名 ,37.9891,112.5782,中國-山西省-太原市-尖草坪區,并州刺史部,24,220,（24 ~ 220）,东汉
晉陽,PL000000003807,CN0140110Z17AA,中研院歷史地名 ,37.7513,112.4799,中國-山西省-太原市-晉源區,并州刺史部,24,220,（24 ~ 220）,东汉
盂縣,PL000000003852,CN0140122Z11AA,中研院歷史地名 ,38.1739,112.743,中國-山西省-太原市-陽曲縣,并州刺史部,24,220,（24 ~ 220）,东汉
平城,PL000000003910,CN0140211Z02AA,中研院歷史地名 ,40.1302,113.3515,中國-山西省-大同市-南郊區,并州刺史部,24,220,（24 ~ 220）,东汉
高柳,PL000000003953,CN0140221Z11AA,中研院歷史地名 ,40.3532,113.762,中國-山西省-大同市-陽高縣,幽州刺史部,24,220,（24 ~ 220）,东汉
道人,PL000000003961,CN0140221Z19AA,中研院歷史地名 ,40.115,113.9853,中國-山西省-大同市-陽高縣,幽州刺史部,24,220,（24 ~ 220）,东汉
狋氏,PL000000003963,CN0140221Z21AA,中研院歷史地名 ,39.9544,113.9444,中國-山西省-大同市-陽高縣,幽州刺史部,24,220,（24 ~ 220）,东汉
平舒,PL000000003991,CN0140223Z05AA,中研院歷史地名 ,39.7727,114.2242,中國-山西省-大同市-廣靈縣,幽州刺史部,24,220,（24 ~ 220）,东汉
崞縣,PL000000004022,CN0140225Z04AA,中研院歷史地名 ,39.711,113.6159,中國-山西省-大同市-渾源縣,并州刺史部,24,220,（24 ~ 220）,东汉
繁畤,PL000000004032,CN0140225Z14AA,中研院歷史地名 ,39.6128,113.51,中國-山西省-大同市-渾源縣,并州刺史部,24,220,（24 ~ 220）,东汉
北平邑,PL000000004062,CN0140227Z09AA,中研院歷史地名 ,40.0247,113.6937,中國-山西省-大同市-大同縣,幽州刺史部,24,220,（24 ~ 220）,东汉
上艾,PL000000004088,CN0140321Z22AA,中研院歷史地名 ,37.8014,113.6318,中國-山西省-陽泉市-平定縣,冀州刺史部,24,220,（24 ~ 220）,东汉
壺關,PL000000004143,CN0140411Z06AA,中研院歷史地名 ,36.3341,113.0997,中國-山西省-長治市-郊區,并州刺史部,24,220,（24 ~ 220）,东汉
襄垣,PL000000004174,CN0140423Z06AA,中研院歷史地名 ,36.6492,113.008,中國-山西省-長治市-襄垣縣,并州刺史部,24,220,（24 ~ 220）,东汉
屯留,PL000000004207,CN0140424Z16AA,中研院歷史地名 ,36.2524,112.9016,中國-山西省-長治市-屯留縣,并州刺史部,24,220,（24 ~ 220）,东汉
長子,PL000000004254,CN0140428Z09AA,中研院歷史地名 ,36.1107,112.8407,中國-山西省-長治市-長子縣,并州刺史部,24,220,（24 ~ 220）,东汉
涅縣,PL000000004268,CN0140429Z07AA,中研院歷史地名 ,36.9545,112.6651,中國-山西省-長治市-武鄉縣,并州刺史部,24,220,（24 ~ 220）,东汉
銅鞮,PL000000004304,CN0140430Z18AA,中研院歷史地名 ,36.6041,112.6952,中國-山西省-長治市-沁縣,并州刺史部,24,220,（24 ~ 220）,东汉
潞縣,PL000000004346,CN0140481Z05AA,中研院歷史地名 ,36.4183,113.3557,中國-山西省-長治市-潞城市,并州刺史部,24,220,（24 ~ 220）,东汉
高都,PL000000004375,CN0140502Z12AA,中研院歷史地名 ,35.5037,112.8484,中國-山西省-晉城市-城區,并州刺史部,24,220,（24 ~ 220）,东汉
端氏,PL000000004382,CN0140521Z02AA,中研院歷史地名 ,35.747,112.3564,中國-山西省-晉城市-沁水縣,司隸校尉部,24,220,（24 ~ 220）,东汉
陽阿,PL000000004410,CN0140522Z04AA,中研院歷史地名 ,35.5984,112.3159,中國-山西省-晉城市-陽城縣,并州刺史部,24,220,（24 ~ 220）,东汉
濩澤,PL000000004416,CN0140522Z10AA,中研院歷史地名 ,35.4978,112.2636,中國-山西省-晉城市-陽城縣,司隸校尉部,24,220,（24 ~ 220）,东汉
泫氏,PL000000004496,CN0140581Z22AA,中研院歷史地名 ,35.7914,112.9289,中國-山西省-晉城市-高平市,并州刺史部,24,220,（24 ~ 220）,东汉
馬邑,PL000000004514,CN0140602Z13AA,中研院歷史地名 ,39.3076,112.4312,中國-山西省-朔州市-朔城區,并州刺史部,24,220,（24 ~ 220）,东汉
陰館,PL000000004518,CN0140602Z17AA,中研院歷史地名 ,39.2393,112.7205,中國-山西省-朔州市-朔城區,并州刺史部,24,220,（24 ~ 220）,东汉
中陵,PL000000004546,CN0140603Z03AA,中研院歷史地名 ,39.7672,112.2004,中國-山西省-朔州市-平魯區,并州刺史部,24,220,（24 ~ 220）,东汉
劇陽,PL000000004577,CN0140622Z04AA,中研院歷史地名 ,39.6134,113.3051,中國-山西省-朔州市-應縣,并州刺史部,24,220,（24 ~ 220）,东汉
汪陶,PL000000004588,CN0140622Z15AA,中研院歷史地名 ,39.5525,113.1299,中國-山西省-朔州市-應縣,并州刺史部,24,220,（24 ~ 220）,东汉
善無,PL000000004624,CN0140623Z21AA,中研院歷史地名 ,39.9954,112.3867,中國-山西省-朔州市-右玉縣,并州刺史部,24,220,（24 ~ 220）,东汉
班氏,PL000000004633,CN0140624Z01AA,中研院歷史地名 ,39.8489,113.3798,中國-山西省-朔州市-懷仁縣,幽州刺史部,24,220,（24 ~ 220）,东汉
榆次,PL000000004660,CN0140702Z15AA,中研院歷史地名 ,37.6779,112.7542,中國-山西省-晉中市-榆次區,并州刺史部,24,220,（24 ~ 220）,东汉
沾縣,PL000000004732,CN0140724Z13AA,中研院歷史地名 ,37.5035,113.4776,中國-山西省-晉中市-昔陽縣,并州刺史部,24,220,（24 ~ 220）,东汉
陽邑,PL000000004762,CN0140726Z01AA,中研院歷史地名 ,37.4976,112.7749,中國-山西省-晉中市-太谷縣,并州刺史部,24,220,（24 ~ 220）,东汉
祁縣,PL000000004795,CN0140727Z17AA,中研院歷史地名 ,37.3335,112.3501,中國-山西省-晉中市-祁縣,并州刺史部,24,220,（24 ~ 220）,东汉
京陵,PL000000004815,CN0140728Z12AA,中研院歷史地名 ,37.1962,112.2315,中國-山西省-晉中市-平遙縣,并州刺史部,24,220,（24 ~ 220）,东汉
中都,PL000000004820,CN0140728Z17AA,中研院歷史地名 ,37.1702,112.1248,中國-山西省-晉中市-平遙縣,并州刺史部,24,220,（24 ~ 220）,东汉
鄔縣,PL000000004867,CN0140781Z08AA,中研院歷史地名 ,37.0863,112.0413,中國-山西省-晉中市-介休市,并州刺史部,24,220,（24 ~ 220）,东汉
界休,PL000000004880,CN0140781Z21AA,中研院歷史地名 ,36.9901,111.9868,中國-山西省-晉中市-介休市,并州刺史部,24,220,（24 ~ 220）,东汉
解縣,PL000000004943,CN0140821Z25AA,中研院歷史地名 ,35.0746,110.6331,中國-山西省-運城市-臨猗縣,司隸校尉部,24,220,（24 ~ 220）,东汉
猗氏,PL000000004948,CN0140821Z30AA,中研院歷史地名 ,35.0571,110.7654,中國-山西省-運城市-臨猗縣,司隸校尉部,24,220,（24 ~ 220）,东汉
汾陰,PL000000004959,CN0140822Z05AA,中研院歷史地名 ,35.3785,110.5293,中國-山西省-運城市-萬榮縣,司隸校尉部,24,220,（24 ~ 220）,东汉
聞喜,PL000000004999,CN0140823Z14AA,中研院歷史地名 ,35.3572,111.2264,中國-山西省-運城市-聞喜縣,司隸校尉部,24,220,（24 ~ 220）,东汉
臨汾,PL000000005023,CN0140825Z02AA,中研院歷史地名 ,35.6973,111.3313,中國-山西省-運城市-新絳縣,司隸校尉部,24,220,（24 ~ 220）,东汉
東垣,PL000000005067,CN0140827Z06AA,中研院歷史地名 ,35.1815,111.7915,中國-山西省-運城市-垣曲縣,司隸校尉部,24,220,（24 ~ 220）,东汉
安邑,PL000000005088,CN0140828Z07AA,中研院歷史地名 ,35.18,111.1641,中國-山西省-運城市-夏縣,司隸校尉部,24,220,（24 ~ 220）,东汉
大陽,PL000000005118,CN0140829Z12AA,中研院歷史地名 ,34.8323,111.1728,中國-山西省-運城市-平陸縣,司隸校尉部,24,220,（24 ~ 220）,东汉
河北,PL000000005151,CN0140830Z11AA,中研院歷史地名 ,34.6954,110.6341,中國-山西省-運城市-芮城縣,司隸校尉部,24,220,（24 ~ 220）,东汉
蒲坂,PL000000005221,CN0140881Z37AA,中研院歷史地名 ,34.8656,110.3281,中國-山西省-運城市-永濟市,司隸校尉部,24,220,（24 ~ 220）,东汉
皮氏,PL000000005241,CN0140882Z16AA,中研院歷史地名 ,35.5869,110.707,中國-山西省-運城市-河津市,司隸校尉部,24,220,（24 ~ 220）,东汉
陽曲,PL000000005307,CN0140921Z14AA,中研院歷史地名 ,38.4702,112.9759,中國-山西省-忻州市-定襄縣,并州刺史部,24,220,（24 ~ 220）,东汉
慮虒,PL000000005431,CN0140922Z08AA,中研院歷史地名 ,38.742,113.265,中國-山西省-忻州市-五台縣,并州刺史部,24,220,（24 ~ 220）,东汉
廣武,PL000000005481,CN0140923Z31AA,中研院歷史地名 ,39.009,112.8625,中國-山西省-忻州市-代縣,并州刺史部,24,220,（24 ~ 220）,东汉
鹵城,PL000000005510,CN0140924Z03AA,中研院歷史地名 ,39.328,113.7535,中國-山西省-忻州市-繁峙縣,并州刺史部,24,220,（24 ~ 220）,东汉
埒縣,PL000000005568,CN0140927Z03AA,中研院歷史地名 ,39.0975,112.2704,中國-山西省-忻州市-神池縣,并州刺史部,24,220,（24 ~ 220）,东汉
樓煩,PL000000005569,CN0140927Z04AA,中研院歷史地名 ,39.0975,112.2704,中國-山西省-忻州市-神池縣,并州刺史部,24,220,（24 ~ 220）,东汉
武州,PL000000005637,CN0140932Z09AA,中研院歷史地名 ,39.5517,111.9586,中國-山西省-忻州市-偏關縣,并州刺史部,24,220,（24 ~ 220）,东汉
原平,PL000000005666,CN0140981Z17AA,中研院歷史地名 ,38.7228,112.7567,中國-山西省-忻州市-原平市,并州刺史部,24,220,（24 ~ 220）,东汉
平陽,PL000000005696,CN0141002Z09AA,中研院歷史地名 ,36.0458,111.4192,中國-山西省-臨汾市-堯都區,司隸校尉部,24,220,（24 ~ 220）,东汉
襄陵,PL000000005718,CN0141002Z31AA,中研院歷史地名 ,35.9998,111.6374,中國-山西省-臨汾市-堯都區,司隸校尉部,24,220,（24 ~ 220）,东汉
楊縣,PL000000005802,CN0141024Z25AA,中研院歷史地名 ,36.1882,111.7598,中國-山西省-臨汾市-洪洞縣,司隸校尉部,24,220,（24 ~ 220）,东汉
陭氏,PL000000005824,CN0141026Z12AA,中研院歷史地名 ,36.1184,112.2164,中國-山西省-臨汾市-安澤縣,并州刺史部,24,220,（24 ~ 220）,东汉
北屈,PL000000005856,CN0141028Z11AA,中研院歷史地名 ,36.1854,110.69,中國-山西省-臨汾市-吉縣,司隸校尉部,24,220,（24 ~ 220）,东汉
蒲子,PL000000005924,CN0141031Z14AA,中研院歷史地名 ,36.6872,110.94,中國-山西省-臨汾市-隰縣,司隸校尉部,24,220,（24 ~ 220）,东汉
絳邑,PL000000005975,CN0141081Z01AA,中研院歷史地名 ,35.6264,111.4333,中國-山西省-臨汾市-侯馬市,司隸校尉部,24,220,（24 ~ 220）,东汉
永安,PL000000005993,CN0141082Z11AA,中研院歷史地名 ,36.5633,111.7374,中國-山西省-臨汾市-霍州市,司隸校尉部,24,220,（24 ~ 220）,东汉
皋狼,PL000000006000,CN0141102Z01AA,中研院歷史地名 ,37.6198,111.0419,中國-山西省-呂梁市-離石區,并州刺史部,24,220,（24 ~ 220）,东汉
離石,PL000000006021,CN0141102Z22AA,中研院歷史地名 ,37.5097,111.1446,中國-山西省-呂梁市-離石區,并州刺史部,24,220,（24 ~ 220）,东汉
大陵,PL000000006034,CN0141121Z05AA,中研院歷史地名 ,37.4821,112.1011,中國-山西省-呂梁市-文水縣,并州刺史部,24,220,（24 ~ 220）,东汉
平陶,PL000000006044,CN0141121Z15AA,中研院歷史地名 ,37.3677,111.983,中國-山西省-呂梁市-文水縣,并州刺史部,24,220,（24 ~ 220）,东汉
藺縣,PL000000006097,CN0141125Z07AA,中研院歷史地名 ,37.5237,110.8669,中國-山西省-呂梁市-柳林縣,并州刺史部,24,220,（24 ~ 220）,东汉
中陽,PL000000006158,CN0141129Z08AA,中研院歷史地名 ,37.3391,111.1975,中國-山西省-呂梁市-中陽縣,并州刺史部,24,220,（24 ~ 220）,东汉
平周,PL000000006193,CN0141181Z13AA,中研院歷史地名 ,37.0136,111.7183,中國-山西省-呂梁市-孝義市,并州刺史部,24,220,（24 ~ 220）,东汉
茲氏,PL000000006230,CN0141182Z22AA,中研院歷史地名 ,37.1957,111.8258,中國-山西省-呂梁市-汾陽市,并州刺史部,24,220,（24 ~ 220）,东汉
武泉,PL000000006237,CN0150102Z01AA,中研院歷史地名 ,40.8879,111.7979,中國-內蒙古自治區-呼和浩特市-新城區,并州刺史部,24,220,（24 ~ 220）,东汉
北輿,PL000000006244,CN0150104Z01AA,中研院歷史地名 ,40.8009,111.6607,中國-內蒙古自治區-呼和浩特市-玉泉區,并州刺史部,24,220,（24 ~ 220）,东汉
定襄,PL000000006251,CN0150105Z04AA,中研院歷史地名 ,40.6788,112.0435,中國-內蒙古自治區-呼和浩特市-賽罕區,并州刺史部,24,220,（24 ~ 220）,东汉
雲中,PL000000006273,CN0150122Z02AA,中研院歷史地名 ,40.5357,111.3347,中國-內蒙古自治區-呼和浩特市-托克托縣,并州刺史部,24,220,（24 ~ 220）,东汉
沙陵,PL000000006280,CN0150122Z09AA,中研院歷史地名 ,40.3301,111.1462,中國-內蒙古自治區-呼和浩特市-托克托縣,并州刺史部,24,220,（24 ~ 220）,东汉
