passageId,name,id,oldid,type,JingDu,WeuDu,HangZhengGou,Shu,start,end,dynasty,level
passage2067,萍鄉,PL000000018736,CN0360302Z04AA,中研院歷史地名 ,113.8472,27.6304,中國-江西省-萍鄉市-安源區,江南西路,1127,1279,南宋,縣
passage2068,德化,PL000000018841,CN0360403Z09AA,中研院歷史地名 ,115.9944,29.7213,中國-江西省-九江市-潯陽區,江南西路,1127,1279,南宋,縣
passage2069,武寧,PL000000018880,CN0360423Z12AA,中研院歷史地名 ,115.11,29.2615,中國-江西省-九江市-武寧縣,江南西路,1127,1279,南宋,縣
passage2070,分寧,PL000000018899,CN0360424Z09AA,中研院歷史地名 ,114.5683,29.0377,中國-江西省-九江市-修水縣,江南西路,1127,1279,南宋,縣
passage2071,建昌,PL000000018936,CN0360425Z14AA,中研院歷史地名 ,115.7659,29.0826,中國-江西省-九江市-永修縣,江南東路,1127,1279,南宋,縣
passage2072,德安,PL000000018954,CN0360426Z05AA,中研院歷史地名 ,115.7537,29.3295,中國-江西省-九江市-德安縣,江南西路,1127,1279,南宋,縣
passage2073,星子,PL000000018975,CN0360427Z09AA,中研院歷史地名 ,116.0498,29.4524,中國-江西省-九江市-星子縣,江南東路,1127,1279,南宋,縣
passage2074,都昌,PL000000018998,CN0360428Z14AA,中研院歷史地名 ,116.1979,29.2715,中國-江西省-九江市-都昌縣,江南東路,1127,1279,南宋,縣
passage2075,湖口,PL000000019014,CN0360429Z04AA,中研院歷史地名 ,116.2268,29.7339,中國-江西省-九江市-湖口縣,江南西路,1127,1279,南宋,縣
passage2076,彭澤,PL000000019032,CN0360430Z08AA,中研院歷史地名 ,116.56,29.895,中國-江西省-九江市-彭澤縣,江南西路,1127,1279,南宋,縣
passage2077,瑞昌,PL000000019043,CN0360481Z05AA,中研院歷史地名 ,115.6632,29.6843,中國-江西省-九江市-瑞昌市,江南西路,1127,1279,南宋,縣
passage2078,新喻,PL000000019051,CN0360502Z04AA,中研院歷史地名 ,114.9397,27.803,中國-江西省-新餘市-渝水區,江南西路,1127,1279,南宋,縣
passage2079,分宜,PL000000019070,CN0360521Z06AA,中研院歷史地名 ,114.7094,27.7651,中國-江西省-新餘市-分宜縣,江南西路,1127,1279,南宋,縣
passage2080,安仁,PL000000019075,CN0360622Z01AA,中研院歷史地名 ,116.8968,28.3898,中國-江西省-鷹潭市-餘江縣,江南東路,1127,1279,南宋,縣
passage2081,貴溪,PL000000019095,CN0360681Z08AA,中研院歷史地名 ,117.2109,28.2867,中國-江西省-鷹潭市-貴溪市,江南東路,1127,1279,南宋,縣
passage2082,贛縣,PL000000019112,CN0360702Z08AA,中研院歷史地名 ,114.9409,25.8459,中國-江西省-贛州市-章貢區,江南西路,1127,1279,南宋,縣
passage2083,信豐,PL000000019153,CN0360722Z08AA,中研院歷史地名 ,114.9394,25.3772,中國-江西省-贛州市-信豐縣,江南西路,1127,1279,南宋,縣
passage2084,大庾,PL000000019180,CN0360723Z17AA,中研院歷史地名 ,114.3589,25.3988,中國-江西省-贛州市-大餘縣,江南西路,1127,1279,南宋,縣
passage2085,上猶,PL000000019192,CN0360724Z05AA,中研院歷史地名 ,114.5401,25.7953,中國-江西省-贛州市-上猶縣,江南西路,1127,1279,南宋,縣
passage2086,安遠,PL000000019214,CN0360726Z08AA,中研院歷史地名 ,115.4001,25.137,中國-江西省-贛州市-安遠縣,江南西路,1127,1279,南宋,縣
passage2087,龍南,PL000000019222,CN0360727Z04AA,中研院歷史地名 ,114.7931,24.8979,中國-江西省-贛州市-龍南縣,江南西路,1127,1279,南宋,縣
passage2088,寧都,PL000000019243,CN0360730Z11AA,中研院歷史地名 ,116.0186,26.4653,中國-江西省-贛州市-寧都縣,江南西路,1127,1279,南宋,縣
passage2089,雩都,PL000000019271,CN0360731Z13AA,中研院歷史地名 ,115.4178,25.9529,中國-江西省-贛州市-于都縣,江南西路,1127,1279,南宋,縣
passage2090,興國,PL000000019287,CN0360732Z10AA,中研院歷史地名 ,115.3512,26.3206,中國-江西省-贛州市-興國縣,江南西路,1127,1279,南宋,縣
passage2091,會昌,PL000000019297,CN0360733Z04AA,中研院歷史地名 ,115.7914,25.5831,中國-江西省-贛州市-會昌縣,江南西路,1127,1279,南宋,縣
passage2092,石城,PL000000019314,CN0360735Z05AA,中研院歷史地名 ,116.3474,26.327,中國-江西省-贛州市-石城縣,江南西路,1127,1279,南宋,縣
passage2093,瑞金,PL000000019329,CN0360781Z09AA,中研院歷史地名 ,116.0331,25.8714,中國-江西省-贛州市-瑞金市,江南西路,1127,1279,南宋,縣
passage2094,南康,PL000000019347,CN0360782Z11AA,中研院歷史地名 ,114.7536,25.6574,中國-江西省-贛州市-南康市,江南西路,1127,1279,南宋,縣
passage2095,廬陵,PL000000019380,CN0360802Z08AA,中研院歷史地名 ,114.9798,27.1021,中國-江西省-吉安市-吉州區,江南西路,1127,1279,南宋,縣
passage2096,吉水,PL000000019431,CN0360822Z24AA,中研院歷史地名 ,115.1408,27.2133,中國-江西省-吉安市-吉水縣,江南西路,1127,1279,南宋,縣
passage2097,新淦,PL000000019448,CN0360824Z05AA,中研院歷史地名 ,115.4024,27.7586,中國-江西省-吉安市-新幹縣,江南西路,1127,1279,南宋,縣
passage2098,永豐,PL000000019464,CN0360825Z09AA,中研院歷史地名 ,115.4412,27.321,中國-江西省-吉安市-永豐縣,江南西路,1127,1279,南宋,縣
passage2099,太和,PL000000019500,CN0360826Z20AA,中研院歷史地名 ,114.9033,26.791,中國-江西省-吉安市-泰和縣,江南西路,1127,1279,南宋,縣
passage2100,龍泉,PL000000019510,CN0360827Z06AA,中研院歷史地名 ,114.5141,26.3268,中國-江西省-吉安市-遂川縣,江南西路,1127,1279,南宋,縣
passage2101,萬安,PL000000019527,CN0360828Z13AA,中研院歷史地名 ,114.7881,26.4607,中國-江西省-吉安市-萬安縣,江南西路,1127,1279,南宋,縣
passage2102,安福,PL000000019548,CN0360829Z10AA,中研院歷史地名 ,114.617,27.3814,中國-江西省-吉安市-安福縣,江南西路,1127,1279,南宋,縣
passage2103,永新,PL000000019572,CN0360830Z11AA,中研院歷史地名 ,114.2453,26.9445,中國-江西省-吉安市-永新縣,江南西路,1127,1279,南宋,縣
passage2104,宜春,PL000000019605,CN0360902Z07AA,中研院歷史地名 ,114.3844,27.7932,中國-江西省-宜春市-袁州區,江南西路,1127,1279,南宋,縣
passage2105,奉新,PL000000019638,CN0360921Z06AA,中研院歷史地名 ,115.3858,28.7062,中國-江西省-宜春市-奉新縣,江南西路,1127,1279,南宋,縣
passage2106,萬載,PL000000019656,CN0360922Z09AA,中研院歷史地名 ,114.4579,28.1105,中國-江西省-宜春市-萬載縣,江南西路,1127,1279,南宋,縣
passage2107,上高,PL000000019669,CN0360923Z05AA,中研院歷史地名 ,114.9353,28.2403,中國-江西省-宜春市-上高縣,江南西路,1127,1279,南宋,縣
passage2108,新昌,PL000000019704,CN0360924Z13AA,中研院歷史地名 ,114.7875,28.3923,中國-江西省-宜春市-宜豐縣,江南西路,1127,1279,南宋,縣
passage2109,靖安,PL000000019713,CN0360925Z04AA,中研院歷史地名 ,115.3653,28.86,中國-江西省-宜春市-靖安縣,江南西路,1127,1279,南宋,縣
passage2110,豐城,PL000000019731,CN0360981Z12AA,中研院歷史地名 ,115.7944,28.1966,中國-江西省-宜春市-豐城市,江南西路,1127,1279,南宋,縣
passage2111,清江,PL000000019759,CN0360982Z16AA,中研院歷史地名 ,115.3731,28.0298,中國-江西省-宜春市-樟樹市,江南西路,1127,1279,南宋,縣
passage2112,高安,PL000000019786,CN0360983Z07AA,中研院歷史地名 ,115.3809,28.4245,中國-江西省-宜春市-高安市,江南西路,1127,1279,南宋,縣
passage2113,臨川,PL000000019823,CN0361002Z09AA,中研院歷史地名 ,116.3599,27.9836,中國-江西省-撫州市-臨川區,江南西路,1127,1279,南宋,縣
passage2114,南城,PL000000019867,CN0361021Z10AA,中研院歷史地名 ,116.636,27.5585,中國-江西省-撫州市-南城縣,江南西路,1127,1279,南宋,縣
passage2115,新城,PL000000019905,CN0361022Z17AA,中研院歷史地名 ,116.9228,27.2956,中國-江西省-撫州市-黎川縣,江南西路,1127,1279,南宋,縣
passage2116,南豐,PL000000019920,CN0361023Z04AA,中研院歷史地名 ,116.5385,27.2131,中國-江西省-撫州市-南豐縣,江南西路,1127,1279,南宋,縣
passage2117,崇仁,PL000000019935,CN0361024Z04AA,中研院歷史地名 ,116.0702,27.7545,中國-江西省-撫州市-崇仁縣,江南西路,1127,1279,南宋,縣
passage2118,樂安,PL000000019951,CN0361025Z09AA,中研院歷史地名 ,115.8403,27.4251,中國-江西省-撫州市-樂安縣,江南西路,1127,1279,南宋,縣
passage2119,宜黃,PL000000019964,CN0361026Z04AA,中研院歷史地名 ,116.2187,27.5452,中國-江西省-撫州市-宜黃縣,江南西路,1127,1279,南宋,縣
passage2120,金溪,PL000000019977,CN0361027Z04AA,中研院歷史地名 ,116.7849,27.9089,中國-江西省-撫州市-金溪縣,江南西路,1127,1279,南宋,縣
passage2121,廣昌,PL000000019999,CN0361030Z08AA,中研院歷史地名 ,116.3251,26.8352,中國-江西省-撫州市-廣昌縣,江南西路,1127,1279,南宋,縣
passage2122,上饒,PL000000020014,CN0361102Z07AA,中研院歷史地名 ,117.9736,28.4494,中國-江西省-上饒市-信州區,江南東路,1127,1279,南宋,縣
passage2123,永豐,PL000000020038,CN0361122Z04AA,中研院歷史地名 ,118.2,28.4372,中國-江西省-上饒市-廣豐縣,江南東路,1127,1279,南宋,縣
passage2124,玉山,PL000000020054,CN0361123Z06AA,中研院歷史地名 ,118.2489,28.6783,中國-江西省-上饒市-玉山縣,江南東路,1127,1279,南宋,縣
passage2125,鉛山,PL000000020068,CN0361124Z09AA,中研院歷史地名 ,117.7553,28.2021,中國-江西省-上饒市-鉛山縣,江南東路,1127,1279,南宋,縣
passage2126,弋陽,PL000000020093,CN0361126Z11AA,中研院歷史地名 ,117.43,28.4007,中國-江西省-上饒市-弋陽縣,江南東路,1127,1279,南宋,縣
passage2127,餘干,PL000000020106,CN0361127Z06AA,中研院歷史地名 ,116.5741,28.7468,中國-江西省-上饒市-餘幹縣,江南東路,1127,1279,南宋,縣
passage2128,鄱陽,PL000000020170,CN0361128Z35AA,中研院歷史地名 ,116.6725,28.993,中國-江西省-上饒市-鄱陽縣,江南東路,1127,1279,南宋,縣
passage2129,婺源,PL000000020205,CN0361130Z10AA,中研院歷史地名 ,117.8533,29.2435,中國-江西省-上饒市-婺源縣,江南東路,1127,1279,南宋,縣
passage2130,德興,PL000000020223,CN0361181Z12AA,中研院歷史地名 ,117.5888,28.9522,中國-江西省-上饒市-德興市,江南東路,1127,1279,南宋,縣
passage2131,信陽,PL000000025749,CN0411502Z08AA,中研院歷史地名 ,114.0782,32.1302,中國-河南省-信陽市-溮河區,荊湖北路,1127,1279,南宋,縣
passage2132,羅山,PL000000025803,CN0411521Z11AA,中研院歷史地名 ,114.5312,32.2015,中國-河南省-信陽市-羅山縣,荊湖北路,1127,1279,南宋,縣
passage2133,光山,PL000000025821,CN0411522Z10AA,中研院歷史地名 ,114.9077,32.0088,中國-河南省-信陽市-光山縣,淮南西路,1127,1279,南宋,縣
passage2134,固始,PL000000025869,CN0411525Z16AA,中研院歷史地名 ,115.6801,32.1826,中國-河南省-信陽市-固始縣,淮南西路,1127,1279,南宋,縣
passage2135,定城,PL000000025905,CN0411526Z13AA,中研院歷史地名 ,115.0535,32.1294,中國-河南省-信陽市-潢川縣,淮南西路,1127,1279,南宋,縣
passage2136,漢陽,PL000000026424,CN0420105Z12AA,中研院歷史地名 ,114.258,30.5453,中國-湖北省-武漢市-漢陽區,荊湖北路,1127,1279,南宋,縣
passage2137,江夏,PL000000026484,CN0420106Z32AA,中研院歷史地名 ,114.3201,30.5391,中國-湖北省-武漢市-武昌區,荊湖北路,1127,1279,南宋,縣
passage2138,黃陂,PL000000026527,CN0420116Z12AA,中研院歷史地名 ,114.3733,30.8902,中國-湖北省-武漢市-黃陂區,淮南西路,1127,1279,南宋,縣
passage2139,永興,PL000000026588,CN0420222Z13AA,中研院歷史地名 ,115.2183,29.8291,中國-湖北省-黃石市-陽新縣,江南西路,1127,1279,南宋,縣
passage2140,大冶,PL000000026613,CN0420281Z09AA,中研院歷史地名 ,114.9717,30.0921,中國-湖北省-黃石市-大冶市,江南西路,1127,1279,南宋,縣
passage2141,鄖鄉,PL000000026635,CN0420321Z11AA,中研院歷史地名 ,110.8229,32.8331,中國-湖北省-十堰市-鄖縣,京西南路,1127,1279,南宋,縣
passage2142,上津,PL000000026657,CN0420322Z09AA,中研院歷史地名 ,110.0646,33.1457,中國-湖北省-十堰市-鄖西縣,利州東路,1127,1279,南宋,縣
passage2143,竹山,PL000000026697,CN0420323Z20AA,中研院歷史地名 ,110.2374,32.2255,中國-湖北省-十堰市-竹山縣,京西南路,1127,1279,南宋,縣
passage2144,房陵,PL000000026767,CN0420325Z34AA,中研院歷史地名 ,110.7316,32.0249,中國-湖北省-十堰市-房縣,京西南路,1127,1279,南宋,縣
passage2145,武當,PL000000026796,CN0420381Z13AA,中研院歷史地名 ,111.156,32.6735,中國-湖北省-十堰市-丹江口市,京西南路,1127,1279,南宋,縣
passage2146,夷陵,PL000000026827,CN0420502Z07AA,中研院歷史地名 ,111.2958,30.7035,中國-湖北省-宜昌市-西陵區,荊湖北路,1127,1279,南宋,縣
passage2147,遠安,PL000000026894,CN0420525Z08AA,中研院歷史地名 ,111.5977,31.1193,中國-湖北省-宜昌市-遠安縣,荊湖北路,1127,1279,南宋,縣
passage2148,興山,PL000000026913,CN0420526Z11AA,中研院歷史地名 ,110.768,31.2346,中國-湖北省-宜昌市-興山縣,荊湖北路,1127,1279,南宋,縣
passage2149,秭歸,PL000000026923,CN0420527Z08AA,中研院歷史地名 ,110.7029,30.9989,中國-湖北省-宜昌市-秭歸縣,荊湖北路,1127,1279,南宋,縣
passage2150,長陽,PL000000026959,CN0420528Z06AA,中研院歷史地名 ,111.2002,30.4735,中國-湖北省-宜昌市-長陽土家族自治縣,荊湖北路,1127,1279,南宋,縣
passage2151,宜都,PL000000026995,CN0420581Z07AA,中研院歷史地名 ,111.4694,30.3697,中國-湖北省-宜昌市-宜都市,荊湖北路,1127,1279,南宋,縣
passage2152,當陽,PL000000027039,CN0420582Z12AA,中研院歷史地名 ,111.7958,30.8307,中國-湖北省-宜昌市-當陽市,荊湖北路,1127,1279,南宋,縣
passage2153,枝江,PL000000027066,CN0420583Z12AA,中研院歷史地名 ,111.7367,30.3789,中國-湖北省-宜昌市-枝江市,荊湖北路,1127,1279,南宋,縣
passage2154,襄陽,PL000000027135,CN0420606Z04AA,中研院歷史地名 ,112.148,32.0485,中國-湖北省-襄樊市-樊城區,京西南路,1127,1279,南宋,縣
passage2155,南漳,PL000000027222,CN0420624Z04AA,中研院歷史地名 ,112.0085,31.7969,中國-湖北省-襄樊市-南漳縣,京西南路,1127,1279,南宋,縣
passage2156,穀城,PL000000027272,CN0420625Z22AA,中研院歷史地名 ,111.6547,32.2687,中國-湖北省-襄樊市-穀城縣,京西南路,1127,1279,南宋,縣
passage2157,光化,PL000000027298,CN0420682Z14AA,中研院歷史地名 ,111.6314,32.4811,中國-湖北省-襄樊市-老河口市,京西南路,1127,1279,南宋,縣
passage2158,棗陽,PL000000027326,CN0420683Z11AA,中研院歷史地名 ,112.7655,32.1312,中國-湖北省-襄樊市-棗陽市,京西南路,1127,1279,南宋,縣
passage2159,棗陽軍,PL000000027327,CN0420683Z12AA,中研院歷史地名 ,112.7655,32.1312,中國-湖北省-襄樊市-棗陽市,京西南路,1127,1279,南宋,縣
passage2160,宜城,PL000000027370,CN0420684Z18AA,中研院歷史地名 ,112.269,31.7099,中國-湖北省-襄樊市-宜城市,京西南路,1127,1279,南宋,縣
passage2161,武昌,PL000000027408,CN0420704Z08AA,中研院歷史地名 ,114.8887,30.4017,中國-湖北省-鄂州市-鄂城區,荊湖北路,1127,1279,南宋,縣
passage2162,長林,PL000000027434,CN0420802Z09AA,中研院歷史地名 ,112.2072,31.0279,中國-湖北省-荊門市-東寶區,荊湖北路,1127,1279,南宋,縣
passage2163,京山,PL000000027483,CN0420821Z19AA,中研院歷史地名 ,113.1256,31.024,中國-湖北省-荊門市-京山縣,京西南路,1127,1279,南宋,縣
passage2164,長壽,PL000000027555,CN0420881Z40AA,中研院歷史地名 ,112.598,31.169,中國-湖北省-荊門市-鐘祥市,京西南路,1127,1279,南宋,縣
passage2165,雲夢,PL000000027624,CN0420923Z09AA,中研院歷史地名 ,113.7552,31.0249,中國-湖北省-孝感市-雲夢縣,荊湖北路,1127,1279,南宋,縣
passage2166,應城,PL000000027649,CN0420981Z09AA,中研院歷史地名 ,113.5785,30.9451,中國-湖北省-孝感市-應城市,荊湖北路,1127,1279,南宋,縣
passage2167,安陸,PL000000027676,CN0420982Z10AA,中研院歷史地名 ,113.6977,31.2628,中國-湖北省-孝感市-安陸市,荊湖北路,1127,1279,南宋,縣
passage2168,漢川,PL000000027692,CN0420984Z01AA,中研院歷史地名 ,113.8252,30.7661,中國-湖北省-孝感市-漢川市,荊湖北路,1127,1279,南宋,縣
passage2169,公安,PL000000027788,CN0421022Z06AA,中研院歷史地名 ,112.1788,30.0978,中國-湖北省-荊州市-公安縣,荊湖北路,1127,1279,南宋,縣
passage2170,玉沙,PL000000027814,CN0421023Z03AA,中研院歷史地名 ,113.1034,30.0482,中國-湖北省-荊州市-監利縣,荊湖北路,1127,1279,南宋,縣
passage2171,監利,PL000000027826,CN0421023Z15AA,中研院歷史地名 ,112.9089,29.8149,中國-湖北省-荊州市-監利縣,荊湖北路,1127,1279,南宋,縣
passage2172,江陵,PL000000027869,CN0421024Z17AA,中研院歷史地名 ,112.1995,30.3496,中國-湖北省-荊州市-江陵縣,荊湖北路,1127,1279,南宋,縣
passage2173,石首,PL000000027894,CN0421081Z08AA,中研院歷史地名 ,112.3663,29.7041,中國-湖北省-荊州市-石首市,荊湖北路,1127,1279,南宋,縣
passage2174,松滋,PL000000027933,CN0421087Z09AA,中研院歷史地名 ,111.7049,30.3166,中國-湖北省-荊州市-松滋市,荊湖北路,1127,1279,南宋,縣
passage2175,黃岡,PL000000027960,CN0421102Z08AA,中研院歷史地名 ,114.8743,30.446,中國-湖北省-黃岡市-黃州區,淮南西路,1127,1279,南宋,縣
passage2176,羅田,PL000000028020,CN0421123Z09AA,中研院歷史地名 ,115.5765,30.7698,中國-湖北省-黃岡市-羅田縣,淮南西路,1127,1279,南宋,縣
passage2177,蘄水,PL000000028045,CN0421125Z10AA,中研院歷史地名 ,115.2608,30.4577,中國-湖北省-黃岡市-浠水縣,淮南西路,1127,1279,南宋,縣
passage2178,蘄春,PL000000028085,CN0421126Z10AA,中研院歷史地名 ,115.4633,30.2646,中國-湖北省-黃岡市-蘄春縣,淮南西路,1127,1279,南宋,縣
passage2179,黃梅,PL000000028122,CN0421127Z03AA,中研院歷史地名 ,115.8553,30.1222,中國-湖北省-黃岡市-黃梅縣,淮南西路,1127,1279,南宋,縣
passage2180,麻城,PL000000028160,CN0421181Z10AA,中研院歷史地名 ,115.0842,31.1961,中國-湖北省-黃岡市-麻城市,淮南西路,1127,1279,南宋,縣
passage2181,廣濟,PL000000028192,CN0421182Z05AA,中研院歷史地名 ,115.6118,30.1178,中國-湖北省-黃岡市-武穴市,淮南西路,1127,1279,南宋,縣
passage2182,咸寧,PL000000028208,CN0421202Z04AA,中研院歷史地名 ,114.2803,29.8915,中國-湖北省-咸寧市-咸安區,荊湖北路,1127,1279,南宋,縣
passage2183,嘉魚,PL000000028220,CN0421221Z09AA,中研院歷史地名 ,113.9043,29.9747,中國-湖北省-咸寧市-嘉魚縣,荊湖北路,1127,1279,南宋,縣
passage2184,通城,PL000000028235,CN0421222Z09AA,中研院歷史地名 ,113.8151,29.2602,中國-湖北省-咸寧市-通城縣,荊湖北路,1127,1279,南宋,縣
passage2185,崇陽,PL000000028245,CN0421223Z04AA,中研院歷史地名 ,114.0525,29.5478,中國-湖北省-咸寧市-崇陽縣,荊湖北路,1127,1279,南宋,縣
passage2186,通山,PL000000028256,CN0421224Z06AA,中研院歷史地名 ,114.5125,29.5962,中國-湖北省-咸寧市-通山縣,江南西路,1127,1279,南宋,縣
passage2187,蒲圻,PL000000028272,CN0421281Z11AA,中研院歷史地名 ,113.8833,29.7074,中國-湖北省-咸寧市-赤壁市,荊湖北路,1127,1279,南宋,縣
passage2188,隨縣,PL000000028305,CN0421302Z06AA,中研院歷史地名 ,113.3787,31.7143,中國-湖北省-隨州市-曾都區,京西南路,1127,1279,南宋,縣
passage2189,應山,PL000000028384,CN0421381Z13AA,中研院歷史地名 ,113.8285,31.6224,中國-湖北省-隨州市-廣水市,荊湖北路,1127,1279,南宋,縣
passage2190,清江,PL000000028408,CN0422801Z03AA,中研院歷史地名 ,109.502,30.3428,中國-湖北省-恩施土家族苗族自治州-恩施市,夔州路,1127,1279,南宋,縣
passage2191,建始,PL000000028439,CN0422822Z01AA,中研院歷史地名 ,109.749,30.6854,中國-湖北省-恩施土家族苗族自治州-建始縣,夔州路,1127,1279,南宋,縣
passage2192,巴東,PL000000028463,CN0422823Z12AA,中研院歷史地名 ,110.4132,31.0294,中國-湖北省-恩施土家族苗族自治州-巴東縣,荊湖北路,1127,1279,南宋,縣
passage2193,潛江,PL000000028551,CN0429005Z02AA,中研院歷史地名 ,112.8032,30.476,中國-湖北省-省直轄縣級行政區劃(**)-潛江市,荊湖北路,1127,1279,南宋,縣
passage2194,景陵,PL000000028588,CN0429006Z10AA,中研院歷史地名 ,113.1729,30.6554,中國-湖北省-省直轄縣級行政區劃(**)-天門市,荊湖北路,1127,1279,南宋,縣
passage2195,長沙,PL000000028656,CN0430105Z15AA,中研院歷史地名 ,112.9867,28.1973,中國-湖南省-長沙市-開福區,荊湖南路,1127,1279,南宋,縣
passage2196,善化,PL000000028658,CN0430105Z17AA,中研院歷史地名 ,112.9867,28.1973,中國-湖南省-長沙市-開福區,荊湖南路,1127,1279,南宋,縣
passage2197,寧鄉,PL000000028712,CN0430124Z05AA,中研院歷史地名 ,112.559,28.2584,中國-湖南省-長沙市-寧鄉縣,荊湖南路,1127,1279,南宋,縣
passage2198,瀏陽,PL000000028739,CN0430181Z13AA,中研院歷史地名 ,113.63,28.1486,中國-湖南省-長沙市-瀏陽市,荊湖南路,1127,1279,南宋,縣
passage2199,攸縣,PL000000028781,CN0430223Z06AA,中研院歷史地名 ,113.3518,27.003,中國-湖南省-株洲市-攸縣,荊湖南路,1127,1279,南宋,縣
passage2200,茶陵,PL000000028803,CN0430224Z12AA,中研院歷史地名 ,113.5606,26.801,中國-湖南省-株洲市-茶陵縣,荊湖南路,1127,1279,南宋,縣
passage2201,醴陵,PL000000028825,CN0430281Z07AA,中研院歷史地名 ,113.5026,27.6675,中國-湖南省-株洲市-醴陵市,荊湖南路,1127,1279,南宋,縣
passage2202,湘潭,PL000000028839,CN0430302Z04AA,中研院歷史地名 ,112.9198,27.8718,中國-湖南省-湘潭市-雨湖區,荊湖南路,1127,1279,南宋,縣
passage2203,湘鄉,PL000000028872,CN0430381Z07AA,中研院歷史地名 ,112.5272,27.7363,中國-湖南省-湘潭市-湘鄉市,荊湖南路,1127,1279,南宋,縣
passage2204,衡陽,PL000000028908,CN0430407Z09AA,中研院歷史地名 ,112.6055,26.9007,中國-湖南省-衡陽市-石鼓區,荊湖南路,1127,1279,南宋,縣
passage2205,衡山,PL000000028994,CN0430423Z05AA,中研院歷史地名 ,112.8609,27.2447,中國-湖南省-衡陽市-衡山縣,荊湖南路,1127,1279,南宋,縣
passage2206,耒陽,PL000000029042,CN0430481Z11AA,中研院歷史地名 ,112.8553,26.4141,中國-湖南省-衡陽市-耒陽市,荊湖南路,1127,1279,南宋,縣
passage2207,常寧,PL000000029073,CN0430482Z13AA,中研院歷史地名 ,112.3955,26.4063,中國-湖南省-衡陽市-常寧市,荊湖南路,1127,1279,南宋,縣
passage2208,邵陽,PL000000029095,CN0430511Z08AA,中研院歷史地名 ,111.4834,27.2484,中國-湖南省-邵陽市-北塔區,荊湖南路,1127,1279,南宋,縣
passage2209,綏寧,PL000000029185,CN0430527Z14AA,中研院歷史地名 ,110.06,26.498,中國-湖南省-邵陽市-綏寧縣,荊湖南路,1127,1279,南宋,縣
passage2210,新寧,PL000000029199,CN0430528Z07AA,中研院歷史地名 ,110.8665,26.4754,中國-湖南省-邵陽市-新寧縣,荊湖南路,1127,1279,南宋,縣
passage2211,武岡,PL000000029252,CN0430581Z12AA,中研院歷史地名 ,110.6306,26.7298,中國-湖南省-邵陽市-武岡市,荊湖南路,1127,1279,南宋,縣
passage2212,巴陵,PL000000029269,CN0430602Z06AA,中研院歷史地名 ,113.1063,29.3704,中國-湖南省-岳陽市-岳陽樓區,荊湖北路,1127,1279,南宋,縣
passage2213,臨湘,PL000000029291,CN0430603Z05AA,中研院歷史地名 ,113.3069,29.5832,中國-湖南省-岳陽市-雲溪區,荊湖北路,1127,1279,南宋,縣
passage2214,華容,PL000000029316,CN0430623Z09AA,中研院歷史地名 ,112.5679,29.5179,中國-湖南省-岳陽市-華容縣,荊湖北路,1127,1279,南宋,縣
passage2215,湘陰,PL000000029333,CN0430624Z09AA,中研院歷史地名 ,112.8889,28.6753,中國-湖南省-岳陽市-湘陰縣,荊湖南路,1127,1279,南宋,縣
passage2216,平江,PL000000029348,CN0430626Z08AA,中研院歷史地名 ,113.5835,28.7089,中國-湖南省-岳陽市-平江縣,荊湖北路,1127,1279,南宋,縣
passage2217,武陵,PL000000029407,CN0430702Z07AA,中研院歷史地名 ,111.6999,29.034,中國-湖南省-常德市-武陵區,荊湖北路,1127,1279,南宋,縣
passage2218,安鄉,PL000000029456,CN0430721Z05AA,中研院歷史地名 ,112.176,29.4078,中國-湖南省-常德市-安鄉縣,荊湖北路,1127,1279,南宋,縣
passage2219,龍陽,PL000000029471,CN0430722Z05AA,中研院歷史地名 ,111.9785,28.9109,中國-湖南省-常德市-漢壽縣,荊湖北路,1127,1279,南宋,縣
passage2220,澧陽,PL000000029495,CN0430723Z11AA,中研院歷史地名 ,111.7656,29.6393,中國-湖南省-常德市-澧縣,荊湖北路,1127,1279,南宋,縣
passage2221,桃源,PL000000029519,CN0430725Z07AA,中研院歷史地名 ,111.4863,28.9008,中國-湖南省-常德市-桃源縣,荊湖北路,1127,1279,南宋,縣
passage2222,石門,PL000000029543,CN0430726Z11AA,中研院歷史地名 ,111.3822,29.5878,中國-湖南省-常德市-石門縣,荊湖北路,1127,1279,南宋,縣
passage2223,慈利,PL000000029588,CN0430821Z14AA,中研院歷史地名 ,111.1303,29.4256,中國-湖南省-張家界市-慈利縣,荊湖北路,1127,1279,南宋,縣
passage2224,益陽,PL000000029631,CN0430903Z02AA,中研院歷史地名 ,112.3813,28.5668,中國-湖南省-益陽市-赫山區,荊湖南路,1127,1279,南宋,縣
passage2225,安化,PL000000029649,CN0430923Z04AA,中研院歷史地名 ,111.6591,28.2228,中國-湖南省-益陽市-安化縣,荊湖南路,1127,1279,南宋,縣
passage2226,沅江,PL000000029659,CN0430981Z04AA,中研院歷史地名 ,112.3885,28.837,中國-湖南省-益陽市-沅江市,荊湖北路,1127,1279,南宋,縣
passage2227,郴縣,PL000000029668,CN0431002Z06AA,中研院歷史地名 ,113.0335,25.8017,中國-湖南省-郴州市-北湖區,荊湖南路,1127,1279,南宋,縣
passage2228,平陽,PL000000029704,CN0431021Z11AA,中研院歷史地名 ,112.7343,25.741,中國-湖南省-郴州市-桂陽縣,荊湖南路,1127,1279,南宋,縣
