,mdb_id,sys_id,nm_py,nm_simp,nm_trad,x_coord,y_coord,pres_loc,type_py,type_simp,level,beg_yr,beg_rule,beg_type,end_yr,end_rule,end_type,note_id,obj_type,geo_src,compiler,geo_comp,checker,entry_date,filename,parent_counts
0,200001,hvd_200001,Baode Zhou,保德州,保德州,111.07948,39.0124,山西保德县城西侧,Zhou,州,6.0,1376,4.0,更名,1911,6.0,数据下限,0,POINT,FROM_AC,,,,,County_Point,2
1,95003,hvd_95003,Baode Xian,保德县,保德縣,111.07948,39.0124,山西保德县城西侧,Xian,县,6.0,1374,4.0,更名,1376,4.0,更名,95003,POINT,FROM_AC,,,,,County_Point,1
2,95004,hvd_95004,Hequ Xian,河曲县,河曲縣,111.21982,39.16981,山西河曲县旧县镇,Xian,县,6.0,1153,4.0,新建,1264,4.0,撤消,95004,POINT,FROM_AC,,,,,County_Point,2
3,95005,hvd_95005,Hequ Xian,河曲县,河曲縣,111.21982,39.16981,山西河曲县旧县镇,Xian,县,6.0,1298,4.0,新建,1367,4.0,撤消,95005,POINT,FROM_AC,,,,,County_Point,2
4,95006,hvd_95006,Hequ Xian,河曲县,河曲縣,111.21982,39.16981,山西河曲县旧县镇,Xian,县,6.0,1369,4.0,新建,1372,4.0,撤销,95006,POINT,FROM_AC,,,,,County_Point,1
5,95007,hvd_95007,Hequ Xian,河曲县,河曲縣,111.21982,39.16981,山西河曲县旧县镇,Xian,县,6.0,1380,4.0,新建,1764,4.0,治所迁移,95007,POINT,FROM_AC,,,,,County_Point,2
6,95008,hvd_95008,Hequ Xian,河曲县,河曲縣,111.13821999999999,39.38022,山西河曲县城,Xian,县,6.0,1765,4.0,治所迁移,1911,6.0,数据下限,95008,POINT,FROM_AC,,,,,County_Point,1
7,95009,hvd_95009,Huoshan Xian,火山县,火山縣,111.21982,39.16981,山西河曲县旧县镇,Xian,县,6.0,1067,4.0,新建,1070,4.0,撤消,95009,POINT,FROM_AC,,,,,County_Point,1
8,95010,hvd_95010,Beipingyi Xian,北平邑县,北平邑縣,113.74886000000001,40.02932,今山西大同市大同县许堡乡许堡村,Xian,县,6.0,97,4.0,新建,264,4.0,撤销,95010,POINT,FROM_AC,,,,,County_Point,1
9,95011,hvd_95011,Datong Xian,大同县,大同縣,113.29638,40.09283,今山西大同市,Xian,县,6.0,1045,4.0,新建,1911,6.0,数据下限,95011,POINT,FROM_AC,,,,,County_Point,4
10,95012,hvd_95012,Dingxiang Xian,定襄县,定襄縣,113.18177,40.190259999999995,今山西大同市西北约三十里,Xian,县,6.0,640,4.0,治所迁移,681,4.0,撤销,95012,POINT,FROM_FD,,,,,County_Point,1
11,95013,hvd_95013,Pingcheng Xian,平城县,平城縣,113.30753,40.105740000000004,今山西大同市北门外,Xian,县,6.0,-221,4.0,新建,13,3.0,更名,95013,POINT,FROM_FD,,,,,County_Point,2
12,95014,hvd_95014,Pingshun Xian,平顺县,平順縣,113.30753,40.105740000000004,今山西大同市北门,Xian,县,6.0,14,3.0,更名,22,3.0,更名,95014,POINT,FROM_FD,,,,,County_Point,1
13,95015,hvd_95015,Pingcheng Xian,平城县,平城縣,113.30753,40.105740000000004,今山西大同市北门,Xian,县,6.0,23,3.0,更名,212,4.0,撤销,95015,POINT,FROM_FD,,,,,County_Point,1
14,95016,hvd_95016,Pingcheng Xian,平城县,平城縣,113.29638,40.09283,今山西大同市,Xian,县,6.0,215,4.0,新建,525,4.0,撤销,95016,POINT,FROM_AC,,,,,County_Point,4
15,95017,hvd_95017,Pingyi Xian,平邑县,平邑縣,113.74886000000001,40.02932,今山西大同市大同县许堡乡许堡村,Xian,县,6.0,-221,4.0,新建,13,3.0,更名,95017,POINT,FROM_AC,,,,,County_Point,1
16,95018,hvd_95018,Pinghu Xian,平胡县,平胡縣,113.74886000000001,40.02932,今山西大同市大同县许堡乡许堡村,Xian,县,6.0,14,3.0,更名,24,3.0,撤销,95018,POINT,FROM_AC,,,,,County_Point,4
17,95020,hvd_95020,Yunzhong Xian,云中县,雲中縣,113.15128999999999,40.097,今山西大同市西三十里,Xian,县,6.0,577,4.0,更名,580,4.0,更名,95020,POINT,FROM_FD,,,,,County_Point,1
18,95021,hvd_95021,Yunnei Xian,云内县,雲內縣,113.15128999999999,40.097,今山西大同市西三十里,Xian,县,6.0,581,4.0,更名,624,4.0,撤销,95021,POINT,FROM_FD,,,,,County_Point,2
19,95022,hvd_95022,Xuande Xian,宣德县,宣德縣,113.11133999999998,40.37184,今山西大同市新荣区拒墙堡乡三墙堡西侧,Xian,县,6.0,1019,4.0,新建,1167,4.0,更名,95022,POINT,FROM_FD,,,,,County_Point,1
20,95023,hvd_95023,Xuanning Xian,宣宁县,宣寧縣,113.11133999999998,40.37184,今山西大同市新荣区拒墙堡乡三墙堡西侧,Xian,县,6.0,1168,4.0,更名,1368,4.0,撤销,95023,POINT,FROM_FD,,,,,County_Point,1
21,95024,hvd_95024,Yunzhong Xian,云中县,雲中縣,113.29638,40.09283,今山西大同市,Xian,县,6.0,732,4.0,更名,1264,4.0,撤销,95024,POINT,FROM_AC,,,,,County_Point,3
22,95025,hvd_95025,Zhenlu Wei,镇虏卫,鎮虜衛,113.21868,40.23115,今山西大同市新荣区镇虏堡村,Wei,卫,6.0,1393,4.0,新建,1402,4.0,治所迁移,95025,POINT,FROM_FD,,,,,County_Point,1
23,95026,hvd_95026,Zhenlu Wei,镇虏卫,鎮虜衛,113.21868,40.23115,今山西大同市新荣区镇虏堡村,Wei,卫,6.0,1426,4.0,治所迁移,1448,4.0,治所迁移,95026,POINT,FROM_FD,,,,,County_Point,1
24,95027,hvd_95027,Guangling Xian,广灵县,廣靈縣,114.27605,39.76355,今山西广灵县城,Xian,县,6.0,1125,4.0,更名,1911,4.0,数据下限,95027,POINT,FROM_AC,,,,,County_Point,4
25,95028,hvd_95028,Guangling Xian,广陵县,廣陵縣,114.27605,39.76355,今山西广灵县城,Xian,县,6.0,924,4.0,新建,1124,4.0,更名,95028,POINT,FROM_AC,,,,,County_Point,1
26,95029,hvd_95029,Pingshu Xian,平舒县,平舒縣,114.17246000000002,39.73349,今山西大同市广灵县作疃乡百疃南堡村西南,Xian,县,6.0,-221,4.0,新建,13,3.0,更名,95029,POINT,FROM_FD,,,,,County_Point,1
27,95030,hvd_95030,Pingbao Xian,平葆县,平葆縣,114.17246000000002,39.73349,今山西大同市广灵县作疃乡百疃南堡村西南,Xian,县,6.0,14,3.0,更名,22,3.0,更名,95030,POINT,FROM_FD,,,,,County_Point,1
28,95031,hvd_95031,Pingshu Xian,平舒县,平舒縣,114.17246000000002,39.73349,今山西大同市广灵县作疃乡百疃南堡村西南,Xian,县,6.0,23,4.0,更名,525,4.0,撤销,95031,POINT,FROM_FD,,,,,County_Point,3
29,95032,hvd_95032,Pingshu Xian,平舒县,平舒縣,114.17246000000002,39.73349,今山西大同市广灵县作疃乡百疃南堡村西南,Xian,县,6.0,535,4.0,新建,555,4.0,撤销,95032,POINT,FROM_FD,,,,,County_Point,1
30,95033,hvd_95033,Banshi Xian,班氏县,班氏縣,113.39036000000002,39.844840000000005,今山西朔州市怀仁县马辛庄乡吉家坡村西50米,Xian,县,6.0,-221,4.0,新建,13,3.0,更名,95033,POINT,FROM_FD,,,,,County_Point,1
31,95034,hvd_95034,Banfu Xian,班副县,班副縣,113.39036000000002,39.844840000000005,今山西朔州市怀仁县马辛庄乡吉家坡村西50米,Xian,县,6.0,14,3.0,更名,22,3.0,更名,95034,POINT,FROM_FD,,,,,County_Point,1
32,95035,hvd_95035,Banshi Xian,班氏县,班氏縣,113.39036000000002,39.844840000000005,今山西朔州市怀仁县马辛庄乡吉家坡村西50米,Xian,县,6.0,23,3.0,更名,212,4.0,撤销,95035,POINT,FROM_FD,,,,,County_Point,2
33,95036,hvd_95036,Huairen Xian,怀仁县,懷仁縣,113.10321,39.82014,今山西怀仁县城,Xian,县,6.0,936,4.0,新建,1213,4.0,更名,95036,POINT,FROM_AC,,,,,County_Point,1
34,95037,hvd_95037,Huairen Xian,怀仁县,懷仁縣,113.10321,39.82014,今山西怀仁县城,Xian,县,6.0,1288,4.0,更名,1911,6.0,数据下限,95037,POINT,FROM_AC,,,,,County_Point,4
35,95038,hvd_95038,Yun Zhou,云州,雲州,113.10321,39.82014,今山西怀仁县城,Zhou,州,6.0,1214,4.0,更名,1287,4.0,更名,95038,POINT,FROM_AC,,,,,County_Point,1
36,95039,hvd_95039,Guo Xian,崞县,崞縣,113.56726,39.707029999999996,今山西浑源县南榆林乡毕村,Xian,县,6.0,-221,4.0,新建,13,3.0,更名,95039,POINT,FROM_FD,,,,,County_Point,2
37,95040,hvd_95040,Guozhang Xian,崞张县,崞張縣,113.56726,39.707029999999996,今山西浑源县南榆林乡毕村,Xian,县,6.0,14,3.0,更名,22,3.0,更名,95040,POINT,FROM_FD,,,,,County_Point,1
38,95041,hvd_95041,Guo Xian,崞县,崞縣,113.56726,39.707029999999996,今山西浑源县南榆林乡毕村,Xian,县,6.0,23,3.0,更名,212,4.0,更名,95041,POINT,FROM_FD,,,,,County_Point,1
39,95042,hvd_95042,Guo Xian,崞县,崞縣,113.56726,39.707029999999996,今山西浑源县南榆林乡毕村,Xian,县,6.0,265,4.0,新建,396,4.0,更名,95042,POINT,FROM_FD,,,,,County_Point,1
40,95043,hvd_95043,Guoshan Xian,崞山县,崞山縣,113.56726,39.707029999999996,今山西浑源县南榆林乡毕村,Xian,县,6.0,397,4.0,更名,534,4.0,治所迁移,95043,POINT,FROM_FD,,,,,County_Point,1
41,95044,hvd_95044,Hunyuan Xian,浑源县,渾源縣,113.56726,39.707029999999996,今山西浑源县南榆林乡毕村,Xian,县,6.0,618,3.0,新建,925,3.0,更名和治所迁移,95044,POINT,FROM_FD,,,,,County_Point,1
42,95045,hvd_95045,Hunyuan Xian,浑源县,渾源縣,113.68489,39.696329999999996,今山西大同市浑源县城,Xian,县,6.0,937,4.0,更名,1246,4.0,更名,95045,POINT,FROM_AC,,,,,County_Point,3
43,95046,hvd_95046,Hengyin Xian,恒阴县,恒陰縣,113.68489,39.696329999999996,今山西大同市浑源县城,Xian,县,6.0,1247,4.0,更名,1266,4.0,撤销,95046,POINT,FROM_AC,,,,,County_Point,1
44,95047,hvd_95047,Hunyuan Xian,浑元县,渾元縣,113.68489,39.696329999999996,今山西大同市浑源县城,Xian,县,6.0,926,4.0,更名和治所迁移,936,4.0,更名,95047,POINT,FROM_AC,,,,,County_Point,1
45,95048,hvd_95048,Hunyuan Zhou,浑源州,渾源州,113.68489,39.696329999999996,今山西浑源县城,Zhou,州,6.0,1214,4.0,新建,1911,6.0,数据下限,95048,POINT,FROM_AC,,,,,County_Point,4
46,95049,hvd_95049,Shaquan Xian,莎泉县,莎泉縣,113.90207,39.38581,今山西浑源县王庄镇下牛还村,Xian,县,6.0,436,4.0,新建,555,4.0,撤销,95049,POINT,FROM_FD,,,,,County_Point,2
47,95050,hvd_95050,Lingqiu Xian,灵丘县,靈丘縣,114.26723999999999,39.42899,今山西大同市灵丘县武灵镇麻嘴村,Xian,县,6.0,-221,4.0,新建,51,4.0,撤销,95050,POINT,FROM_FD,,,,,County_Point,4
48,95051,hvd_95051,Lingqiu Xian,灵丘县,靈丘縣,114.26723999999999,39.42899,今山西大同市灵丘县武灵镇麻嘴村,Xian,县,6.0,398,4.0,新建,622,4.0,治所迁移,95051,POINT,FROM_FD,,,,,County_Point,5
49,95052,hvd_95052,Lingqiu Xian,灵丘县,靈丘縣,114.22921000000001,39.437740000000005,今山西大同市灵丘县城,Xian,县,6.0,632,4.0,新建,1213,4.0,更名,95052,POINT,FROM_AC,,,,,County_Point,1
50,95053,hvd_95053,Cheng Zhou,成州,成州,114.22921000000001,39.437740000000005,今山西大同市灵丘县城,Zhou,州,6.0,1214,4.0,更名,1246,4.0,更名,95053,POINT,FROM_AC,,,,,County_Point,1
51,95054,hvd_95054,Lingqiu Xian,灵丘县,靈丘縣,114.22921000000001,39.437740000000005,今山西大同市灵丘县城,Xian,县,6.0,1247,4.0,更名,1911,6.0,数据下限,95054,POINT,FROM_AC,,,,,County_Point,4
52,95055,hvd_95055,Dachang Xian,大昌县,大昌縣,114.14436,39.371340000000004,今山西大同市灵丘县南,Xian,县,6.0,562,4.0,新建,582,4.0,撤销,95055,POINT,FROM_FD,,,,,County_Point,1
53,95057,hvd_95057,Heyin Xian,河阴县,河陰縣,112.94273000000001,39.44043,今山西朔州市山阴县山阴城镇,Xian,县,6.0,937,4.0,新建,1166,4.0,更名,95057,POINT,FROM_AC,,,,,County_Point,2
54,30011,hvd_30011,Fujian Jinglueshi,福建经略使,福建經略使,119.32158000000001,26.07395,福建省福州市老城,Fangzhen,方镇,1.0,725,4.0,新建,757,4.0,更名,30011,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
55,30021,hvd_30021,Fujian Dufangyushi,福建都防御使,福建都防御使,119.32158000000001,26.07395,福建省福州市老城,Fangzhen,方镇,1.0,758,4.0,更名,759,4.0,更名,98017,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
56,30022,hvd_30022,Fujian Jiedushi,福建节度使,福建節度使,119.32158000000001,26.07395,福建省福州市老城,Fangzhen,方镇,1.0,760,4.0,更名,770,4.0,更名,98018,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
57,30023,hvd_30023,Fujian Dutuanlianguanchashi,福建都团练观察使,福建都團練觀察使,119.32158000000001,26.07395,福建省福州市老城,Fangzhen,方镇,1.0,771,4.0,更名,896,4.0,更名,98019,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
58,30109,hvd_30109,Weiwujun Jiedushi,威武军节度使,威武軍節度使,119.32158000000001,26.07395,福建省福州市老城,Fangzhen,方镇,1.0,897,4.0,更名,950,4.0,更名,30109,POINT,FROM_AC,张修桂,满志敏,,2003/04/27,Province_Point,5
59,30110,hvd_30110,Zhangwujun Jiedushi,彰武军节度使,彰武軍節度使,119.32158000000001,26.07395,福建省福州市老城,Fangzhen,方镇,1.0,951,4.0,更名,976,4.0,更名,98162,POINT,FROM_AC,张修桂,满志敏,,2003/04/27,Province_Point,1
60,30111,hvd_30111,Weiwujun Jiedushi,威武军节度使,威武軍節度使,119.32158000000001,26.07395,福建省福州市老城,Fangzhen,方镇,1.0,977,4.0,更名,977,4.0,撤销,98163,POINT,FROM_AC,张修桂,满志敏,,2003/04/27,Province_Point,1
61,30112,hvd_30112,Zhenwujun Jiedushi,镇武军节度使,鎮武軍節度使,118.32378,27.038859999999996,福建省建瓯县,Fangzhen,方镇,1.0,941,4.0,新建,944,4.0,更名,30112,POINT,FROM_AC,张修桂,满志敏,,2003/04/27,Province_Point,3
62,30113,hvd_30113,Yonganjun Jiedushi,永安军节度使,永安軍節度使,118.32378,27.038859999999996,福建省建瓯县,Fangzhen,方镇,1.0,945,4.0,更名,955,4.0,更名,30113,POINT,FROM_AC,张修桂,满志敏,,2003/04/27,Province_Point,1
63,30114,hvd_30114,Zhongyijun Jiedushi,忠义军节度使,忠義軍節度使,118.32378,27.038859999999996,福建省建瓯县,Fangzhen,方镇,1.0,956,4.0,更名,974,4.0,撤销,98165,POINT,FROM_AC,张修桂,满志敏,,2003/04/27,Province_Point,1
64,30020,hvd_30020,Liangzhexinan Lu,两浙西南路,兩浙西南路,119.32158000000001,26.07395,福建省福州市老城,Lu,路,1.0,978,4.0,新建,984,4.0,更名和治所迁移,98013,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
65,30000,hvd_30000,Fujian Lu,福建路,福建路,118.32378,27.038859999999996,福建省建瓯县,Lu,路,1.0,985,4.0,更名和治所迁移,1022,3.0,治所迁移,30000,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
66,30001,hvd_30001,Fujian Lu,福建路,福建路,119.32158000000001,26.07395,福建省福州市老城,Lu,路,1.0,1023,3.0,治所迁移,1125,3.0,治所迁移,30001,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
67,30002,hvd_30002,Fujian Lu,福建路,福建路,118.32378,27.038859999999996,福建省建瓯县,Lu,路,1.0,1126,3.0,治所迁移,1127,4.0,治所迁移,30002,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,2
68,30003,hvd_30003,Fujian Lu,福建路,福建路,119.32158000000001,26.07395,福建省福州市老城,Lu,路,1.0,1128,4.0,治所迁移,1131,4.0,治所迁移,30003,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
69,30004,hvd_30004,Fujian Lu,福建路,福建路,118.32378,27.038859999999996,福建省建瓯县,Lu,路,1.0,1132,4.0,治所迁移,1132,4.0,治所迁移,30004,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
70,30005,hvd_30005,Fujian Lu,福建路,福建路,119.32158000000001,26.07395,福建省福州市老城,Lu,路,1.0,1133,4.0,治所迁移,1133,4.0,治所迁移,30005,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
71,30006,hvd_30006,Fujian Lu,福建路,福建路,118.32378,27.038859999999996,福建省建瓯县,Lu,路,1.0,1134,4.0,治所迁移,1276,4.0,更名和治所迁移,30006,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
72,30007,hvd_30007,Fujian Xingsheng,福建行省,福建行省,118.5899,24.90964,福建省泉州市,Xingsheng,行省,1.0,1278,4.0,更名和治所迁移,1280,4.0,治所迁移,30007,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
73,30008,hvd_30008,Fujian Xingsheng,福建行省,福建行省,119.32158000000001,26.07395,福建省福州市老城,Xingsheng,行省,1.0,1281,4.0,治所迁移,1281,4.0,治所迁移,30008,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
74,30009,hvd_30009,Fujian Xingsheng,福建行省,福建行省,118.5899,24.90964,福建省泉州市,Xingsheng,行省,1.0,1282,4.0,治所迁移,1282,4.0,治所迁移,30009,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
75,30010,hvd_30010,Fujian Xingsheng,福建行省,福建行省,119.32158000000001,26.07395,福建省福州市老城,Xingsheng,行省,1.0,1283,4.0,治所迁移,1284,4.0,撤销,30010,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
76,30016,hvd_30016,Fujian Xingsheng,福建行省,福建行省,119.32158000000001,26.07395,福建省福州市老城,Xingsheng,行省,1.0,1286,4.0,新建,1296,6.0,治所迁移,98004,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
77,30017,hvd_30017,Fujian Xingsheng,福建行省,福建行省,118.5899,24.90964,福建省泉州市,Xingsheng,行省,1.0,1297,6.0,治所迁移,1298,6.0,撤销,98005,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
78,30019,hvd_30019,Fujian Buzhengshisi,福建布政使司,福建布政使司,119.32158000000001,26.07395,福建省福州市老城,Buzhengsi,布政司,1.0,1376,5.0,更名,1644,5.0,更名,98008,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
79,30012,hvd_30012,Fujian Sheng,福建省,福建省,119.32158000000001,26.07395,福建省福州市老城,Sheng,省,1.0,1645,5.0,更名,1911,6.0,数据下限,30012,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
80,30025,hvd_30025,Min Zhou,闽州,閩州,119.32158000000001,26.07395,福建省福州市老城,Zhou,州,1.0,557,3.0,新建,563,4.0,撤销,98024,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
81,30026,hvd_30026,Feng Zhou,丰州,豐州,119.32158000000001,26.07395,福建省福州市老城,Zhou,州,1.0,568,4.0,新建,588,4.0,撤销,98025,POINT,FROM_AC,张修桂,满志敏,,2002/11/20,Province_Point,1
82,30053,hvd_30053,Yang Zhou,扬州,揚州,118.36112,31.71422,安徽和县历阳镇,Zhou,州,1.0,188,4.0,新建,189,4.0,治所迁移,30053,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
83,30054,hvd_30054,Yang Zhou,扬州,揚州,116.77711000000001,32.57575,安徽寿县县治,Zhou,州,1.0,190,4.0,治所迁移,192,4.0,治所迁移,30054,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
84,30055,hvd_30055,Yang Zhou,扬州,揚州,119.56985,31.9958,今江苏丹阳市,Zhou,州,1.0,193,4.0,治所迁移,194,4.0,撤销,30055,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
85,30056,hvd_30056,Yang Zhou,扬州,揚州,118.76898999999999,32.05256,今江苏南京市区,Zhou,州,1.0,212,4.0,新建,458,4.0,更名,30056,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,5
86,30057,hvd_30057,Wangji,王畿,王畿,118.76898999999999,32.05256,今江苏南京市区,Wangji,王畿,1.0,459,4.0,更名,463,4.0,更名,30057,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
87,30060,hvd_30060,Yang Zhou,扬州,揚州,118.76898999999999,32.05256,今江苏南京市区,Zhou,州,1.0,464,4.0,更名,588,4.0,撤销,30060,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,4
88,30058,hvd_30058,Dongyang Zhou,东扬州,東揚州,120.57826000000001,30.004509999999996,浙江省绍兴市,Zhou,州,1.0,454,4.0,新建,458,4.0,更名,98072,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
89,30059,hvd_30059,Yang Zhou,扬州,揚州,120.57826000000001,30.004509999999996,浙江省绍兴市,Zhou,州,1.0,459,4.0,更名,463,4.0,更名,98073,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
90,30106,hvd_30106,Dongyang Zhou,东扬州,東揚州,120.57826000000001,30.004509999999996,浙江省绍兴市,Zhou,州,1.0,464,4.0,更名,464,4.0,撤销,98074,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
91,30107,hvd_30107,Dongyang Zhou,东扬州,東揚州,120.57826000000001,30.004509999999996,浙江省绍兴市,Zhou,州,1.0,524,4.0,新建,556,4.0,撤销,98147,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/25,Province_Point,1
92,30108,hvd_30108,Dongyang Zhou,东扬州,東揚州,120.57826000000001,30.004509999999996,浙江省绍兴市,Zhou,州,1.0,562,4.0,新建,588,4.0,撤销,30108,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/25,Province_Point,1
93,30061,hvd_30061,Nanxu Zhou,南徐州,南徐州,119.51499,32.19529,今江苏镇江市东丹徒镇,Zhou,州,1.0,431,4.0,新建,588,4.0,撤销,30061,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,4
94,30064,hvd_30064,Nanyu Zhou,南豫州,南豫州,118.48343999999999,31.555690000000002,安徽当涂县,Zhou,州,1.0,553,4.0,暂无,572,4.0,治所迁移,30064,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,2
95,30065,hvd_30065,Nanyu Zhou,南豫州,南豫州,118.36112,31.71422,安徽和县历阳镇,Zhou,州,1.0,573,4.0,治所迁移,579,4.0,治所迁移,30065,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
96,30066,hvd_30066,Nanyu Zhou,南豫州,南豫州,118.7425,30.94694,安徽宣城县,Zhou,州,1.0,580,4.0,治所迁移,588,4.0,撤销,30066,POINT,FROM_AC,邹逸麟,满志敏,,2003/04/05,Province_Point,1
97,30067,hvd_30067,Zhejiangxidao Jiedushi,浙江西道节度使,浙江西道節度使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,758,4.0,新建,760,4.0,更名和迁移治所,30067,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
98,30068,hvd_30068,Zhejiangxidao Guanchashi,浙江西道观察使,浙江西道觀察使,118.7425,30.94694,安徽宣城县,Fangzhen,方镇,1.0,761,4.0,更名和迁移治所,765,4.0,更名和迁移治所,98094,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
99,30069,hvd_30069,Zhejiangxidao Dutuanlianguanchashi,浙江西道都团练观察使,浙江西道都團練觀察使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,766,4.0,更名和迁移治所,778,4.0,更名,98095,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
100,30070,hvd_30070,Zhejiangdongxidao Dutuanlianguanchashi,浙江东西道都团练观察使,浙江東西道都團練觀察使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,779,4.0,更名,779,4.0,更名,98096,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
101,30071,hvd_30071,Zhejiangxidao Tuanlianguanchashi,浙江西道团练观察使,浙江西道團練觀察使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,780,4.0,更名,780,4.0,更名和迁移治所,98097,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
102,30072,hvd_30072,Zhejiangdongxidao Jiedushi,浙江东西道节度使,浙江東西道節度使,119.44429,32.20649,江苏镇江市,Fangzhen,方镇,1.0,781,4.0,更名和迁移治所,786,4.0,更名和迁移治所,98098,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
103,30073,hvd_30073,Zhejiangxidao Dutuanlianguanchashi,浙江西道都团练观察使,浙江西道都團練觀察使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,787,4.0,更名和迁移治所,804,4.0,更名,30073,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
104,30074,hvd_30074,Zhenhaijun Jiedushi,镇海军节度使,鎮海軍節度使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,805,4.0,更名,808,4.0,更名,98101,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
105,30075,hvd_30075,Zhejiangxidao Guanchashi,浙江西道观察使,浙江西道觀察使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,809,4.0,更名,857,4.0,更名,98102,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
106,30076,hvd_30076,Zhenhaijun Jiedushi,镇海军节度使,鎮海軍節度使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,858,4.0,更名,858,4.0,更名,98103,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
107,30077,hvd_30077,Zhejiangxidao Dutuanlianguanchashi,浙江西道都团练观察使,浙江西道都團練觀察使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,859,4.0,更名,861,4.0,更名,98104,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
108,30078,hvd_30078,Zhenhaijun Jiedushi,镇海军节度使,鎮海軍節度使,120.61861999999999,31.31271,江苏苏州市,Fangzhen,方镇,1.0,862,4.0,更名,892,4.0,治所迁移,30078,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,1
109,30081,hvd_30081,Zhenhaijun Jiedushi,镇海军节度使,鎮海軍節度使,120.16861999999999,30.29412,浙江省杭州市,Fangzhen,方镇,1.0,893,4.0,治所迁移,977,4.0,撤销,30081,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,2
110,30079,hvd_30079,Zhongguojun Jiedushi,忠国军节度使,忠國軍節度使,120.09931,30.864959999999996,浙江湖州市,Fangzhen,方镇,1.0,888,4.0,新建,958,4.0,更名,98107,POINT,FROM_AC,钱林书,满志敏,,2003/04/10,Province_Point,2
