sequence,SYS_ID,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,BEG_CHG_TY,END_YR,END_RULE,END_CHG_TY,NOTE_ID,OBJ_TYPE,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE,FILENAME,X_Y_TYPE,SYS_ID_IN_MAIN_BOU_ID,SYS_ID_IN_MAIN_PT_ID
25658,97764,Shaozhou Fu,韶州府,韶州府,0,0,,Fu,府,3,1381,5,辖区缩小,1568,5,辖区缩小,97764,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25659,97765,Shaozhou Fu,韶州府,韶州府,0,0,,Fu,府,3,1569,5,辖区缩小,1632,4,辖区缩小,97765,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25660,97766,Shaozhou Fu,韶州府,韶州府,0,0,,Fu,府,3,1633,4,辖区缩小,1810,4,辖区缩小,97766,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25661,97767,Shaozhou Fu,韶州府,韶州府,0,0,,Fu,府,3,1811,4,辖区缩小,1811,4,辖区扩大,97767,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25670,97776,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1368,4,更名,1380,4,辖区扩大,97776,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25671,97777,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1381,4,辖区扩大,1477,5,辖区缩小,97777,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25672,97778,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1478,5,辖区缩小,1492,4,辖区扩大,97778,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25674,97780,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1526,5,辖区扩大,1648,4,辖区缩小,97780,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25675,97781,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1649,4,辖区缩小,1726,4,辖区缩小,97781,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25676,97782,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1727,4,辖区缩小,1731,4,辖区缩小,97782,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25677,97783,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1732,4,辖区缩小,1810,4,辖区缩小,97783,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25678,97784,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1811,4,辖区缩小,1868,5,辖区缩小,97784,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25679,97785,Guangzhou Fu,广州府,廣州府,0,0,,Fu,府,3,1869,5,辖区缩小,1911,6,数据下限,97785,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25683,97789,Huizhou Fu,惠州府,惠州府,0,0,,Fu,府,3,1368,4,更名,1368,5,辖区扩大,97789,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25684,97790,Huizhou Fu,惠州府,惠州府,0,0,,Fu,府,3,1369,5,辖区扩大,1492,4,辖区缩小,97790,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25685,97791,Huizhou Fu,惠州府,惠州府,0,0,,Fu,府,3,1493,4,辖区缩小,1523,5,辖区缩小,97791,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25686,97792,Huizhou Fu,惠州府,惠州府,0,0,,Fu,府,3,1524,5,辖区缩小,1561,5,辖区缩小,97792,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25687,97793,Huizhou Fu,惠州府,惠州府,0,0,,Fu,府,3,1562,5,辖区缩小,1568,5,辖区扩大,97793,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25688,97794,Huizhou Fu,惠州府,惠州府,0,0,,Fu,府,3,1569,5,辖区扩大,1632,4,辖区扩大,97794,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25690,97796,Huizhou Fu,惠州府,惠州府,0,0,,Fu,府,3,1733,4,辖区缩小,1911,6,数据下限,97796,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25696,97802,Chaozhou Fu,潮州府,潮州府,0,0,,Fu,府,3,1369,4,更名和辖区扩大,1523,5,辖区扩大,97802,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25697,97803,Chaozhou Fu,潮州府,潮州府,0,0,,Fu,府,3,1524,5,辖区扩大,1561,5,辖区缩小,97803,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25698,97804,Chaozhou Fu,潮州府,潮州府,0,0,,Fu,府,3,1562,5,辖区缩小,1562,5,辖区扩大,97804,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25700,97806,Chaozhou Fu,潮州府,潮州府,0,0,,Fu,府,3,1733,5,辖区缩小,1737,4,辖区扩大,97806,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25701,97807,Chaozhou Fu,潮州府,潮州府,0,0,,Fu,府,3,1738,4,辖区扩大,1911,6,数据下限,97807,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25702,97808,Luoding Zhou,罗定州,羅定州,0,0,,Zhilizhou,直隶州,3,1577,5,新建,1754,4,辖区缩小,97808,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25705,97811,Jiaying Zhou,嘉应州,嘉應州,0,0,,Zhilizhou,直隶州,3,1733,4,新建,1737,4,辖区缩小,97811,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25717,97823,Qiongzhou Fu,琼州府,瓊州府,0,0,,Fu,府,3,1905,4,更名和辖区缩小,1911,6,数据下限,97823,POLYGON,FROM_FD,张修桂,满志敏,,2004/9/15,Prefecture_Bou,,FALSE,FALSE
25720,97831,Xiangyang Fu,襄阳府,襄陽府,0,0,,Fu,府,3,1476,5,辖区缩小,1911,6,数据下限,97831,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25721,97832,De'an Fu,德安府,德安府,0,0,,Fu,府,3,1729,4,辖区缩小,1911,6,数据下限,97832,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25722,97833,Hanyang Fu,汉阳府,漢陽府,0,0,,Fu,府,3,1763,4,辖区扩大,1911,6,辖区扩大,97833,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25723,97834,Huangzhou Fu,黄州府,黃州府,0,0,,Fu,府,3,1729,4,辖区缩小,1911,6,数据下限,97834,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25726,97837,Huangzhou Fu,黄州府,黃州府,0,0,,Fu,府,3,1364,4,更名,1375,4,辖区扩大,97837,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25728,97839,Huangzhou Lu,黄州路,黃州路,0,0,,Lu,路,3,1295,4,辖区缩小,1363,4,更名,97839,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25730,97841,Huangzhou Lu,黄州路,黃州路,0,0,,Lu,路,3,1277,4,更名,1292,4,辖区扩大,97841,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25733,97844,Huang Zhou,黄州,黃州,0,0,,Zhou,州,3,624,4,辖区扩大,741,4,更名,97844,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25746,97857,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,958,4,辖区缩小,976,4,辖区缩小,97857,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25748,97859,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,621,4,更名,741,4,更名,34369,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25754,97865,Wuchang Fu,武昌府,武昌府,0,0,,Fu,府,3,1380,5,辖区缩小,1911,6,数据下限,97865,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25757,97868,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,1234,4,辖区扩大,1276,4,更名和辖区缩小,97868,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25758,97869,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,1137,4,辖区缩小,1221,4,辖区缩小,97869,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25759,97870,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,1086,4,辖区缩小,1134,4,辖区扩大,97870,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25760,97871,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,977,4,辖区缩小,1070,4,辖区扩大,97871,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25763,97874,Wuchang Fu,武昌府,武昌府,0,0,,Fu,府,3,1376,4,辖区扩大,1379,5,辖区缩小,97874,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25765,97876,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,1222,4,辖区缩小,1233,4,辖区扩大,97876,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25768,97879,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,826,4,辖区扩大,957,4,辖区缩小,97879,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25770,97881,Hanyang Fu,汉阳府,漢陽府,0,0,,Fu,府,3,1729,4,辖区扩大,1762,4,辖区扩大,97881,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25774,97885,Hanyang Jun,汉阳军,漢陽軍,0,0,,Jun,军,3,977,4,辖区扩大,1070,4,撤销,97885,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25779,97890,Anlu Fu,安陆府,安陸府,0,0,,Fu,府,3,1763,4,辖区缩小,1790,4,辖区缩小,97890,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25782,97893,Anlu Zhou,安陆州,安陸州,0,0,,Zhou,州,3,1376,4,更名,1530,4,撤销,97893,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25783,97894,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,1071,4,辖区扩大,1085,4,辖区缩小,97894,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25784,97895,E Zhou,鄂州,鄂州,0,0,,Zhou,州,3,1135,4,辖区扩大,1136,4,辖区缩小,97895,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25785,97896,Fu Zhou,复州,復州,0,0,,Zhou,州,3,997,4,辖区扩大,1072,4,撤销,97896,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25790,97901,Mianyang Jun,沔阳郡,沔陽郡,0,0,,Jun,郡,3,607,4,更名,620,4,辖区缩小,97901,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25795,97906,Fu Zhou,复州,復州,0,0,,Zhou,州,3,912,4,辖区缩小,996,4,辖区扩大,97906,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25798,97909,Jingzhou Fu,荆州府,荊州府,0,0,,Fu,府,3,1791,5,辖区缩小,1911,6,数据下限,97909,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25802,97913,Jingzhou Fu,荆州府,荊州府,0,0,,Fu,府,3,1364,5,更名,1375,5,辖区扩大,97913,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25805,97916,Jingzhou Fu,荆州府,荊州府,0,0,,Fu,府,3,1376,5,辖区扩大,1530,4,辖区缩小,97916,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25806,97917,Jingzhou Fu,荆州府,荊州府,0,0,,Fu,府,3,1531,5,辖区缩小,1724,4,辖区扩大,97917,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25807,97918,Jingzhou Fu,荆州府,荊州府,0,0,,Fu,府,3,1725,4,辖区扩大,1727,5,辖区缩小,97918,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25809,97920,Gui Zhou,归州,歸州,0,0,,Zhou,州,3,1728,5,新建,1734,4,撤销,34314,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25810,97921,Jingzhou Fu,荆州府,荊州府,0,0,,Fu,府,3,1728,5,辖区缩小,1734,4,辖区缩小,97921,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25812,97923,Yichang Fu,宜昌府,宜昌府,0,0,,Fu,府,3,1904,4,辖区缩小,1911,6,数据下限,97923,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25816,97927,Sui Zhou,随州,隨州,0,0,,Zhou,州,3,1219,4,辖区扩大,1275,4,撤销,97927,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25818,97929,Xiangyang Lu,襄阳路,襄陽路,0,0,,Lu,路,3,1282,4,辖区扩大,1363,4,更名,97929,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25820,97931,Xiangyang Jun,襄阳郡,襄陽郡,0,0,,Jun,郡,3,607,4,更名,618,4,辖区缩小,97931,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25822,97933,Zhong Zhou,重州,重州,0,0,,Zhou,州,3,619,4,新建,623,4,辖区缩小,97933,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25825,97936,Xiang Zhou,襄州,襄州,0,0,,Zhou,州,3,621,4,更名和辖区缩小,621,4,辖区扩大,97936,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25827,97938,Xiang Zhou,襄州,襄州,0,0,,Zhou,州,3,627,4,辖区扩大,633,4,辖区扩大,97938,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25834,97945,Anlu Fu,安陆府,安陸府,0,0,,Fu,府,3,1791,4,辖区缩小,1911,6,数据下限,97945,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25836,97947,Shinan Fu,施南府,施南府,0,0,,Fu,府,3,1904,4,辖区缩小,1911,6,数据下限,97947,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25837,97948,Shinan Fu,施南府,施南府,0,0,,Fu,府,3,1735,4,新建,1903,4,辖区缩小,97948,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25847,97958,Xiangyang Lu,襄阳路,襄陽路,0,0,,Lu,路,3,1273,5,更名,1276,4,辖区扩大,97959,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25850,97961,Xiang Zhou,襄州,襄州,0,0,,Zhou,州,3,1072,4,辖区扩大,1084,4,更名,97961,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25863,97974,Xiang Zhou,襄州,襄州,0,0,,Zhou,州,3,634,4,辖区扩大,741,4,更名,97974,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25865,97976,Xiang Zhou,襄州,襄州,0,0,,Zhou,州,3,758,4,更名,963,5,辖区缩小,97976,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25866,97977,Ruo Zhou,鄀州,鄀州,0,0,,Zhou,州,3,621,4,新建,626,4,辖区扩大,97977,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25874,97985,An Zhou,安州,安州,0,0,,Zhou,州,3,763,4,辖区缩小,780,4,辖区扩大,97985,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25876,97987,An Zhou,安州,安州,0,0,,Zhou,州,3,625,4,辖区扩大,741,4,更名,97987,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25883,97994,An Zhou,安州,安州,0,0,,Zhou,州,3,781,4,辖区扩大,957,4,辖区扩大,97994,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25884,97995,An Zhou,安州,安州,0,0,,Zhou,州,3,958,4,辖区扩大,976,4,更名,97995,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25885,97996,An Zhou,安州,安州,0,0,,Zhou,州,3,977,4,辖区扩大,1072,4,辖区扩大,97996,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
25886,97997,De'an Fu,德安府,德安府,0,0,,Fu,府,3,1119,4,更名,1218,4,辖区缩小,97997,POLYGON,FROM_FD,钱林书,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
26325,98469,Huainanjiangbei Xingsheng,淮南江北行省,淮南江北行省,0,0,"98,468",Xingsheng,行省,1,1357,4,辖区缩小,1360,4,辖区缩小,98470,POLYGON,FROM_FD,赵永复,满志敏,,2005/04/01,Province_Bou,6306,FALSE,FALSE
26326,98470,Huainanjiangbei Xingsheng,淮南江北行省,淮南江北行省,0,0,"98,469",Xingsheng,行省,1,1361,4,辖区缩小,1363,4,辖区缩小,98470,POLYGON,FROM_FD,赵永复,满志敏,,2005/04/01,Province_Bou,6307,FALSE,FALSE
26327,98471,Huainanjiangbei Xingsheng,淮南江北行省,淮南江北行省,0,0,"98,470",Xingsheng,行省,1,1364,4,辖区缩小,1365,4,撤销,98470,POLYGON,FROM_FD,赵永复,满志敏,,2005/04/01,Province_Bou,6308,FALSE,FALSE
26843,101000,Min Guo,闽国,閩國,0,0,,Zhengquan,政权,0,909,4,,942,5,,101000,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26844,101001,Yin Guo,殷国,殷國,0,0,,Zhengquan,政权,0,943,5,,943,5,,101001,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26845,101003,Min Guo,闽国,閩國,0,0,,Zhengquan,政权,0,945,5,,947,4,,101003,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26846,101004,Min Guo,闽国,閩國,0,0,,Zhengquan,政权,0,943,5,,943,6,,101004,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26847,101005,Yin Guo,殷国,殷國,0,0,,Zhengquan,政权,0,944,5,,944,6,,101005,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26848,101006,Qingyuan,清源,清源,0,0,,Zhengquan,政权,0,949,4,,949,4,,101006,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26849,101007,Qingyuan,清源,清源,0,0,,Zhengquan,政权,0,950,4,,963,4,,101007,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26850,101008,Pinghai,平海,平海,0,0,,Zhengquan,政权,0,964,4,,977,4,,101008,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26851,101009,Dongdu,东都,東都,0,0,,Zhengquan,政权,0,1662,5,,1662,4,,101009,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26852,101010,Dongdu,东都,東都,0,0,,Zhengquan,政权,0,1663,4,,1663,4,,101010,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26853,101011,Dongning,东宁,東寧,0,0,,Zhengquan,政权,0,1664,4,,1683,4,,101011,POLYGON,FROM_FD,张修桂,满志敏,,2002/11/19,Regime_Bou,,FALSE,FALSE
26854,105001,Wuchang Fu,武昌府,江夏县,114.30666,30.57367,今湖北武汉市武昌,Fu,府,3,1376,4,,1379,4,,105001,POINT,,,,,2011/6/30,,,FALSE,FALSE
26855,105002,Wuchang Fu,武昌府,江夏县,114.30666,30.57367,今湖北武汉市武昌,Fu,府,3,1380,4,,1911,4,,105002,POINT,,,,,2011/6/30,,,FALSE,FALSE
26856,105003,Wuchang Fu,武昌府,江夏县,114.30666,30.57367,今湖北武汉市武昌,Fu,府,3,1364,4,,1375,4,,105003,POINT,,,,,2011/6/30,,,FALSE,FALSE
26857,105004,Xingguo Fu,兴国府,永兴县,115.20963,29.83013,今湖北阳新县,Fu,府,3,1364,4,,1375,4,,105004,POINT,,,,,2011/6/30,,,FALSE,FALSE
26858,105005,Xingguo Zhou,兴国州,兴国州,115.20963,29.83013,今湖北阳新县,Zhou,州,3,1376,4,,1644,4,,105005,POINT,,,,,2011/6/30,,,FALSE,FALSE
26859,105006,Xingguo Zhou,兴国州,兴国州,115.20963,29.83013,今湖北阳新县,Zhou,州,3,1645,4,,1911,4,,105006,POINT,,,,,2011/6/30,,,FALSE,FALSE
26860,105007,Hanyang Fu,汉阳府,汉阳县,114.26899,30.55224,今湖北武汉市汉阳,Fu,府,3,1380,4,,1728,4,,105007,POINT,,,,,2011/6/30,,,FALSE,FALSE
26861,105008,Hanyang Fu,汉阳府,汉阳县,114.26899,30.55224,今湖北武汉市汉阳,Fu,府,3,1729,4,,1762,4,,105008,POINT,,,,,2011/6/30,,,FALSE,FALSE
26862,105009,Hanyang Fu,汉阳府,汉阳县,114.26899,30.55224,今湖北武汉市汉阳,Fu,府,3,1763,4,,1911,4,,105009,POINT,,,,,2011/6/30,,,FALSE,FALSE
26863,105010,Mianzhou Zhilizhou,沔阳直隶州,沔阳州,113.2366,30.18954,今湖北仙桃市西南沔城镇,Zhou,州,3,1376,4,,1530,4,,105010,POINT,,,,,2011/6/30,,,FALSE,FALSE
26865,105012,Huangzhou Fu,黄州府,黄冈县,114.86549,30.44699,今湖北黄州市,Fu,府,3,1364,4,,1375,4,,105012,POINT,,,,,2011/6/30,,,FALSE,FALSE
26866,105013,Qizhou Fu,蕲州府,蘄州府,115.47425,30.30481,今湖北蕲春县蕲州镇东北五十里、蕲水东岸,Fu,府,3,1364,4,,1375,4,,105013,POINT,,,,,2011/6/30,,,FALSE,FALSE
26867,105014,Huangzhou Fu,黄州府,黄冈县,114.86549,30.44699,今湖北黄州市,Fu,府,3,1376,4,,1728,4,,105014,POINT,,,,,2011/6/30,,,FALSE,FALSE
26868,105015,Huangzhou Fu,黄州府,黄冈县,114.86549,30.44699,今湖北黄州市,Fu,府,3,1729,4,,1911,4,,105015,POINT,,,,,2011/6/30,,,FALSE,FALSE
26869,105016,Anlu Zhilizhou,安陆直隶州,安陸直隸州,112.58926,31.16983,今湖北钟祥县,Zhou,州,3,1376,4,,1530,4,,105016,POINT,,,,,2011/6/30,,,FALSE,FALSE
26870,105017,Chengtian Fu,承天府,钟祥县,112.58926,31.16983,今湖北钟祥县,Fu,府,3,1531,4,,1645,4,,105017,POINT,,,,,2011/6/30,,,FALSE,FALSE
26871,105018,Anlu Fu,安陆府,钟祥县,112.58926,31.16983,今湖北钟祥县,Fu,府,3,1646,4,,1762,4,,105018,POINT,,,,,2011/6/30,,,FALSE,FALSE
26872,105019,Anlu Fu,安陆府,钟祥县,112.58926,31.16983,今湖北钟祥县,Fu,府,3,1763,4,,1790,4,,105019,POINT,,,,,2011/6/30,,,FALSE,FALSE
26873,105020,Anlu Fu,安陆府,钟祥县,112.58926,31.16983,今湖北钟祥县,Fu,府,3,1791,4,,1911,4,,105020,POINT,,,,,2011/6/30,,,FALSE,FALSE
26874,105021,Jingmen Zhilizhou,荆门直隶州,荆门州,112.19842,31.02873,,Zhou,州,3,1791,4,,1911,4,,105021,POINT,,,,,2011/6/30,,,FALSE,FALSE
26876,105023,De'an Fu,德安府,安陆县,113.68892,31.26371,今湖北安陆市,Fu,府,3,1380,4,,1728,4,,105023,POINT,,,,,2011/6/30,,,FALSE,FALSE
26877,105024,De'an Fu,德安府,安陆县,113.68892,31.26371,今湖北安陆市,Fu,府,3,1729,4,,1911,4,,105024,POINT,,,,,2011/6/30,,,FALSE,FALSE
26879,105026,Jingzhou Fu,荆州府,江陵县,112.19077,30.35044,今湖北江陵县,Fu,府,3,1364,4,,1375,4,,105026,POINT,,,,,2011/6/30,,,FALSE,FALSE
26880,105027,Xiazhou Zhilizhou,峡州直隶州,夷陵县,111.28712,30.70423,今湖北宜昌市,Zhou,州,3,1364,4,,1375,4,,105027,POINT,,,,,2011/6/30,,,FALSE,FALSE
26881,105028,Guizhou Zhilizhou,归州直隶州,秭归县,110.69025,30.984,今湖北秭归县东南、长江南岸旧州河,Zhou,州,3,1371,4,,1375,4,,105028,POINT,,,,,2011/6/30,,,FALSE,FALSE
26882,105029,Jingmen Zhilizhou,荆门直隶州,长林县,112.19842,31.02873,今湖北荆门市,Zhou,州,3,1278,4,,1375,4,,105029,POINT,,,,,2011/6/30,,,FALSE,FALSE
26883,105030,Jingzhou Fu,荆州府,江陵县,112.19077,30.35044,今湖北江陵县,Fu,府,3,1376,4,,1530,4,,105030,POINT,,,,,2011/6/30,,,FALSE,FALSE
