sequence,SYS_ID,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,BEG_CHG_TY,END_YR,END_RULE,END_CHG_TY,NOTE_ID,OBJ_TYPE,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE,FILENAME,X_Y_TYPE,SYS_ID_IN_MAIN_BOU_ID,SYS_ID_IN_MAIN_PT_ID
1672,1788,Xizang,西藏,西藏,0,0,,,,,1820,9,,1820,9,,0,POLYGON,FROM_TAN,,傅林祥/余慰,,,PII_Boun_1820_Fu,,FALSE,FALSE
1693,1809,Sanyinruoyanbu,三音诺颜部,三音諾顏部,0,0,,Meng,盟,3,1820,9,,1820,9,,0,POLYGON,FROM_TAN,,傅林祥/余慰,,,PII_Boun_1820_Fu,,FALSE,FALSE
1882,2000,Jianning Fu,建宁府,建寧府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1883,2001,Tingzhou Fu,汀州府,汀州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1884,2002,Shaowu Fu,邵武府,邵武府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1885,2003,Yanping Fu,延平府,延平府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1886,2004,Longyan Zhou,龙岩州,龍岩州,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1887,2005,Yongchun Zhou,永春州,永春州,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1888,2006,Quanzhou Fu,泉州府,泉州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1889,2007,Xinghua Fu,兴化府,興化府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1890,2008,Fuzhou Fu,福州府,福州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1891,2009,Zhangzhou Fu,漳州府,漳州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1892,2010,Funing Fu,福宁府,福寧府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,PII_Boun_1820_Fu,,FALSE,FALSE
1893,2011,Chuzhou Fu,处州府,處州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/06/23,PII_Boun_1820_Fu,,FALSE,FALSE
1894,2012,Wenzhou Fu,温州府,溫州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/06/23,PII_Boun_1820_Fu,,FALSE,FALSE
1895,2013,Taizhou Fu,台州府,台州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,PII_Boun_1820_Fu,,FALSE,FALSE
1896,2014,Ningpo Fu,宁波府,寧波府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,PII_Boun_1820_Fu,,FALSE,FALSE
1897,2015,Quzhou Fu,衢州府,衢州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,PII_Boun_1820_Fu,,FALSE,FALSE
1898,2016,Jinhua Fu,金华府,金華府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,PII_Boun_1820_Fu,,FALSE,FALSE
1899,2017,Hangzhou Fu,杭州府,杭州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,PII_Boun_1820_Fu,,FALSE,FALSE
1900,2018,Jiaxing Fu,嘉兴府,嘉興府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,钱林书,钱林书,,,PII_Boun_1820_Fu,,FALSE,FALSE
1901,2019,Yanzhou Fu,严州府,嚴州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,PII_Boun_1820_Fu,,FALSE,FALSE
1902,2020,Huzhou Fu,湖州府,湖州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,邹逸麟,邹逸麟,,,PII_Boun_1820_Fu,,FALSE,FALSE
1903,2021,Shaoxing Fu,绍兴府,紹興府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,PII_Boun_1820_Fu,,FALSE,FALSE
1907,2025,Zhenjiang Fu,镇江府,鎮江府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,赵永复,赵永复,,,PII_Boun_1820_Fu,,FALSE,FALSE
1908,2026,Changzhou Fu,常州府,常州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,赵永复,赵永复,,,PII_Boun_1820_Fu,,FALSE,FALSE
1909,2027,Suzhou Fu,苏州府,蘇州府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,张修桂,张修桂,,,PII_Boun_1820_Fu,,FALSE,FALSE
1910,2028,Taicang Zhou,太仓州,太倉州,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,王文楚,王文楚,,,PII_Boun_1820_Fu,,FALSE,FALSE
1911,2029,Jiangning Fu,江宁府,江寧府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,王文楚,王文楚,,,PII_Boun_1820_Fu,,FALSE,FALSE
1912,2030,Songjiang Fu,松江府,松江府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_FD,傅林祥,傅林祥,,,PII_Boun_1820_Fu,,FALSE,FALSE
1983,2102,Nibuchu,中俄尼布楚条约待议地区,中俄尼布楚條約待議地區,0,0,,,非政区辖地,,1820,9,,1820,9,,0,POLYGON,FROM_TAN,,傅林祥/余慰,,,PII_Boun_1820_Fu,,FALSE,FALSE
1984,2103,Wanlichangsha,万里长沙,萬里長沙,0,0,,,非政区辖地,,1820,9,,1820,9,,0,POLYGON,FROM_TAN,,傅林祥/余慰,,,PII_Boun_1820_Fu,,FALSE,FALSE
1985,2104,Qianlishitang,千里石塘,千里石塘,0,0,,,非政区辖地,,1820,9,,1820,9,,0,POLYGON,FROM_TAN,,傅林祥/余慰,,,PII_Boun_1820_Fu,,FALSE,FALSE
1986,2107,Dongsha,东沙,東沙,0,0,,,非政区辖地,,1820,9,,1820,9,,0,POLYGON,FROM_TAN,,傅林祥/余慰,,,PII_Boun_1820_Fu,,FALSE,FALSE
1987,2108,Taiwan Fu,台湾府,臺灣府,0,0,,Fu,府,3,1820,9,,1820,9,,0,POLYGON,FROM_TAN,,傅林祥/余慰,,,PII_Boun_1820_Fu,,FALSE,FALSE
8107,195005,Fujian,福建,福建,0,0,,Sheng,省,1,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2003/03/10,Province_1911_Bou,,FALSE,FALSE
8114,195014,Taiwan(Japan Occupied),台湾(日本占领),臺灣(日本佔領),0,0,,Sheng,省,1,1911,9,,1911,9,,120014,POLYGON,FROM_FD,,满志敏,满志敏,2005/01/03,Province_1911_bou,,FALSE,FALSE
8122,195023,Neimenggu,内蒙古,內蒙古,0,0,,Shengji,省级,1,1911,9,,1911,9,,120023,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/20,Province_1911_Bou,,FALSE,FALSE
8124,195025,Qinghai,青海,青海,0,0,,Shengji,省级,1,1911,9,,1911,9,,120025,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/21,Province_1911_Bou,,FALSE,FALSE
8187,195161,Zhangzhou Fu,漳州府,漳州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8188,195162,Tingzhou Fu,汀州府,汀州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8189,195163,Quanzhou Fu,泉州府,泉州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8190,195164,Longyan Zhou,龙岩州,龍岩州,0,0,,Zhilizhou,直隶州,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8191,195165,Xinghua Fu,兴化府,興化府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8192,195166,Fuzhou Fu,福州府,福州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8193,195167,Funing Fu,福宁府,福寧府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8194,195168,Jianning Fu,建宁府,建寧府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8195,195169,Shaowu Fu,邵武府,邵武府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8196,195170,Yanping Fu,延平府,延平府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8197,195171,Yongchun Zhou,永春州,永春州,0,0,,Zhilizhou,直隶州,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/10,Prefecture_1911_Bou,,FALSE,FALSE
8201,195175,Ningguo Fu,宁国府,寧國府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/12/10,Prefecture_1911_Bou,,FALSE,FALSE
8209,195183,Guangde Zhou,广德州,廣德州,0,0,,Zhilizhou,直隶州,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/12/10,Prefecture_1911_Bou,,FALSE,FALSE
8214,195188,Yangzhou Fu,扬州府,揚州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/05/15,Prefecture_1911_Bou,,FALSE,FALSE
8216,195190,Jiangning Fu,江宁府,江寧府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/09/30,Prefecture_1911_Bou,,FALSE,FALSE
8217,195191,Zhenjiang Fu,镇江府,鎮江府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/09/30,Prefecture_1911_Bou,,FALSE,FALSE
8218,195192,Changzhou Fu,常州府,常州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/09/10,Prefecture_1911_Bou,,FALSE,FALSE
8219,195193,Suzhou Fu,苏州府,蘇州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/09/10,Prefecture_1911_Bou,,FALSE,FALSE
8220,195194,Taicang Zhou,太仓州,太倉州,0,0,,Zhilizhou,直隶州,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/09/10,Prefecture_1911_Bou,,FALSE,FALSE
8221,195195,Songjiang Fu,松江府,松江府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/09/10,Prefecture_1911_Bou,,FALSE,FALSE
8222,195196,Huzhou Fu,湖州府,湖州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/25,Prefecture_1911_Bou,,FALSE,FALSE
8223,195197,Jiaxing Fu,嘉兴府,嘉興府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/25,Prefecture_1911_Bou,,FALSE,FALSE
8224,195198,Hangzhou Fu,杭州府,杭州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/07/25,Prefecture_1911_Bou,,FALSE,FALSE
8225,195199,Yanzhou Fu,严州府,嚴州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/10/15,Prefecture_1911_Bou,,FALSE,FALSE
8226,195200,Wenzhou Fu,温州府,溫州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/06/23,Prefecture_1911_Bou,,FALSE,FALSE
8227,195201,Chuzhou Fu,处州府,處州府,0,0,,Fu,府,3,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,2002/06/23,Prefecture_1911_Bou,,FALSE,FALSE
8331,195332,Chifeng Zhou,赤峰州,赤峰州,0,0,,Zhilizhou,直隶州,3,1911,9,,1911,9,,120009,POLYGON,FROM_FD,满志敏,满志敏,,2005/11/20,Prefecture_1911_Bou,,FALSE,FALSE
8335,195336,Qingshuihe Ting,清水河厅,清水河廳,0,0,,Zhiliting,直隶厅,3,1911,9,,1911,9,,120011,POLYGON,FROM_FD,满志敏,满志敏,,2005/11/20,Prefecture_1911_Bou,,FALSE,FALSE
8336,195337,Tuoketuo Ting,托克托厅,托克托廳,0,0,,Zhiliting,直隶厅,3,1911,9,,1911,9,,120011,POLYGON,FROM_FD,满志敏,满志敏,,2005/11/20,Prefecture_1911_Bou,,FALSE,FALSE
8337,195338,Helinge'er Ting,和林格尔厅,和林格爾廳,0,0,,Zhiliting,直隶厅,3,1911,9,,1911,9,,120011,POLYGON,FROM_FD,满志敏,满志敏,,2005/11/20,Prefecture_1911_Bou,,FALSE,FALSE
8399,195423,Xizangkangbu,西藏康部,西藏康部,0,0,,Buluo,部落,3,1911,9,,1911,9,,120019,POLYGON,FROM_FD,孟刚,孟刚,孙涛,2007/04/18,Prefecture_1911_Bou,,FALSE,FALSE
8442,195466,Xibuteha,西布特哈,西部特哈,0,0,,Buluo,部落,3,1911,9,,1911,9,,120020,POLYGON,FROM_FD,孙涛,孙涛,孙涛,2007/04/18,Prefecture_1911_Bou,,FALSE,FALSE
8453,195477,Zhishudongbeiludao,直属东北路道,直屬東北路道,0,0,,Zhixiadi,直辖地,3,1911,9,,1911,9,,120022,POLYGON,FROM_FD,孙涛,孙涛,孙涛,2007/04/18,Prefecture_1911_Bou,,FALSE,FALSE
8454,195478,Zhishudongnanludao,直属东南路道,直屬東南路道,0,0,,Zhixiadi,直辖地,3,1911,9,,1911,9,,120022,POLYGON,FROM_FD,孙涛,孙涛,孙涛,2007/04/18,Prefecture_1911_Bou,,FALSE,FALSE
8455,195479,Zhishuxibeiludao,直属西北路道,直屬西北路道,0,0,,Zhixiadi,直辖地,3,1911,9,,1911,9,,120022,POLYGON,FROM_FD,孙涛,孙涛,孙涛,2007/04/18,Prefecture_1911_Bou,,FALSE,FALSE
8456,195480,Zhishuxinanludao,直属西南路道,直屬西南路道,0,0,,Zhixiadi,直辖地,3,1911,9,,1911,9,,120022,POLYGON,FROM_FD,孙涛,孙涛,孙涛,2007/04/18,Prefecture_1911_Bou,,FALSE,FALSE
8471,195495,Wuyuan Ting,五原厅,五原廳,0,0,,Zhiliting,直隶厅,3,1911,9,,1911,9,,120011,POLYGOM,FROM_FD,满志敏,满志敏,,2008/07/21,Prefecture_1911_Bou,,FALSE,FALSE
8472,195496,Chaha'er,察哈尔,察哈爾,0,0,,Buluo,部落,3,1911,9,,1911,9,,120009,POLYGOM,FROM_FD,满志敏,满志敏,,2008/07/21,Prefecture_1911_Bou,,FALSE,FALSE
8473,195497,Dongsheng Ting,东胜厅,東勝廳,0,0,,Zhiliting,直隶厅,3,1911,9,,1911,9,,120011,POLYGON,FROM_FD,满志敏,满志敏,,2008/07/21,Prefecture_1911_Bou,,FALSE,FALSE
8474,195498,Zhelimu Meng,哲里木盟,哲里木盟,0,0,,Meng,盟,3,1911,9,,1911,9,,120023,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/21,Prefecture_1911_Bou,,FALSE,FALSE
8475,195499,Kaerka Bu,喀尔喀部,喀爾喀部,0,0,,Bu,部,3,1911,9,,1911,9,,120025,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8476,195500,Wuliyasutai,乌里雅苏台,烏裏雅蘇台,0,0,,Zhixiadi,直辖地,3,1911,9,,1911,9,,120024,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8477,195501,Alashanelute Qi,阿拉善厄鲁特旗,阿拉善厄魯特旗,0,0,,Qi,旗,3,1911,9,,1911,9,,120023,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8478,195502,Chechenhan Bu,车臣汗部,車臣汗部,0,0,,Bu,部,3,1911,9,,1911,9,,120024,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8479,195503,Tuxiehan Bu,土谢图汗部,土謝圖汗部,0,0,,Bu,部,3,1911,9,,1911,9,,120024,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8480,195504,Saiyinnuoyan Bu,赛音诺颜部,賽音諾顏部,0,0,,Bu,部,3,1911,9,,1911,9,,120024,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8481,195505,Zhasaketuhan Bu,扎萨克图汗部,紮薩克圖汗部,0,0,,Bu,部,3,1911,9,,1911,9,,120024,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8482,195506,Tangnuwulianghai,唐努乌梁海,唐努烏梁海,0,0,,Buluo,部落,3,1911,9,,1911,9,,120024,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8485,195509,Xilinguole Meng,锡林郭勒盟,錫林郭勒盟,0,0,,Meng,盟,3,1911,9,,1911,9,,120023,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8486,195510,Yikezhao Meng,伊克昭盟,伊克昭盟,0,0,,Meng,盟,3,1911,9,,1911,9,,120023,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8487,195511,Wulanchabu Meng,乌兰察布盟,烏蘭察布盟,0,0,,Meng,盟,3,1911,9,,1911,9,,120023,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8488,195512,Ejinatuerhute Qi,额济纳土尔扈特旗,額濟納土爾扈特旗,0,0,,Qi,旗,3,1911,9,,1911,9,,120023,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8489,195513,Chuoluosi Bu,绰罗斯部,綽羅斯部,0,0,,Bu,部,3,1911,9,,1911,9,,120025,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8490,195514,Huite Bu,辉特部,輝特部,0,0,,Bu,部,3,1911,9,,1911,9,,120025,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8491,195515,Heshuote Bu,和硕特部,和碩特部,0,0,,Bu,部,3,1911,9,,1911,9,,120025,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8492,195516,Chahannuomenhan Qi,察汗诺们罕旗,察汗諾們罕旗,0,0,,Qi,旗,3,1911,9,,1911,9,,120025,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8493,195517,Yushusishizutusi,玉树四十族土司,玉樹四十族土司,0,0,,Tusi,土司,3,1911,9,,1911,9,,120025,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8494,195518,Tuerhute Bu,土尔扈特部,土爾扈特部,0,0,,Bu,部,3,1911,9,,1911,9,,120025,POLYGON,FROM_FD,孙涛,孙涛,,2008/07/09,Prefecture_1911_Bou,,FALSE,FALSE
8521,196011,Yong'an Xian,永安县,永安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8533,196023,Suide Zhou,绥德州,綏德州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,左鹏,左鹏,,,County_1911_Bou,,FALSE,FALSE
8545,196035,Fu Zhou,鄜州,鄜州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,左鹏,左鹏,,,County_1911_Bou,,FALSE,FALSE
8551,196041,Bin Zhou,邠州,邠州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,左鹏,左鹏,,,County_1911_Bou,,FALSE,FALSE
8555,196046,Qian Zhou,乾州,乾州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,左鹏,左鹏,,,County_1911_Bou,,FALSE,FALSE
8616,196107,Shang Zhou,商州,商州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,左鹏,左鹏,,,County_1911_Bou,,FALSE,FALSE
8684,196175,Yongding Xian,永定县,永定縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8686,196177,Shimen Xian,石门县,石門縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8689,196180,Li Zhou,澧州,澧州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8691,196182,Taoyuan Xian,桃源县,桃源縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8720,196211,Chen Zhou,郴州,郴州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8726,196217,Guiyang Zhou,桂阳州,桂陽州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8748,196239,Jing Zhou,靖州,靖州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8764,196260,Jiaying Zhou,嘉应州,嘉應州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8766,196262,Nanxiong Zhou,南雄州,南雄州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8774,196271,Lian Zhou,连州,連州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8778,196276,Longmen Xian,龙门县,龍門县,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8802,196302,Xining Xian,西宁县,西寧縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8803,196303,Luoding Zhou,罗定州,羅定州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8817,196317,Qin Zhou,钦州,欽州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8826,196326,Changhua Xian,昌化县,昌化縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8852,196352,Guangde Zhou,广德州,廣德州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8867,196367,Liu'an Zhou,六安州,六安州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8885,196385,Si Zhou,泗州,泗州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8887,196387,Chu Zhou,滁州,滁州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8890,196390,He Zhou,和州,和州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8891,196391,Pinghe Xian,平和县,平和縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8892,196392,Yunxiao Ting,云霄厅,雲霄廳,0,0,,Ting,厅,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8893,196393,Zhangpu Xian,漳浦县,漳浦縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8894,196394,Nanjing Xian,南靖县,南靖縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
