fuzzy_nm,input_nm_trad,input_x_coord,input_year_beg,input_year_end,input_id,input_y_coord,input_dynasty,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
無慮,無慮,121.8535,24.0,220.0,PL000000007536,41.4869,东汉,not_found,False,False,False,False,,0
平郭,平郭,122.1339,24.0,220.0,PL000000007560,40.1881,东汉,not_found,False,False,False,False,,0
汶縣,汶縣,122.6358,24.0,220.0,PL000000007576,40.5582,东汉,not_found,False,False,False,False,,0
襄平,襄平,123.1782,24.0,220.0,PL000000007631,41.2645,东汉,not_found,False,False,False,False,,0
高顯,高顯,123.8582,24.0,220.0,PL000000007692,42.2941,东汉,not_found,False,False,False,False,,0
江乘,江乘,119.0494,24.0,220.0,PL000000009054,32.1577,东汉,not_found,False,False,False,False,,0
湖熟,湖熟,118.9734,24.0,220.0,PL000000009229,31.889,东汉,not_found,False,False,False,False,,0
秣陵,秣陵,118.8392,24.0,220.0,PL000000009243,31.8346,东汉,not_found,False,False,False,False,,0
丹陽,丹陽,118.72200000000001,24.0,220.0,PL000000009254,31.6442,东汉,not_found,False,False,False,False,,0
堂邑,堂邑,118.8046,24.0,220.0,PL000000009273,32.4318,东汉,not_found,False,False,False,False,,0
溧陽,溧陽,118.9889,24.0,220.0,PL000000009327,31.3281,东汉,not_found,False,False,False,False,,0
無錫,無錫,120.3066,24.0,220.0,PL000000009357,31.5733,东汉,not_found,False,False,False,False,,0
陽羨,陽羨,119.8011,24.0,220.0,PL000000009480,31.3365,东汉,not_found,False,False,False,False,,0
彭城,彭城,117.1969,24.0,220.0,PL000000009527,34.2686,东汉,not_found,False,False,False,False,,0
豐縣,豐縣,116.5934,24.0,220.0,PL000000009554,34.7027,东汉,not_found,False,False,False,False,,0
沛縣,沛縣,116.9362,24.0,220.0,PL000000009570,34.736999999999995,东汉,not_found,False,False,False,False,,0
廣戚,廣戚,117.0564,24.0,220.0,PL000000009580,34.7073,东汉,not_found,False,False,False,False,,0
留縣,留縣,117.1241,24.0,220.0,PL000000009587,34.596,东汉,not_found,False,False,False,False,,0
呂縣,呂縣,117.4589,24.0,220.0,PL000000009610,34.1738,东汉,not_found,False,False,False,False,,0
下邳,下邳,117.912,24.0,220.0,PL000000009636,34.1225,东汉,not_found,False,False,False,False,,0
良成,良成,118.0516,24.0,220.0,PL000000009666,34.3009,东汉,not_found,False,False,False,False,,0
司吾,司吾,118.3539,24.0,220.0,PL000000009670,34.1922,东汉,not_found,False,False,False,False,,0
武原,武原,117.8373,24.0,220.0,PL000000009684,34.479,东汉,not_found,False,False,False,False,,0
毗陵,毗陵,119.9613,24.0,220.0,PL000000009744,31.7815,东汉,not_found,False,False,False,False,,0
吳縣,吳縣,120.6276,24.0,220.0,PL000000009999,31.3114,东汉,not_found,False,False,False,False,,0
婁縣,婁縣,120.9896,24.0,220.0,PL000000010189,31.428,东汉,not_found,False,False,False,False,,0
朐縣,朐縣,119.1391,24.0,220.0,PL000000010418,34.5512,东汉,not_found,False,False,False,False,,0
贛榆,贛榆,119.1849,24.0,220.0,PL000000010428,34.9878,东汉,not_found,False,False,False,False,,0
祝其,祝其,118.8817,24.0,220.0,PL000000010432,34.9382,东汉,not_found,False,False,False,False,,0
利城,利城,118.8074,24.0,220.0,PL000000010448,34.857,东汉,not_found,False,False,False,False,,0
厚丘,厚丘,118.7749,24.0,220.0,PL000000010462,34.3445,东汉,not_found,False,False,False,False,,0
海西,海西,119.4011,24.0,220.0,PL000000010480,34.0573,东汉,not_found,False,False,False,False,,0
淮陰,淮陰,118.959,24.0,220.0,PL000000010538,33.5457,东汉,not_found,False,False,False,False,,0
淮浦,淮浦,119.2331,24.0,220.0,PL000000010593,33.7643,东汉,not_found,False,False,False,False,,0
盱台,盱台,118.5574,24.0,220.0,PL000000010606,33.1077,东汉,not_found,False,False,False,False,,0
東陽,東陽,118.8284,24.0,220.0,PL000000010642,32.9633,东汉,not_found,False,False,False,False,,0
平安,平安,119.2916,24.0,220.0,PL000000010659,33.1376,东汉,not_found,False,False,False,False,,0
鹽瀆,鹽瀆,120.1429,24.0,220.0,PL000000010678,33.3839,东汉,not_found,False,False,False,False,,0
廣陵,廣陵,119.4051,24.0,220.0,PL000000010836,32.4474,东汉,not_found,False,False,False,False,,0
射陽,射陽,119.6109,24.0,220.0,PL000000010851,33.3137,东汉,not_found,False,False,False,False,,0
輿國,輿國,119.1806,24.0,220.0,PL000000010878,32.3658,东汉,not_found,False,False,False,False,,0
江都,江都,119.3335,24.0,220.0,PL000000010892,32.2482,东汉,not_found,False,False,False,False,,0
高郵,高郵,119.4464,24.0,220.0,PL000000010930,32.7895,东汉,not_found,False,False,False,False,,0
丹徒,丹徒,119.5446,24.0,220.0,PL000000010991,32.1684,东汉,not_found,False,False,False,False,,0
曲阿,曲阿,119.5789,24.0,220.0,PL000000011050,31.9945,东汉,not_found,False,False,False,False,,0
句容,句容,119.1717,24.0,220.0,PL000000011100,31.9453,东汉,not_found,False,False,False,False,,0
海陵,海陵,119.9203,24.0,220.0,PL000000011132,32.4946,东汉,not_found,False,False,False,False,,0
下相,下相,118.2599,24.0,220.0,PL000000011204,33.9425,东汉,not_found,False,False,False,False,,0
曲陽,曲陽,118.965,24.0,220.0,PL000000011237,34.0994,东汉,not_found,False,False,False,False,,0
淩縣,淩縣,118.633,24.0,220.0,PL000000011256,33.7582,东汉,not_found,False,False,False,False,,0
徐縣,徐縣,118.2595,24.0,220.0,PL000000011281,33.3235,东汉,not_found,False,False,False,False,,0
睢陵,睢陵,118.4517,24.0,220.0,PL000000011289,33.2462,东汉,not_found,False,False,False,False,,0
錢唐,錢唐,120.1073,24.0,220.0,PL000000011689,30.239,东汉,not_found,False,False,False,False,,0
餘暨,餘暨,120.2678,24.0,220.0,PL000000011740,30.1601,东汉,not_found,False,False,False,False,,0
餘杭,餘杭,119.9398,24.0,220.0,PL000000011886,30.2657,东汉,not_found,False,False,False,False,,0
富春,富春,119.9559,24.0,220.0,PL000000012052,30.0773,东汉,not_found,False,False,False,False,,0
於潛,於潛,119.4185,24.0,220.0,PL000000012123,30.2038,东汉,not_found,False,False,False,False,,0
鄮縣,鄮縣,121.6634,24.0,220.0,PL000000012337,29.8826,东汉,not_found,False,False,False,False,,0
餘姚,餘姚,121.1616,24.0,220.0,PL000000012423,30.0477,东汉,not_found,False,False,False,False,,0
句章,句章,121.3604,24.0,220.0,PL000000012428,29.9345,东汉,not_found,False,False,False,False,,0
鄞縣,鄞縣,121.5464,24.0,220.0,PL000000012482,29.649,东汉,not_found,False,False,False,False,,0
永寧,永寧,120.6619,24.0,220.0,PL000000012525,28.0169,东汉,not_found,False,False,False,False,,0
由拳,由拳,120.7686,24.0,220.0,PL000000012754,30.7178,东汉,not_found,False,False,False,False,,0
海鹽,海鹽,121.0646,24.0,220.0,PL000000012888,30.6996,东汉,not_found,False,False,False,False,,0
烏程,烏程,120.0801,24.0,220.0,PL000000013022,30.7717,东汉,not_found,False,False,False,False,,0
故鄣,故鄣,119.6537,24.0,220.0,PL000000013129,30.75,东汉,not_found,False,False,False,False,,0
山陰,山陰,120.5871,24.0,220.0,PL000000013247,30.0031,东汉,not_found,False,False,False,False,,0
諸暨,諸暨,120.2365,24.0,220.0,PL000000013382,29.7118,东汉,not_found,False,False,False,False,,0
上虞,上虞,120.8856,24.0,220.0,PL000000013419,30.0159,东汉,not_found,False,False,False,False,,0
剡縣,剡縣,120.73299999999999,24.0,220.0,PL000000013479,29.5714,东汉,not_found,False,False,False,False,,0
烏傷,烏傷,120.0804,24.0,220.0,PL000000013599,29.2987,东汉,not_found,False,False,False,False,,0
大末,大末,119.1924,24.0,220.0,PL000000013718,29.0341,东汉,not_found,False,False,False,False,,0
章安,章安,121.4205,24.0,220.0,PL000000014324,28.7073,东汉,not_found,False,False,False,False,,0
合肥,合肥,117.2854,24.0,220.0,PL000000015073,31.8633,东汉,not_found,False,False,False,False,,0
浚遒,浚遒,117.5635,24.0,220.0,PL000000015095,31.9035,东汉,not_found,False,False,False,False,,0
蕪湖,蕪湖,118.5294,24.0,220.0,PL000000015135,31.3296,东汉,not_found,False,False,False,False,,0
龍亢,龍亢,116.9057,24.0,220.0,PL000000015194,33.1513,东汉,not_found,False,False,False,False,,0
向縣,向縣,117.0861,24.0,220.0,PL000000015201,33.1171,东汉,not_found,False,False,False,False,,0
義成,義成,117.2366,24.0,220.0,PL000000015206,32.9995,东汉,not_found,False,False,False,False,,0
平阿,平阿,116.96,24.0,220.0,PL000000015215,32.9017,东汉,not_found,False,False,False,False,,0
當塗,當塗,117.2338,24.0,220.0,PL000000015218,32.861,东汉,not_found,False,False,False,False,,0
虹縣,虹縣,117.7333,24.0,220.0,PL000000015228,33.2128,东汉,not_found,False,False,False,False,,0
洨縣,洨縣,117.5656,24.0,220.0,PL000000015243,33.3081,东汉,not_found,False,False,False,False,,0
西曲,西曲陽,117.135,24.0,220.0,PL000000015258,32.646,东汉,not_found,False,False,False,False,,0
下蔡,下蔡,116.7394,24.0,220.0,PL000000015270,32.7145,东汉,not_found,False,False,False,False,,0
石城,石城,118.5928,24.0,220.0,PL000000015291,31.6693,东汉,not_found,False,False,False,False,,0
相縣,相縣,116.6625,24.0,220.0,PL000000015349,33.9961,东汉,not_found,False,False,False,False,,0
皖縣,皖縣,116.57600000000001,24.0,220.0,PL000000015487,30.6293,东汉,not_found,False,False,False,False,,0
居巢,居巢,116.9633,24.0,220.0,PL000000015596,30.8071,东汉,not_found,False,False,False,False,,0
陵陽,陵陽,117.99600000000001,24.0,220.0,PL000000015612,30.3361,东汉,not_found,False,False,False,False,,0
歙縣,歙縣,118.4427,24.0,220.0,PL000000015660,29.8645,东汉,not_found,False,False,False,False,,0
黟縣,黟縣,117.9772,24.0,220.0,PL000000015686,29.9398,东汉,not_found,False,False,False,False,,0
全椒,全椒,118.2734,24.0,220.0,PL000000015757,32.0972,东汉,not_found,False,False,False,False,,0
阜陵,阜陵,118.31,24.0,220.0,PL000000015761,32.0389,东汉,not_found,False,False,False,False,,0
陰陵,陰陵,117.4372,24.0,220.0,PL000000015771,32.6539,东汉,not_found,False,False,False,False,,0
東城,東城,117.8893,24.0,220.0,PL000000015793,32.4553,东汉,not_found,False,False,False,False,,0
鍾離,鍾離,117.6722,24.0,220.0,PL000000015811,32.8963,东汉,not_found,False,False,False,False,,0
淮陵,淮陵,118.1501,24.0,220.0,PL000000015862,33.0564,东汉,not_found,False,False,False,False,,0
汝陰,汝陰,115.818,24.0,220.0,PL000000015897,32.9021,东汉,not_found,False,False,False,False,,0
細陽,細陽,115.8167,24.0,220.0,PL000000015901,33.1061,东汉,not_found,False,False,False,False,,0
鮦陽,鮦陽,114.9929,24.0,220.0,PL000000015905,33.0987,东汉,not_found,False,False,False,False,,0
固始,固始,115.2651,24.0,220.0,PL000000015921,33.0704,东汉,not_found,False,False,False,False,,0
宋國,宋國,115.5891,24.0,220.0,PL000000015933,33.4197,东汉,not_found,False,False,False,False,,0
原鹿,原鹿,115.5795,24.0,220.0,PL000000015950,32.5739,东汉,not_found,False,False,False,False,,0
富波,富波,115.7727,24.0,220.0,PL000000015952,32.5543,东汉,not_found,False,False,False,False,,0
慎縣,慎縣,116.2163,24.0,220.0,PL000000015955,32.798,东汉,not_found,False,False,False,False,,0
新陽,新陽,115.3877,24.0,220.0,PL000000015976,33.4339,东汉,not_found,False,False,False,False,,0
蘄縣,蘄縣,117.0432,24.0,220.0,PL000000015991,33.4553,东汉,not_found,False,False,False,False,,0
符離,符離,117.1255,24.0,220.0,PL000000015996,33.6961,东汉,not_found,False,False,False,False,,0
竹邑,竹邑,116.9795,24.0,220.0,PL000000016014,33.7347,东汉,not_found,False,False,False,False,,0
菑丘,菑丘,117.0442,24.0,220.0,PL000000016026,33.8738,东汉,not_found,False,False,False,False,,0
下邑,下邑,116.3494,24.0,220.0,PL000000016040,34.4269,东汉,not_found,False,False,False,False,,0
杼秋,杼秋,116.6729,24.0,220.0,PL000000016046,34.3734,东汉,not_found,False,False,False,False,,0
蕭縣,蕭縣,116.9131,24.0,220.0,PL000000016056,34.2356,东汉,not_found,False,False,False,False,,0
梧縣,梧縣,116.9751,24.0,220.0,PL000000016069,34.0097,东汉,not_found,False,False,False,False,,0
取慮,取慮,117.7337,24.0,220.0,PL000000016074,33.833,东汉,not_found,False,False,False,False,,0
僮國,僮國,118.0478,24.0,220.0,PL000000016082,33.7028,东汉,not_found,False,False,False,False,,0
夏丘,夏丘,117.88799999999999,24.0,220.0,PL000000016100,33.4773,东汉,not_found,False,False,False,False,,0
舒縣,舒縣,117.2048,24.0,220.0,PL000000016148,31.1605,东汉,not_found,False,False,False,False,,0
襄安,襄安,117.7888,24.0,220.0,PL000000016184,31.1985,东汉,not_found,False,False,False,False,,0
臨湖,臨湖,117.6618,24.0,220.0,PL000000016189,31.139,东汉,not_found,False,False,False,False,,0
歷陽,歷陽,118.3701,24.0,220.0,PL000000016272,31.713,东汉,not_found,False,False,False,False,,0
六安,六安,116.5382,24.0,220.0,PL000000016312,31.8077,东汉,not_found,False,False,False,False,,0
壽春,壽春,116.7861,24.0,220.0,PL000000016354,32.5747,东汉,not_found,False,False,False,False,,0
成德,成德,116.8525,24.0,220.0,PL000000016383,32.1651,东汉,not_found,False,False,False,False,,0
陽泉,陽泉,115.9101,24.0,220.0,PL000000016395,32.4971,东汉,not_found,False,False,False,False,,0
安風,安風,116.2315,24.0,220.0,PL000000016415,32.2518,东汉,not_found,False,False,False,False,,0
龍舒,龍舒,116.527,24.0,220.0,PL000000016449,31.183000000000003,东汉,not_found,False,False,False,False,,0
灊縣,灊縣,116.4234,24.0,220.0,PL000000016466,31.5147,东汉,not_found,False,False,False,False,,0
譙縣,譙縣,115.78,24.0,220.0,PL000000016505,33.8784,东汉,not_found,False,False,False,False,,0
城父,城父,115.9805,24.0,220.0,PL000000016516,33.6556,东汉,not_found,False,False,False,False,,0
思善,思善,115.7777,24.0,220.0,PL000000016525,33.5333,东汉,not_found,False,False,False,False,,0
鄲縣,鄲縣,116.335,24.0,220.0,PL000000016530,33.7513,东汉,not_found,False,False,False,False,,0
山桑,山桑,116.5667,24.0,220.0,PL000000016546,33.4481,东汉,not_found,False,False,False,False,,0
宛陵,宛陵,118.7514,24.0,220.0,PL000000016968,30.9457,东汉,not_found,False,False,False,False,,0
涇縣,涇縣,118.3675,24.0,220.0,PL000000017030,30.7145,东汉,not_found,False,False,False,False,,0
東冶,東冶,119.3277,24.0,220.0,PL000000017133,26.0546,东汉,not_found,False,False,False,False,,0
南昌,南昌,115.9064,24.0,220.0,PL000000018614,28.6738,东汉,not_found,False,False,False,False,,0
柴桑,柴桑,115.8973,24.0,220.0,PL000000018865,29.6749,东汉,not_found,False,False,False,False,,0
艾縣,艾縣,114.2927,24.0,220.0,PL000000018904,29.0301,东汉,not_found,False,False,False,False,,0
海昏,海昏,115.7866,24.0,220.0,PL000000018933,29.0885,东汉,not_found,False,False,False,False,,0
歷陵,歷陵,115.8003,24.0,220.0,PL000000018956,29.3241,东汉,not_found,False,False,False,False,,0
鄡陽,鄡陽,116.3547,24.0,220.0,PL000000019007,29.1023,东汉,not_found,False,False,False,False,,0
彭澤,彭澤,116.3607,24.0,220.0,PL000000019019,29.7071,东汉,not_found,False,False,False,False,,0
贛縣,贛縣,114.836,24.0,220.0,PL000000019123,25.8434,东汉,not_found,False,False,False,False,,0
雩都,雩都,115.4156,24.0,220.0,PL000000019263,26.0116,东汉,not_found,False,False,False,False,,0
南野,南野,114.7196,24.0,220.0,PL000000019355,25.5503,东汉,not_found,False,False,False,False,,0
平都,平都,114.7395,24.0,220.0,PL000000019393,27.2663,东汉,not_found,False,False,False,False,,0
平都,平都,107.7231,24.0,220.0,PL000000034351,29.8869,东汉,not_found,False,False,False,False,,0
石陽,石陽,115.1829,24.0,220.0,PL000000019415,27.3427,东汉,not_found,False,False,False,False,,0
廬陵,廬陵,114.8083,24.0,220.0,PL000000019482,26.9063,东汉,not_found,False,False,False,False,,0
安城,安城,114.3232,24.0,220.0,PL000000019542,27.4238,东汉,not_found,False,False,False,False,,0
安城,安城,114.54,24.0,220.0,PL000000026223,32.7694,东汉,not_found,False,False,False,False,,0
宜春,宜春,114.3844,24.0,220.0,PL000000019615,27.7932,东汉,not_found,False,False,False,False,,0
建昌,建昌,114.8387,24.0,220.0,PL000000019646,28.614,东汉,not_found,False,False,False,False,,0
新淦,新淦,115.5482,24.0,220.0,PL000000019752,28.0633,东汉,not_found,False,False,False,False,,0
建城,建城,115.3809,24.0,220.0,PL000000019795,28.4245,东汉,not_found,False,False,False,False,,0
臨汝,臨汝,116.2868,24.0,220.0,PL000000019854,27.9544,东汉,not_found,False,False,False,False,,0
南城,南城,116.7464,24.0,220.0,PL000000019878,27.4259,东汉,not_found,False,False,False,False,,0
南城,南城,117.6475,24.0,220.0,PL000000022073,35.1637,东汉,not_found,False,False,False,False,,0
餘汗,餘汗,116.6906,24.0,220.0,PL000000020120,28.6904,东汉,not_found,False,False,False,False,,0
鄱陽,鄱陽,116.8631,24.0,220.0,PL000000020158,29.0868,东汉,not_found,False,False,False,False,,0
歷城,歷城,117.01100000000001,24.0,220.0,PL000000020260,36.6492,东汉,not_found,False,False,False,False,,0
祝阿,祝阿,116.8384,24.0,220.0,PL000000020271,36.6584,东汉,not_found,False,False,False,False,,0
臺縣,臺縣,117.3212,24.0,220.0,PL000000020279,36.8494,东汉,not_found,False,False,False,False,,0
茌縣,茌縣,116.9186,24.0,220.0,PL000000020306,36.469,东汉,not_found,False,False,False,False,,0
盧縣,盧縣,116.7665,24.0,220.0,PL000000020317,36.3999,东汉,not_found,False,False,False,False,,0
穀城,穀城,116.2871,24.0,220.0,PL000000020352,36.1777,东汉,not_found,False,False,False,False,,0
穀城,穀城,112.3673,24.0,220.0,PL000000023587,34.696,东汉,not_found,False,False,False,False,,0
著縣,著縣,117.07799999999999,24.0,220.0,PL000000020366,36.9938,东汉,not_found,False,False,False,False,,0
漯陰,漯陰,116.9323,24.0,220.0,PL000000020377,36.9527,东汉,not_found,False,False,False,False,,0
西平,西平昌,117.0406,24.0,220.0,PL000000020394,37.3785,东汉,not_found,False,False,False,False,,0
西平,西平,113.6643,24.0,220.0,PL000000024006,33.39,东汉,not_found,False,False,False,False,,0
菅縣,菅縣,117.3515,24.0,220.0,PL000000020409,36.9956,东汉,not_found,False,False,False,False,,0
土鼓,土鼓,117.5599,24.0,220.0,PL000000020440,36.736999999999995,东汉,not_found,False,False,False,False,,0
不其,不其,120.4081,24.0,220.0,PL000000020464,36.2967,东汉,not_found,False,False,False,False,,0
狀武,狀武,120.1879,24.0,220.0,PL000000020500,36.4189,东汉,not_found,False,False,False,False,,0
盧鄉,盧鄉,119.8763,24.0,220.0,PL000000020516,36.9784,东汉,not_found,False,False,False,False,,0
膠東,膠東,119.9578,24.0,220.0,PL000000020532,36.7871,东汉,not_found,False,False,False,False,,0
即墨,即墨,120.2326,24.0,220.0,PL000000020537,36.7129,东汉,not_found,False,False,False,False,,0
琅邪,琅邪,119.9078,24.0,220.0,PL000000020561,35.6511,东汉,not_found,False,False,False,False,,0
般陽,般陽,117.9582,24.0,220.0,PL000000020581,36.6575,东汉,not_found,False,False,False,False,,0
萊蕪,萊蕪,118.0934,24.0,220.0,PL000000020585,36.4669,东汉,not_found,False,False,False,False,,0
昌國,昌國,118.0713,24.0,220.0,PL000000020603,36.7754,东汉,not_found,False,False,False,False,,0
臨菑,臨菑,118.3548,24.0,220.0,PL000000020633,36.887,东汉,not_found,False,False,False,False,,0
千乘,千乘,117.9366,24.0,220.0,PL000000020666,37.2204,东汉,not_found,False,False,False,False,,0
臨濟,臨濟,117.9227,24.0,220.0,PL000000020677,37.1315,东汉,not_found,False,False,False,False,,0
氶縣,氶縣,117.6111,24.0,220.0,PL000000020716,34.7615,东汉,not_found,False,False,False,False,,0
陰平,陰平,117.48899999999999,24.0,220.0,PL000000020718,34.6748,东汉,not_found,False,False,False,False,,0
陰平,陰平道,104.6747,24.0,220.0,PL000000046363,32.9368,东汉,not_found,False,False,False,False,,0
傅陽,傅陽,117.594,24.0,220.0,PL000000020730,34.5862,东汉,not_found,False,False,False,False,,0
合鄉,合鄉,117.3317,24.0,220.0,PL000000020739,35.1465,东汉,not_found,False,False,False,False,,0
蕃縣,蕃縣,117.1675,24.0,220.0,PL000000020760,35.0851,东汉,not_found,False,False,False,False,,0
公丘,公丘,117.0947,24.0,220.0,PL000000020765,35.0668,东汉,not_found,False,False,False,False,,0
昌慮,昌慮,117.3509,24.0,220.0,PL000000020775,34.9454,东汉,not_found,False,False,False,False,,0
薛縣,薛縣,117.1983,24.0,220.0,PL000000020779,34.8878,东汉,not_found,False,False,False,False,,0
蓼城,蓼城,118.212,24.0,220.0,PL000000020807,37.4041,东汉,not_found,False,False,False,False,,0
牟平,牟平,121.1203,24.0,220.0,PL000000020841,37.5735,东汉,not_found,False,False,False,False,,0
東牟,東牟,121.5973,24.0,220.0,PL000000020859,37.3753,东汉,not_found,False,False,False,False,,0
黃縣,黃縣,120.67200000000001,24.0,220.0,PL000000020876,37.6388,东汉,not_found,False,False,False,False,,0
惤國,惤國,120.436,24.0,220.0,PL000000020881,37.5633,东汉,not_found,False,False,False,False,,0
長廣,長廣,120.9137,24.0,220.0,PL000000020893,36.9626,东汉,not_found,False,False,False,False,,0
挺縣,挺縣,120.7157,24.0,220.0,PL000000020897,36.9411,东汉,not_found,False,False,False,False,,0
曲城,曲城,120.1564,24.0,220.0,PL000000020910,37.4116,东汉,not_found,False,False,False,False,,0
掖國,掖國,119.9476,24.0,220.0,PL000000020936,37.1743,东汉,not_found,False,False,False,False,,0
當利,當利,119.8389,24.0,220.0,PL000000020941,37.0503,东汉,not_found,False,False,False,False,,0
觀陽,觀陽,121.0339,24.0,220.0,PL000000020992,37.0067,东汉,not_found,False,False,False,False,,0
平壽,平壽,119.0253,24.0,220.0,PL000000021007,36.6029,东汉,not_found,False,False,False,False,,0
臨朐,臨朐,118.5523,24.0,220.0,PL000000021043,36.5102,东汉,not_found,False,False,False,False,,0
朱虛,朱虛,118.8056,24.0,220.0,PL000000021052,36.4137,东汉,not_found,False,False,False,False,,0
劇縣,劇縣,118.7887,24.0,220.0,PL000000021069,36.7149,东汉,not_found,False,False,False,False,,0
營陵,營陵,119.05,24.0,220.0,PL000000021082,36.5393,东汉,not_found,False,False,False,False,,0
廣縣,廣縣,118.4683,24.0,220.0,PL000000021119,36.6764,东汉,not_found,False,False,False,False,,0
平昌,平昌,119.3297,24.0,220.0,PL000000021125,36.2059,东汉,not_found,False,False,False,False,,0
諸縣,諸縣,119.2655,24.0,220.0,PL000000021158,35.9301,东汉,not_found,False,False,False,False,,0
壽光,壽光,118.8695,24.0,220.0,PL000000021177,36.9335,东汉,not_found,False,False,False,False,,0
益國,益國,118.7756,24.0,220.0,PL000000021193,36.8444,东汉,not_found,False,False,False,False,,0
淳于,淳于,119.3137,24.0,220.0,PL000000021219,36.5308,东汉,not_found,False,False,False,False,,0
安丘,安丘,119.1405,24.0,220.0,PL000000021232,36.384,东汉,not_found,False,False,False,False,,0
昌安,昌安,119.3384,24.0,220.0,PL000000021236,36.374,东汉,not_found,False,False,False,False,,0
姑幕,姑幕,119.3163,24.0,220.0,PL000000021253,36.2272,东汉,not_found,False,False,False,False,,0
夷安,夷安,119.762,24.0,220.0,PL000000021271,36.3842,东汉,not_found,False,False,False,False,,0
高密,高密,119.5329,24.0,220.0,PL000000021277,36.3319,东汉,not_found,False,False,False,False,,0
黔陬,黔陬,119.8263,24.0,220.0,PL000000021284,36.1736,东汉,not_found,False,False,False,False,,0
都昌,都昌,119.3817,24.0,220.0,PL000000021298,36.8531,东汉,not_found,False,False,False,False,,0
下密,下密,119.5257,24.0,220.0,PL000000021303,36.8345,东汉,not_found,False,False,False,False,,0
亢父,亢父,116.5662,24.0,220.0,PL000000021326,35.1798,东汉,not_found,False,False,False,False,,0
任城,任城,116.7197,24.0,220.0,PL000000021336,35.2569,东汉,not_found,False,False,False,False,,0
高平,高平,116.7328,24.0,220.0,PL000000021351,35.1242,东汉,not_found,False,False,False,False,,0
高平,高平,106.2871,24.0,220.0,PL000000047296,36.014,东汉,not_found,False,False,False,False,,0
湖陸,湖陸,116.8475,24.0,220.0,PL000000021364,34.9414,东汉,not_found,False,False,False,False,,0
戚縣,戚縣,117.1256,24.0,220.0,PL000000021372,34.8035,东汉,not_found,False,False,False,False,,0
方與,方與,116.5468,24.0,220.0,PL000000021389,35.0129,东汉,not_found,False,False,False,False,,0
東緡,東緡,116.3138,24.0,220.0,PL000000021417,35.0672,东汉,not_found,False,False,False,False,,0
金鄉,金鄉,116.3475,24.0,220.0,PL000000021433,35.2296,东汉,not_found,False,False,False,False,,0
卞縣,卞縣,117.5159,24.0,220.0,PL000000021464,35.6414,东汉,not_found,False,False,False,False,,0
范縣,范縣,116.0203,24.0,220.0,PL000000021480,35.8229,东汉,not_found,False,False,False,False,,0
魯縣,魯縣,116.9966,24.0,220.0,PL000000021508,35.5976,东汉,not_found,False,False,False,False,,0
瑕丘,瑕丘,116.8388,24.0,220.0,PL000000021529,35.5657,东汉,not_found,False,False,False,False,,0
樊縣,樊縣,116.7375,24.0,220.0,PL000000021543,35.4251,东汉,not_found,False,False,False,False,,0
南平,南平陽,116.9778,24.0,220.0,PL000000021565,35.4028,东汉,not_found,False,False,False,False,,0
南平,南平,112.225,24.0,220.0,PL000000029972,25.405,东汉,not_found,False,False,False,False,,0
騶縣,騶縣,117.0447,24.0,220.0,PL000000021572,35.31,东汉,not_found,False,False,False,False,,0
博縣,博縣,117.2179,24.0,220.0,PL000000021597,36.1146,东汉,not_found,False,False,False,False,,0
奉高,奉高,117.3731,24.0,220.0,PL000000021612,36.1877,东汉,not_found,False,False,False,False,,0
鉅平,鉅平,117.1145,24.0,220.0,PL000000021616,35.9634,东汉,not_found,False,False,False,False,,0
汶陽,汶陽,116.9953,24.0,220.0,PL000000021629,35.9053,东汉,not_found,False,False,False,False,,0
剛縣,剛縣,116.8661,24.0,220.0,PL000000021632,35.8932,东汉,not_found,False,False,False,False,,0
成縣,成縣,117.18799999999999,24.0,220.0,PL000000021641,35.8725,东汉,not_found,False,False,False,False,,0
寧陽,寧陽,116.7933,24.0,220.0,PL000000021650,35.6912,东汉,not_found,False,False,False,False,,0
須昌,須昌,116.2476,24.0,220.0,PL000000021662,35.9446,东汉,not_found,False,False,False,False,,0
章縣,章縣,116.6143,24.0,220.0,PL000000021666,35.9397,东汉,not_found,False,False,False,False,,0
無鹽,無鹽,116.4233,24.0,220.0,PL000000021695,35.883,东汉,not_found,False,False,False,False,,0
壽張,壽張,116.2929,24.0,220.0,PL000000021706,35.8345,东汉,not_found,False,False,False,False,,0
梁甫,梁甫,117.3461,24.0,220.0,PL000000021717,35.9349,东汉,not_found,False,False,False,False,,0
富成,富成,116.6029,24.0,220.0,PL000000021757,36.0497,东汉,not_found,False,False,False,False,,0
蛇丘,蛇丘,116.8938,24.0,220.0,PL000000021762,35.9483,东汉,not_found,False,False,False,False,,0
昌陽,昌陽,122.0274,24.0,220.0,PL000000021784,37.0657,东汉,not_found,False,False,False,False,,0
海曲,海曲,119.3992,24.0,220.0,PL000000021814,35.4172,东汉,not_found,False,False,False,False,,0
莒縣,莒縣,118.8438,24.0,220.0,PL000000021853,35.5808,东汉,not_found,False,False,False,False,,0
牟縣,牟縣,117.7438,24.0,220.0,PL000000021874,36.1997,东汉,not_found,False,False,False,False,,0
嬴縣,嬴縣,117.5735,24.0,220.0,PL000000021876,36.3443,东汉,not_found,False,False,False,False,,0
