fuzzy_nm,input_nm_trad,input_x_coord,input_year_beg,input_year_end,input_id,input_y_coord,input_dynasty,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
開陽,開陽,118.3698,24.0,220.0,PL000000021914,35.1307,东汉,not_found,False,False,False,False,,0
陽都,陽都,118.4772,24.0,220.0,PL000000021932,35.3825,东汉,not_found,False,False,False,False,,0
即丘,即丘,118.4544,24.0,220.0,PL000000021940,34.9095,东汉,not_found,False,False,False,False,,0
郯縣,郯縣,118.3248,24.0,220.0,PL000000021947,34.6419,东汉,not_found,False,False,False,False,,0
東莞,東莞,118.6333,24.0,220.0,PL000000021987,35.7899,东汉,not_found,False,False,False,False,,0
繒國,繒國,117.9004,24.0,220.0,PL000000022000,34.9155,东汉,not_found,False,False,False,False,,0
蘭陵,蘭陵,117.866,24.0,220.0,PL000000022013,34.7477,东汉,not_found,False,False,False,False,,0
襄賁,襄賁,118.0637,24.0,220.0,PL000000022020,34.7097,东汉,not_found,False,False,False,False,,0
費國,費國,117.9411,24.0,220.0,PL000000022028,35.3658,东汉,not_found,False,False,False,False,,0
臨沂,臨沂,118.3091,24.0,220.0,PL000000022036,35.3017,东汉,not_found,False,False,False,False,,0
南武,南武陽,117.6388,24.0,220.0,PL000000022066,35.5049,东汉,not_found,False,False,False,False,,0
鬲國,鬲國,116.3933,24.0,220.0,PL000000022125,37.3609,东汉,not_found,False,False,False,False,,0
繹幕,繹幕,116.3235,24.0,220.0,PL000000022193,37.2306,东汉,not_found,False,False,False,False,,0
安德,安德,116.64299999999999,24.0,220.0,PL000000022197,37.2117,东汉,not_found,False,False,False,False,,0
平原,平原,116.4123,24.0,220.0,PL000000022212,37.0736,东汉,not_found,False,False,False,False,,0
鄃縣,鄃縣,116.3382,24.0,220.0,PL000000022224,36.9868,东汉,not_found,False,False,False,False,,0
重合,重合,117.1209,24.0,220.0,PL000000022260,37.7702,东汉,not_found,False,False,False,False,,0
樂陵,樂陵,117.2818,24.0,220.0,PL000000022267,37.6343,东汉,not_found,False,False,False,False,,0
般縣,般縣,117.0886,24.0,220.0,PL000000022277,37.548,东汉,not_found,False,False,False,False,,0
聊城,聊城,115.9154,24.0,220.0,PL000000022319,36.5292,东汉,not_found,False,False,False,False,,0
樂平,樂平,115.8295,24.0,220.0,PL000000022322,36.4444,东汉,not_found,False,False,False,False,,0
東阿,東阿,116.05799999999999,24.0,220.0,PL000000022350,36.1663,东汉,not_found,False,False,False,False,,0
陽平,陽平,115.6757,24.0,220.0,PL000000022383,36.2369,东汉,not_found,False,False,False,False,,0
博平,博平,116.0553,24.0,220.0,PL000000022412,36.7107,东汉,not_found,False,False,False,False,,0
茌平,茌平,116.1717,24.0,220.0,PL000000022429,36.3891,东汉,not_found,False,False,False,False,,0
臨邑,臨邑,116.2488,24.0,220.0,PL000000022452,36.3287,东汉,not_found,False,False,False,False,,0
發干,發干,115.6592,24.0,220.0,PL000000022489,36.4451,东汉,not_found,False,False,False,False,,0
高唐,高唐,116.4521,24.0,220.0,PL000000022499,36.8921,东汉,not_found,False,False,False,False,,0
靈縣,靈縣,116.2485,24.0,220.0,PL000000022520,36.7254,东汉,not_found,False,False,False,False,,0
甘陵,甘陵,115.8011,24.0,220.0,PL000000022531,36.8761,东汉,not_found,False,False,False,False,,0
貝丘,貝丘,115.7469,24.0,220.0,PL000000022548,36.7932,东汉,not_found,False,False,False,False,,0
厭次,厭次,117.6858,24.0,220.0,PL000000022618,37.5479,东汉,not_found,False,False,False,False,,0
陽信,陽信,117.6393,24.0,220.0,PL000000022637,37.8158,东汉,not_found,False,False,False,False,,0
樂安,樂安,118.1649,24.0,220.0,PL000000022661,37.1779,东汉,not_found,False,False,False,False,,0
利縣,利縣,118.3285,24.0,220.0,PL000000022673,37.1245,东汉,not_found,False,False,False,False,,0
博昌,博昌,118.2084,24.0,220.0,PL000000022683,37.0863,东汉,not_found,False,False,False,False,,0
鄒平,鄒平,117.6898,24.0,220.0,PL000000022694,37.0551,东汉,not_found,False,False,False,False,,0
東朝,東朝陽,117.4851,24.0,220.0,PL000000022704,37.0358,东汉,not_found,False,False,False,False,,0
高菀,高菀,117.8657,24.0,220.0,PL000000022711,36.9647,东汉,not_found,False,False,False,False,,0
梁鄒,梁鄒,117.7797,24.0,220.0,PL000000022712,36.9638,东汉,not_found,False,False,False,False,,0
於陵,於陵,117.8208,24.0,220.0,PL000000022743,36.7719,东汉,not_found,False,False,False,False,,0
成陽,成陽,115.6822,24.0,220.0,PL000000022758,35.4037,东汉,not_found,False,False,False,False,,0
句陽,句陽,115.4385,24.0,220.0,PL000000022760,35.3368,东汉,not_found,False,False,False,False,,0
冤句,冤句,115.1944,24.0,220.0,PL000000022796,35.0166,东汉,not_found,False,False,False,False,,0
薄縣,薄縣,115.5883,24.0,220.0,PL000000022813,34.7094,东汉,not_found,False,False,False,False,,0
己氏,己氏,115.7481,24.0,220.0,PL000000022818,34.6952,东汉,not_found,False,False,False,False,,0
防東,防東,116.1869,24.0,220.0,PL000000022826,34.8501,东汉,not_found,False,False,False,False,,0
單父,單父,116.0885,24.0,220.0,PL000000022839,34.797,东汉,not_found,False,False,False,False,,0
成武,成武,115.8844,24.0,220.0,PL000000022871,34.9613,东汉,not_found,False,False,False,False,,0
鉅野,鉅野,116.1423,24.0,220.0,PL000000022883,35.4191,东汉,not_found,False,False,False,False,,0
乘氏,乘氏,115.8522,24.0,220.0,PL000000022898,35.284,东汉,not_found,False,False,False,False,,0
昌邑,昌邑,116.1128,24.0,220.0,PL000000022907,35.1447,东汉,not_found,False,False,False,False,,0
廩丘,廩丘,115.7319,24.0,220.0,PL000000022919,35.6878,东汉,not_found,False,False,False,False,,0
鄄城,鄄城,115.5236,24.0,220.0,PL000000022947,35.6783,东汉,not_found,False,False,False,False,,0
定陶,定陶,115.5676,24.0,220.0,PL000000022983,35.1057,东汉,not_found,False,False,False,False,,0
中牟,中牟,114.0787,24.0,220.0,PL000000023115,34.7493,东汉,not_found,False,False,False,False,,0
鞏縣,鞏縣,112.9151,24.0,220.0,PL000000023135,34.7331,东汉,not_found,False,False,False,False,,0
緱氏,緱氏,112.9048,24.0,220.0,PL000000023149,34.5912,东汉,not_found,False,False,False,False,,0
成皋,成皋,113.2015,24.0,220.0,PL000000023176,34.8533,东汉,not_found,False,False,False,False,,0
滎陽,滎陽,113.4659,24.0,220.0,PL000000023178,34.853,东汉,not_found,False,False,False,False,,0
京縣,京縣,113.441,24.0,220.0,PL000000023200,34.6868,东汉,not_found,False,False,False,False,,0
密縣,密縣,113.5429,24.0,220.0,PL000000023223,34.4541,东汉,not_found,False,False,False,False,,0
苑陵,苑陵,113.881,24.0,220.0,PL000000023232,34.4645,东汉,not_found,False,False,False,False,,0
新鄭,新鄭,113.7282,24.0,220.0,PL000000023244,34.3966,东汉,not_found,False,False,False,False,,0
陽城,陽城,113.1655,24.0,220.0,PL000000023281,34.4145,东汉,not_found,False,False,False,False,,0
輪氏,輪氏,112.7474,24.0,220.0,PL000000023287,34.4106,东汉,not_found,False,False,False,False,,0
浚儀,浚儀,114.3525,24.0,220.0,PL000000023336,34.7847,东汉,not_found,False,False,False,False,,0
雍丘,雍丘,114.7837,24.0,220.0,PL000000023363,34.5527,东汉,not_found,False,False,False,False,,0
圉縣,圉縣,114.7075,24.0,220.0,PL000000023375,34.324,东汉,not_found,False,False,False,False,,0
尉氏,尉氏,114.1899,24.0,220.0,PL000000023394,34.4127,东汉,not_found,False,False,False,False,,0
小黃,小黃,114.5305,24.0,220.0,PL000000023430,34.8081,东汉,not_found,False,False,False,False,,0
陳留,陳留,114.5337,24.0,220.0,PL000000023448,34.6618,东汉,not_found,False,False,False,False,,0
開封,開封,114.2854,24.0,220.0,PL000000023463,34.5877,东汉,not_found,False,False,False,False,,0
濟陽,濟陽,114.9677,24.0,220.0,PL000000023477,34.966,东汉,not_found,False,False,False,False,,0
東昏,東昏,114.8235,24.0,220.0,PL000000023488,34.902,东汉,not_found,False,False,False,False,,0
河南,河南,112.3918,24.0,220.0,PL000000023620,34.6646,东汉,not_found,False,False,False,False,,0
河陽,河陽,112.5997,24.0,220.0,PL000000023689,34.9027,东汉,not_found,False,False,False,False,,0
平陰,平陰,112.4751,24.0,220.0,PL000000023694,34.8916,东汉,not_found,False,False,False,False,,0
陸渾,陸渾,112.2116,24.0,220.0,PL000000023740,34.2945,东汉,not_found,False,False,False,False,,0
宜陽,宜陽,111.9618,24.0,220.0,PL000000023774,34.5126,东汉,not_found,False,False,False,False,,0
新城,新城,112.3761,24.0,220.0,PL000000023852,34.3788,东汉,not_found,False,False,False,False,,0
平縣,平縣,112.6825,24.0,220.0,PL000000023879,34.8009,东汉,not_found,False,False,False,False,,0
偃師,偃師,112.8145,24.0,220.0,PL000000023888,34.719,东汉,not_found,False,False,False,False,,0
父城,父城,113.2669,24.0,220.0,PL000000023929,33.8199,东汉,not_found,False,False,False,False,,0
昆陽,昆陽,113.3546,24.0,220.0,PL000000023943,33.6225,东汉,not_found,False,False,False,False,,0
葉縣,葉縣,113.2975,24.0,220.0,PL000000023952,33.4949,东汉,not_found,False,False,False,False,,0
舞陽,舞陽,113.4731,24.0,220.0,PL000000023961,33.4693,东汉,not_found,False,False,False,False,,0
魯陽,魯陽,112.911,24.0,220.0,PL000000023981,33.7364,东汉,not_found,False,False,False,False,,0
犨縣,犨縣,113.154,24.0,220.0,PL000000023983,33.6563,东汉,not_found,False,False,False,False,,0
郟縣,郟縣,113.2125,24.0,220.0,PL000000024001,33.9713,东汉,not_found,False,False,False,False,,0
梁縣,梁縣,112.7798,24.0,220.0,PL000000024050,34.1592,东汉,not_found,False,False,False,False,,0
蕩陰,蕩陰,114.36200000000001,24.0,220.0,PL000000024125,35.9248,东汉,not_found,False,False,False,False,,0
白馬,白馬,114.6587,24.0,220.0,PL000000024146,35.5616,东汉,not_found,False,False,False,False,,0
燕縣,燕縣,114.413,24.0,220.0,PL000000024172,35.272,东汉,not_found,False,False,False,False,,0
繁陽,繁陽,114.8613,24.0,220.0,PL000000024184,35.9959,东汉,not_found,False,False,False,False,,0
內黃,內黃,114.7181,24.0,220.0,PL000000024186,35.9909,东汉,not_found,False,False,False,False,,0
林慮,林慮,113.8221,24.0,220.0,PL000000024224,36.0681,东汉,not_found,False,False,False,False,,0
黎陽,黎陽,114.5877,24.0,220.0,PL000000024251,35.6643,东汉,not_found,False,False,False,False,,0
朝歌,朝歌,114.2037,24.0,220.0,PL000000024280,35.6057,东汉,not_found,False,False,False,False,,0
獲嘉,獲嘉,113.8182,24.0,220.0,PL000000024296,35.2931,东汉,not_found,False,False,False,False,,0
修武,修武,113.6695,24.0,220.0,PL000000024317,35.2674,东汉,not_found,False,False,False,False,,0
酸棗,酸棗,114.118,24.0,220.0,PL000000024324,35.1187,东汉,not_found,False,False,False,False,,0
原武,原武,113.9722,24.0,220.0,PL000000024335,35.0512,东汉,not_found,False,False,False,False,,0
卷縣,卷縣,113.7516,24.0,220.0,PL000000024338,35.0475,东汉,not_found,False,False,False,False,,0
陽武,陽武,114.0705,24.0,220.0,PL000000024354,34.994,东汉,not_found,False,False,False,False,,0
平丘,平丘,114.6041,24.0,220.0,PL000000024400,35.0465,东汉,not_found,False,False,False,False,,0
封丘,封丘,114.3304,24.0,220.0,PL000000024417,34.9909,东汉,not_found,False,False,False,False,,0
長垣,長垣,114.7482,24.0,220.0,PL000000024439,35.2285,东汉,not_found,False,False,False,False,,0
汲縣,汲縣,113.9849,24.0,220.0,PL000000024483,35.37,东汉,not_found,False,False,False,False,,0
共縣,共縣,113.8034,24.0,220.0,PL000000024505,35.458,东汉,not_found,False,False,False,False,,0
山陽,山陽,113.2927,24.0,220.0,PL000000024517,35.2343,东汉,not_found,False,False,False,False,,0
武德,武德,113.4932,24.0,220.0,PL000000024551,35.0862,东汉,not_found,False,False,False,False,,0
懷縣,懷縣,113.3349,24.0,220.0,PL000000024558,35.0553,东汉,not_found,False,False,False,False,,0
州縣,州縣,113.1693,24.0,220.0,PL000000024573,35.0296,东汉,not_found,False,False,False,False,,0
平皋,平皋,113.1906,24.0,220.0,PL000000024584,34.9613,东汉,not_found,False,False,False,False,,0
溫縣,溫縣,112.9535,24.0,220.0,PL000000024597,34.9078,东汉,not_found,False,False,False,False,,0
沁水,沁水,112.6976,24.0,220.0,PL000000024612,35.1239,东汉,not_found,False,False,False,False,,0
波縣,波縣,112.7264,24.0,220.0,PL000000024631,35.0536,东汉,not_found,False,False,False,False,,0
軹縣,軹縣,112.5984,24.0,220.0,PL000000024634,35.0384,东汉,not_found,False,False,False,False,,0
野王,野王,112.9462,24.0,220.0,PL000000024676,35.0886,东汉,not_found,False,False,False,False,,0
陰安,陰安,115.1022,24.0,220.0,PL000000024733,36.021,东汉,not_found,False,False,False,False,,0
頓丘,頓丘,115.0188,24.0,220.0,PL000000024749,35.8791,东汉,not_found,False,False,False,False,,0
衛國,衛國,115.1488,24.0,220.0,PL000000024752,35.876,东汉,not_found,False,False,False,False,,0
濮陽,濮陽,114.9814,24.0,220.0,PL000000024800,35.6131,东汉,not_found,False,False,False,False,,0
離狐,離狐,115.1463,24.0,220.0,PL000000024816,35.4537,东汉,not_found,False,False,False,False,,0
潁陰,潁陰,113.8288,24.0,220.0,PL000000024839,34.0306,东汉,not_found,False,False,False,False,,0
鄢陵,鄢陵,114.1603,24.0,220.0,PL000000024860,34.1746,东汉,not_found,False,False,False,False,,0
潁陽,潁陽,113.6178,24.0,220.0,PL000000024878,33.9742,东汉,not_found,False,False,False,False,,0
襄城,襄城,113.4814,24.0,220.0,PL000000024897,33.8529,东汉,not_found,False,False,False,False,,0
陽翟,陽翟,113.4762,24.0,220.0,PL000000024925,34.1617,东汉,not_found,False,False,False,False,,0
長社,長社,113.86200000000001,24.0,220.0,PL000000024930,34.2393,东汉,not_found,False,False,False,False,,0
召陵,召陵,114.1636,24.0,220.0,PL000000024958,33.6011,东汉,not_found,False,False,False,False,,0
郾縣,郾縣,113.9842,24.0,220.0,PL000000024967,33.5713,东汉,not_found,False,False,False,False,,0
定陵,定陵,113.6892,24.0,220.0,PL000000024985,33.6135,东汉,not_found,False,False,False,False,,0
臨潁,臨潁,113.9078,24.0,220.0,PL000000025005,33.8477,东汉,not_found,False,False,False,False,,0
㶏强,㶏强,114.1093,24.0,220.0,PL000000025014,33.7808,东汉,not_found,False,False,False,False,,0
陝縣,陝縣,111.14299999999999,24.0,220.0,PL000000025032,34.7871,东汉,not_found,False,False,False,False,,0
黽池,黽池,111.6695,24.0,220.0,PL000000025056,34.7624,东汉,not_found,False,False,False,False,,0
盧氏,盧氏,111.0499,24.0,220.0,PL000000025091,34.052,东汉,not_found,False,False,False,False,,0
新安,新安,111.8295,24.0,220.0,PL000000025100,34.755,东汉,not_found,False,False,False,False,,0
弘農,弘農,110.9064,24.0,220.0,PL000000025131,34.6474,东汉,not_found,False,False,False,False,,0
湖縣,湖縣,110.6424,24.0,220.0,PL000000025161,34.5647,东汉,not_found,False,False,False,False,,0
宛縣,宛縣,112.5444,24.0,220.0,PL000000025218,33.001,东汉,not_found,False,False,False,False,,0
棘陽,棘陽,112.5794,24.0,220.0,PL000000025234,32.806,东汉,not_found,False,False,False,False,,0
育陽,育陽,112.4703,24.0,220.0,PL000000025248,32.7122,东汉,not_found,False,False,False,False,,0
西鄂,西鄂,112.6276,24.0,220.0,PL000000025254,33.1663,东汉,not_found,False,False,False,False,,0
雉縣,雉縣,112.6264,24.0,220.0,PL000000025268,33.3369,东汉,not_found,False,False,False,False,,0
堵陽,堵陽,113.0552,24.0,220.0,PL000000025289,33.2567,东汉,not_found,False,False,False,False,,0
博望,博望,112.73100000000001,24.0,220.0,PL000000025294,33.1771,东汉,not_found,False,False,False,False,,0
析縣,析縣,111.4835,24.0,220.0,PL000000025318,33.3001,东汉,not_found,False,False,False,False,,0
酈國,酈國,111.8402,24.0,220.0,PL000000025331,33.1107,东汉,not_found,False,False,False,False,,0
丹水,丹水,111.2422,24.0,220.0,PL000000025351,33.0838,东汉,not_found,False,False,False,False,,0
南鄉,南鄉,111.41,24.0,220.0,PL000000025370,32.9353,东汉,not_found,False,False,False,False,,0
順陽,順陽,111.5678,24.0,220.0,PL000000025375,32.9235,东汉,not_found,False,False,False,False,,0
湖陽,湖陽,112.7486,24.0,220.0,PL000000025416,32.4152,东汉,not_found,False,False,False,False,,0
新野,新野,112.3673,24.0,220.0,PL000000025431,32.5241,东汉,not_found,False,False,False,False,,0
平氏,平氏,113.0934,24.0,220.0,PL000000025438,32.5311,东汉,not_found,False,False,False,False,,0
復陽,復陽,113.3252,24.0,220.0,PL000000025452,32.3977,东汉,not_found,False,False,False,False,,0
涅陽,涅陽,112.2828,24.0,220.0,PL000000025478,32.8096,东汉,not_found,False,False,False,False,,0
冠軍,冠軍,111.9384,24.0,220.0,PL000000025483,32.7898,东汉,not_found,False,False,False,False,,0
安眾,安眾,112.26,24.0,220.0,PL000000025489,32.7326,东汉,not_found,False,False,False,False,,0
穰縣,穰縣,112.0899,24.0,220.0,PL000000025504,32.6841,东汉,not_found,False,False,False,False,,0
朝陽,朝陽,112.2943,24.0,220.0,PL000000025513,32.4358,东汉,not_found,False,False,False,False,,0
蒙縣,蒙縣,115.6717,24.0,220.0,PL000000025521,34.4777,东汉,not_found,False,False,False,False,,0
睢陽,睢陽,115.6295,24.0,220.0,PL000000025547,34.3648,东汉,not_found,False,False,False,False,,0
外黃,外黃,114.9747,24.0,220.0,PL000000025576,34.7377,东汉,not_found,False,False,False,False,,0
考城,考城,115.3851,24.0,220.0,PL000000025589,34.6713,东汉,not_found,False,False,False,False,,0
襄邑,襄邑,115.0751,24.0,220.0,PL000000025608,34.4296,东汉,not_found,False,False,False,False,,0
寧陵,寧陵,115.3628,24.0,220.0,PL000000025625,34.4299,东汉,not_found,False,False,False,False,,0
己吾,己吾,115.2267,24.0,220.0,PL000000025631,34.3467,东汉,not_found,False,False,False,False,,0
鄢縣,鄢縣,115.3237,24.0,220.0,PL000000025635,34.2229,东汉,not_found,False,False,False,False,,0
柘縣,柘縣,115.3078,24.0,220.0,PL000000025644,34.0983,东汉,not_found,False,False,False,False,,0
虞縣,虞縣,115.9073,24.0,220.0,PL000000025657,34.5082,东汉,not_found,False,False,False,False,,0
穀熟,穀熟,115.7742,24.0,220.0,PL000000025683,34.2612,东汉,not_found,False,False,False,False,,0
建平,建平,115.9823,24.0,220.0,PL000000025700,34.0682,东汉,not_found,False,False,False,False,,0
碭縣,碭縣,116.416,24.0,220.0,PL000000025704,34.1675,东汉,not_found,False,False,False,False,,0
臨睢,臨睢,116.3737,24.0,220.0,PL000000025716,33.9877,东汉,not_found,False,False,False,False,,0
酇縣,酇縣,116.1279,24.0,220.0,PL000000025719,33.9684,东汉,not_found,False,False,False,False,,0
酇縣,酇縣,111.5982,24.0,220.0,PL000000027292,32.4896,东汉,not_found,False,False,False,False,,0
太丘,太丘,116.3004,24.0,220.0,PL000000025736,34.061,东汉,not_found,False,False,False,False,,0
平春,平春,113.891,24.0,220.0,PL000000025763,32.2802,东汉,not_found,False,False,False,False,,0
鄳縣,鄳縣,114.4243,24.0,220.0,PL000000025793,32.2438,东汉,not_found,False,False,False,False,,0
西陽,西陽,114.8149,24.0,220.0,PL000000025828,32.0087,东汉,not_found,False,False,False,False,,0
蓼縣,蓼縣,115.7465,24.0,220.0,PL000000025863,32.3245,东汉,not_found,False,False,False,False,,0
安豐,安豐,115.8104,24.0,220.0,PL000000025879,32.0093,东汉,not_found,False,False,False,False,,0
雩婁,雩婁,115.8672,24.0,220.0,PL000000025887,31.8835,东汉,not_found,False,False,False,False,,0
弋陽,弋陽,114.9866,24.0,220.0,PL000000025894,32.1573,东汉,not_found,False,False,False,False,,0
期思,期思,115.4896,24.0,220.0,PL000000025924,32.3465,东汉,not_found,False,False,False,False,,0
褒信,褒信,114.9941,24.0,220.0,PL000000025930,32.5682,东汉,not_found,False,False,False,False,,0
新息,新息,114.738,24.0,220.0,PL000000025950,32.3415,东汉,not_found,False,False,False,False,,0
軑國,軑國,114.7446,24.0,220.0,PL000000025958,32.2153,东汉,not_found,False,False,False,False,,0
軑國,軑國,112.4722,24.0,220.0,PL000000027517,31.5072,东汉,not_found,False,False,False,False,,0
扶溝,扶溝,114.5591,24.0,220.0,PL000000025968,34.1964,东汉,not_found,False,False,False,False,,0
新汲,新汲,114.3412,24.0,220.0,PL000000025981,33.9766,东汉,not_found,False,False,False,False,,0
長平,長平,114.6093,24.0,220.0,PL000000025990,33.8524,东汉,not_found,False,False,False,False,,0
西華,西華,114.5012,24.0,220.0,PL000000026007,33.686,东汉,not_found,False,False,False,False,,0
汝陽,汝陽,114.5684,24.0,220.0,PL000000026018,33.5952,东汉,not_found,False,False,False,False,,0
征羌,征羌,114.2986,24.0,220.0,PL000000026024,33.5722,东汉,not_found,False,False,False,False,,0
項縣,項縣,115.0728,24.0,220.0,PL000000026045,33.3966,东汉,not_found,False,False,False,False,,0
寧平,寧平,115.3264,24.0,220.0,PL000000026054,33.6682,东汉,not_found,False,False,False,False,,0
宜祿,宜祿,115.2799,24.0,220.0,PL000000026060,33.4988,东汉,not_found,False,False,False,False,,0
新平,新平,114.9782,24.0,220.0,PL000000026064,33.8335,东汉,not_found,False,False,False,False,,0
陳縣,陳縣,114.8916,24.0,220.0,PL000000026082,33.7331,东汉,not_found,False,False,False,False,,0
扶樂,扶樂,114.6667,24.0,220.0,PL000000026100,34.0996,东汉,not_found,False,False,False,False,,0
陽夏,陽夏,114.8655,24.0,220.0,PL000000026112,34.063,东汉,not_found,False,False,False,False,,0
武平,武平,115.2826,24.0,220.0,PL000000026121,33.9444,东汉,not_found,False,False,False,False,,0
苦縣,苦縣,115.4905,24.0,220.0,PL000000026136,33.8599,东汉,not_found,False,False,False,False,,0
南頓,南頓,114.8318,24.0,220.0,PL000000026155,33.4442,东汉,not_found,False,False,False,False,,0
定潁,定潁,114.0725,24.0,220.0,PL000000026170,33.4026,东汉,not_found,False,False,False,False,,0
上蔡,上蔡,114.235,24.0,220.0,PL000000026188,33.2554,东汉,not_found,False,False,False,False,,0
平輿,平輿,114.5971,24.0,220.0,PL000000026201,33.1639,东汉,not_found,False,False,False,False,,0
慎陽,慎陽,114.4116,24.0,220.0,PL000000026230,32.7154,东汉,not_found,False,False,False,False,,0
安陽,安陽,114.3868,24.0,220.0,PL000000026247,32.3352,东汉,not_found,False,False,False,False,,0
陽安,陽安,114.0665,24.0,220.0,PL000000026256,32.9142,东汉,not_found,False,False,False,False,,0
朗陵,朗陵,113.992,24.0,220.0,PL000000026276,32.6762,东汉,not_found,False,False,False,False,,0
舞陰,舞陰,113.2858,24.0,220.0,PL000000026290,32.9867,东汉,not_found,False,False,False,False,,0
比陽,比陽,113.3281,24.0,220.0,PL000000026308,32.7224,东汉,not_found,False,False,False,False,,0
北宜,北宜春,114.2497,24.0,220.0,PL000000026343,32.8017,东汉,not_found,False,False,False,False,,0
濯陽,濯陽,114.1026,24.0,220.0,PL000000026354,33.1655,东汉,not_found,False,False,False,False,,0
吳房,吳房,113.9981,24.0,220.0,PL000000026367,33.147,东汉,not_found,False,False,False,False,,0
新蔡,新蔡,114.9829,24.0,220.0,PL000000026386,32.7503,东汉,not_found,False,False,False,False,,0
沙羨,沙羨,114.1609,24.0,220.0,PL000000026459,30.3375,东汉,not_found,False,False,False,False,,0
西陵,西陵,114.7722,24.0,220.0,PL000000026545,30.8454,东汉,not_found,False,False,False,False,,0
下雉,下雉,115.3515,24.0,220.0,PL000000026595,29.8167,东汉,not_found,False,False,False,False,,0
錫縣,錫縣,110.1587,24.0,220.0,PL000000026645,32.7892,东汉,not_found,False,False,False,False,,0
上庸,上庸,110.1224,24.0,220.0,PL000000026704,32.1998,东汉,not_found,False,False,False,False,,0
房陵,房陵,110.736,24.0,220.0,PL000000026759,32.0583,东汉,not_found,False,False,False,False,,0
武當,武當,111.1517,24.0,220.0,PL000000026792,32.6846,东汉,not_found,False,False,False,False,,0
夷陵,夷陵,111.3481,24.0,220.0,PL000000026837,30.6702,东汉,not_found,False,False,False,False,,0
臨沮,臨沮,111.5399,24.0,220.0,PL000000026889,31.1833,东汉,not_found,False,False,False,False,,0
秭歸,秭歸,110.7029,24.0,220.0,PL000000026934,30.9989,东汉,not_found,False,False,False,False,,0
佷山,佷山,111.0224,24.0,220.0,PL000000026965,30.4486,东汉,not_found,False,False,False,False,,0
夷道,夷道,111.4694,24.0,220.0,PL000000027006,30.3697,东汉,not_found,False,False,False,False,,0
枝江,枝江,111.9056,24.0,220.0,PL000000027057,30.5332,东汉,not_found,False,False,False,False,,0
襄陽,襄陽,112.147,24.0,220.0,PL000000027123,32.0089,东汉,not_found,False,False,False,False,,0
鄧縣,鄧縣,112.1241,24.0,220.0,PL000000027149,32.0982,东汉,not_found,False,False,False,False,,0
中盧,中盧,112.0698,24.0,220.0,PL000000027198,31.9308,东汉,not_found,False,False,False,False,,0
筑陽,筑陽,111.6368,24.0,220.0,PL000000027254,32.2968,东汉,not_found,False,False,False,False,,0
山都,山都,111.7794,24.0,220.0,PL000000027264,32.1068,东汉,not_found,False,False,False,False,,0
陰縣,陰縣,111.6439,24.0,220.0,PL000000027306,32.4618,东汉,not_found,False,False,False,False,,0
襄鄉,襄鄉,112.8866,24.0,220.0,PL000000027321,32.2184,东汉,not_found,False,False,False,False,,0
蔡陽,蔡陽,112.5218,24.0,220.0,PL000000027333,32.1001,东汉,not_found,False,False,False,False,,0
章陵,章陵,112.7602,24.0,220.0,PL000000027342,32.0025,东汉,not_found,False,False,False,False,,0
邔國,邔國,112.2757,24.0,220.0,PL000000027362,31.749000000000002,东汉,not_found,False,False,False,False,,0
宜城,宜城,112.2861,24.0,220.0,PL000000027381,31.6664,东汉,not_found,False,False,False,False,,0
鄂縣,鄂縣,114.8887,24.0,220.0,PL000000027414,30.4017,东汉,not_found,False,False,False,False,,0
編縣,編縣,112.0224,24.0,220.0,PL000000027437,31.4324,东汉,not_found,False,False,False,False,,0
當陽,當陽,112.1335,24.0,220.0,PL000000027453,30.8943,东汉,not_found,False,False,False,False,,0
南新,南新市,113.3342,24.0,220.0,PL000000027472,31.1293,东汉,not_found,False,False,False,False,,0
雲杜,雲杜,113.1256,24.0,220.0,PL000000027491,31.024,东汉,not_found,False,False,False,False,,0
安陸,安陸,113.7552,24.0,220.0,PL000000027629,31.0249,东汉,not_found,False,False,False,False,,0
孱陵,孱陵,112.0903,24.0,220.0,PL000000027801,30.0091,东汉,not_found,False,False,False,False,,0
江陵,江陵,112.1995,24.0,220.0,PL000000027873,30.3496,东汉,not_found,False,False,False,False,,0
州陵,州陵,113.8974,24.0,220.0,PL000000027908,30.0449,东汉,not_found,False,False,False,False,,0
邾縣,邾縣,114.8637,24.0,220.0,PL000000027965,30.4961,东汉,not_found,False,False,False,False,,0
蘄春,蘄春,115.3621,24.0,220.0,PL000000028092,30.123,东汉,not_found,False,False,False,False,,0
尋陽,尋陽,115.7052,24.0,220.0,PL000000028195,29.9669,东汉,not_found,False,False,False,False,,0
下雋,下雋,113.78,24.0,220.0,PL000000028230,29.2912,东汉,not_found,False,False,False,False,,0
隨縣,隨縣,113.3787,24.0,220.0,PL000000028318,31.7143,东汉,not_found,False,False,False,False,,0
竟陵,竟陵,112.8047,24.0,220.0,PL000000028556,30.4636,东汉,not_found,False,False,False,False,,0
華容,華容,112.6117,24.0,220.0,PL000000028566,30.2948,东汉,not_found,False,False,False,False,,0
臨湘,臨湘,112.9867,24.0,220.0,PL000000028673,28.1973,东汉,not_found,False,False,False,False,,0
容陵,容陵,113.2477,24.0,220.0,PL000000028783,26.8868,东汉,not_found,False,False,False,False,,0
