fuzzy_nm,input_id,input_nm_trad,input_type,input_year_beg,input_year_end,input_dynasty,input_other_id,input_prnt,input_x_coord,input_y_coord,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,True,True,False,False,,2
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,True,True,False,False,partial_incl_end_of_target,2
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,True,True,False,False,partial_incl_start_of_target,2
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,True,True,False,False,,2
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,False,True,False,False,,1
南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,incoming_nested_in_target,2
南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,False,False,False,False,,0
南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,False,True,False,False,,1
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,,2
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,False,False,False,False,,0
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,False,False,False,,1
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,,2
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,CAUTION__ZEROES,2
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,,2
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,,2
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,False,False,False,,1
饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,False,True,False,False,,1
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,,2
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,partial_incl_start_of_target,0
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,,2
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,,2
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,CAUTION__ZEROES,2
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,,2
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,True,False,False,,1
廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,True,True,False,False,,2
高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,True,True,False,False,partial_incl_start_of_target,2
高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,True,True,False,False,,2
高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,False,False,False,False,,0
高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,False,True,False,False,,1
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,True,False,False,,1
唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,partial_incl_end_of_target,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,False,False,False,ERROR__END_BEFORE_BEG,1
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,True,False,False,,1
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,True,False,False,,1
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,False,False,False,,1
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,True,False,False,,1
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,True,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,partial_incl_start_of_target,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,True,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,True,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
