fuzzy_nm,tgaz_nm_trad,tgaz_beg,tgaz_prnt_py,tgaz_sys_id,tgaz_prnt_sysid,tgaz_type_ch,tgaz_y_coord,tgaz_pres_loc,tgaz_prnt_simp,tgaz_end,tgaz_prnt_id,tgaz_nm_py,tgaz_type_py,tgaz_nm_simp,tgaz_obj_type,tgaz_data_source,tgaz_x_coord,input_x_coord,input_id,input_y_coord,input_dynasty,input_nm_trad,input_year_beg,input_year_end,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
長安,長安墟,1911.0,Wuyuan  Xian,hvd_154143,hvd_122324,村镇,23.05623,广西壮族自治区武鸣县长安圩,武缘县,1911.0,34368,Changanxu,Cun Zhen,长安墟,POINT,CHGIS,108.25941,108.8534,PL000000042390,34.306,东汉,長安縣,24.0,220.0,found,False,False,False,False,,0
長安,長安縣,1911.0,Xi'an Fu,hvd_196066,hvd_195116,县,34.26661,,西安府,1911.0,75414,Chang'An Xian,Xian,长安县,POLYGON,CHGIS,0.0,108.8534,PL000000042390,34.306,东汉,長安縣,24.0,220.0,found,False,False,False,False,,0
鄠縣,鄠縣,1820.0,Xi'an Fu,hvd_928,hvd_9659,县,34.11182,陕西户县,西安府,1820.0,2137,Hu Xian,Xian,鄠县,POINT,CHGIS,108.6039,108.6128,PL000000042678,34.1114,东汉,鄠縣,24.0,220.0,found,False,True,False,False,,1
鄠縣,鄠縣,-201.0,Youfufeng,hvd_70747,hvd_116125,县,34.11182,今陕西户县,右扶风,1911.0,32908,Hu Xian,Xian,鄠县,POINT,CHGIS,108.6039,108.6128,PL000000042678,34.1114,东汉,鄠縣,24.0,220.0,found,False,True,False,False,incoming_nested_in_target,1
鄠縣,鄠縣,1911.0,Xi'an Fu,hvd_121317,hvd_120161,县,34.11182,陕西省户县县治,西安府,1911.0,33065,Hu Xian,Xian,鄠县,POINT,CHGIS,108.6039,108.6128,PL000000042678,34.1114,东汉,鄠縣,24.0,220.0,found,False,True,False,False,,1
鄠縣,鄠縣,1911.0,Xi'an Fu,hvd_196068,hvd_195116,县,34.11182,,西安府,1911.0,75414,Hu Xian,Xian,鄠县,POLYGON,CHGIS,0.0,108.6128,PL000000042678,34.1114,东汉,鄠縣,24.0,220.0,found,False,True,False,False,,1
咸陽,咸陽縣,1820.0,Xi'an Fu,hvd_931,hvd_9659,县,34.33905,陕西咸阳市,西安府,1820.0,2137,Xianyang Xian,Xian,咸阳县,POINT,CHGIS,108.70995,110.6926,PL000000006375,40.556999999999995,东汉,咸陽,24.0,220.0,found,False,False,False,False,,0
咸陽,咸陽縣,-350.0,Qin,hvd_70685,hvd_113649,县,34.41219,今陕西咸阳渭城区窑店镇,秦,-207.0,32044,Xianyang Xian,Xian,咸阳县,POINT,CHGIS,108.85463,110.6926,PL000000006375,40.556999999999995,东汉,咸陽,24.0,220.0,found,False,False,False,False,,0
咸陽,咸陽縣,589.0,Jingzhao Zhou,hvd_70696,hvd_115475,县,34.53334,今泾阳县,京兆州,590.0,32427, Xianyang Xian,Xian,咸阳县,POINT,CHGIS,108.83756000000001,110.6926,PL000000006375,40.556999999999995,东汉,咸陽,24.0,220.0,found,False,False,False,False,,0
咸陽,咸陽縣,591.0,Jingzhao Zhou,hvd_70697,hvd_115475,县,34.46062,今咸阳县东北二十二里秦杜邮城,京兆州,606.0,32427, Xianyang Xian,Xian,咸阳县,POINT,CHGIS,108.73348999999999,110.6926,PL000000006375,40.556999999999995,东汉,咸陽,24.0,220.0,found,False,False,False,False,,0
咸陽,咸陽郡,583.0,\N,hvd_115985,\N,郡,34.41219,,\N,587.0,\N,Xianyang Jun,Jun,咸阳郡,POINT,CHGIS,108.85463,110.6926,PL000000006375,40.556999999999995,东汉,咸陽,24.0,220.0,found,False,False,False,False,,0
咸陽,咸陽縣,1911.0,Xi'an Fu,hvd_121313,hvd_120161,县,34.33905,陕西省咸阳市治,西安府,1911.0,33065,Xianyang Xian,Xian,咸阳县,POINT,CHGIS,108.70995,110.6926,PL000000006375,40.556999999999995,东汉,咸陽,24.0,220.0,found,False,False,False,False,,0
咸陽,咸陽縣,1911.0,Xi'an Fu,hvd_196069,hvd_195116,县,34.33905,,西安府,1911.0,75414,Xianyang Xian,Xian,咸阳县,POLYGON,CHGIS,0.0,110.6926,PL000000006375,40.556999999999995,东汉,咸陽,24.0,220.0,found,False,False,False,False,,0
武功,武功縣,1820.0,Qian Zhou,hvd_932,hvd_9658,县,34.33205,陕西武功县西北武功镇,乾州,1820.0,2136,Wugong Xian,Xian,武功县,POINT,CHGIS,108.1051,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
武功,武功寨,1820.0,Nanyang Fu,hvd_18161,hvd_9599,村镇,33.33092,河南舞阳县西南武功,南阳府,1820.0,2077,Wugongzhai,Cun Zhen,武功寨,POINT,CHGIS,113.5658,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
武功,武功縣,23.0,Youfufeng,hvd_70248,hvd_116125,县,34.25887,今陕西武功县杨陵区东台乡,右扶风,29.0,32908,Wugong Xian,Xian,武功县,POINT,CHGIS,108.10019,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,partial_incl_end_of_target,0
武功,武功縣,65.0,Youfufeng Jun,hvd_70249,hvd_116126,县,34.25887,今陕西武功县杨陵区东台乡,右扶风郡,445.0,32909,Wugong Xian,Xian,武功县,POINT,CHGIS,108.10019,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,partial_incl_start_of_target,0
武功,武功縣,574.0,Fufeng Jun,hvd_70250,hvd_115231,县,34.33205,今陕西武功县武功镇,扶风郡,1188.0,32262,Wugong Xian,Xian,武功县,POINT,CHGIS,108.1051,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
武功,武功縣,1234.0,Qian Zhou,hvd_70252,hvd_70855,县,34.33205,今陕西武功县武功镇,乾州,1911.0,19459,Wugong Xian,Xian,武功县,POINT,CHGIS,108.1051,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
武功,武功縣,-221.0,Neishi,hvd_70420,hvd_112110,县,34.22775,今陕西眉县东部,内史,13.0,30653,Wugong Xian,Xian,武功县,POINT,CHGIS,107.96592,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
武功,武功,-350.0,Neishi,hvd_70858,hvd_115622,县,34.22775,今陕西眉县东四十里渭水南岸故城,内史,24.0,32549,Wugong,Xian,武功,POINT,CHGIS,107.96592,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,partial_incl_end_of_target,0
武功,武功,65.0,Youfufeng,hvd_70859,hvd_116125,县,34.22775,今陕西眉县东四十里渭水南岸故城,右扶风,0.0,32908,Wugong,Xian,武功,POINT,CHGIS,107.96592,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,ERROR__END_BEFORE_BEG,0
武功,武功,0.0,Yong Zhou,hvd_70860,hvd_110748,县,34.22775,今陕西眉县东四十里渭水南岸故城,雍州,0.0,29501,Wugong,Xian,武功,POINT,CHGIS,107.96592,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,CAUTION__ZEROES,0
武功,武功郡,487.0,\N,hvd_115931,\N,郡,34.33205,,\N,597.0,\N,Wugong Jun,Jun,武功郡,POINT,CHGIS,108.1051,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
武功,武功縣,1911.0,Qian Zhou,hvd_121347,hvd_120137,县,34.33205,陕西省武功县武功镇,乾州,1911.0,33041,Wugong Xian,Xian,武功县,POINT,CHGIS,108.1051,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
武功,武功鎮,1911.0,Wuyang Xian,hvd_149636,hvd_121938,村镇,33.33092,河南舞钢市武功,舞阳县,1911.0,34104,Wugongzhen,Cun Zhen,武功镇,POINT,CHGIS,113.5658,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
武功,武功縣,1911.0,Qian Zhou,hvd_196044,hvd_195122,县,34.33205,,乾州,1911.0,75420,Wugong Xian,Xian,武功县,POLYGON,CHGIS,0.0,108.0342,PL000000042906,34.2541,东汉,武功,24.0,220.0,found,False,False,False,False,,0
高陵,高陵縣,1820.0,Xi'an Fu,hvd_935,hvd_9659,县,34.53333,陕西高陵县,西安府,1820.0,2137,Gaoling Xian,Xian,高陵县,POINT,CHGIS,109.08046999999999,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,True,False,False,,1
高陵,高陵縣,-350.0,Neishi,hvd_70738,hvd_112110,县,34.5309,今高陵县西南一里,内史,13.0,30653,Gaoling Xian,Xian,高陵县,POINT,CHGIS,109.07739,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,True,False,False,,1
高陵,高陵縣,23.0,Zuopingyi,hvd_70740,hvd_116218,县,34.5309,今高陵县西南一里,左冯翊,219.0,32980,Gaoling Xian,Xian,高陵县,POINT,CHGIS,109.07739,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,True,False,False,partial_incl_end_of_target,1
高陵,高陵縣,606.0,\N,hvd_70743,\N,县,34.53333,今高陵县治,\N,618.0,\N,Gaoling Xian,Xian,高陵县,POINT,CHGIS,109.08046999999999,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,True,False,False,,1
高陵,高陵縣,619.0,Yong Zhou,hvd_70744,hvd_110748,县,34.53333,今高陵县治,雍州,626.0,29501,Gaoling Xian,Xian,高陵县,POINT,CHGIS,109.08046999999999,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,True,False,False,,1
高陵,高陵縣,627.0,Yong Zhou,hvd_70745,hvd_110748,县,34.53333,今高陵县治,雍州,1911.0,29501,Gaoling Xian,Xian,高陵县,POINT,CHGIS,109.08046999999999,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,True,False,False,,1
高陵,高陵縣,1911.0,Xi'an Fu,hvd_121316,hvd_120161,县,34.53333,陕西省高陵县,西安府,1911.0,33065,Gaoling Xian,Xian,高陵县,POINT,CHGIS,109.08046999999999,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,True,False,False,,1
高陵,高陵,1911.0,Ninghai Zhou,hvd_144325,hvd_122078,村镇,37.29325,山东牟平县高陵镇,宁海州,1911.0,34244,Gaoling,Cun Zhen,高陵,POINT,CHGIS,121.51691000000001,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,False,False,False,,0
高陵,高陵,1911.0,\N,hvd_166257,\N,村镇,28.891790000000004,四川省合江县高陵,\N,1911.0,\N,Gaoling,Cun Zhen,高陵,POINT,CHGIS,105.67477,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,False,False,False,,0
高陵,高陵縣,1911.0,Xi'an Fu,hvd_196064,hvd_195116,县,34.53333,,西安府,1911.0,75414,Gaoling Xian,Xian,高陵县,POLYGON,CHGIS,0.0,109.0895,PL000000042702,34.5329,东汉,高陵,24.0,220.0,found,False,True,False,False,,1
富平,富平縣,1820.0,Xi'an Fu,hvd_938,hvd_9659,县,34.75443,陕西富平县,西安府,1820.0,2137,Fuping Xian,Xian,富平县,POINT,CHGIS,109.16157,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,,0
富平,富平縣,111.0,Beidi Jun,hvd_70523,hvd_112278,县,34.6385,今陕西泾阳县西北,北地郡,220.0,30774,Fuping Xian,Xian,富平县,POINT,CHGIS,108.81562,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,True,target_nested_in_incoming,1
富平,富平縣,126.0,Beidi Jun,hvd_70524,hvd_115042,县,38.021209999999996,今宁夏灵武县西南,北地郡,220.0,32122,Fuping Xian,Xian,富平县,POINT,CHGIS,106.28983000000001,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,True,target_nested_in_incoming,1
富平,富平縣,223.0,\N,hvd_70525,\N,县,38.021209999999996,今宁夏灵武县西南,\N,574.0,\N,Fuping Xian,Xian,富平县,POINT,CHGIS,106.28983000000001,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,,0
富平,富平縣,-214.0,Beidi Jun,hvd_70612,hvd_112274,县,38.021209999999996,今宁夏灵武县西南,北地郡,111.0,30770,Fuping Xian,Xian,富平县,POINT,CHGIS,106.28983000000001,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,partial_incl_end_of_target,0
富平,富平縣,0.0,Beidi Jun,hvd_70806,hvd_115042,县,34.71735,今富平县西南境内怀德城,北地郡,538.0,32122,Fuping Xian,Xian,富平县,POINT,CHGIS,109.03627,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,CAUTION__ZEROES,0
富平,富平縣,539.0,Beidi Jun,hvd_70807,hvd_115042,县,34.75443,今富平县,北地郡,556.0,32122,Fuping Xian,Xian,富平县,POINT,CHGIS,109.16157,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,,0
富平,富平縣,583.0,Yong Zhou,hvd_70809,hvd_110150,县,34.75443,今富平县,雍州,1911.0,29090,Fuping Xian,Xian,富平县,POINT,CHGIS,109.16157,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,,0
富平,富平侯國,-62.0,\N,hvd_85522,\N,侯国,37.50383,今山东惠民县东桑落墅镇,\N,13.0,\N,Fuping Houguo,Hou Guo,富平侯国,POINT,CHGIS,117.73357,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,,0
富平,富平縣,23.0,\N,hvd_85524,\N,县,37.50383,今山东惠民县东桑落墅镇,\N,61.0,\N,Fuping Xian,Xian,富平县,POINT,CHGIS,117.73357,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,partial_incl_end_of_target,0
富平,富平縣,14.0,Julu Jun,hvd_87054,hvd_112172,县,37.256190000000004,河北巨鹿县巨鹿镇北,巨鹿郡,22.0,30694,Fuping Xian,Xian,富平县,POINT,CHGIS,115.01852,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,,0
富平,富平縣,1911.0,Xi'an Fu,hvd_121323,hvd_120161,县,34.75443,陕西省富平县县治,西安府,1911.0,33065,Fuping Xian,Xian,富平县,POINT,CHGIS,109.16157,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,,0
富平,富平縣,1911.0,Xi'an Fu,hvd_196057,hvd_195116,县,34.75443,,西安府,1911.0,75414,Fuping Xian,Xian,富平县,POLYGON,CHGIS,0.0,106.105,PL000000047193,37.929,东汉,富平,24.0,220.0,found,False,False,False,False,,0
藍田,藍田縣,1820.0,Xi'an Fu,hvd_940,hvd_9659,县,34.1537,陕西蓝田市,西安府,1820.0,2137,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.32156,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,True,False,False,,1
藍田,藍田,1820.0,Chaozhou Fu,hvd_17064,hvd_9551,村镇,23.68785,广东揭阳县西北,潮州府,1820.0,2029,Lantian,Cun Zhen,蓝田,POINT,CHGIS,116.22804,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田鎮,1820.0,Jianchang Fu,hvd_19305,hvd_9647,村镇,27.42629,江西黎川县西北蓝田铺,建昌府,1820.0,2125,Lantianzhen,Cun Zhen,蓝田镇,POINT,CHGIS,116.83215,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田壩,1820.0,Zhaotong Fu,hvd_22288,hvd_9747,村镇,28.13324,云南盐津县北,昭通府,1820.0,2225,Lantianba,Cun Zhen,蓝田坝,POINT,CHGIS,104.23575,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田縣,-379.0,Jingzhaoyin,hvd_70749,hvd_115474,县,34.23927,今蓝田县西三十里坝水西岸,京兆尹,445.0,32426,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.14697,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,incoming_nested_in_target,0
藍田,藍田縣,446.0,\N,hvd_70750,\N,县,34.23927,今蓝田县西三十里坝水西岸,\N,486.0,\N,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.14697,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田縣,487.0,\N,hvd_70751,\N,县,34.23927,今蓝田县西三十里坝水西岸,\N,556.0,\N,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.14697,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田縣,557.0,\N,hvd_70752,\N,县,34.23927,今蓝田县西三十里坝水西岸,\N,572.0,\N,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.14697,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田縣,573.0,\N,hvd_70753,\N,县,34.1537,今蓝田县,\N,618.0,\N,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.32156,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,True,False,False,,1
藍田,藍田縣,619.0,Jingzhaofu,hvd_70754,hvd_115470,县,34.1537,今蓝田县,京兆府,619.0,32423,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.32156,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,True,False,False,,1
藍田,藍田縣,620.0,Jingzhaofu,hvd_70755,hvd_115470,县,34.1537,今蓝田县,京兆府,626.0,32423,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.32156,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,True,False,False,,1
藍田,藍田縣,627.0,Jingzhaofu,hvd_70756,hvd_115470,县,34.1537,今蓝田县,京兆府,1911.0,32423,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.32156,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,True,False,False,,1
藍田,藍田郡,557.0,\N,hvd_70762,\N,郡,34.1537,今蓝田县,\N,572.0,\N,Lantian Jun,Jun,蓝田郡,POINT,CHGIS,109.32156,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,True,False,False,,1
藍田,藍田縣,1911.0,Xi'an Fu,hvd_121318,hvd_120161,县,34.1537,陕西省蓝田县治,西安府,1911.0,33065,Lantian Xian,Xian,蓝田县,POINT,CHGIS,109.32156,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,True,False,False,,1
藍田,藍田汛,1911.0,Heyuan Xian,hvd_126067,hvd_121056,村镇,23.552629999999997,广东博罗县蓝田,河源县,1911.0,33376,Lantianxun,Cun Zhen,蓝田汛,POINT,CHGIS,114.63877,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田墟,1911.0,Longmen Xian,hvd_126507,hvd_121491,村镇,23.864520000000002,广东龙门县蓝田,龙门县,1911.0,33810,Lantianxu,Cun Zhen,蓝田墟,POINT,CHGIS,114.22916000000001,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田市,1911.0,Anhua Xian,hvd_129456,hvd_121199,村镇,27.698659999999997,湖南涟源市市治蓝田,安化县,1911.0,33519,Lantianshi,Cun Zhen,蓝田市,POINT,CHGIS,111.66948000000001,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田,1911.0,Xiuning Xian,hvd_129758,hvd_121217,村镇,29.90157,安徽休宁县兰田,休宁县,1911.0,33537,Lantian,Cun Zhen,蓝田,POINT,CHGIS,118.09092,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田塘,1911.0,Ningde Xian,hvd_136794,hvd_40223,村镇,26.67197,福建宁德市蓝田,宁德县,1911.0,13497,Lantiantang,Cun Zhen,蓝田塘,POINT,CHGIS,119.56163000000001,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田,1911.0,Luoyuan Xian,hvd_137043,hvd_40204,村镇,26.519759999999998,福建罗源县蓝田,罗源县,1911.0,13482,Lantian,Cun Zhen,蓝田,POINT,CHGIS,119.5604,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田,1911.0,Anxi Xian,hvd_137452,hvd_40262,村镇,25.12835,福建安溪县兰田,安溪县,1911.0,13530,Lantian,Cun Zhen,蓝田,POINT,CHGIS,117.86691,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田鋪,1911.0,Nancheng Xian,hvd_140690,hvd_121737,村镇,27.37361,江西南城县上兰,南城县,1911.0,33923,Lantianpu,Cun Zhen,蓝田铺,POINT,CHGIS,116.90025,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田埠,1911.0,Chongyi Xian,hvd_141613,hvd_121757,村镇,25.97511,江西上犹县蓝田,崇义县,1911.0,33943,Lantianbu,Cun Zhen,蓝田埠,POINT,CHGIS,114.60059,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田塘,1911.0,Tianzhu Xian,hvd_162128,hvd_122665,村镇,27.027459999999998,贵州天柱县兰田镇,天柱县,1911.0,34576,Lantiantang,Cun Zhen,蓝田塘,POINT,CHGIS,109.28528,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田壩,1911.0,\N,hvd_164585,\N,村镇,28.855059999999998,四川省泸州市蓝田镇,\N,1911.0,\N,Lantianba,Cun Zhen,蓝田坝,POINT,CHGIS,105.43588999999999,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,False,False,False,,0
藍田,藍田縣,1911.0,Xi'an Fu,hvd_196058,hvd_195116,县,34.1537,,西安府,1911.0,75414,Lantian Xian,Xian,蓝田县,POLYGON,CHGIS,0.0,109.175,PL000000042532,34.15,东汉,藍田,24.0,220.0,found,False,True,False,False,,1
郃陽,郃陽縣,1820.0,Tongzhou Fu,hvd_949,hvd_9660,县,35.24258,陕西合阳县,同州府,1820.0,2138,Heyang Xian,Xian,郃阳县,POINT,CHGIS,110.15101999999999,110.3257,PL000000043408,35.1899,东汉,郃陽,24.0,220.0,found,False,False,False,False,,0
郃陽,郃陽縣,59.0,Zuopingyi,hvd_70307,hvd_116218,县,35.44165,今陕西合阳县东夏阳镇,左冯翊,595.0,32980,Xiayang Xian,Xian,郃阳县,POINT,CHGIS,110.43412,110.3257,PL000000043408,35.1899,东汉,郃陽,24.0,220.0,found,False,False,False,False,partial_incl_start_of_target,0
郃陽,郃陽縣,596.0,Fengyi Jun,hvd_70308,hvd_110232,县,35.24258,今陕西合阳县城,冯翊郡,1911.0,29148,Xiayang Xian,Xian,郃阳县,POINT,CHGIS,110.15101999999999,110.3257,PL000000043408,35.1899,东汉,郃陽,24.0,220.0,found,False,False,False,False,,0
郃陽,郃陽縣,-193.0,Zuopingyi,hvd_70424,hvd_112117,县,35.44165,今陕西合阳县东夏阳镇,左冯翊,25.0,30654,Xiayang Xian,Xian,郃阳县,POINT,CHGIS,110.43412,110.3257,PL000000043408,35.1899,东汉,郃陽,24.0,220.0,found,False,False,False,False,partial_incl_end_of_target,0
郃陽,郃陽縣,1911.0,Tong Zhou,hvd_121368,hvd_120139,县,35.24258,陕西省合阳县县治,同州府,1911.0,33043,Heyang Xian,Xian,郃阳县,POINT,CHGIS,110.15101999999999,110.3257,PL000000043408,35.1899,东汉,郃陽,24.0,220.0,found,False,False,False,False,,0
郃陽,郃陽縣,1911.0,Tong Zhou,hvd_196049,hvd_195115,县,35.24258,,同州府,1911.0,75413,Heyang Xian,Xian,郃阳县,POLYGON,CHGIS,0.0,110.3257,PL000000043408,35.1899,东汉,郃陽,24.0,220.0,found,False,False,False,False,,0
郿縣,郿縣,1820.0,Fengxiang Fu,hvd_952,hvd_9663,县,34.273559999999996,陕西眉县,凤翔府,1820.0,2141,Mei Xian,Xian,郿县,POINT,CHGIS,107.75478999999999,107.8473,PL000000042897,34.2788,东汉,郿縣,24.0,220.0,found,False,False,False,False,,0
郿縣,郿縣,-763.0,Neishi,hvd_70930,hvd_112110,县,34.29156,今陕西眉县东十五里渭水北,内史,385.0,30653,Mei Xian,Xian,郿县,POINT,CHGIS,107.83877,107.8473,PL000000042897,34.2788,东汉,郿縣,24.0,220.0,found,False,False,False,False,incoming_nested_in_target,0
郿縣,郿縣,606.0,Fufeng Jun,hvd_70938,hvd_110235,县,34.47827,今陕西岐山县东岐阳,扶风郡,1261.0,29150,Mei Xian,Xian,郿县,POINT,CHGIS,107.79633000000001,107.8473,PL000000042897,34.2788,东汉,郿縣,24.0,220.0,found,False,False,False,False,,0
郿縣,郿縣,1264.0,Fengyuanlu,hvd_70940,hvd_115222,县,34.273559999999996,今陕西眉县,奉元路,1911.0,32255,Mei Xian,Xian,郿县,POINT,CHGIS,107.75478999999999,107.8473,PL000000042897,34.2788,东汉,郿縣,24.0,220.0,found,False,False,False,False,,0
郿縣,郿縣,1911.0,Fengxiang Fu,hvd_121331,hvd_120135,县,34.273559999999996,陕西省眉县县治,凤翔府,1911.0,33039,Mei Xian,Xian,郿县,POINT,CHGIS,107.75478999999999,107.8473,PL000000042897,34.2788,东汉,郿縣,24.0,220.0,found,False,False,False,False,,0
郿縣,郿縣鎮,1911.0,Pingliang Xian,hvd_151868,hvd_122245,村镇,35.45706,甘肃平凉市郿岘,平凉县,1911.0,34308,Meixianzhen,Cun Zhen,郿县镇,POINT,CHGIS,106.90215,107.8473,PL000000042897,34.2788,东汉,郿縣,24.0,220.0,found,False,False,False,False,,0
郿縣,郿縣,1911.0,Fengxiang Fu,hvd_196082,hvd_195120,县,34.273559999999996,,凤翔府,1911.0,75418,Mei Xian,Xian,郿县,POLYGON,CHGIS,0.0,107.8473,PL000000042897,34.2788,东汉,郿縣,24.0,220.0,found,False,False,False,False,,0
華陰,華陰縣,1820.0,Tongzhou Fu,hvd_954,hvd_9660,县,34.56831,陕西华阴市,同州府,1820.0,2138,Huayin Xian,Xian,华阴县,POINT,CHGIS,110.08936000000001,110.1206,PL000000043555,34.5657,东汉,華陰,24.0,220.0,found,False,True,False,False,,1
華陰,華陰縣,487.0,Hua Zhouhuashan Jun,hvd_70298,hvd_115369,县,35.2691,今陕西澄城县罗家洼乡北寺村,华州华山郡,509.0,32350,Huayin Xian,Xian,华阴县,POINT,CHGIS,109.92853999999998,110.1206,PL000000043555,34.5657,东汉,華陰,24.0,220.0,found,False,False,False,False,,0
華陰,華陰縣,510.0,Hua Zhou,hvd_70299,hvd_113297,县,34.79725,今陕西大荔县城,华州,525.0,31704,Huayin Xian,Xian,华阴县,POINT,CHGIS,109.93905,110.1206,PL000000043555,34.5657,东汉,華陰,24.0,220.0,found,False,False,False,False,,0
華陰,華陰縣,23.0,Jingzhaoyin,hvd_70324,hvd_115474,县,34.5677,今陕西华阴县城东东宫村,京兆尹,608.0,32426,Huayin Xian,Xian,华阴县,POINT,CHGIS,110.0956,110.1206,PL000000043555,34.5657,东汉,華陰,24.0,220.0,found,False,True,False,False,incoming_nested_in_target,1
