input_id,input_nm_py,input_year_beg,input_year_end,input_x_coord,input_y_coord,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
PL000000011886,餘杭,24.0,220.0,119.9398,30.2657,not_found,False,False,False,False,,0
PL000000012052,富春,24.0,220.0,119.9559,30.0773,not_found,False,False,False,False,,0
PL000000012123,於潛,24.0,220.0,119.4185,30.2038,not_found,False,False,False,False,,0
PL000000012337,鄮縣,24.0,220.0,121.6634,29.8826,not_found,False,False,False,False,,0
PL000000012423,餘姚,24.0,220.0,121.1616,30.0477,not_found,False,False,False,False,,0
PL000000012428,句章,24.0,220.0,121.3604,29.9345,not_found,False,False,False,False,,0
PL000000012482,鄞縣,24.0,220.0,121.5464,29.649,not_found,False,False,False,False,,0
PL000000012525,永寧,24.0,220.0,120.6619,28.0169,not_found,False,False,False,False,,0
PL000000012754,由拳,24.0,220.0,120.7686,30.7178,not_found,False,False,False,False,,0
PL000000012888,海鹽,24.0,220.0,121.0646,30.6996,not_found,False,False,False,False,,0
PL000000013022,烏程,24.0,220.0,120.0801,30.7717,not_found,False,False,False,False,,0
PL000000013129,故鄣,24.0,220.0,119.6537,30.75,not_found,False,False,False,False,,0
PL000000013247,山陰,24.0,220.0,120.5871,30.0031,not_found,False,False,False,False,,0
PL000000013382,諸暨,24.0,220.0,120.2365,29.7118,not_found,False,False,False,False,,0
PL000000013419,上虞,24.0,220.0,120.8856,30.0159,not_found,False,False,False,False,,0
PL000000013479,剡縣,24.0,220.0,120.73299999999999,29.5714,not_found,False,False,False,False,,0
PL000000013599,烏傷,24.0,220.0,120.0804,29.2987,not_found,False,False,False,False,,0
PL000000013718,大末,24.0,220.0,119.1924,29.0341,not_found,False,False,False,False,,0
PL000000014324,章安,24.0,220.0,121.4205,28.7073,not_found,False,False,False,False,,0
PL000000015073,合肥,24.0,220.0,117.2854,31.8633,not_found,False,False,False,False,,0
PL000000015095,浚遒,24.0,220.0,117.5635,31.9035,not_found,False,False,False,False,,0
PL000000015135,蕪湖,24.0,220.0,118.5294,31.3296,not_found,False,False,False,False,,0
PL000000015194,龍亢,24.0,220.0,116.9057,33.1513,not_found,False,False,False,False,,0
PL000000015201,向縣,24.0,220.0,117.0861,33.1171,not_found,False,False,False,False,,0
PL000000015206,義成,24.0,220.0,117.2366,32.9995,not_found,False,False,False,False,,0
PL000000015215,平阿,24.0,220.0,116.96,32.9017,not_found,False,False,False,False,,0
PL000000015218,當塗,24.0,220.0,117.2338,32.861,not_found,False,False,False,False,,0
PL000000015228,虹縣,24.0,220.0,117.7333,33.2128,not_found,False,False,False,False,,0
PL000000015243,洨縣,24.0,220.0,117.5656,33.3081,not_found,False,False,False,False,,0
PL000000015258,西曲陽,24.0,220.0,117.135,32.646,not_found,False,False,False,False,,0
PL000000015270,下蔡,24.0,220.0,116.7394,32.7145,not_found,False,False,False,False,,0
PL000000015291,石城,24.0,220.0,118.5928,31.6693,not_found,False,False,False,False,,0
PL000000015349,相縣,24.0,220.0,116.6625,33.9961,not_found,False,False,False,False,,0
PL000000015487,皖縣,24.0,220.0,116.57600000000001,30.6293,not_found,False,False,False,False,,0
PL000000015596,居巢,24.0,220.0,116.9633,30.8071,not_found,False,False,False,False,,0
PL000000015612,陵陽,24.0,220.0,117.99600000000001,30.3361,not_found,False,False,False,False,,0
PL000000015660,歙縣,24.0,220.0,118.4427,29.8645,not_found,False,False,False,False,,0
PL000000015686,黟縣,24.0,220.0,117.9772,29.9398,not_found,False,False,False,False,,0
PL000000015757,全椒,24.0,220.0,118.2734,32.0972,not_found,False,False,False,False,,0
PL000000015761,阜陵,24.0,220.0,118.31,32.0389,not_found,False,False,False,False,,0
PL000000015771,陰陵,24.0,220.0,117.4372,32.6539,not_found,False,False,False,False,,0
PL000000015793,東城,24.0,220.0,117.8893,32.4553,not_found,False,False,False,False,,0
PL000000015811,鍾離,24.0,220.0,117.6722,32.8963,not_found,False,False,False,False,,0
PL000000015862,淮陵,24.0,220.0,118.1501,33.0564,not_found,False,False,False,False,,0
PL000000015897,汝陰,24.0,220.0,115.818,32.9021,not_found,False,False,False,False,,0
PL000000015901,細陽,24.0,220.0,115.8167,33.1061,not_found,False,False,False,False,,0
PL000000015905,鮦陽,24.0,220.0,114.9929,33.0987,not_found,False,False,False,False,,0
PL000000015921,固始,24.0,220.0,115.2651,33.0704,not_found,False,False,False,False,,0
PL000000015933,宋國,24.0,220.0,115.5891,33.4197,not_found,False,False,False,False,,0
PL000000015950,原鹿,24.0,220.0,115.5795,32.5739,not_found,False,False,False,False,,0
PL000000015952,富波,24.0,220.0,115.7727,32.5543,not_found,False,False,False,False,,0
PL000000015955,慎縣,24.0,220.0,116.2163,32.798,not_found,False,False,False,False,,0
PL000000015976,新陽,24.0,220.0,115.3877,33.4339,not_found,False,False,False,False,,0
PL000000015991,蘄縣,24.0,220.0,117.0432,33.4553,not_found,False,False,False,False,,0
PL000000015996,符離,24.0,220.0,117.1255,33.6961,not_found,False,False,False,False,,0
PL000000016014,竹邑,24.0,220.0,116.9795,33.7347,not_found,False,False,False,False,,0
PL000000016026,菑丘,24.0,220.0,117.0442,33.8738,not_found,False,False,False,False,,0
PL000000016040,下邑,24.0,220.0,116.3494,34.4269,not_found,False,False,False,False,,0
PL000000016046,杼秋,24.0,220.0,116.6729,34.3734,not_found,False,False,False,False,,0
PL000000016056,蕭縣,24.0,220.0,116.9131,34.2356,not_found,False,False,False,False,,0
PL000000016069,梧縣,24.0,220.0,116.9751,34.0097,not_found,False,False,False,False,,0
PL000000016074,取慮,24.0,220.0,117.7337,33.833,not_found,False,False,False,False,,0
PL000000016082,僮國,24.0,220.0,118.0478,33.7028,not_found,False,False,False,False,,0
PL000000016100,夏丘,24.0,220.0,117.88799999999999,33.4773,not_found,False,False,False,False,,0
PL000000016148,舒縣,24.0,220.0,117.2048,31.1605,not_found,False,False,False,False,,0
PL000000016184,襄安,24.0,220.0,117.7888,31.1985,not_found,False,False,False,False,,0
PL000000016189,臨湖,24.0,220.0,117.6618,31.139,not_found,False,False,False,False,,0
PL000000016272,歷陽,24.0,220.0,118.3701,31.713,not_found,False,False,False,False,,0
PL000000016312,六安,24.0,220.0,116.5382,31.8077,not_found,False,False,False,False,,0
PL000000016354,壽春,24.0,220.0,116.7861,32.5747,not_found,False,False,False,False,,0
PL000000016383,成德,24.0,220.0,116.8525,32.1651,not_found,False,False,False,False,,0
PL000000016395,陽泉,24.0,220.0,115.9101,32.4971,not_found,False,False,False,False,,0
PL000000016415,安風,24.0,220.0,116.2315,32.2518,not_found,False,False,False,False,,0
PL000000016449,龍舒,24.0,220.0,116.527,31.183000000000003,not_found,False,False,False,False,,0
PL000000016466,灊縣,24.0,220.0,116.4234,31.5147,not_found,False,False,False,False,,0
PL000000016505,譙縣,24.0,220.0,115.78,33.8784,not_found,False,False,False,False,,0
PL000000016516,城父,24.0,220.0,115.9805,33.6556,not_found,False,False,False,False,,0
PL000000016525,思善,24.0,220.0,115.7777,33.5333,not_found,False,False,False,False,,0
PL000000016530,鄲縣,24.0,220.0,116.335,33.7513,not_found,False,False,False,False,,0
PL000000016546,山桑,24.0,220.0,116.5667,33.4481,not_found,False,False,False,False,,0
PL000000016968,宛陵,24.0,220.0,118.7514,30.9457,not_found,False,False,False,False,,0
PL000000017030,涇縣,24.0,220.0,118.3675,30.7145,not_found,False,False,False,False,,0
PL000000017133,東冶,24.0,220.0,119.3277,26.0546,not_found,False,False,False,False,,0
PL000000018614,南昌,24.0,220.0,115.9064,28.6738,not_found,False,False,False,False,,0
PL000000018865,柴桑,24.0,220.0,115.8973,29.6749,not_found,False,False,False,False,,0
PL000000018904,艾縣,24.0,220.0,114.2927,29.0301,not_found,False,False,False,False,,0
PL000000018933,海昏,24.0,220.0,115.7866,29.0885,not_found,False,False,False,False,,0
PL000000018956,歷陵,24.0,220.0,115.8003,29.3241,not_found,False,False,False,False,,0
PL000000019007,鄡陽,24.0,220.0,116.3547,29.1023,not_found,False,False,False,False,,0
PL000000019019,彭澤,24.0,220.0,116.3607,29.7071,not_found,False,False,False,False,,0
PL000000019123,贛縣,24.0,220.0,114.836,25.8434,not_found,False,False,False,False,,0
PL000000019263,雩都,24.0,220.0,115.4156,26.0116,not_found,False,False,False,False,,0
PL000000019355,南野,24.0,220.0,114.7196,25.5503,not_found,False,False,False,False,,0
PL000000019393,平都,24.0,220.0,114.7395,27.2663,not_found,False,False,False,False,,0
PL000000034351,平都,24.0,220.0,107.7231,29.8869,not_found,False,False,False,False,,0
PL000000019415,石陽,24.0,220.0,115.1829,27.3427,not_found,False,False,False,False,,0
PL000000019482,廬陵,24.0,220.0,114.8083,26.9063,not_found,False,False,False,False,,0
PL000000019542,安城,24.0,220.0,114.3232,27.4238,not_found,False,False,False,False,,0
PL000000026223,安城,24.0,220.0,114.54,32.7694,not_found,False,False,False,False,,0
PL000000019615,宜春,24.0,220.0,114.3844,27.7932,not_found,False,False,False,False,,0
PL000000019646,建昌,24.0,220.0,114.8387,28.614,not_found,False,False,False,False,,0
PL000000019752,新淦,24.0,220.0,115.5482,28.0633,not_found,False,False,False,False,,0
PL000000019795,建城,24.0,220.0,115.3809,28.4245,not_found,False,False,False,False,,0
PL000000019854,臨汝,24.0,220.0,116.2868,27.9544,not_found,False,False,False,False,,0
PL000000019878,南城,24.0,220.0,116.7464,27.4259,not_found,False,False,False,False,,0
PL000000022073,南城,24.0,220.0,117.6475,35.1637,not_found,False,False,False,False,,0
PL000000020120,餘汗,24.0,220.0,116.6906,28.6904,not_found,False,False,False,False,,0
PL000000020158,鄱陽,24.0,220.0,116.8631,29.0868,not_found,False,False,False,False,,0
PL000000020260,歷城,24.0,220.0,117.01100000000001,36.6492,not_found,False,False,False,False,,0
PL000000020271,祝阿,24.0,220.0,116.8384,36.6584,not_found,False,False,False,False,,0
PL000000020279,臺縣,24.0,220.0,117.3212,36.8494,not_found,False,False,False,False,,0
PL000000020306,茌縣,24.0,220.0,116.9186,36.469,not_found,False,False,False,False,,0
PL000000020317,盧縣,24.0,220.0,116.7665,36.3999,not_found,False,False,False,False,,0
PL000000020352,穀城,24.0,220.0,116.2871,36.1777,not_found,False,False,False,False,,0
PL000000023587,穀城,24.0,220.0,112.3673,34.696,not_found,False,False,False,False,,0
PL000000020366,著縣,24.0,220.0,117.07799999999999,36.9938,not_found,False,False,False,False,,0
PL000000020377,漯陰,24.0,220.0,116.9323,36.9527,not_found,False,False,False,False,,0
PL000000020394,西平昌,24.0,220.0,117.0406,37.3785,not_found,False,False,False,False,,0
PL000000020409,菅縣,24.0,220.0,117.3515,36.9956,not_found,False,False,False,False,,0
PL000000020426,東平陵,24.0,220.0,117.4193,36.7617,not_found,False,False,False,False,,0
PL000000020440,土鼓,24.0,220.0,117.5599,36.736999999999995,not_found,False,False,False,False,,0
PL000000020464,不其,24.0,220.0,120.4081,36.2967,not_found,False,False,False,False,,0
PL000000020500,狀武,24.0,220.0,120.1879,36.4189,not_found,False,False,False,False,,0
PL000000020516,盧鄉,24.0,220.0,119.8763,36.9784,not_found,False,False,False,False,,0
PL000000020532,膠東,24.0,220.0,119.9578,36.7871,not_found,False,False,False,False,,0
PL000000020537,即墨,24.0,220.0,120.2326,36.7129,not_found,False,False,False,False,,0
PL000000020561,琅邪,24.0,220.0,119.9078,35.6511,not_found,False,False,False,False,,0
PL000000020581,般陽,24.0,220.0,117.9582,36.6575,not_found,False,False,False,False,,0
PL000000020585,萊蕪,24.0,220.0,118.0934,36.4669,not_found,False,False,False,False,,0
PL000000020603,昌國,24.0,220.0,118.0713,36.7754,not_found,False,False,False,False,,0
PL000000020633,臨菑,24.0,220.0,118.3548,36.887,not_found,False,False,False,False,,0
PL000000020634,東安平,24.0,220.0,118.4216,36.8679,not_found,False,False,False,False,,0
PL000000020650,西安,24.0,220.0,118.2043,36.9489,not_found,False,False,False,False,,0
PL000000020666,千乘,24.0,220.0,117.9366,37.2204,not_found,False,False,False,False,,0
PL000000020677,臨濟,24.0,220.0,117.9227,37.1315,not_found,False,False,False,False,,0
PL000000020716,氶縣,24.0,220.0,117.6111,34.7615,not_found,False,False,False,False,,0
PL000000020718,陰平,24.0,220.0,117.48899999999999,34.6748,not_found,False,False,False,False,,0
PL000000020730,傅陽,24.0,220.0,117.594,34.5862,not_found,False,False,False,False,,0
PL000000020739,合鄉,24.0,220.0,117.3317,35.1465,not_found,False,False,False,False,,0
PL000000020760,蕃縣,24.0,220.0,117.1675,35.0851,not_found,False,False,False,False,,0
PL000000020765,公丘,24.0,220.0,117.0947,35.0668,not_found,False,False,False,False,,0
PL000000020775,昌慮,24.0,220.0,117.3509,34.9454,not_found,False,False,False,False,,0
PL000000020779,薛縣,24.0,220.0,117.1983,34.8878,not_found,False,False,False,False,,0
PL000000020807,蓼城,24.0,220.0,118.212,37.4041,not_found,False,False,False,False,,0
PL000000020841,牟平,24.0,220.0,121.1203,37.5735,not_found,False,False,False,False,,0
PL000000020859,東牟,24.0,220.0,121.5973,37.3753,not_found,False,False,False,False,,0
PL000000020876,黃縣,24.0,220.0,120.67200000000001,37.6388,not_found,False,False,False,False,,0
PL000000020881,惤國,24.0,220.0,120.436,37.5633,not_found,False,False,False,False,,0
PL000000020893,長廣,24.0,220.0,120.9137,36.9626,not_found,False,False,False,False,,0
PL000000020897,挺縣,24.0,220.0,120.7157,36.9411,not_found,False,False,False,False,,0
PL000000020910,曲城,24.0,220.0,120.1564,37.4116,not_found,False,False,False,False,,0
PL000000020936,掖國,24.0,220.0,119.9476,37.1743,not_found,False,False,False,False,,0
PL000000020941,當利,24.0,220.0,119.8389,37.0503,not_found,False,False,False,False,,0
PL000000020992,觀陽,24.0,220.0,121.0339,37.0067,not_found,False,False,False,False,,0
PL000000021007,平壽,24.0,220.0,119.0253,36.6029,not_found,False,False,False,False,,0
PL000000021043,臨朐,24.0,220.0,118.5523,36.5102,not_found,False,False,False,False,,0
PL000000021052,朱虛,24.0,220.0,118.8056,36.4137,not_found,False,False,False,False,,0
PL000000021069,劇縣,24.0,220.0,118.7887,36.7149,not_found,False,False,False,False,,0
PL000000021082,營陵,24.0,220.0,119.05,36.5393,not_found,False,False,False,False,,0
PL000000021119,廣縣,24.0,220.0,118.4683,36.6764,not_found,False,False,False,False,,0
PL000000021125,平昌,24.0,220.0,119.3297,36.2059,not_found,False,False,False,False,,0
PL000000021153,東武,24.0,220.0,119.4134,35.9922,not_found,False,False,False,False,,0
PL000000021158,諸縣,24.0,220.0,119.2655,35.9301,not_found,False,False,False,False,,0
PL000000021177,壽光,24.0,220.0,118.8695,36.9335,not_found,False,False,False,False,,0
PL000000021193,益國,24.0,220.0,118.7756,36.8444,not_found,False,False,False,False,,0
PL000000021219,淳于,24.0,220.0,119.3137,36.5308,not_found,False,False,False,False,,0
PL000000021232,安丘,24.0,220.0,119.1405,36.384,not_found,False,False,False,False,,0
PL000000021236,昌安,24.0,220.0,119.3384,36.374,not_found,False,False,False,False,,0
PL000000021253,姑幕,24.0,220.0,119.3163,36.2272,not_found,False,False,False,False,,0
PL000000021271,夷安,24.0,220.0,119.762,36.3842,not_found,False,False,False,False,,0
PL000000021277,高密,24.0,220.0,119.5329,36.3319,not_found,False,False,False,False,,0
PL000000021284,黔陬,24.0,220.0,119.8263,36.1736,not_found,False,False,False,False,,0
PL000000021298,都昌,24.0,220.0,119.3817,36.8531,not_found,False,False,False,False,,0
PL000000021303,下密,24.0,220.0,119.5257,36.8345,not_found,False,False,False,False,,0
PL000000021326,亢父,24.0,220.0,116.5662,35.1798,not_found,False,False,False,False,,0
PL000000021336,任城,24.0,220.0,116.7197,35.2569,not_found,False,False,False,False,,0
PL000000021351,高平,24.0,220.0,116.7328,35.1242,not_found,False,False,False,False,,0
PL000000047296,高平,24.0,220.0,106.2871,36.014,not_found,False,False,False,False,,0
PL000000021364,湖陸,24.0,220.0,116.8475,34.9414,not_found,False,False,False,False,,0
PL000000021372,戚縣,24.0,220.0,117.1256,34.8035,not_found,False,False,False,False,,0
PL000000021389,方與,24.0,220.0,116.5468,35.0129,not_found,False,False,False,False,,0
PL000000021417,東緡,24.0,220.0,116.3138,35.0672,not_found,False,False,False,False,,0
PL000000021433,金鄉,24.0,220.0,116.3475,35.2296,not_found,False,False,False,False,,0
PL000000021440,東平陸,24.0,220.0,116.4878,35.8193,not_found,False,False,False,False,,0
PL000000021464,卞縣,24.0,220.0,117.5159,35.6414,not_found,False,False,False,False,,0
PL000000021480,范縣,24.0,220.0,116.0203,35.8229,not_found,False,False,False,False,,0
PL000000021508,魯縣,24.0,220.0,116.9966,35.5976,not_found,False,False,False,False,,0
PL000000021529,瑕丘,24.0,220.0,116.8388,35.5657,not_found,False,False,False,False,,0
PL000000021543,樊縣,24.0,220.0,116.7375,35.4251,not_found,False,False,False,False,,0
PL000000021565,南平陽,24.0,220.0,116.9778,35.4028,not_found,False,False,False,False,,0
PL000000021572,騶縣,24.0,220.0,117.0447,35.31,not_found,False,False,False,False,,0
PL000000021597,博縣,24.0,220.0,117.2179,36.1146,not_found,False,False,False,False,,0
PL000000021612,奉高,24.0,220.0,117.3731,36.1877,not_found,False,False,False,False,,0
PL000000021616,鉅平,24.0,220.0,117.1145,35.9634,not_found,False,False,False,False,,0
PL000000021629,汶陽,24.0,220.0,116.9953,35.9053,not_found,False,False,False,False,,0
PL000000021632,剛縣,24.0,220.0,116.8661,35.8932,not_found,False,False,False,False,,0
PL000000021641,成縣,24.0,220.0,117.18799999999999,35.8725,not_found,False,False,False,False,,0
PL000000021650,寧陽,24.0,220.0,116.7933,35.6912,not_found,False,False,False,False,,0
PL000000021662,須昌,24.0,220.0,116.2476,35.9446,not_found,False,False,False,False,,0
PL000000021666,章縣,24.0,220.0,116.6143,35.9397,not_found,False,False,False,False,,0
PL000000021695,無鹽,24.0,220.0,116.4233,35.883,not_found,False,False,False,False,,0
PL000000021706,壽張,24.0,220.0,116.2929,35.8345,not_found,False,False,False,False,,0
PL000000021717,梁甫,24.0,220.0,117.3461,35.9349,not_found,False,False,False,False,,0
PL000000021757,富成,24.0,220.0,116.6029,36.0497,not_found,False,False,False,False,,0
PL000000021762,蛇丘,24.0,220.0,116.8938,35.9483,not_found,False,False,False,False,,0
PL000000021784,昌陽,24.0,220.0,122.0274,37.0657,not_found,False,False,False,False,,0
PL000000021814,海曲,24.0,220.0,119.3992,35.4172,not_found,False,False,False,False,,0
PL000000021853,莒縣,24.0,220.0,118.8438,35.5808,not_found,False,False,False,False,,0
PL000000021874,牟縣,24.0,220.0,117.7438,36.1997,not_found,False,False,False,False,,0
PL000000021876,嬴縣,24.0,220.0,117.5735,36.3443,not_found,False,False,False,False,,0
PL000000021914,開陽,24.0,220.0,118.3698,35.1307,not_found,False,False,False,False,,0
PL000000021932,陽都,24.0,220.0,118.4772,35.3825,not_found,False,False,False,False,,0
PL000000021940,即丘,24.0,220.0,118.4544,34.9095,not_found,False,False,False,False,,0
PL000000021947,郯縣,24.0,220.0,118.3248,34.6419,not_found,False,False,False,False,,0
PL000000021987,東莞,24.0,220.0,118.6333,35.7899,not_found,False,False,False,False,,0
PL000000021992,東安,24.0,220.0,118.5628,35.6644,not_found,False,False,False,False,,0
PL000000022000,繒國,24.0,220.0,117.9004,34.9155,not_found,False,False,False,False,,0
PL000000022013,蘭陵,24.0,220.0,117.866,34.7477,not_found,False,False,False,False,,0
PL000000022020,襄賁,24.0,220.0,118.0637,34.7097,not_found,False,False,False,False,,0
PL000000022028,費國,24.0,220.0,117.9411,35.3658,not_found,False,False,False,False,,0
PL000000022036,臨沂,24.0,220.0,118.3091,35.3017,not_found,False,False,False,False,,0
PL000000022066,南武陽,24.0,220.0,117.6388,35.5049,not_found,False,False,False,False,,0
PL000000022125,鬲國,24.0,220.0,116.3933,37.3609,not_found,False,False,False,False,,0
PL000000022193,繹幕,24.0,220.0,116.3235,37.2306,not_found,False,False,False,False,,0
PL000000022197,安德,24.0,220.0,116.64299999999999,37.2117,not_found,False,False,False,False,,0
PL000000022212,平原,24.0,220.0,116.4123,37.0736,not_found,False,False,False,False,,0
PL000000022224,鄃縣,24.0,220.0,116.3382,36.9868,not_found,False,False,False,False,,0
PL000000022260,重合,24.0,220.0,117.1209,37.7702,not_found,False,False,False,False,,0
PL000000022267,樂陵,24.0,220.0,117.2818,37.6343,not_found,False,False,False,False,,0
PL000000022277,般縣,24.0,220.0,117.0886,37.548,not_found,False,False,False,False,,0
PL000000022319,聊城,24.0,220.0,115.9154,36.5292,not_found,False,False,False,False,,0
PL000000022322,樂平,24.0,220.0,115.8295,36.4444,not_found,False,False,False,False,,0
PL000000022350,東阿,24.0,220.0,116.05799999999999,36.1663,not_found,False,False,False,False,,0
PL000000022383,陽平,24.0,220.0,115.6757,36.2369,not_found,False,False,False,False,,0
PL000000022386,東武陽,24.0,220.0,115.7205,36.1996,not_found,False,False,False,False,,0
PL000000022412,博平,24.0,220.0,116.0553,36.7107,not_found,False,False,False,False,,0
PL000000022429,茌平,24.0,220.0,116.1717,36.3891,not_found,False,False,False,False,,0
PL000000022452,臨邑,24.0,220.0,116.2488,36.3287,not_found,False,False,False,False,,0
PL000000022489,發干,24.0,220.0,115.6592,36.4451,not_found,False,False,False,False,,0
PL000000022499,高唐,24.0,220.0,116.4521,36.8921,not_found,False,False,False,False,,0
PL000000022520,靈縣,24.0,220.0,116.2485,36.7254,not_found,False,False,False,False,,0
PL000000022531,甘陵,24.0,220.0,115.8011,36.8761,not_found,False,False,False,False,,0
PL000000022548,貝丘,24.0,220.0,115.7469,36.7932,not_found,False,False,False,False,,0
PL000000022618,厭次,24.0,220.0,117.6858,37.5479,not_found,False,False,False,False,,0
PL000000022637,陽信,24.0,220.0,117.6393,37.8158,not_found,False,False,False,False,,0
PL000000022661,樂安,24.0,220.0,118.1649,37.1779,not_found,False,False,False,False,,0
PL000000022673,利縣,24.0,220.0,118.3285,37.1245,not_found,False,False,False,False,,0
PL000000022683,博昌,24.0,220.0,118.2084,37.0863,not_found,False,False,False,False,,0
PL000000022694,鄒平,24.0,220.0,117.6898,37.0551,not_found,False,False,False,False,,0
PL000000022704,東朝陽,24.0,220.0,117.4851,37.0358,not_found,False,False,False,False,,0
PL000000022711,高菀,24.0,220.0,117.8657,36.9647,not_found,False,False,False,False,,0
PL000000022712,梁鄒,24.0,220.0,117.7797,36.9638,not_found,False,False,False,False,,0
PL000000022743,於陵,24.0,220.0,117.8208,36.7719,not_found,False,False,False,False,,0
PL000000022758,成陽,24.0,220.0,115.6822,35.4037,not_found,False,False,False,False,,0
PL000000022760,句陽,24.0,220.0,115.4385,35.3368,not_found,False,False,False,False,,0
PL000000022796,冤句,24.0,220.0,115.1944,35.0166,not_found,False,False,False,False,,0
PL000000022813,薄縣,24.0,220.0,115.5883,34.7094,not_found,False,False,False,False,,0
PL000000022818,己氏,24.0,220.0,115.7481,34.6952,not_found,False,False,False,False,,0
PL000000022826,防東,24.0,220.0,116.1869,34.8501,not_found,False,False,False,False,,0
PL000000022839,單父,24.0,220.0,116.0885,34.797,not_found,False,False,False,False,,0
PL000000022871,成武,24.0,220.0,115.8844,34.9613,not_found,False,False,False,False,,0
PL000000022883,鉅野,24.0,220.0,116.1423,35.4191,not_found,False,False,False,False,,0
PL000000022898,乘氏,24.0,220.0,115.8522,35.284,not_found,False,False,False,False,,0
PL000000022907,昌邑,24.0,220.0,116.1128,35.1447,not_found,False,False,False,False,,0
PL000000022919,廩丘,24.0,220.0,115.7319,35.6878,not_found,False,False,False,False,,0
PL000000022947,鄄城,24.0,220.0,115.5236,35.6783,not_found,False,False,False,False,,0
PL000000022983,定陶,24.0,220.0,115.5676,35.1057,not_found,False,False,False,False,,0
PL000000023115,中牟,24.0,220.0,114.0787,34.7493,not_found,False,False,False,False,,0
PL000000023135,鞏縣,24.0,220.0,112.9151,34.7331,not_found,False,False,False,False,,0
PL000000023149,緱氏,24.0,220.0,112.9048,34.5912,not_found,False,False,False,False,,0
PL000000023176,成皋,24.0,220.0,113.2015,34.8533,not_found,False,False,False,False,,0
PL000000023178,滎陽,24.0,220.0,113.4659,34.853,not_found,False,False,False,False,,0
PL000000023200,京縣,24.0,220.0,113.441,34.6868,not_found,False,False,False,False,,0
PL000000023223,密縣,24.0,220.0,113.5429,34.4541,not_found,False,False,False,False,,0
PL000000023232,苑陵,24.0,220.0,113.881,34.4645,not_found,False,False,False,False,,0
PL000000023244,新鄭,24.0,220.0,113.7282,34.3966,not_found,False,False,False,False,,0
PL000000023281,陽城,24.0,220.0,113.1655,34.4145,not_found,False,False,False,False,,0
PL000000023287,輪氏,24.0,220.0,112.7474,34.4106,not_found,False,False,False,False,,0
PL000000023336,浚儀,24.0,220.0,114.3525,34.7847,not_found,False,False,False,False,,0
PL000000023363,雍丘,24.0,220.0,114.7837,34.5527,not_found,False,False,False,False,,0
PL000000023375,圉縣,24.0,220.0,114.7075,34.324,not_found,False,False,False,False,,0
PL000000023394,尉氏,24.0,220.0,114.1899,34.4127,not_found,False,False,False,False,,0
PL000000023430,小黃,24.0,220.0,114.5305,34.8081,not_found,False,False,False,False,,0
PL000000023448,陳留,24.0,220.0,114.5337,34.6618,not_found,False,False,False,False,,0
PL000000023463,開封,24.0,220.0,114.2854,34.5877,not_found,False,False,False,False,,0
PL000000023477,濟陽,24.0,220.0,114.9677,34.966,not_found,False,False,False,False,,0
PL000000023488,東昏,24.0,220.0,114.8235,34.902,not_found,False,False,False,False,,0
PL000000023620,河南,24.0,220.0,112.3918,34.6646,not_found,False,False,False,False,,0
PL000000023689,河陽,24.0,220.0,112.5997,34.9027,not_found,False,False,False,False,,0
PL000000023694,平陰,24.0,220.0,112.4751,34.8916,not_found,False,False,False,False,,0
PL000000023740,陸渾,24.0,220.0,112.2116,34.2945,not_found,False,False,False,False,,0
PL000000023774,宜陽,24.0,220.0,111.9618,34.5126,not_found,False,False,False,False,,0
PL000000023852,新城,24.0,220.0,112.3761,34.3788,not_found,False,False,False,False,,0
PL000000023879,平縣,24.0,220.0,112.6825,34.8009,not_found,False,False,False,False,,0
PL000000023888,偃師,24.0,220.0,112.8145,34.719,not_found,False,False,False,False,,0
PL000000023929,父城,24.0,220.0,113.2669,33.8199,not_found,False,False,False,False,,0
PL000000023943,昆陽,24.0,220.0,113.3546,33.6225,not_found,False,False,False,False,,0
PL000000023952,葉縣,24.0,220.0,113.2975,33.4949,not_found,False,False,False,False,,0
PL000000023961,舞陽,24.0,220.0,113.4731,33.4693,not_found,False,False,False,False,,0
PL000000023981,魯陽,24.0,220.0,112.911,33.7364,not_found,False,False,False,False,,0
PL000000023983,犨縣,24.0,220.0,113.154,33.6563,not_found,False,False,False,False,,0
PL000000024001,郟縣,24.0,220.0,113.2125,33.9713,not_found,False,False,False,False,,0
PL000000024006,西平,24.0,220.0,113.6643,33.39,not_found,False,False,False,False,,0
PL000000024050,梁縣,24.0,220.0,112.7798,34.1592,not_found,False,False,False,False,,0
PL000000024125,蕩陰,24.0,220.0,114.36200000000001,35.9248,not_found,False,False,False,False,,0
PL000000024146,白馬,24.0,220.0,114.6587,35.5616,not_found,False,False,False,False,,0
PL000000024172,燕縣,24.0,220.0,114.413,35.272,not_found,False,False,False,False,,0
PL000000024184,繁陽,24.0,220.0,114.8613,35.9959,not_found,False,False,False,False,,0
PL000000024186,內黃,24.0,220.0,114.7181,35.9909,not_found,False,False,False,False,,0
PL000000024224,林慮,24.0,220.0,113.8221,36.0681,not_found,False,False,False,False,,0
PL000000024251,黎陽,24.0,220.0,114.5877,35.6643,not_found,False,False,False,False,,0
PL000000024280,朝歌,24.0,220.0,114.2037,35.6057,not_found,False,False,False,False,,0
PL000000024296,獲嘉,24.0,220.0,113.8182,35.2931,not_found,False,False,False,False,,0
