,fuzzy_nm,input_id,input_nm_trad,input_type,input_year_beg,input_year_end,input_dynasty,input_other_id,input_prnt,input_x_coord,input_y_coord,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
24,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
25,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,True,True,False,False,,2
26,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,True,True,False,False,partial_incl_end_of_target,2
27,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,True,True,False,False,partial_incl_start_of_target,2
28,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,True,True,False,False,,2
29,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
30,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
31,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
32,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
33,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
34,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
35,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
36,曲陽,PL000000011237,曲陽,中國-江蘇省-宿遷市-沭陽縣,24.0,220.0,东汉,CN0321322Z12AA,徐州刺史部,118.965,34.0994,found,False,False,False,False,,0
46,武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
47,武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
48,武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
49,武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
50,武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
51,武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,True,True,False,False,,2
52,武邑,PL000000003485,武邑,中國-河北省-衡水市-武邑縣,24.0,220.0,东汉,CN0131122Z13AA,冀州刺史部,115.9003,37.8052,found,False,True,False,False,,1
53,南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
54,南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
55,南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
56,南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,incoming_nested_in_target,2
57,南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
58,南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,True,True,False,False,,2
59,南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,False,False,False,False,,0
60,南宮,PL000000002080,南宮,中國-河北省-邢臺市-南宮市,24.0,220.0,东汉,CN0130581Z06AA,冀州刺史部,115.3501,37.3778,found,False,True,False,False,,1
96,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,,2
97,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,False,False,False,False,,0
98,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,False,False,False,,1
99,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,,2
100,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,CAUTION__ZEROES,2
101,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,,2
102,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,True,False,False,,2
103,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,True,False,False,False,,1
104,饒陽,PL000000003523,饒陽,中國-河北省-衡水市-饒陽縣,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,found,False,True,False,False,,1
110,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,,2
111,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
112,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
113,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,partial_incl_start_of_target,0
114,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,,2
115,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
116,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,,2
117,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
118,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,CAUTION__ZEROES,2
119,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,True,True,False,False,,2
120,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
121,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,True,False,False,,1
122,廣昌,PL000000002290,廣昌,中國-河北省-保定市-淶源縣,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,found,False,False,False,False,,0
132,高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,True,True,False,False,,2
133,高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
134,高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,True,True,False,False,partial_incl_start_of_target,2
135,高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,True,True,False,False,,2
136,高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,False,False,False,False,,0
137,高邑,PL000000000930,高邑,中國-河北省-石家莊市-高邑縣,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,found,False,True,False,False,,1
157,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
158,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
159,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
160,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
161,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
162,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
163,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
164,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
165,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
166,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
167,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
168,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,True,True,False,False,,2
169,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
170,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
171,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,True,False,False,,1
172,唐縣,PL000000002407,唐縣,中國-河北省-保定市-順平縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,found,False,False,False,False,,0
190,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
191,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
192,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
193,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
194,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
195,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
196,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
197,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
198,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,partial_incl_end_of_target,0
199,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
200,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,ERROR__END_BEFORE_BEG,2
201,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,False,False,False,ERROR__END_BEFORE_BEG,1
202,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
203,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,True,False,False,,1
204,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,True,False,False,,1
205,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,False,False,False,,1
206,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,True,False,False,,1
207,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,True,True,False,False,,2
208,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
209,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
210,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
211,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
212,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,False,False,False,,0
213,高陽,PL000000002249,高陽,中國-河北省-保定市-高陽縣,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,found,False,True,False,False,,1
242,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
243,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
244,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
245,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
246,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
247,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
248,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
249,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
250,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
251,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
252,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
253,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
254,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
255,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
256,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
257,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,partial_incl_start_of_target,0
258,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
259,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
260,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
261,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
262,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
263,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
264,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
265,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
266,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
267,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,True,False,False,,1
268,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
269,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
270,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
271,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
272,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,True,False,False,,1
273,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
274,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
275,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
276,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
277,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
278,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
279,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
280,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
281,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
282,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,True,False,False,False,,1
283,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
284,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
285,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
286,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
287,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
288,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
289,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
290,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
291,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
292,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
293,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
294,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
295,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
296,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
297,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
298,新城,PL000000023852,新城,中國-河南省-洛陽市-伊川縣,24.0,220.0,东汉,CN0410329Z22AA,司隸校尉部,112.3761,34.3788,found,False,False,False,False,,0
