fuzzy_nm,tgaz_prnt_py,tgaz_type_py,tgaz_x_coord,tgaz_beg,tgaz_pres_loc,tgaz_prnt_id,tgaz_end,tgaz_type_ch,tgaz_obj_type,tgaz_data_source,tgaz_nm_simp,tgaz_y_coord,tgaz_nm_py,tgaz_prnt_sysid,tgaz_sys_id,tgaz_nm_trad,tgaz_prnt_simp,input_nm_trad,input_dynasty,input_y_coord,input_x_coord,input_year_beg,input_year_end,input_id,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
大陽,,,,,,,,,,,,,,,,,,大陽,东汉,34.8323,111.1728,24.0,220.0,PL000000005118,not_found,False,False,False,False,,0
河北,,,,,,,,,,,,,,,,,,河北,东汉,34.6954,110.6341,24.0,220.0,PL000000005151,not_found,False,False,False,False,,0
蒲坂,,,,,,,,,,,,,,,,,,蒲坂,东汉,34.8656,110.3281,24.0,220.0,PL000000005221,not_found,False,False,False,False,,0
皮氏,,,,,,,,,,,,,,,,,,皮氏,东汉,35.5869,110.70700000000001,24.0,220.0,PL000000005241,not_found,False,False,False,False,,0
陽曲,,,,,,,,,,,,,,,,,,陽曲,东汉,38.4702,112.9759,24.0,220.0,PL000000005307,not_found,False,False,False,False,,0
慮虒,,,,,,,,,,,,,,,,,,慮虒,东汉,38.742,113.265,24.0,220.0,PL000000005431,not_found,False,False,False,False,,0
廣武,,,,,,,,,,,,,,,,,,廣武,东汉,39.009,112.8625,24.0,220.0,PL000000005481,not_found,False,False,False,False,,0
鹵城,,,,,,,,,,,,,,,,,,鹵城,东汉,39.328,113.7535,24.0,220.0,PL000000005510,not_found,False,False,False,False,,0
埒縣,,,,,,,,,,,,,,,,,,埒縣,东汉,39.0975,112.2704,24.0,220.0,PL000000005568,not_found,False,False,False,False,,0
樓煩,,,,,,,,,,,,,,,,,,樓煩,东汉,39.0975,112.2704,24.0,220.0,PL000000005569,not_found,False,False,False,False,,0
武州,,,,,,,,,,,,,,,,,,武州,东汉,39.5517,111.9586,24.0,220.0,PL000000005637,not_found,False,False,False,False,,0
原平,,,,,,,,,,,,,,,,,,原平,东汉,38.7228,112.7567,24.0,220.0,PL000000005666,not_found,False,False,False,False,,0
平陽,,,,,,,,,,,,,,,,,,平陽,东汉,36.0458,111.4192,24.0,220.0,PL000000005696,not_found,False,False,False,False,,0
襄陵,,,,,,,,,,,,,,,,,,襄陵,东汉,35.9998,111.6374,24.0,220.0,PL000000005718,not_found,False,False,False,False,,0
楊縣,,,,,,,,,,,,,,,,,,楊縣,东汉,36.1882,111.7598,24.0,220.0,PL000000005802,not_found,False,False,False,False,,0
陭氏,,,,,,,,,,,,,,,,,,陭氏,东汉,36.1184,112.2164,24.0,220.0,PL000000005824,not_found,False,False,False,False,,0
北屈,,,,,,,,,,,,,,,,,,北屈,东汉,36.1854,110.69,24.0,220.0,PL000000005856,not_found,False,False,False,False,,0
蒲子,,,,,,,,,,,,,,,,,,蒲子,东汉,36.6872,110.94,24.0,220.0,PL000000005924,not_found,False,False,False,False,,0
絳邑,,,,,,,,,,,,,,,,,,絳邑,东汉,35.6264,111.4333,24.0,220.0,PL000000005975,not_found,False,False,False,False,,0
永安,,,,,,,,,,,,,,,,,,永安,东汉,36.5633,111.7374,24.0,220.0,PL000000005993,not_found,False,False,False,False,,0
皋狼,,,,,,,,,,,,,,,,,,皋狼,东汉,37.6198,111.0419,24.0,220.0,PL000000006000,not_found,False,False,False,False,,0
離石,,,,,,,,,,,,,,,,,,離石,东汉,37.5097,111.1446,24.0,220.0,PL000000006021,not_found,False,False,False,False,,0
大陵,,,,,,,,,,,,,,,,,,大陵,东汉,37.4821,112.1011,24.0,220.0,PL000000006034,not_found,False,False,False,False,,0
平陶,,,,,,,,,,,,,,,,,,平陶,东汉,37.3677,111.98299999999999,24.0,220.0,PL000000006044,not_found,False,False,False,False,,0
藺縣,,,,,,,,,,,,,,,,,,藺縣,东汉,37.5237,110.8669,24.0,220.0,PL000000006097,not_found,False,False,False,False,,0
中陽,,,,,,,,,,,,,,,,,,中陽,东汉,37.3391,111.1975,24.0,220.0,PL000000006158,not_found,False,False,False,False,,0
平周,,,,,,,,,,,,,,,,,,平周,东汉,37.0136,111.7183,24.0,220.0,PL000000006193,not_found,False,False,False,False,,0
茲氏,,,,,,,,,,,,,,,,,,茲氏,东汉,37.1957,111.8258,24.0,220.0,PL000000006230,not_found,False,False,False,False,,0
武泉,,,,,,,,,,,,,,,,,,武泉,东汉,40.8879,111.7979,24.0,220.0,PL000000006237,not_found,False,False,False,False,,0
北輿,,,,,,,,,,,,,,,,,,北輿,东汉,40.8009,111.6607,24.0,220.0,PL000000006244,not_found,False,False,False,False,,0
定襄,,,,,,,,,,,,,,,,,,定襄,东汉,40.6788,112.0435,24.0,220.0,PL000000006251,not_found,False,False,False,False,,0
雲中,,,,,,,,,,,,,,,,,,雲中,东汉,40.5357,111.3347,24.0,220.0,PL000000006273,not_found,False,False,False,False,,0
沙陵,,,,,,,,,,,,,,,,,,沙陵,东汉,40.3301,111.1462,24.0,220.0,PL000000006280,not_found,False,False,False,False,,0
成樂,,,,,,,,,,,,,,,,,,成樂,东汉,40.4752,111.7773,24.0,220.0,PL000000006296,not_found,False,False,False,False,,0
武進,,,,,,,,,,,,,,,,,,武進,东汉,40.4668,112.1198,24.0,220.0,PL000000006300,not_found,False,False,False,False,,0
箕陵,,,,,,,,,,,,,,,,,,箕陵,东汉,40.0723,111.4168,24.0,220.0,PL000000006324,not_found,False,False,False,False,,0
武成,,,,,,,,,,,,,,,,,,武成,东汉,39.9378,111.6804,24.0,220.0,PL000000006328,not_found,False,False,False,False,,0
桐過,,,,,,,,,,,,,,,,,,桐過,东汉,39.9196,111.4726,24.0,220.0,PL000000006329,not_found,False,False,False,False,,0
駱縣,,,,,,,,,,,,,,,,,,駱縣,东汉,39.7851,111.5906,24.0,220.0,PL000000006333,not_found,False,False,False,False,,0
九原,,,,,,,,,,,,,,,,,,九原,东汉,40.6337,109.7665,24.0,220.0,PL000000006349,not_found,False,False,False,False,,0
宜梁,,,,,,,,,,,,,,,,,,宜梁,东汉,40.6084,109.4825,24.0,220.0,PL000000006361,not_found,False,False,False,False,,0
臨沃,,,,,,,,,,,,,,,,,,臨沃,东汉,40.5805,109.85,24.0,220.0,PL000000006363,not_found,False,False,False,False,,0
咸陽,,,,,,,,,,,,,,,,,,咸陽,东汉,40.556999999999995,110.6926,24.0,220.0,PL000000006375,not_found,False,False,False,False,,0
河陰,,,,,,,,,,,,,,,,,,河陰,东汉,40.4847,109.6796,24.0,220.0,PL000000006576,not_found,False,False,False,False,,0
曼柏,,,,,,,,,,,,,,,,,,曼柏,东汉,40.023,110.5498,24.0,220.0,PL000000006582,not_found,False,False,False,False,,0
沙南,,,,,,,,,,,,,,,,,,沙南,东汉,40.0446,111.3588,24.0,220.0,PL000000006597,not_found,False,False,False,False,,0
美稷,,,,,,,,,,,,,,,,,,美稷,东汉,39.7664,110.8016,24.0,220.0,PL000000006601,not_found,False,False,False,False,,0
廣衍,,,,,,,,,,,,,,,,,,廣衍,东汉,39.4786,110.5084,24.0,220.0,PL000000006609,not_found,False,False,False,False,,0
楨林,,,,,,,,,,,,,,,,,,楨林,东汉,39.4061,110.583,24.0,220.0,PL000000006612,not_found,False,False,False,False,,0
平定,,,,,,,,,,,,,,,,,,平定,东汉,39.3448,110.6029,24.0,220.0,PL000000006614,not_found,False,False,False,False,,0
朔方,,,,,,,,,,,,,,,,,,朔方,东汉,40.5757,108.7221,24.0,220.0,PL000000006650,not_found,False,False,False,False,,0
大城,,,,,,,,,,,,,,,,,,大城,东汉,39.5725,108.9699,24.0,220.0,PL000000006667,not_found,False,False,False,False,,0
奢延,,,,,,,,,,,,,,,,,,奢延,东汉,37.772,108.6219,24.0,220.0,PL000000006693,not_found,False,False,False,False,,0
沃野,,,,,,,,,,,,,,,,,,沃野,东汉,40.6316,107.1903,24.0,220.0,PL000000006787,not_found,False,False,False,False,,0
三封,,,,,,,,,,,,,,,,,,三封,东汉,40.4141,106.5195,24.0,220.0,PL000000006796,not_found,False,False,False,False,,0
臨戒,,,,,,,,,,,,,,,,,,臨戒,东汉,40.4127,107.0246,24.0,220.0,PL000000006799,not_found,False,False,False,False,,0
廣牧,,,,,,,,,,,,,,,,,,廣牧,东汉,40.8585,108.2328,24.0,220.0,PL000000006814,not_found,False,False,False,False,,0
西安,,,,,,,,,,,,,,,,,,西安陽,东汉,40.6567,109.0372,24.0,220.0,PL000000006821,not_found,False,False,False,False,,0
西安,,,,,,,,,,,,,,,,,,西安平,东汉,40.2123,124.4773,24.0,220.0,PL000000007347,not_found,False,False,False,False,,0
西安,,,,,,,,,,,,,,,,,,西安,东汉,36.9489,118.2043,24.0,220.0,PL000000020650,not_found,False,False,False,False,,0
成宜,,,,,,,,,,,,,,,,,,成宜,东汉,40.6553,109.2684,24.0,220.0,PL000000006823,not_found,False,False,False,False,,0
強陰,,,,,,,,,,,,,,,,,,強陰,东汉,40.5117,112.8198,24.0,220.0,PL000000006887,not_found,False,False,False,False,,0
居延,,,,,,,,,,,,,,,,,,居延,东汉,41.8684,101.1532,24.0,220.0,PL000000007044,not_found,False,False,False,False,,0
候城,,,,,,,,,,,,,,,,,,候城,东汉,41.7399,123.5678,24.0,220.0,PL000000007094,not_found,False,False,False,False,,0
高句,,,,,,,,,,,,,,,,,,高句驪,东汉,41.8097,123.6386,24.0,220.0,PL000000007098,not_found,False,False,False,False,,0
遼陽,,,,,,,,,,,,,,,,,,遼陽,东汉,41.5121,122.8946,24.0,220.0,PL000000007123,not_found,False,False,False,False,,0
望平,,,,,,,,,,,,,,,,,,望平,东汉,41.8221,122.9107,24.0,220.0,PL000000007155,not_found,False,False,False,False,,0
沓氏,,,,,,,,,,,,,,,,,,沓氏,东汉,39.0233,121.7098,24.0,220.0,PL000000007166,not_found,False,False,False,False,,0
險瀆,,,,,,,,,,,,,,,,,,險瀆,东汉,41.3482,122.5378,24.0,220.0,PL000000007241,not_found,False,False,False,False,,0
遼隊,,,,,,,,,,,,,,,,,,遼隊,东汉,41.1425,122.6432,24.0,220.0,PL000000007253,not_found,False,False,False,False,,0
新昌,,,,,,,,,,,,,,,,,,新昌,东汉,40.94,122.8773,24.0,220.0,PL000000007264,not_found,False,False,False,False,,0
安市,,,,,,,,,,,,,,,,,,安市,东汉,40.7783,122.7905,24.0,220.0,PL000000007270,not_found,False,False,False,False,,0
徒河,,,,,,,,,,,,,,,,,,徒河,东汉,41.1117,121.1454,24.0,220.0,PL000000007415,not_found,False,False,False,False,,0
昌黎,,,,,,,,,,,,,,,,,,昌黎,东汉,41.5382,121.2532,24.0,220.0,PL000000007461,not_found,False,False,False,False,,0
陽樂,,,,,,,,,,,,,,,,,,陽樂,东汉,41.5015,120.9486,24.0,220.0,PL000000007467,not_found,False,False,False,False,,0
賓徒,,,,,,,,,,,,,,,,,,賓徒,东汉,41.2481,121.1986,24.0,220.0,PL000000007499,not_found,False,False,False,False,,0
無慮,,,,,,,,,,,,,,,,,,無慮,东汉,41.4869,121.8535,24.0,220.0,PL000000007536,not_found,False,False,False,False,,0
平郭,,,,,,,,,,,,,,,,,,平郭,东汉,40.1881,122.1339,24.0,220.0,PL000000007560,not_found,False,False,False,False,,0
汶縣,,,,,,,,,,,,,,,,,,汶縣,东汉,40.5582,122.6358,24.0,220.0,PL000000007576,not_found,False,False,False,False,,0
襄平,,,,,,,,,,,,,,,,,,襄平,东汉,41.2645,123.1782,24.0,220.0,PL000000007631,not_found,False,False,False,False,,0
高顯,,,,,,,,,,,,,,,,,,高顯,东汉,42.2941,123.8582,24.0,220.0,PL000000007692,not_found,False,False,False,False,,0
江乘,,,,,,,,,,,,,,,,,,江乘,东汉,32.1577,119.0494,24.0,220.0,PL000000009054,not_found,False,False,False,False,,0
湖熟,,,,,,,,,,,,,,,,,,湖熟,东汉,31.889,118.9734,24.0,220.0,PL000000009229,not_found,False,False,False,False,,0
秣陵,,,,,,,,,,,,,,,,,,秣陵,东汉,31.8346,118.8392,24.0,220.0,PL000000009243,not_found,False,False,False,False,,0
丹陽,,,,,,,,,,,,,,,,,,丹陽,东汉,31.6442,118.72200000000001,24.0,220.0,PL000000009254,not_found,False,False,False,False,,0
堂邑,,,,,,,,,,,,,,,,,,堂邑,东汉,32.4318,118.8046,24.0,220.0,PL000000009273,not_found,False,False,False,False,,0
溧陽,,,,,,,,,,,,,,,,,,溧陽,东汉,31.3281,118.9889,24.0,220.0,PL000000009327,not_found,False,False,False,False,,0
無錫,,,,,,,,,,,,,,,,,,無錫,东汉,31.5733,120.3066,24.0,220.0,PL000000009357,not_found,False,False,False,False,,0
陽羨,,,,,,,,,,,,,,,,,,陽羨,东汉,31.3365,119.8011,24.0,220.0,PL000000009480,not_found,False,False,False,False,,0
彭城,,,,,,,,,,,,,,,,,,彭城,东汉,34.2686,117.1969,24.0,220.0,PL000000009527,not_found,False,False,False,False,,0
豐縣,,,,,,,,,,,,,,,,,,豐縣,东汉,34.7027,116.5934,24.0,220.0,PL000000009554,not_found,False,False,False,False,,0
沛縣,,,,,,,,,,,,,,,,,,沛縣,东汉,34.736999999999995,116.9362,24.0,220.0,PL000000009570,not_found,False,False,False,False,,0
廣戚,,,,,,,,,,,,,,,,,,廣戚,东汉,34.7073,117.0564,24.0,220.0,PL000000009580,not_found,False,False,False,False,,0
留縣,,,,,,,,,,,,,,,,,,留縣,东汉,34.596,117.1241,24.0,220.0,PL000000009587,not_found,False,False,False,False,,0
呂縣,,,,,,,,,,,,,,,,,,呂縣,东汉,34.1738,117.4589,24.0,220.0,PL000000009610,not_found,False,False,False,False,,0
下邳,,,,,,,,,,,,,,,,,,下邳,东汉,34.1225,117.912,24.0,220.0,PL000000009636,not_found,False,False,False,False,,0
良成,,,,,,,,,,,,,,,,,,良成,东汉,34.3009,118.0516,24.0,220.0,PL000000009666,not_found,False,False,False,False,,0
司吾,,,,,,,,,,,,,,,,,,司吾,东汉,34.1922,118.3539,24.0,220.0,PL000000009670,not_found,False,False,False,False,,0
武原,,,,,,,,,,,,,,,,,,武原,东汉,34.479,117.8373,24.0,220.0,PL000000009684,not_found,False,False,False,False,,0
毗陵,,,,,,,,,,,,,,,,,,毗陵,东汉,31.7815,119.9613,24.0,220.0,PL000000009744,not_found,False,False,False,False,,0
吳縣,,,,,,,,,,,,,,,,,,吳縣,东汉,31.3114,120.6276,24.0,220.0,PL000000009999,not_found,False,False,False,False,,0
婁縣,,,,,,,,,,,,,,,,,,婁縣,东汉,31.428,120.9896,24.0,220.0,PL000000010189,not_found,False,False,False,False,,0
朐縣,,,,,,,,,,,,,,,,,,朐縣,东汉,34.5512,119.1391,24.0,220.0,PL000000010418,not_found,False,False,False,False,,0
贛榆,,,,,,,,,,,,,,,,,,贛榆,东汉,34.9878,119.1849,24.0,220.0,PL000000010428,not_found,False,False,False,False,,0
祝其,,,,,,,,,,,,,,,,,,祝其,东汉,34.9382,118.8817,24.0,220.0,PL000000010432,not_found,False,False,False,False,,0
利城,,,,,,,,,,,,,,,,,,利城,东汉,34.857,118.8074,24.0,220.0,PL000000010448,not_found,False,False,False,False,,0
厚丘,,,,,,,,,,,,,,,,,,厚丘,东汉,34.3445,118.7749,24.0,220.0,PL000000010462,not_found,False,False,False,False,,0
海西,,,,,,,,,,,,,,,,,,海西,东汉,34.0573,119.4011,24.0,220.0,PL000000010480,not_found,False,False,False,False,,0
淮陰,,,,,,,,,,,,,,,,,,淮陰,东汉,33.5457,118.959,24.0,220.0,PL000000010538,not_found,False,False,False,False,,0
淮浦,,,,,,,,,,,,,,,,,,淮浦,东汉,33.7643,119.2331,24.0,220.0,PL000000010593,not_found,False,False,False,False,,0
盱台,,,,,,,,,,,,,,,,,,盱台,东汉,33.1077,118.5574,24.0,220.0,PL000000010606,not_found,False,False,False,False,,0
東陽,,,,,,,,,,,,,,,,,,東陽,东汉,32.9633,118.8284,24.0,220.0,PL000000010642,not_found,False,False,False,False,,0
平安,,,,,,,,,,,,,,,,,,平安,东汉,33.1376,119.2916,24.0,220.0,PL000000010659,not_found,False,False,False,False,,0
鹽瀆,,,,,,,,,,,,,,,,,,鹽瀆,东汉,33.3839,120.1429,24.0,220.0,PL000000010678,not_found,False,False,False,False,,0
廣陵,,,,,,,,,,,,,,,,,,廣陵,东汉,32.4474,119.4051,24.0,220.0,PL000000010836,not_found,False,False,False,False,,0
射陽,,,,,,,,,,,,,,,,,,射陽,东汉,33.3137,119.6109,24.0,220.0,PL000000010851,not_found,False,False,False,False,,0
輿國,,,,,,,,,,,,,,,,,,輿國,东汉,32.3658,119.1806,24.0,220.0,PL000000010878,not_found,False,False,False,False,,0
江都,,,,,,,,,,,,,,,,,,江都,东汉,32.2482,119.3335,24.0,220.0,PL000000010892,not_found,False,False,False,False,,0
高郵,,,,,,,,,,,,,,,,,,高郵,东汉,32.7895,119.4464,24.0,220.0,PL000000010930,not_found,False,False,False,False,,0
丹徒,,,,,,,,,,,,,,,,,,丹徒,东汉,32.1684,119.5446,24.0,220.0,PL000000010991,not_found,False,False,False,False,,0
曲阿,,,,,,,,,,,,,,,,,,曲阿,东汉,31.9945,119.5789,24.0,220.0,PL000000011050,not_found,False,False,False,False,,0
句容,,,,,,,,,,,,,,,,,,句容,东汉,31.9453,119.1717,24.0,220.0,PL000000011100,not_found,False,False,False,False,,0
海陵,,,,,,,,,,,,,,,,,,海陵,东汉,32.4946,119.9203,24.0,220.0,PL000000011132,not_found,False,False,False,False,,0
下相,,,,,,,,,,,,,,,,,,下相,东汉,33.9425,118.2599,24.0,220.0,PL000000011204,not_found,False,False,False,False,,0
曲陽,,,,,,,,,,,,,,,,,,曲陽,东汉,34.0994,118.965,24.0,220.0,PL000000011237,not_found,False,False,False,False,,0
淩縣,,,,,,,,,,,,,,,,,,淩縣,东汉,33.7582,118.633,24.0,220.0,PL000000011256,not_found,False,False,False,False,,0
徐縣,,,,,,,,,,,,,,,,,,徐縣,东汉,33.3235,118.2595,24.0,220.0,PL000000011281,not_found,False,False,False,False,,0
睢陵,,,,,,,,,,,,,,,,,,睢陵,东汉,33.2462,118.4517,24.0,220.0,PL000000011289,not_found,False,False,False,False,,0
錢唐,,,,,,,,,,,,,,,,,,錢唐,东汉,30.239,120.1073,24.0,220.0,PL000000011689,not_found,False,False,False,False,,0
餘暨,,,,,,,,,,,,,,,,,,餘暨,东汉,30.1601,120.2678,24.0,220.0,PL000000011740,not_found,False,False,False,False,,0
餘杭,,,,,,,,,,,,,,,,,,餘杭,东汉,30.2657,119.9398,24.0,220.0,PL000000011886,not_found,False,False,False,False,,0
富春,,,,,,,,,,,,,,,,,,富春,东汉,30.0773,119.9559,24.0,220.0,PL000000012052,not_found,False,False,False,False,,0
於潛,,,,,,,,,,,,,,,,,,於潛,东汉,30.2038,119.4185,24.0,220.0,PL000000012123,not_found,False,False,False,False,,0
鄮縣,,,,,,,,,,,,,,,,,,鄮縣,东汉,29.8826,121.6634,24.0,220.0,PL000000012337,not_found,False,False,False,False,,0
餘姚,,,,,,,,,,,,,,,,,,餘姚,东汉,30.0477,121.1616,24.0,220.0,PL000000012423,not_found,False,False,False,False,,0
句章,,,,,,,,,,,,,,,,,,句章,东汉,29.9345,121.3604,24.0,220.0,PL000000012428,not_found,False,False,False,False,,0
鄞縣,,,,,,,,,,,,,,,,,,鄞縣,东汉,29.649,121.5464,24.0,220.0,PL000000012482,not_found,False,False,False,False,,0
永寧,,,,,,,,,,,,,,,,,,永寧,东汉,28.0169,120.6619,24.0,220.0,PL000000012525,not_found,False,False,False,False,,0
由拳,,,,,,,,,,,,,,,,,,由拳,东汉,30.7178,120.7686,24.0,220.0,PL000000012754,not_found,False,False,False,False,,0
海鹽,,,,,,,,,,,,,,,,,,海鹽,东汉,30.6996,121.0646,24.0,220.0,PL000000012888,not_found,False,False,False,False,,0
烏程,,,,,,,,,,,,,,,,,,烏程,东汉,30.7717,120.0801,24.0,220.0,PL000000013022,not_found,False,False,False,False,,0
故鄣,,,,,,,,,,,,,,,,,,故鄣,东汉,30.75,119.6537,24.0,220.0,PL000000013129,not_found,False,False,False,False,,0
山陰,,,,,,,,,,,,,,,,,,山陰,东汉,30.0031,120.5871,24.0,220.0,PL000000013247,not_found,False,False,False,False,,0
諸暨,,,,,,,,,,,,,,,,,,諸暨,东汉,29.7118,120.2365,24.0,220.0,PL000000013382,not_found,False,False,False,False,,0
上虞,,,,,,,,,,,,,,,,,,上虞,东汉,30.0159,120.8856,24.0,220.0,PL000000013419,not_found,False,False,False,False,,0
剡縣,,,,,,,,,,,,,,,,,,剡縣,东汉,29.5714,120.73299999999999,24.0,220.0,PL000000013479,not_found,False,False,False,False,,0
烏傷,,,,,,,,,,,,,,,,,,烏傷,东汉,29.2987,120.0804,24.0,220.0,PL000000013599,not_found,False,False,False,False,,0
大末,,,,,,,,,,,,,,,,,,大末,东汉,29.0341,119.1924,24.0,220.0,PL000000013718,not_found,False,False,False,False,,0
章安,,,,,,,,,,,,,,,,,,章安,东汉,28.7073,121.4205,24.0,220.0,PL000000014324,not_found,False,False,False,False,,0
合肥,,,,,,,,,,,,,,,,,,合肥,东汉,31.8633,117.2854,24.0,220.0,PL000000015073,not_found,False,False,False,False,,0
浚遒,,,,,,,,,,,,,,,,,,浚遒,东汉,31.9035,117.5635,24.0,220.0,PL000000015095,not_found,False,False,False,False,,0
蕪湖,,,,,,,,,,,,,,,,,,蕪湖,东汉,31.3296,118.5294,24.0,220.0,PL000000015135,not_found,False,False,False,False,,0
龍亢,,,,,,,,,,,,,,,,,,龍亢,东汉,33.1513,116.9057,24.0,220.0,PL000000015194,not_found,False,False,False,False,,0
向縣,,,,,,,,,,,,,,,,,,向縣,东汉,33.1171,117.0861,24.0,220.0,PL000000015201,not_found,False,False,False,False,,0
義成,,,,,,,,,,,,,,,,,,義成,东汉,32.9995,117.2366,24.0,220.0,PL000000015206,not_found,False,False,False,False,,0
平阿,,,,,,,,,,,,,,,,,,平阿,东汉,32.9017,116.96,24.0,220.0,PL000000015215,not_found,False,False,False,False,,0
當塗,,,,,,,,,,,,,,,,,,當塗,东汉,32.861,117.2338,24.0,220.0,PL000000015218,not_found,False,False,False,False,,0
虹縣,,,,,,,,,,,,,,,,,,虹縣,东汉,33.2128,117.7333,24.0,220.0,PL000000015228,not_found,False,False,False,False,,0
洨縣,,,,,,,,,,,,,,,,,,洨縣,东汉,33.3081,117.5656,24.0,220.0,PL000000015243,not_found,False,False,False,False,,0
西曲,,,,,,,,,,,,,,,,,,西曲陽,东汉,32.646,117.135,24.0,220.0,PL000000015258,not_found,False,False,False,False,,0
下蔡,,,,,,,,,,,,,,,,,,下蔡,东汉,32.7145,116.7394,24.0,220.0,PL000000015270,not_found,False,False,False,False,,0
石城,,,,,,,,,,,,,,,,,,石城,东汉,31.6693,118.5928,24.0,220.0,PL000000015291,not_found,False,False,False,False,,0
相縣,,,,,,,,,,,,,,,,,,相縣,东汉,33.9961,116.6625,24.0,220.0,PL000000015349,not_found,False,False,False,False,,0
皖縣,,,,,,,,,,,,,,,,,,皖縣,东汉,30.6293,116.57600000000001,24.0,220.0,PL000000015487,not_found,False,False,False,False,,0
居巢,,,,,,,,,,,,,,,,,,居巢,东汉,30.8071,116.9633,24.0,220.0,PL000000015596,not_found,False,False,False,False,,0
陵陽,,,,,,,,,,,,,,,,,,陵陽,东汉,30.3361,117.99600000000001,24.0,220.0,PL000000015612,not_found,False,False,False,False,,0
歙縣,,,,,,,,,,,,,,,,,,歙縣,东汉,29.8645,118.4427,24.0,220.0,PL000000015660,not_found,False,False,False,False,,0
黟縣,,,,,,,,,,,,,,,,,,黟縣,东汉,29.9398,117.9772,24.0,220.0,PL000000015686,not_found,False,False,False,False,,0
全椒,,,,,,,,,,,,,,,,,,全椒,东汉,32.0972,118.2734,24.0,220.0,PL000000015757,not_found,False,False,False,False,,0
阜陵,,,,,,,,,,,,,,,,,,阜陵,东汉,32.0389,118.31,24.0,220.0,PL000000015761,not_found,False,False,False,False,,0
陰陵,,,,,,,,,,,,,,,,,,陰陵,东汉,32.6539,117.4372,24.0,220.0,PL000000015771,not_found,False,False,False,False,,0
東城,,,,,,,,,,,,,,,,,,東城,东汉,32.4553,117.8893,24.0,220.0,PL000000015793,not_found,False,False,False,False,,0
鍾離,,,,,,,,,,,,,,,,,,鍾離,东汉,32.8963,117.6722,24.0,220.0,PL000000015811,not_found,False,False,False,False,,0
淮陵,,,,,,,,,,,,,,,,,,淮陵,东汉,33.0564,118.1501,24.0,220.0,PL000000015862,not_found,False,False,False,False,,0
汝陰,,,,,,,,,,,,,,,,,,汝陰,东汉,32.9021,115.818,24.0,220.0,PL000000015897,not_found,False,False,False,False,,0
細陽,,,,,,,,,,,,,,,,,,細陽,东汉,33.1061,115.8167,24.0,220.0,PL000000015901,not_found,False,False,False,False,,0
鮦陽,,,,,,,,,,,,,,,,,,鮦陽,东汉,33.0987,114.9929,24.0,220.0,PL000000015905,not_found,False,False,False,False,,0
固始,,,,,,,,,,,,,,,,,,固始,东汉,33.0704,115.2651,24.0,220.0,PL000000015921,not_found,False,False,False,False,,0
宋國,,,,,,,,,,,,,,,,,,宋國,东汉,33.4197,115.5891,24.0,220.0,PL000000015933,not_found,False,False,False,False,,0
原鹿,,,,,,,,,,,,,,,,,,原鹿,东汉,32.5739,115.5795,24.0,220.0,PL000000015950,not_found,False,False,False,False,,0
富波,,,,,,,,,,,,,,,,,,富波,东汉,32.5543,115.7727,24.0,220.0,PL000000015952,not_found,False,False,False,False,,0
慎縣,,,,,,,,,,,,,,,,,,慎縣,东汉,32.798,116.2163,24.0,220.0,PL000000015955,not_found,False,False,False,False,,0
新陽,,,,,,,,,,,,,,,,,,新陽,东汉,33.4339,115.3877,24.0,220.0,PL000000015976,not_found,False,False,False,False,,0
蘄縣,,,,,,,,,,,,,,,,,,蘄縣,东汉,33.4553,117.0432,24.0,220.0,PL000000015991,not_found,False,False,False,False,,0
符離,,,,,,,,,,,,,,,,,,符離,东汉,33.6961,117.1255,24.0,220.0,PL000000015996,not_found,False,False,False,False,,0
竹邑,,,,,,,,,,,,,,,,,,竹邑,东汉,33.7347,116.9795,24.0,220.0,PL000000016014,not_found,False,False,False,False,,0
菑丘,,,,,,,,,,,,,,,,,,菑丘,东汉,33.8738,117.0442,24.0,220.0,PL000000016026,not_found,False,False,False,False,,0
下邑,,,,,,,,,,,,,,,,,,下邑,东汉,34.4269,116.3494,24.0,220.0,PL000000016040,not_found,False,False,False,False,,0
杼秋,,,,,,,,,,,,,,,,,,杼秋,东汉,34.3734,116.6729,24.0,220.0,PL000000016046,not_found,False,False,False,False,,0
蕭縣,,,,,,,,,,,,,,,,,,蕭縣,东汉,34.2356,116.9131,24.0,220.0,PL000000016056,not_found,False,False,False,False,,0
梧縣,,,,,,,,,,,,,,,,,,梧縣,东汉,34.0097,116.9751,24.0,220.0,PL000000016069,not_found,False,False,False,False,,0
取慮,,,,,,,,,,,,,,,,,,取慮,东汉,33.833,117.7337,24.0,220.0,PL000000016074,not_found,False,False,False,False,,0
僮國,,,,,,,,,,,,,,,,,,僮國,东汉,33.7028,118.0478,24.0,220.0,PL000000016082,not_found,False,False,False,False,,0
夏丘,,,,,,,,,,,,,,,,,,夏丘,东汉,33.4773,117.88799999999999,24.0,220.0,PL000000016100,not_found,False,False,False,False,,0
舒縣,,,,,,,,,,,,,,,,,,舒縣,东汉,31.1605,117.2048,24.0,220.0,PL000000016148,not_found,False,False,False,False,,0
襄安,,,,,,,,,,,,,,,,,,襄安,东汉,31.1985,117.7888,24.0,220.0,PL000000016184,not_found,False,False,False,False,,0
