fuzzy_nm,tgaz_prnt_py,tgaz_type_py,tgaz_x_coord,tgaz_beg,tgaz_pres_loc,tgaz_prnt_id,tgaz_end,tgaz_type_ch,tgaz_obj_type,tgaz_data_source,tgaz_nm_simp,tgaz_y_coord,tgaz_nm_py,tgaz_prnt_sysid,tgaz_sys_id,tgaz_nm_trad,tgaz_prnt_simp,input_nm_trad,input_dynasty,input_y_coord,input_x_coord,input_year_beg,input_year_end,input_id,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
臨湖,,,,,,,,,,,,,,,,,,臨湖,东汉,31.139,117.6618,24.0,220.0,PL000000016189,not_found,False,False,False,False,,0
歷陽,,,,,,,,,,,,,,,,,,歷陽,东汉,31.713,118.3701,24.0,220.0,PL000000016272,not_found,False,False,False,False,,0
六安,,,,,,,,,,,,,,,,,,六安,东汉,31.8077,116.5382,24.0,220.0,PL000000016312,not_found,False,False,False,False,,0
壽春,,,,,,,,,,,,,,,,,,壽春,东汉,32.5747,116.7861,24.0,220.0,PL000000016354,not_found,False,False,False,False,,0
成德,,,,,,,,,,,,,,,,,,成德,东汉,32.1651,116.8525,24.0,220.0,PL000000016383,not_found,False,False,False,False,,0
陽泉,,,,,,,,,,,,,,,,,,陽泉,东汉,32.4971,115.9101,24.0,220.0,PL000000016395,not_found,False,False,False,False,,0
安風,,,,,,,,,,,,,,,,,,安風,东汉,32.2518,116.2315,24.0,220.0,PL000000016415,not_found,False,False,False,False,,0
龍舒,,,,,,,,,,,,,,,,,,龍舒,东汉,31.183000000000003,116.527,24.0,220.0,PL000000016449,not_found,False,False,False,False,,0
灊縣,,,,,,,,,,,,,,,,,,灊縣,东汉,31.5147,116.4234,24.0,220.0,PL000000016466,not_found,False,False,False,False,,0
譙縣,,,,,,,,,,,,,,,,,,譙縣,东汉,33.8784,115.78,24.0,220.0,PL000000016505,not_found,False,False,False,False,,0
城父,,,,,,,,,,,,,,,,,,城父,东汉,33.6556,115.9805,24.0,220.0,PL000000016516,not_found,False,False,False,False,,0
思善,,,,,,,,,,,,,,,,,,思善,东汉,33.5333,115.7777,24.0,220.0,PL000000016525,not_found,False,False,False,False,,0
鄲縣,,,,,,,,,,,,,,,,,,鄲縣,东汉,33.7513,116.335,24.0,220.0,PL000000016530,not_found,False,False,False,False,,0
山桑,,,,,,,,,,,,,,,,,,山桑,东汉,33.4481,116.5667,24.0,220.0,PL000000016546,not_found,False,False,False,False,,0
宛陵,,,,,,,,,,,,,,,,,,宛陵,东汉,30.9457,118.7514,24.0,220.0,PL000000016968,not_found,False,False,False,False,,0
涇縣,,,,,,,,,,,,,,,,,,涇縣,东汉,30.7145,118.3675,24.0,220.0,PL000000017030,not_found,False,False,False,False,,0
東冶,,,,,,,,,,,,,,,,,,東冶,东汉,26.0546,119.3277,24.0,220.0,PL000000017133,not_found,False,False,False,False,,0
南昌,,,,,,,,,,,,,,,,,,南昌,东汉,28.6738,115.9064,24.0,220.0,PL000000018614,not_found,False,False,False,False,,0
柴桑,,,,,,,,,,,,,,,,,,柴桑,东汉,29.6749,115.8973,24.0,220.0,PL000000018865,not_found,False,False,False,False,,0
艾縣,,,,,,,,,,,,,,,,,,艾縣,东汉,29.0301,114.2927,24.0,220.0,PL000000018904,not_found,False,False,False,False,,0
海昏,,,,,,,,,,,,,,,,,,海昏,东汉,29.0885,115.7866,24.0,220.0,PL000000018933,not_found,False,False,False,False,,0
歷陵,,,,,,,,,,,,,,,,,,歷陵,东汉,29.3241,115.8003,24.0,220.0,PL000000018956,not_found,False,False,False,False,,0
鄡陽,,,,,,,,,,,,,,,,,,鄡陽,东汉,29.1023,116.3547,24.0,220.0,PL000000019007,not_found,False,False,False,False,,0
彭澤,,,,,,,,,,,,,,,,,,彭澤,东汉,29.7071,116.3607,24.0,220.0,PL000000019019,not_found,False,False,False,False,,0
贛縣,,,,,,,,,,,,,,,,,,贛縣,东汉,25.8434,114.836,24.0,220.0,PL000000019123,not_found,False,False,False,False,,0
雩都,,,,,,,,,,,,,,,,,,雩都,东汉,26.0116,115.4156,24.0,220.0,PL000000019263,not_found,False,False,False,False,,0
南野,,,,,,,,,,,,,,,,,,南野,东汉,25.5503,114.7196,24.0,220.0,PL000000019355,not_found,False,False,False,False,,0
平都,,,,,,,,,,,,,,,,,,平都,东汉,27.2663,114.7395,24.0,220.0,PL000000019393,not_found,False,False,False,False,,0
平都,,,,,,,,,,,,,,,,,,平都,东汉,29.8869,107.7231,24.0,220.0,PL000000034351,not_found,False,False,False,False,,0
石陽,,,,,,,,,,,,,,,,,,石陽,东汉,27.3427,115.1829,24.0,220.0,PL000000019415,not_found,False,False,False,False,,0
廬陵,,,,,,,,,,,,,,,,,,廬陵,东汉,26.9063,114.8083,24.0,220.0,PL000000019482,not_found,False,False,False,False,,0
安城,,,,,,,,,,,,,,,,,,安城,东汉,27.4238,114.3232,24.0,220.0,PL000000019542,not_found,False,False,False,False,,0
安城,,,,,,,,,,,,,,,,,,安城,东汉,32.7694,114.54,24.0,220.0,PL000000026223,not_found,False,False,False,False,,0
宜春,,,,,,,,,,,,,,,,,,宜春,东汉,27.7932,114.3844,24.0,220.0,PL000000019615,not_found,False,False,False,False,,0
建昌,,,,,,,,,,,,,,,,,,建昌,东汉,28.614,114.8387,24.0,220.0,PL000000019646,not_found,False,False,False,False,,0
新淦,,,,,,,,,,,,,,,,,,新淦,东汉,28.0633,115.5482,24.0,220.0,PL000000019752,not_found,False,False,False,False,,0
建城,,,,,,,,,,,,,,,,,,建城,东汉,28.4245,115.3809,24.0,220.0,PL000000019795,not_found,False,False,False,False,,0
臨汝,,,,,,,,,,,,,,,,,,臨汝,东汉,27.9544,116.2868,24.0,220.0,PL000000019854,not_found,False,False,False,False,,0
南城,,,,,,,,,,,,,,,,,,南城,东汉,27.4259,116.7464,24.0,220.0,PL000000019878,not_found,False,False,False,False,,0
南城,,,,,,,,,,,,,,,,,,南城,东汉,35.1637,117.6475,24.0,220.0,PL000000022073,not_found,False,False,False,False,,0
餘汗,,,,,,,,,,,,,,,,,,餘汗,东汉,28.6904,116.6906,24.0,220.0,PL000000020120,not_found,False,False,False,False,,0
鄱陽,,,,,,,,,,,,,,,,,,鄱陽,东汉,29.0868,116.8631,24.0,220.0,PL000000020158,not_found,False,False,False,False,,0
歷城,,,,,,,,,,,,,,,,,,歷城,东汉,36.6492,117.01100000000001,24.0,220.0,PL000000020260,not_found,False,False,False,False,,0
祝阿,,,,,,,,,,,,,,,,,,祝阿,东汉,36.6584,116.8384,24.0,220.0,PL000000020271,not_found,False,False,False,False,,0
臺縣,,,,,,,,,,,,,,,,,,臺縣,东汉,36.8494,117.3212,24.0,220.0,PL000000020279,not_found,False,False,False,False,,0
茌縣,,,,,,,,,,,,,,,,,,茌縣,东汉,36.469,116.9186,24.0,220.0,PL000000020306,not_found,False,False,False,False,,0
盧縣,,,,,,,,,,,,,,,,,,盧縣,东汉,36.3999,116.7665,24.0,220.0,PL000000020317,not_found,False,False,False,False,,0
穀城,,,,,,,,,,,,,,,,,,穀城,东汉,36.1777,116.2871,24.0,220.0,PL000000020352,not_found,False,False,False,False,,0
穀城,,,,,,,,,,,,,,,,,,穀城,东汉,34.696,112.3673,24.0,220.0,PL000000023587,not_found,False,False,False,False,,0
著縣,,,,,,,,,,,,,,,,,,著縣,东汉,36.9938,117.07799999999999,24.0,220.0,PL000000020366,not_found,False,False,False,False,,0
漯陰,,,,,,,,,,,,,,,,,,漯陰,东汉,36.9527,116.9323,24.0,220.0,PL000000020377,not_found,False,False,False,False,,0
西平,,,,,,,,,,,,,,,,,,西平昌,东汉,37.3785,117.0406,24.0,220.0,PL000000020394,not_found,False,False,False,False,,0
西平,,,,,,,,,,,,,,,,,,西平,东汉,33.39,113.6643,24.0,220.0,PL000000024006,not_found,False,False,False,False,,0
菅縣,,,,,,,,,,,,,,,,,,菅縣,东汉,36.9956,117.3515,24.0,220.0,PL000000020409,not_found,False,False,False,False,,0
土鼓,,,,,,,,,,,,,,,,,,土鼓,东汉,36.736999999999995,117.5599,24.0,220.0,PL000000020440,not_found,False,False,False,False,,0
不其,,,,,,,,,,,,,,,,,,不其,东汉,36.2967,120.4081,24.0,220.0,PL000000020464,not_found,False,False,False,False,,0
狀武,,,,,,,,,,,,,,,,,,狀武,东汉,36.4189,120.1879,24.0,220.0,PL000000020500,not_found,False,False,False,False,,0
盧鄉,,,,,,,,,,,,,,,,,,盧鄉,东汉,36.9784,119.8763,24.0,220.0,PL000000020516,not_found,False,False,False,False,,0
膠東,,,,,,,,,,,,,,,,,,膠東,东汉,36.7871,119.9578,24.0,220.0,PL000000020532,not_found,False,False,False,False,,0
即墨,,,,,,,,,,,,,,,,,,即墨,东汉,36.7129,120.2326,24.0,220.0,PL000000020537,not_found,False,False,False,False,,0
琅邪,,,,,,,,,,,,,,,,,,琅邪,东汉,35.6511,119.9078,24.0,220.0,PL000000020561,not_found,False,False,False,False,,0
般陽,,,,,,,,,,,,,,,,,,般陽,东汉,36.6575,117.9582,24.0,220.0,PL000000020581,not_found,False,False,False,False,,0
萊蕪,,,,,,,,,,,,,,,,,,萊蕪,东汉,36.4669,118.0934,24.0,220.0,PL000000020585,not_found,False,False,False,False,,0
昌國,,,,,,,,,,,,,,,,,,昌國,东汉,36.7754,118.0713,24.0,220.0,PL000000020603,not_found,False,False,False,False,,0
臨菑,,,,,,,,,,,,,,,,,,臨菑,东汉,36.887,118.3548,24.0,220.0,PL000000020633,not_found,False,False,False,False,,0
千乘,,,,,,,,,,,,,,,,,,千乘,东汉,37.2204,117.9366,24.0,220.0,PL000000020666,not_found,False,False,False,False,,0
臨濟,,,,,,,,,,,,,,,,,,臨濟,东汉,37.1315,117.9227,24.0,220.0,PL000000020677,not_found,False,False,False,False,,0
氶縣,,,,,,,,,,,,,,,,,,氶縣,东汉,34.7615,117.6111,24.0,220.0,PL000000020716,not_found,False,False,False,False,,0
陰平,,,,,,,,,,,,,,,,,,陰平,东汉,34.6748,117.48899999999999,24.0,220.0,PL000000020718,not_found,False,False,False,False,,0
陰平,,,,,,,,,,,,,,,,,,陰平道,东汉,32.9368,104.6747,24.0,220.0,PL000000046363,not_found,False,False,False,False,,0
傅陽,,,,,,,,,,,,,,,,,,傅陽,东汉,34.5862,117.594,24.0,220.0,PL000000020730,not_found,False,False,False,False,,0
合鄉,,,,,,,,,,,,,,,,,,合鄉,东汉,35.1465,117.3317,24.0,220.0,PL000000020739,not_found,False,False,False,False,,0
蕃縣,,,,,,,,,,,,,,,,,,蕃縣,东汉,35.0851,117.1675,24.0,220.0,PL000000020760,not_found,False,False,False,False,,0
公丘,,,,,,,,,,,,,,,,,,公丘,东汉,35.0668,117.0947,24.0,220.0,PL000000020765,not_found,False,False,False,False,,0
昌慮,,,,,,,,,,,,,,,,,,昌慮,东汉,34.9454,117.3509,24.0,220.0,PL000000020775,not_found,False,False,False,False,,0
薛縣,,,,,,,,,,,,,,,,,,薛縣,东汉,34.8878,117.1983,24.0,220.0,PL000000020779,not_found,False,False,False,False,,0
蓼城,,,,,,,,,,,,,,,,,,蓼城,东汉,37.4041,118.212,24.0,220.0,PL000000020807,not_found,False,False,False,False,,0
牟平,,,,,,,,,,,,,,,,,,牟平,东汉,37.5735,121.1203,24.0,220.0,PL000000020841,not_found,False,False,False,False,,0
東牟,,,,,,,,,,,,,,,,,,東牟,东汉,37.3753,121.5973,24.0,220.0,PL000000020859,not_found,False,False,False,False,,0
黃縣,,,,,,,,,,,,,,,,,,黃縣,东汉,37.6388,120.67200000000001,24.0,220.0,PL000000020876,not_found,False,False,False,False,,0
惤國,,,,,,,,,,,,,,,,,,惤國,东汉,37.5633,120.436,24.0,220.0,PL000000020881,not_found,False,False,False,False,,0
長廣,,,,,,,,,,,,,,,,,,長廣,东汉,36.9626,120.9137,24.0,220.0,PL000000020893,not_found,False,False,False,False,,0
挺縣,,,,,,,,,,,,,,,,,,挺縣,东汉,36.9411,120.7157,24.0,220.0,PL000000020897,not_found,False,False,False,False,,0
曲城,,,,,,,,,,,,,,,,,,曲城,东汉,37.4116,120.1564,24.0,220.0,PL000000020910,not_found,False,False,False,False,,0
掖國,,,,,,,,,,,,,,,,,,掖國,东汉,37.1743,119.9476,24.0,220.0,PL000000020936,not_found,False,False,False,False,,0
當利,,,,,,,,,,,,,,,,,,當利,东汉,37.0503,119.8389,24.0,220.0,PL000000020941,not_found,False,False,False,False,,0
觀陽,,,,,,,,,,,,,,,,,,觀陽,东汉,37.0067,121.0339,24.0,220.0,PL000000020992,not_found,False,False,False,False,,0
平壽,,,,,,,,,,,,,,,,,,平壽,东汉,36.6029,119.0253,24.0,220.0,PL000000021007,not_found,False,False,False,False,,0
臨朐,,,,,,,,,,,,,,,,,,臨朐,东汉,36.5102,118.5523,24.0,220.0,PL000000021043,not_found,False,False,False,False,,0
朱虛,,,,,,,,,,,,,,,,,,朱虛,东汉,36.4137,118.8056,24.0,220.0,PL000000021052,not_found,False,False,False,False,,0
劇縣,,,,,,,,,,,,,,,,,,劇縣,东汉,36.7149,118.7887,24.0,220.0,PL000000021069,not_found,False,False,False,False,,0
營陵,,,,,,,,,,,,,,,,,,營陵,东汉,36.5393,119.05,24.0,220.0,PL000000021082,not_found,False,False,False,False,,0
廣縣,,,,,,,,,,,,,,,,,,廣縣,东汉,36.6764,118.4683,24.0,220.0,PL000000021119,not_found,False,False,False,False,,0
平昌,,,,,,,,,,,,,,,,,,平昌,东汉,36.2059,119.3297,24.0,220.0,PL000000021125,not_found,False,False,False,False,,0
諸縣,,,,,,,,,,,,,,,,,,諸縣,东汉,35.9301,119.2655,24.0,220.0,PL000000021158,not_found,False,False,False,False,,0
壽光,,,,,,,,,,,,,,,,,,壽光,东汉,36.9335,118.8695,24.0,220.0,PL000000021177,not_found,False,False,False,False,,0
益國,,,,,,,,,,,,,,,,,,益國,东汉,36.8444,118.7756,24.0,220.0,PL000000021193,not_found,False,False,False,False,,0
淳于,,,,,,,,,,,,,,,,,,淳于,东汉,36.5308,119.3137,24.0,220.0,PL000000021219,not_found,False,False,False,False,,0
安丘,,,,,,,,,,,,,,,,,,安丘,东汉,36.384,119.1405,24.0,220.0,PL000000021232,not_found,False,False,False,False,,0
昌安,,,,,,,,,,,,,,,,,,昌安,东汉,36.374,119.3384,24.0,220.0,PL000000021236,not_found,False,False,False,False,,0
姑幕,,,,,,,,,,,,,,,,,,姑幕,东汉,36.2272,119.3163,24.0,220.0,PL000000021253,not_found,False,False,False,False,,0
夷安,,,,,,,,,,,,,,,,,,夷安,东汉,36.3842,119.762,24.0,220.0,PL000000021271,not_found,False,False,False,False,,0
高密,,,,,,,,,,,,,,,,,,高密,东汉,36.3319,119.5329,24.0,220.0,PL000000021277,not_found,False,False,False,False,,0
黔陬,,,,,,,,,,,,,,,,,,黔陬,东汉,36.1736,119.8263,24.0,220.0,PL000000021284,not_found,False,False,False,False,,0
都昌,,,,,,,,,,,,,,,,,,都昌,东汉,36.8531,119.3817,24.0,220.0,PL000000021298,not_found,False,False,False,False,,0
下密,,,,,,,,,,,,,,,,,,下密,东汉,36.8345,119.5257,24.0,220.0,PL000000021303,not_found,False,False,False,False,,0
亢父,,,,,,,,,,,,,,,,,,亢父,东汉,35.1798,116.5662,24.0,220.0,PL000000021326,not_found,False,False,False,False,,0
任城,,,,,,,,,,,,,,,,,,任城,东汉,35.2569,116.7197,24.0,220.0,PL000000021336,not_found,False,False,False,False,,0
高平,,,,,,,,,,,,,,,,,,高平,东汉,35.1242,116.7328,24.0,220.0,PL000000021351,not_found,False,False,False,False,,0
高平,,,,,,,,,,,,,,,,,,高平,东汉,36.014,106.2871,24.0,220.0,PL000000047296,not_found,False,False,False,False,,0
湖陸,,,,,,,,,,,,,,,,,,湖陸,东汉,34.9414,116.8475,24.0,220.0,PL000000021364,not_found,False,False,False,False,,0
戚縣,,,,,,,,,,,,,,,,,,戚縣,东汉,34.8035,117.1256,24.0,220.0,PL000000021372,not_found,False,False,False,False,,0
方與,,,,,,,,,,,,,,,,,,方與,东汉,35.0129,116.5468,24.0,220.0,PL000000021389,not_found,False,False,False,False,,0
東緡,,,,,,,,,,,,,,,,,,東緡,东汉,35.0672,116.3138,24.0,220.0,PL000000021417,not_found,False,False,False,False,,0
金鄉,,,,,,,,,,,,,,,,,,金鄉,东汉,35.2296,116.3475,24.0,220.0,PL000000021433,not_found,False,False,False,False,,0
卞縣,,,,,,,,,,,,,,,,,,卞縣,东汉,35.6414,117.5159,24.0,220.0,PL000000021464,not_found,False,False,False,False,,0
范縣,,,,,,,,,,,,,,,,,,范縣,东汉,35.8229,116.0203,24.0,220.0,PL000000021480,not_found,False,False,False,False,,0
魯縣,,,,,,,,,,,,,,,,,,魯縣,东汉,35.5976,116.9966,24.0,220.0,PL000000021508,not_found,False,False,False,False,,0
瑕丘,,,,,,,,,,,,,,,,,,瑕丘,东汉,35.5657,116.8388,24.0,220.0,PL000000021529,not_found,False,False,False,False,,0
樊縣,,,,,,,,,,,,,,,,,,樊縣,东汉,35.4251,116.7375,24.0,220.0,PL000000021543,not_found,False,False,False,False,,0
南平,,,,,,,,,,,,,,,,,,南平陽,东汉,35.4028,116.9778,24.0,220.0,PL000000021565,not_found,False,False,False,False,,0
南平,,,,,,,,,,,,,,,,,,南平,东汉,25.405,112.225,24.0,220.0,PL000000029972,not_found,False,False,False,False,,0
騶縣,,,,,,,,,,,,,,,,,,騶縣,东汉,35.31,117.0447,24.0,220.0,PL000000021572,not_found,False,False,False,False,,0
博縣,,,,,,,,,,,,,,,,,,博縣,东汉,36.1146,117.2179,24.0,220.0,PL000000021597,not_found,False,False,False,False,,0
奉高,,,,,,,,,,,,,,,,,,奉高,东汉,36.1877,117.3731,24.0,220.0,PL000000021612,not_found,False,False,False,False,,0
鉅平,,,,,,,,,,,,,,,,,,鉅平,东汉,35.9634,117.1145,24.0,220.0,PL000000021616,not_found,False,False,False,False,,0
汶陽,,,,,,,,,,,,,,,,,,汶陽,东汉,35.9053,116.9953,24.0,220.0,PL000000021629,not_found,False,False,False,False,,0
剛縣,,,,,,,,,,,,,,,,,,剛縣,东汉,35.8932,116.8661,24.0,220.0,PL000000021632,not_found,False,False,False,False,,0
成縣,,,,,,,,,,,,,,,,,,成縣,东汉,35.8725,117.18799999999999,24.0,220.0,PL000000021641,not_found,False,False,False,False,,0
寧陽,,,,,,,,,,,,,,,,,,寧陽,东汉,35.6912,116.7933,24.0,220.0,PL000000021650,not_found,False,False,False,False,,0
須昌,,,,,,,,,,,,,,,,,,須昌,东汉,35.9446,116.2476,24.0,220.0,PL000000021662,not_found,False,False,False,False,,0
章縣,,,,,,,,,,,,,,,,,,章縣,东汉,35.9397,116.6143,24.0,220.0,PL000000021666,not_found,False,False,False,False,,0
無鹽,,,,,,,,,,,,,,,,,,無鹽,东汉,35.883,116.4233,24.0,220.0,PL000000021695,not_found,False,False,False,False,,0
壽張,,,,,,,,,,,,,,,,,,壽張,东汉,35.8345,116.2929,24.0,220.0,PL000000021706,not_found,False,False,False,False,,0
梁甫,,,,,,,,,,,,,,,,,,梁甫,东汉,35.9349,117.3461,24.0,220.0,PL000000021717,not_found,False,False,False,False,,0
富成,,,,,,,,,,,,,,,,,,富成,东汉,36.0497,116.6029,24.0,220.0,PL000000021757,not_found,False,False,False,False,,0
蛇丘,,,,,,,,,,,,,,,,,,蛇丘,东汉,35.9483,116.8938,24.0,220.0,PL000000021762,not_found,False,False,False,False,,0
昌陽,,,,,,,,,,,,,,,,,,昌陽,东汉,37.0657,122.0274,24.0,220.0,PL000000021784,not_found,False,False,False,False,,0
海曲,,,,,,,,,,,,,,,,,,海曲,东汉,35.4172,119.3992,24.0,220.0,PL000000021814,not_found,False,False,False,False,,0
莒縣,,,,,,,,,,,,,,,,,,莒縣,东汉,35.5808,118.8438,24.0,220.0,PL000000021853,not_found,False,False,False,False,,0
牟縣,,,,,,,,,,,,,,,,,,牟縣,东汉,36.1997,117.7438,24.0,220.0,PL000000021874,not_found,False,False,False,False,,0
嬴縣,,,,,,,,,,,,,,,,,,嬴縣,东汉,36.3443,117.5735,24.0,220.0,PL000000021876,not_found,False,False,False,False,,0
開陽,,,,,,,,,,,,,,,,,,開陽,东汉,35.1307,118.3698,24.0,220.0,PL000000021914,not_found,False,False,False,False,,0
陽都,,,,,,,,,,,,,,,,,,陽都,东汉,35.3825,118.4772,24.0,220.0,PL000000021932,not_found,False,False,False,False,,0
即丘,,,,,,,,,,,,,,,,,,即丘,东汉,34.9095,118.4544,24.0,220.0,PL000000021940,not_found,False,False,False,False,,0
郯縣,,,,,,,,,,,,,,,,,,郯縣,东汉,34.6419,118.3248,24.0,220.0,PL000000021947,not_found,False,False,False,False,,0
東莞,,,,,,,,,,,,,,,,,,東莞,东汉,35.7899,118.6333,24.0,220.0,PL000000021987,not_found,False,False,False,False,,0
繒國,,,,,,,,,,,,,,,,,,繒國,东汉,34.9155,117.9004,24.0,220.0,PL000000022000,not_found,False,False,False,False,,0
蘭陵,,,,,,,,,,,,,,,,,,蘭陵,东汉,34.7477,117.866,24.0,220.0,PL000000022013,not_found,False,False,False,False,,0
襄賁,,,,,,,,,,,,,,,,,,襄賁,东汉,34.7097,118.0637,24.0,220.0,PL000000022020,not_found,False,False,False,False,,0
費國,,,,,,,,,,,,,,,,,,費國,东汉,35.3658,117.9411,24.0,220.0,PL000000022028,not_found,False,False,False,False,,0
臨沂,,,,,,,,,,,,,,,,,,臨沂,东汉,35.3017,118.3091,24.0,220.0,PL000000022036,not_found,False,False,False,False,,0
南武,,,,,,,,,,,,,,,,,,南武陽,东汉,35.5049,117.6388,24.0,220.0,PL000000022066,not_found,False,False,False,False,,0
鬲國,,,,,,,,,,,,,,,,,,鬲國,东汉,37.3609,116.3933,24.0,220.0,PL000000022125,not_found,False,False,False,False,,0
繹幕,,,,,,,,,,,,,,,,,,繹幕,东汉,37.2306,116.3235,24.0,220.0,PL000000022193,not_found,False,False,False,False,,0
安德,,,,,,,,,,,,,,,,,,安德,东汉,37.2117,116.64299999999999,24.0,220.0,PL000000022197,not_found,False,False,False,False,,0
平原,,,,,,,,,,,,,,,,,,平原,东汉,37.0736,116.4123,24.0,220.0,PL000000022212,not_found,False,False,False,False,,0
鄃縣,,,,,,,,,,,,,,,,,,鄃縣,东汉,36.9868,116.3382,24.0,220.0,PL000000022224,not_found,False,False,False,False,,0
重合,,,,,,,,,,,,,,,,,,重合,东汉,37.7702,117.1209,24.0,220.0,PL000000022260,not_found,False,False,False,False,,0
樂陵,,,,,,,,,,,,,,,,,,樂陵,东汉,37.6343,117.2818,24.0,220.0,PL000000022267,not_found,False,False,False,False,,0
般縣,,,,,,,,,,,,,,,,,,般縣,东汉,37.548,117.0886,24.0,220.0,PL000000022277,not_found,False,False,False,False,,0
聊城,,,,,,,,,,,,,,,,,,聊城,东汉,36.5292,115.9154,24.0,220.0,PL000000022319,not_found,False,False,False,False,,0
樂平,,,,,,,,,,,,,,,,,,樂平,东汉,36.4444,115.8295,24.0,220.0,PL000000022322,not_found,False,False,False,False,,0
東阿,,,,,,,,,,,,,,,,,,東阿,东汉,36.1663,116.05799999999999,24.0,220.0,PL000000022350,not_found,False,False,False,False,,0
陽平,,,,,,,,,,,,,,,,,,陽平,东汉,36.2369,115.6757,24.0,220.0,PL000000022383,not_found,False,False,False,False,,0
博平,,,,,,,,,,,,,,,,,,博平,东汉,36.7107,116.0553,24.0,220.0,PL000000022412,not_found,False,False,False,False,,0
茌平,,,,,,,,,,,,,,,,,,茌平,东汉,36.3891,116.1717,24.0,220.0,PL000000022429,not_found,False,False,False,False,,0
臨邑,,,,,,,,,,,,,,,,,,臨邑,东汉,36.3287,116.2488,24.0,220.0,PL000000022452,not_found,False,False,False,False,,0
發干,,,,,,,,,,,,,,,,,,發干,东汉,36.4451,115.6592,24.0,220.0,PL000000022489,not_found,False,False,False,False,,0
高唐,,,,,,,,,,,,,,,,,,高唐,东汉,36.8921,116.4521,24.0,220.0,PL000000022499,not_found,False,False,False,False,,0
靈縣,,,,,,,,,,,,,,,,,,靈縣,东汉,36.7254,116.2485,24.0,220.0,PL000000022520,not_found,False,False,False,False,,0
甘陵,,,,,,,,,,,,,,,,,,甘陵,东汉,36.8761,115.8011,24.0,220.0,PL000000022531,not_found,False,False,False,False,,0
貝丘,,,,,,,,,,,,,,,,,,貝丘,东汉,36.7932,115.7469,24.0,220.0,PL000000022548,not_found,False,False,False,False,,0
厭次,,,,,,,,,,,,,,,,,,厭次,东汉,37.5479,117.6858,24.0,220.0,PL000000022618,not_found,False,False,False,False,,0
陽信,,,,,,,,,,,,,,,,,,陽信,东汉,37.8158,117.6393,24.0,220.0,PL000000022637,not_found,False,False,False,False,,0
樂安,,,,,,,,,,,,,,,,,,樂安,东汉,37.1779,118.1649,24.0,220.0,PL000000022661,not_found,False,False,False,False,,0
利縣,,,,,,,,,,,,,,,,,,利縣,东汉,37.1245,118.3285,24.0,220.0,PL000000022673,not_found,False,False,False,False,,0
博昌,,,,,,,,,,,,,,,,,,博昌,东汉,37.0863,118.2084,24.0,220.0,PL000000022683,not_found,False,False,False,False,,0
鄒平,,,,,,,,,,,,,,,,,,鄒平,东汉,37.0551,117.6898,24.0,220.0,PL000000022694,not_found,False,False,False,False,,0
東朝,,,,,,,,,,,,,,,,,,東朝陽,东汉,37.0358,117.4851,24.0,220.0,PL000000022704,not_found,False,False,False,False,,0
高菀,,,,,,,,,,,,,,,,,,高菀,东汉,36.9647,117.8657,24.0,220.0,PL000000022711,not_found,False,False,False,False,,0
梁鄒,,,,,,,,,,,,,,,,,,梁鄒,东汉,36.9638,117.7797,24.0,220.0,PL000000022712,not_found,False,False,False,False,,0
於陵,,,,,,,,,,,,,,,,,,於陵,东汉,36.7719,117.8208,24.0,220.0,PL000000022743,not_found,False,False,False,False,,0
成陽,,,,,,,,,,,,,,,,,,成陽,东汉,35.4037,115.6822,24.0,220.0,PL000000022758,not_found,False,False,False,False,,0
句陽,,,,,,,,,,,,,,,,,,句陽,东汉,35.3368,115.4385,24.0,220.0,PL000000022760,not_found,False,False,False,False,,0
冤句,,,,,,,,,,,,,,,,,,冤句,东汉,35.0166,115.1944,24.0,220.0,PL000000022796,not_found,False,False,False,False,,0
薄縣,,,,,,,,,,,,,,,,,,薄縣,东汉,34.7094,115.5883,24.0,220.0,PL000000022813,not_found,False,False,False,False,,0
己氏,,,,,,,,,,,,,,,,,,己氏,东汉,34.6952,115.7481,24.0,220.0,PL000000022818,not_found,False,False,False,False,,0
防東,,,,,,,,,,,,,,,,,,防東,东汉,34.8501,116.1869,24.0,220.0,PL000000022826,not_found,False,False,False,False,,0
單父,,,,,,,,,,,,,,,,,,單父,东汉,34.797,116.0885,24.0,220.0,PL000000022839,not_found,False,False,False,False,,0
成武,,,,,,,,,,,,,,,,,,成武,东汉,34.9613,115.8844,24.0,220.0,PL000000022871,not_found,False,False,False,False,,0
鉅野,,,,,,,,,,,,,,,,,,鉅野,东汉,35.4191,116.1423,24.0,220.0,PL000000022883,not_found,False,False,False,False,,0
乘氏,,,,,,,,,,,,,,,,,,乘氏,东汉,35.284,115.8522,24.0,220.0,PL000000022898,not_found,False,False,False,False,,0
昌邑,,,,,,,,,,,,,,,,,,昌邑,东汉,35.1447,116.1128,24.0,220.0,PL000000022907,not_found,False,False,False,False,,0
廩丘,,,,,,,,,,,,,,,,,,廩丘,东汉,35.6878,115.7319,24.0,220.0,PL000000022919,not_found,False,False,False,False,,0
鄄城,,,,,,,,,,,,,,,,,,鄄城,东汉,35.6783,115.5236,24.0,220.0,PL000000022947,not_found,False,False,False,False,,0
