fuzzy_nm,tgaz_sys_id,tgaz_nm_py,tgaz_nm_simp,tgaz_nm_trad,tgaz_beg,tgaz_end,tgaz_data_source,tgaz_obj_type,tgaz_pres_loc,tgaz_prnt_id,tgaz_prnt_py,tgaz_prnt_simp,tgaz_prnt_sysid,tgaz_type_ch,tgaz_type_py,tgaz_x_coord,tgaz_y_coord,input_id,input_nm_trad,input_year_beg,input_year_end,input_dynasty,input_prnt,input_x_coord,input_y_coord,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
長安,hvd_17316,Chang'Anzhen,长安镇,長安鎮,1820.0,1820.0,CHGIS,POINT,广西融安县,2038,Liuzhou Fu,柳州府,hvd_9560,村镇,Cun Zhen,109.38817,25.21786,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_18686,Chang'An,长安,長安,1820.0,1820.0,CHGIS,POINT,湖南临湘县南西长安,2095,Yuezhou Fu,岳州府,hvd_9617,村镇,Cun Zhen,113.44913000000001,29.47325,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_18843,Chang'Anbao,长安堡,長安堡,1820.0,1820.0,CHGIS,POINT,湖南通道县东南长安堡,2103,Jing Zhou,靖州,hvd_9625,村镇,Cun Zhen,109.83941000000002,26.075689999999998,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_18850,Chang'Anying,长安营,長安營,1820.0,1820.0,CHGIS,POINT,湖南城步县西南长安,2108,Baoqing Fu,宝庆府,hvd_9630,村镇,Cun Zhen,110.1692,26.25597,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_23464,Chang'Anzhen,长安镇,長安鎮,1820.0,1820.0,CHGIS,POINT,浙江海宁市西南长安镇,13400,Haining Zhou,海宁州,hvd_40118,村镇,Cun Zhen,120.43700000000001,30.447670000000002,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_23964,Chang'Anshi,长安市,長安市,1820.0,1820.0,CHGIS,POINT,今浙江德清县治武康镇东北长安里,13417,Wukang Xian,武康县,hvd_40135,村镇,Cun Zhen,119.98975,30.57088,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_40142,Chang'An Zhou,长安州,長安州,1357.0,1361.0,CHGIS,POINT,今浙江长兴县治,11547,Huzhou Lu,湖州路,hvd_32343,州,Zhou,119.90137,31.013890000000004,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_70621,Changan Xian,长安县,長安縣,-202.0,8.0,CHGIS,POINT,今西安市西北十二里未央、草滩一带,32426,Jingzhaoyin,京兆尹,hvd_115474,县,Xian,108.93718999999999,34.31799,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_70623,Changan Xian,长安县,長安縣,23.0,582.0,CHGIS,POINT,今西安市西北十二里未央、草滩一带,32426,Jingzhaoyin,京兆尹,hvd_115474,县,Xian,108.93718999999999,34.31799,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,incoming_nested_in_target,0
長安,hvd_70624,Changan Xian,长安县,長安縣,583.0,665.0,CHGIS,POINT,今西安市西市,\N,\N,\N,\N,县,Xian,108.90697,34.24642,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_70625,Changan Xian,长安县,長安縣,666.0,702.0,CHGIS,POINT,今西安市西市,32423,Jingzhaofu,京兆府,hvd_115470,县,Xian,108.90697,34.24642,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_70626,Changan Xian,长安县,長安縣,703.0,1911.0,CHGIS,POINT,今西安市西市,32423,Jingzhaofu,京兆府,hvd_115470,县,Xian,108.90697,34.24642,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_95600,Changan Xian,长安县,長安縣,417.0,447.0,CHGIS,POINT,今山西太原市柴村,32715,Taiyuan Jun,太原郡,hvd_115853,县,Xian,112.38793999999999,37.728629999999995,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_95601,Changan Xian,长安县,長安縣,500.0,574.0,CHGIS,POINT,今山西太原市柴村,11719,Taiyuan Jun,太原郡,hvd_32600,县,Xian,112.38793999999999,37.728629999999995,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_121526,Chang'An Xian,长安县,長安縣,1911.0,1911.0,CHGIS,POINT,陕西西安市,33065,Xi'an Fu,西安府,hvd_120161,县,Xian,108.94421000000001,34.26661,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_126878,Chang'Anxu,长安墟,長安墟,1911.0,1911.0,CHGIS,POINT,广东开建县长安镇,33415,Kaijian Xian,开建县,hvd_121095,村镇,Cun Zhen,111.90751999999999,23.88437,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_127496,Chang'Anshi,长安市,長安市,1911.0,1911.0,CHGIS,POINT,海南澄迈县长安镇,33429,Lingao Xian,临高县,hvd_121109,村镇,Cun Zhen,110.06078000000001,19.72005,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_129929,Chang'An,长安,長安,1911.0,1911.0,CHGIS,POINT,安徽东至县长安,33552,Dongliu Xian,东流县,hvd_121232,村镇,Cun Zhen,116.99381000000001,30.23777,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_130144,Chang'Anying,长安营,長安營,1911.0,1911.0,CHGIS,POINT,湖南步城县长安营,33560,Chengbu Xian,城步县,hvd_121240,村镇,Cun Zhen,110.04963000000001,26.19952,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_131543,Chang'An,长安,長安,1911.0,1911.0,CHGIS,POINT,湖南通道县长安堡,33619,Suining Xian,绥宁县,hvd_121300,村镇,Cun Zhen,109.81251999999999,26.08034,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_135580,Chang'Anling,长安岭,長安嶺,1911.0,1911.0,CHGIS,POINT,河北怀来县长安岭,33810,Longmen Xian,龙门县,hvd_121491,村镇,Cun Zhen,115.65083999999999,40.5653,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_137024,Chang'An,长安,長安,1911.0,1911.0,CHGIS,POINT,福建福州市长安,13454,Min Xian,闽县,hvd_40172,村镇,Cun Zhen,119.5357,26.11836,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_138721,Chang'Anzhen,长安镇,長安鎮,1911.0,1911.0,CHGIS,POINT,浙江海宁市西南长安镇,13400,Haining Zhou,海宁州,hvd_40118,村镇,Cun Zhen,120.43700000000001,30.447670000000002,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_139218,Chang'Anshi,长安市,長安市,1911.0,1911.0,CHGIS,POINT,今浙江德清县治武康镇东北长安里,13417,Wukang Xian,武康县,hvd_40135,村镇,Cun Zhen,119.98975,30.57088,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_142383,Chang'Anxu,长安圩,長安圩,1911.0,1911.0,CHGIS,POINT,江西寻乌县长安镇,33956,Changning Xian,长宁县,hvd_121770,村镇,Cun Zhen,115.56796999999999,25.13363,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_146778,Chang'Anzhen,长安镇,長安鎮,1911.0,1911.0,CHGIS,POINT,山西偏关县前长安镇,34064,Pianguan Xian,偏关县,hvd_121898,村镇,Cun Zhen,111.79983999999999,39.3437,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_147265,Chang'An,长安,長安,1911.0,1911.0,CHGIS,POINT,山西定襄县长安,33993,Dingxiang Xian,定襄县,hvd_121827,村镇,Cun Zhen,112.88726000000001,38.47909,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_153924,Changanzhenxu,长安镇墟,長安鎮墟,1911.0,1911.0,CHGIS,POINT,广西壮族自治区融安县县治长安镇,34355,Rong Xian,融县,hvd_122311,村镇,Cun Zhen,109.38817,25.21786,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_154143,Changanxu,长安墟,長安墟,1911.0,1911.0,CHGIS,POINT,广西壮族自治区武鸣县长安圩,34368,Wuyuan  Xian,武缘县,hvd_122324,村镇,Cun Zhen,108.25941,23.05623,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
長安,hvd_196066,Chang'An Xian,长安县,長安縣,1911.0,1911.0,CHGIS,POLYGON,,75414,Xi'an Fu,西安府,hvd_195116,县,Xian,0.0,34.26661,PL000000042390,長安縣,24.0,220.0,东汉,司隸校尉部,108.8534,34.306,found,False,False,False,False,,0
鄠縣,hvd_928,Hu Xian,鄠县,鄠縣,1820.0,1820.0,CHGIS,POINT,陕西户县,2137,Xi'an Fu,西安府,hvd_9659,县,Xian,108.6039,34.11182,PL000000042678,鄠縣,24.0,220.0,东汉,司隸校尉部,108.6128,34.1114,found,False,False,False,False,,0
鄠縣,hvd_70747,Hu Xian,鄠县,鄠縣,-201.0,1911.0,CHGIS,POINT,今陕西户县,32908,Youfufeng,右扶风,hvd_116125,县,Xian,108.6039,34.11182,PL000000042678,鄠縣,24.0,220.0,东汉,司隸校尉部,108.6128,34.1114,found,False,False,False,False,incoming_nested_in_target,0
鄠縣,hvd_121317,Hu Xian,鄠县,鄠縣,1911.0,1911.0,CHGIS,POINT,陕西省户县县治,33065,Xi'an Fu,西安府,hvd_120161,县,Xian,108.6039,34.11182,PL000000042678,鄠縣,24.0,220.0,东汉,司隸校尉部,108.6128,34.1114,found,False,False,False,False,,0
鄠縣,hvd_196068,Hu Xian,鄠县,鄠縣,1911.0,1911.0,CHGIS,POLYGON,,75414,Xi'an Fu,西安府,hvd_195116,县,Xian,0.0,34.11182,PL000000042678,鄠縣,24.0,220.0,东汉,司隸校尉部,108.6128,34.1114,found,False,False,False,False,,0
咸陽,hvd_931,Xianyang Xian,咸阳县,咸陽縣,1820.0,1820.0,CHGIS,POINT,陕西咸阳市,2137,Xi'an Fu,西安府,hvd_9659,县,Xian,108.70995,34.33905,PL000000006375,咸陽,24.0,220.0,东汉,并州刺史部,110.6926,40.556999999999995,found,False,False,False,False,,0
咸陽,hvd_70685,Xianyang Xian,咸阳县,咸陽縣,-350.0,-207.0,CHGIS,POINT,今陕西咸阳渭城区窑店镇,32044,Qin,秦,hvd_113649,县,Xian,108.85463,34.41219,PL000000006375,咸陽,24.0,220.0,东汉,并州刺史部,110.6926,40.556999999999995,found,False,False,False,False,,0
咸陽,hvd_70696, Xianyang Xian,咸阳县,咸陽縣,589.0,590.0,CHGIS,POINT,今泾阳县,32427,Jingzhao Zhou,京兆州,hvd_115475,县,Xian,108.83756000000001,34.53334,PL000000006375,咸陽,24.0,220.0,东汉,并州刺史部,110.6926,40.556999999999995,found,False,False,False,False,,0
咸陽,hvd_70697, Xianyang Xian,咸阳县,咸陽縣,591.0,606.0,CHGIS,POINT,今咸阳县东北二十二里秦杜邮城,32427,Jingzhao Zhou,京兆州,hvd_115475,县,Xian,108.73348999999999,34.46062,PL000000006375,咸陽,24.0,220.0,东汉,并州刺史部,110.6926,40.556999999999995,found,False,False,False,False,,0
咸陽,hvd_115985,Xianyang Jun,咸阳郡,咸陽郡,583.0,587.0,CHGIS,POINT,,\N,\N,\N,\N,郡,Jun,108.85463,34.41219,PL000000006375,咸陽,24.0,220.0,东汉,并州刺史部,110.6926,40.556999999999995,found,False,False,False,False,,0
咸陽,hvd_121313,Xianyang Xian,咸阳县,咸陽縣,1911.0,1911.0,CHGIS,POINT,陕西省咸阳市治,33065,Xi'an Fu,西安府,hvd_120161,县,Xian,108.70995,34.33905,PL000000006375,咸陽,24.0,220.0,东汉,并州刺史部,110.6926,40.556999999999995,found,False,False,False,False,,0
咸陽,hvd_196069,Xianyang Xian,咸阳县,咸陽縣,1911.0,1911.0,CHGIS,POLYGON,,75414,Xi'an Fu,西安府,hvd_195116,县,Xian,0.0,34.33905,PL000000006375,咸陽,24.0,220.0,东汉,并州刺史部,110.6926,40.556999999999995,found,False,False,False,False,,0
武功,hvd_932,Wugong Xian,武功县,武功縣,1820.0,1820.0,CHGIS,POINT,陕西武功县西北武功镇,2136,Qian Zhou,乾州,hvd_9658,县,Xian,108.1051,34.33205,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
武功,hvd_18161,Wugongzhai,武功寨,武功寨,1820.0,1820.0,CHGIS,POINT,河南舞阳县西南武功,2077,Nanyang Fu,南阳府,hvd_9599,村镇,Cun Zhen,113.5658,33.33092,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
武功,hvd_70248,Wugong Xian,武功县,武功縣,23.0,29.0,CHGIS,POINT,今陕西武功县杨陵区东台乡,32908,Youfufeng,右扶风,hvd_116125,县,Xian,108.10019,34.25887,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,partial_incl_end_of_target,0
武功,hvd_70249,Wugong Xian,武功县,武功縣,65.0,445.0,CHGIS,POINT,今陕西武功县杨陵区东台乡,32909,Youfufeng Jun,右扶风郡,hvd_116126,县,Xian,108.10019,34.25887,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,partial_incl_start_of_target,0
武功,hvd_70250,Wugong Xian,武功县,武功縣,574.0,1188.0,CHGIS,POINT,今陕西武功县武功镇,32262,Fufeng Jun,扶风郡,hvd_115231,县,Xian,108.1051,34.33205,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
武功,hvd_70252,Wugong Xian,武功县,武功縣,1234.0,1911.0,CHGIS,POINT,今陕西武功县武功镇,19459,Qian Zhou,乾州,hvd_70855,县,Xian,108.1051,34.33205,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
武功,hvd_70420,Wugong Xian,武功县,武功縣,-221.0,13.0,CHGIS,POINT,今陕西眉县东部,30653,Neishi,内史,hvd_112110,县,Xian,107.96592,34.22775,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
武功,hvd_70858,Wugong,武功,武功,-350.0,24.0,CHGIS,POINT,今陕西眉县东四十里渭水南岸故城,32549,Neishi,内史,hvd_115622,县,Xian,107.96592,34.22775,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,partial_incl_end_of_target,0
武功,hvd_70859,Wugong,武功,武功,65.0,0.0,CHGIS,POINT,今陕西眉县东四十里渭水南岸故城,32908,Youfufeng,右扶风,hvd_116125,县,Xian,107.96592,34.22775,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,ERROR__END_BEFORE_BEG,0
武功,hvd_70860,Wugong,武功,武功,0.0,0.0,CHGIS,POINT,今陕西眉县东四十里渭水南岸故城,29501,Yong Zhou,雍州,hvd_110748,县,Xian,107.96592,34.22775,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,CAUTION__ZEROES,0
武功,hvd_115931,Wugong Jun,武功郡,武功郡,487.0,597.0,CHGIS,POINT,,\N,\N,\N,\N,郡,Jun,108.1051,34.33205,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
武功,hvd_121347,Wugong Xian,武功县,武功縣,1911.0,1911.0,CHGIS,POINT,陕西省武功县武功镇,33041,Qian Zhou,乾州,hvd_120137,县,Xian,108.1051,34.33205,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
武功,hvd_149636,Wugongzhen,武功镇,武功鎮,1911.0,1911.0,CHGIS,POINT,河南舞钢市武功,34104,Wuyang Xian,舞阳县,hvd_121938,村镇,Cun Zhen,113.5658,33.33092,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
武功,hvd_196044,Wugong Xian,武功县,武功縣,1911.0,1911.0,CHGIS,POLYGON,,75420,Qian Zhou,乾州,hvd_195122,县,Xian,0.0,34.33205,PL000000042906,武功,24.0,220.0,东汉,司隸校尉部,108.0342,34.2541,found,False,False,False,False,,0
高陵,hvd_935,Gaoling Xian,高陵县,高陵縣,1820.0,1820.0,CHGIS,POINT,陕西高陵县,2137,Xi'an Fu,西安府,hvd_9659,县,Xian,109.08046999999999,34.53333,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,True,False,False,,1
高陵,hvd_70738,Gaoling Xian,高陵县,高陵縣,-350.0,13.0,CHGIS,POINT,今高陵县西南一里,30653,Neishi,内史,hvd_112110,县,Xian,109.07739,34.5309,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,False,False,False,,0
高陵,hvd_70740,Gaoling Xian,高陵县,高陵縣,23.0,219.0,CHGIS,POINT,今高陵县西南一里,32980,Zuopingyi,左冯翊,hvd_116218,县,Xian,109.07739,34.5309,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,False,False,False,partial_incl_end_of_target,0
高陵,hvd_70743,Gaoling Xian,高陵县,高陵縣,606.0,618.0,CHGIS,POINT,今高陵县治,\N,\N,\N,\N,县,Xian,109.08046999999999,34.53333,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,True,False,False,,1
高陵,hvd_70744,Gaoling Xian,高陵县,高陵縣,619.0,626.0,CHGIS,POINT,今高陵县治,29501,Yong Zhou,雍州,hvd_110748,县,Xian,109.08046999999999,34.53333,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,True,False,False,,1
高陵,hvd_70745,Gaoling Xian,高陵县,高陵縣,627.0,1911.0,CHGIS,POINT,今高陵县治,29501,Yong Zhou,雍州,hvd_110748,县,Xian,109.08046999999999,34.53333,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,True,False,False,,1
高陵,hvd_121316,Gaoling Xian,高陵县,高陵縣,1911.0,1911.0,CHGIS,POINT,陕西省高陵县,33065,Xi'an Fu,西安府,hvd_120161,县,Xian,109.08046999999999,34.53333,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,True,False,False,,1
高陵,hvd_144325,Gaoling,高陵,高陵,1911.0,1911.0,CHGIS,POINT,山东牟平县高陵镇,34244,Ninghai Zhou,宁海州,hvd_122078,村镇,Cun Zhen,121.51691000000001,37.29325,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,False,False,False,,0
高陵,hvd_166257,Gaoling,高陵,高陵,1911.0,1911.0,CHGIS,POINT,四川省合江县高陵,\N,\N,\N,\N,村镇,Cun Zhen,105.67477,28.891790000000004,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,False,False,False,,0
高陵,hvd_196064,Gaoling Xian,高陵县,高陵縣,1911.0,1911.0,CHGIS,POLYGON,,75414,Xi'an Fu,西安府,hvd_195116,县,Xian,0.0,34.53333,PL000000042702,高陵,24.0,220.0,东汉,司隸校尉部,109.0895,34.5329,found,False,True,False,False,,1
富平,hvd_938,Fuping Xian,富平县,富平縣,1820.0,1820.0,CHGIS,POINT,陕西富平县,2137,Xi'an Fu,西安府,hvd_9659,县,Xian,109.16157,34.75443,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,,0
富平,hvd_70523,Fuping Xian,富平县,富平縣,111.0,220.0,CHGIS,POINT,今陕西泾阳县西北,30774,Beidi Jun,北地郡,hvd_112278,县,Xian,108.81562,34.6385,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,True,target_nested_in_incoming,1
富平,hvd_70524,Fuping Xian,富平县,富平縣,126.0,220.0,CHGIS,POINT,今宁夏灵武县西南,32122,Beidi Jun,北地郡,hvd_115042,县,Xian,106.28983000000001,38.021209999999996,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,True,target_nested_in_incoming,1
富平,hvd_70525,Fuping Xian,富平县,富平縣,223.0,574.0,CHGIS,POINT,今宁夏灵武县西南,\N,\N,\N,\N,县,Xian,106.28983000000001,38.021209999999996,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,,0
富平,hvd_70612,Fuping Xian,富平县,富平縣,-214.0,111.0,CHGIS,POINT,今宁夏灵武县西南,30770,Beidi Jun,北地郡,hvd_112274,县,Xian,106.28983000000001,38.021209999999996,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,partial_incl_end_of_target,0
富平,hvd_70806,Fuping Xian,富平县,富平縣,0.0,538.0,CHGIS,POINT,今富平县西南境内怀德城,32122,Beidi Jun,北地郡,hvd_115042,县,Xian,109.03627,34.71735,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,CAUTION__ZEROES,0
富平,hvd_70807,Fuping Xian,富平县,富平縣,539.0,556.0,CHGIS,POINT,今富平县,32122,Beidi Jun,北地郡,hvd_115042,县,Xian,109.16157,34.75443,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,,0
富平,hvd_70809,Fuping Xian,富平县,富平縣,583.0,1911.0,CHGIS,POINT,今富平县,29090,Yong Zhou,雍州,hvd_110150,县,Xian,109.16157,34.75443,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,,0
富平,hvd_85522,Fuping Houguo,富平侯国,富平侯國,-62.0,13.0,CHGIS,POINT,今山东惠民县东桑落墅镇,\N,\N,\N,\N,侯国,Hou Guo,117.73357,37.50383,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,,0
富平,hvd_85524,Fuping Xian,富平县,富平縣,23.0,61.0,CHGIS,POINT,今山东惠民县东桑落墅镇,\N,\N,\N,\N,县,Xian,117.73357,37.50383,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,partial_incl_end_of_target,0
富平,hvd_87054,Fuping Xian,富平县,富平縣,14.0,22.0,CHGIS,POINT,河北巨鹿县巨鹿镇北,30694,Julu Jun,巨鹿郡,hvd_112172,县,Xian,115.01852,37.256190000000004,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,,0
富平,hvd_121323,Fuping Xian,富平县,富平縣,1911.0,1911.0,CHGIS,POINT,陕西省富平县县治,33065,Xi'an Fu,西安府,hvd_120161,县,Xian,109.16157,34.75443,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,,0
富平,hvd_196057,Fuping Xian,富平县,富平縣,1911.0,1911.0,CHGIS,POLYGON,,75414,Xi'an Fu,西安府,hvd_195116,县,Xian,0.0,34.75443,PL000000047193,富平,24.0,220.0,东汉,涼州刺史部,106.105,37.929,found,False,False,False,False,,0
藍田,hvd_940,Lantian Xian,蓝田县,藍田縣,1820.0,1820.0,CHGIS,POINT,陕西蓝田市,2137,Xi'an Fu,西安府,hvd_9659,县,Xian,109.32156,34.1537,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
藍田,hvd_17064,Lantian,蓝田,藍田,1820.0,1820.0,CHGIS,POINT,广东揭阳县西北,2029,Chaozhou Fu,潮州府,hvd_9551,村镇,Cun Zhen,116.22804,23.68785,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
藍田,hvd_19305,Lantianzhen,蓝田镇,藍田鎮,1820.0,1820.0,CHGIS,POINT,江西黎川县西北蓝田铺,2125,Jianchang Fu,建昌府,hvd_9647,村镇,Cun Zhen,116.83215,27.42629,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
藍田,hvd_22288,Lantianba,蓝田坝,藍田壩,1820.0,1820.0,CHGIS,POINT,云南盐津县北,2225,Zhaotong Fu,昭通府,hvd_9747,村镇,Cun Zhen,104.23575,28.13324,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
藍田,hvd_70749,Lantian Xian,蓝田县,藍田縣,-379.0,445.0,CHGIS,POINT,今蓝田县西三十里坝水西岸,32426,Jingzhaoyin,京兆尹,hvd_115474,县,Xian,109.14697,34.23927,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,incoming_nested_in_target,0
藍田,hvd_70750,Lantian Xian,蓝田县,藍田縣,446.0,486.0,CHGIS,POINT,今蓝田县西三十里坝水西岸,\N,\N,\N,\N,县,Xian,109.14697,34.23927,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
藍田,hvd_70751,Lantian Xian,蓝田县,藍田縣,487.0,556.0,CHGIS,POINT,今蓝田县西三十里坝水西岸,\N,\N,\N,\N,县,Xian,109.14697,34.23927,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
藍田,hvd_70752,Lantian Xian,蓝田县,藍田縣,557.0,572.0,CHGIS,POINT,今蓝田县西三十里坝水西岸,\N,\N,\N,\N,县,Xian,109.14697,34.23927,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
藍田,hvd_70753,Lantian Xian,蓝田县,藍田縣,573.0,618.0,CHGIS,POINT,今蓝田县,\N,\N,\N,\N,县,Xian,109.32156,34.1537,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
藍田,hvd_70754,Lantian Xian,蓝田县,藍田縣,619.0,619.0,CHGIS,POINT,今蓝田县,32423,Jingzhaofu,京兆府,hvd_115470,县,Xian,109.32156,34.1537,PL000000042532,藍田,24.0,220.0,东汉,司隸校尉部,109.175,34.15,found,False,False,False,False,,0
