,tgaz_sys_id,tgaz_nm_py,tgaz_nm_simp,tgaz_nm_trad,tgaz_beg,tgaz_end,tgaz_data_source,tgaz_obj_type,tgaz_pres_loc,tgaz_prnt_id,tgaz_prnt_py,tgaz_prnt_simp,tgaz_prnt_sysid,tgaz_type_ch,tgaz_type_py,tgaz_x_coord,tgaz_y_coord,input_id,input_nm_py,input_nm_simp,input_nm_trad,input_type,input_year_beg,input_year_end,input_dynasty,input_other_id,input_prnt,input_obj_type,input_x_coord,input_y_coord,_merge,out_x_coord_match,out_y_coord_match,out_beg_match,out_end_match,out_content_match_strength
25978,hvd_32058,Quan Zhou,泉州,泉州,621.0,710.0,CHGIS,POINT,福建省福州市老城区,32014,Tang,唐,hvd_113618,州,zhou,119.32158,26.07395,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25979,hvd_32075,Quan Zhou,泉州,泉州,758.0,1277.0,CHGIS,POINT,福建省泉州市,11022,Fujian Dufangy,福建都防御使,hvd_30021,州,zhou,118.5899,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25980,hvd_32355,Quan Zhou,泉州,泉州,711.0,741.0,CHGIS,POINT,福建省泉州市,32014,Tang,唐,hvd_113618,州,zhou,118.5899,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25981,hvd_90065,Quan Zhou,泉州,泉州,950.0,978.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25982,hvd_90066,Quan Zhou,泉州,泉州,979.0,979.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25983,hvd_90067,Quan Zhou,泉州,泉州,980.0,1127.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25984,hvd_90068,Quan Zhou,泉州,泉州,1128.0,1277.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25985,hvd_90121,Quan Zhou,泉州,泉州,589.0,591.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,26.07395,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25986,hvd_90122,Quan Zhou,泉州,泉州,592.0,605.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,26.07395,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25987,hvd_90138,Quan Zhou,泉州,泉州,621.0,621.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,26.07395,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25988,hvd_90139,Quan Zhou,泉州,泉州,622.0,626.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,26.07395,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25989,hvd_90140,Quan Zhou,泉州,泉州,627.0,685.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,26.07395,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25990,hvd_90141,Quan Zhou,泉州,泉州,686.0,698.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,26.07395,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25991,hvd_90142,Quan Zhou,泉州,泉州,699.0,710.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,26.07395,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25992,hvd_90152,Quan Zhou,泉州,泉州,711.0,735.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25993,hvd_90153,Quan Zhou,泉州,泉州,736.0,740.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25994,hvd_90154,Quan Zhou,泉州,泉州,741.0,741.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25995,hvd_90476,Quan Zhou,泉州,泉州,758.0,949.0,CHGIS,POLYGON,,\N,\N,\N,\N,州,zhou,0.0,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25996,hvd_110025,Quan Zhou,泉州,泉州,589.0,605.0,CHGIS,POINT,福建省福州市老城,\N,\N,\N,\N,州,zhou,119.31712,26.03657,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25997,hvd_110776,Quan Zhou,泉州,泉州,621.0,710.0,CHGIS,POINT,福建省福州市老城,\N,\N,\N,\N,州,zhou,119.31712,26.03657,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
25998,hvd_110845,Quan Zhou,泉州,泉州,711.0,724.0,CHGIS,POINT,福建省泉州市,\N,\N,\N,\N,州,zhou,118.58991,24.90964,PL000000000721,,,泉州,,24.0,220.0,东汉,CN0120114Z21AA,幽州刺史部,,117.0058,39.3228,both,False,False,False,False,0
30745,hvd_40402,Wu Xian,吴县,吳縣,-222.0,13.0,CHGIS,POINT,今江苏苏州市城区,11343,Guiji Jun,会稽郡,hvd_32052,县,xian,120.61862,31.31271,PL000000009999,,,吳縣,,24.0,220.0,东汉,CN0320504Z10AA,揚州刺史部,,120.6276,31.3114,both,False,False,False,False,0
30746,hvd_40404,Wu Xian,吴县,吳縣,23.0,590.0,CHGIS,POINT,今江苏苏州市区,11343,Guiji Jun,会稽郡,hvd_32052,县,xian,120.61862,31.31271,PL000000009999,,,吳縣,,24.0,220.0,东汉,CN0320504Z10AA,揚州刺史部,,120.6276,31.3114,both,False,False,False,False,0
30747,hvd_40405,Wu Xian,吴县,吳縣,591.0,623.0,CHGIS,POINT,今江苏吴县西南七子山,11355,Su Zhou,苏州,hvd_32064,县,xian,120.58842,31.27687,PL000000009999,,,吳縣,,24.0,220.0,东汉,CN0320504Z10AA,揚州刺史部,,120.6276,31.3114,both,False,False,False,False,0
30748,hvd_40406,Wu Xian,吴县,吳縣,624.0,1911.0,CHGIS,POINT,今江苏苏州市区,11360,Su Zhou,苏州,hvd_32069,县,xian,120.61862,31.31271,PL000000009999,,,吳縣,,24.0,220.0,东汉,CN0320504Z10AA,揚州刺史部,,120.6276,31.3114,both,False,False,False,False,0
30749,hvd_196504,Wu Xian,吴县,吳縣,1911.0,1911.0,CHGIS,POLYGON,,75491,Suzhou Fu,苏州府,hvd_195193,县,xian,0.0,0.0,PL000000009999,,,吳縣,,24.0,220.0,东汉,CN0320504Z10AA,揚州刺史部,,120.6276,31.3114,both,False,False,False,False,0
31201,hvd_40743,Qin Xian,鄞县,鄞縣,909.0,1911.0,CHGIS,POINT,今鄞县（治今浙江宁波市）,11427,Ming Zhou,明州,hvd_32169,县,xian,121.54266,29.86632,PL000000012482,,,鄞縣,,24.0,220.0,东汉,CN0330283Z13AA,揚州刺史部,,121.5464,29.649,both,False,False,False,False,0
31202,hvd_40753,Qin Xian,鄞县,鄞縣,-222.0,13.0,CHGIS,POINT,治今奉化市东白杜乡,11343,Guiji Jun,会稽郡,hvd_32052,县,xian,121.55294,29.68952,PL000000012482,,,鄞縣,,24.0,220.0,东汉,CN0330283Z13AA,揚州刺史部,,121.5464,29.649,both,False,False,False,False,0
31203,hvd_40755,Qin Xian,鄞县,鄞縣,23.0,588.0,CHGIS,POINT,治今奉化市东白杜乡,11343,Guiji Jun,会稽郡,hvd_32052,县,xian,121.55294,29.68952,PL000000012482,,,鄞縣,,24.0,220.0,东汉,CN0330283Z13AA,揚州刺史部,,121.5464,29.649,both,False,False,False,False,0
31204,hvd_121669,Qin Xian,鄞县,鄞縣,1911.0,1911.0,CHGIS,POINT,浙江宁波市市治,11452,Ningpo Fu,宁波府,hvd_32205,县,xian,121.54266,29.86632,PL000000012482,,,鄞縣,,24.0,220.0,东汉,CN0330283Z13AA,揚州刺史部,,121.5464,29.649,both,False,False,False,False,0
31205,hvd_196733,Qin Xian,鄞县,鄞縣,1911.0,1911.0,CHGIS,POLYGON,,75518,Ningbo Fu,宁波府,hvd_195220,县,xian,0.0,29.86632,PL000000012482,,,鄞縣,,24.0,220.0,东汉,CN0330283Z13AA,揚州刺史部,,121.5464,29.649,both,False,False,False,False,0
31232,hvd_40764,Tan Xian,剡县,剡縣,-202.0,13.0,CHGIS,POINT,治今浙江嵊县西南十二里江东,11343,Guiji Jun,会稽郡,hvd_32052,县,xian,120.74256,29.54631,PL000000013479,,,剡縣,,24.0,220.0,东汉,CN0330683Z17AA,揚州刺史部,,120.733,29.5714,both,False,False,False,False,0
31233,hvd_40766,Tan Xian,剡县,剡縣,23.0,195.0,CHGIS,POINT,治今浙江嵊县西南十二里江东,11343,Guiji Jun,会稽郡,hvd_32052,县,xian,120.74256,29.54631,PL000000013479,,,剡縣,,24.0,220.0,东汉,CN0330683Z17AA,揚州刺史部,,120.733,29.5714,both,False,False,False,False,0
31234,hvd_40767,Tan Xian,剡县,剡縣,196.0,1120.0,CHGIS,POINT,治今浙江嵊县,11504,Guiji Jun,会稽郡,hvd_32280,县,xian,120.81528,29.58749,PL000000013479,,,剡縣,,24.0,220.0,东汉,CN0330683Z17AA,揚州刺史部,,120.733,29.5714,both,False,False,False,False,0
31423,hvd_41124,Ning Xian,宁县,寧縣,1369.0,1502.0,CHGIS,POINT,江西修水县,11712,Nanchang Fu,南昌府,hvd_32593,县,xian,114.55963,29.03871,PL000000002731,,,寧縣,,24.0,220.0,东汉,CN0130729Z09AA,幽州刺史部,,114.7447,40.8643,both,False,False,False,False,0
31424,hvd_87120,Ning Xian,宁县,寧縣,-202.0,13.0,CHGIS,POINT,今河北万全县万全镇,22309,Shanggu Jun,上谷郡,hvd_87105,县,xian,114.73473,40.8649,PL000000002731,,,寧縣,,24.0,220.0,东汉,CN0130729Z09AA,幽州刺史部,,114.7447,40.8643,both,False,False,False,False,0
31425,hvd_87122,Ning Xian,宁县,寧縣,23.0,219.0,CHGIS,POINT,今河北万全县万全镇,22311,Shanggu Jun,上谷郡,hvd_87107,县,xian,114.73473,40.8649,PL000000002731,,,寧縣,,24.0,220.0,东汉,CN0130729Z09AA,幽州刺史部,,114.7447,40.8643,both,False,False,False,False,0
31426,hvd_41128,Ai Xian,艾县,艾縣,-201.0,13.0,CHGIS,POINT,江西修水县司前西,11700,Yuzhang Jun,豫章郡,hvd_32581,县,xian,114.34674,28.97108,PL000000018904,,,艾縣,,24.0,220.0,东汉,CN0360424Z14AA,揚州刺史部,,114.2927,29.0301,both,False,False,False,False,0
31427,hvd_41130,Ai Xian,艾县,艾縣,23.0,588.0,CHGIS,POINT,江西修水县司前西,11702,Yuzhang Jun,豫章郡,hvd_32583,县,xian,114.34674,28.97108,PL000000018904,,,艾縣,,24.0,220.0,东汉,CN0360424Z14AA,揚州刺史部,,114.2927,29.0301,both,False,False,False,False,0
31565,hvd_41680,Chen Xian,郴县,郴縣,-221.0,13.0,CHGIS,POINT,湖南郴州市城区,11818,Changsha Jun,长沙郡,hvd_32810,县,xian,113.02514,25.80272,PL000000029685,,,郴縣,,24.0,220.0,东汉,CN0431002Z23AA,荊州刺史部,,113.0335,25.8017,both,False,False,False,False,0
31566,hvd_41682,Chen Xian,郴县,郴縣,23.0,935.0,CHGIS,POINT,湖南郴州市城区,11842,Guiyang Jun,桂阳郡,hvd_32834,县,xian,113.02514,25.80272,PL000000029685,,,郴縣,,24.0,220.0,东汉,CN0431002Z23AA,荊州刺史部,,113.0335,25.8017,both,False,False,False,False,0
31567,hvd_41684,Chen Xian,郴县,郴縣,948.0,1275.0,CHGIS,POINT,湖南郴州市城区,11851,Chen Zhou,郴州,hvd_32843,县,xian,113.02514,25.80272,PL000000029685,,,郴縣,,24.0,220.0,东汉,CN0431002Z23AA,荊州刺史部,,113.0335,25.8017,both,False,False,False,False,0
31576,hvd_41687,Bian Xian,便县,便縣,-112.0,13.0,CHGIS,POINT,湖南永兴县驻地城关镇,11821,Changsha Guo,长沙国,hvd_32813,县,xian,113.11494,26.13393,PL000000029735,,,便縣,,24.0,220.0,东汉,CN0431023Z10AA,荊州刺史部,,113.1233,26.1329,both,False,False,False,False,0
31577,hvd_41689,Bian Xian,便县,便縣,23.0,316.0,CHGIS,POINT,湖南永兴县驻地城关镇,11842,Guiyang Jun,桂阳郡,hvd_32834,县,xian,113.11494,26.13393,PL000000029735,,,便縣,,24.0,220.0,东汉,CN0431023Z10AA,荊州刺史部,,113.1233,26.1329,both,False,False,False,False,0
31578,hvd_41690,Bian Xian,便县,便縣,557.0,588.0,CHGIS,POINT,湖南永兴县驻地城关镇,11844,Guiyang Jun,桂阳郡,hvd_32836,县,xian,113.11494,26.13393,PL000000029735,,,便縣,,24.0,220.0,东汉,CN0431023Z10AA,荊州刺史部,,113.1233,26.1329,both,False,False,False,False,0
31625,hvd_41775,Luo Xian,罗县,羅縣,-222.0,624.0,CHGIS,POINT,湖南汩罗市区北屈原农场境内,11818,Changsha Jun,长沙郡,hvd_32810,县,xian,113.06494,28.82509,PL000000029369,,,羅縣,,24.0,220.0,东汉,CN0430681Z07AA,荊州刺史部,,113.0551,28.8769,both,False,False,False,False,0
31835,hvd_42073,Chong Xian,充县,充縣,-202.0,282.0,CHGIS,POINT,湖南桑植县治澧源镇,11880,Wuling Jun,武陵郡,hvd_32872,县,xian,110.16237,29.39268,PL000000029608,,,充縣,,24.0,220.0,东汉,CN0430822Z15AA,荊州刺史部,,110.1709,29.392,both,False,False,False,False,0
32228,hvd_42698,Yu Guo,舆国,輿國,23.0,223.0,CHGIS,POINT,江苏仪征市东北龙河集附近,12158,Linhuai Jun,临淮郡,hvd_33430,侯国,hou guo,119.2329,32.34674,PL000000010878,,,輿國,,24.0,220.0,东汉,CN0321081Z08AA,徐州刺史部,,119.1806,32.3658,both,False,False,False,False,0
32302,hvd_42778,Lv Xian,吕县,呂縣,-201.0,580.0,CHGIS,POINT,江苏铜山县东南吕梁,12148,Pengcheng Jun,彭城郡,hvd_33420,县,xian,117.4576,34.17229,PL000000009610,,,呂縣,,24.0,220.0,东汉,CN0320323Z14AA,徐州刺史部,,117.4589,34.1738,both,False,False,False,False,0
32309,hvd_42792,Dang Xian,砀县,碭縣,-224.0,13.0,CHGIS,POINT,河南永城县东北宋楼,\N,\N,\N,\N,县,xian,116.48501,34.17409,PL000000025704,,,碭縣,,24.0,220.0,东汉,CN0411481Z02AA,豫州刺史部,,116.416,34.1675,both,False,False,False,False,0
32310,hvd_42794,Dang Xian,砀县,碭縣,23.0,265.0,CHGIS,POINT,河南永城县东北宋楼,\N,\N,\N,\N,县,xian,116.48501,34.17409,PL000000025704,,,碭縣,,24.0,220.0,东汉,CN0411481Z02AA,豫州刺史部,,116.416,34.1675,both,False,False,False,False,0
32311,hvd_42795,Dang Xian,砀县,碭縣,421.0,525.0,CHGIS,POINT,河南永城县东北宋楼,\N,\N,\N,\N,县,xian,116.48501,34.17409,PL000000025704,,,碭縣,,24.0,220.0,东汉,CN0411481Z02AA,豫州刺史部,,116.416,34.1675,both,False,False,False,False,0
32312,hvd_42796,Dang Xian,砀县,碭縣,526.0,555.0,CHGIS,POINT,安徽砀山县东南关帝庙,\N,\N,\N,\N,县,xian,116.36841,34.35914,PL000000025704,,,碭縣,,24.0,220.0,东汉,CN0411481Z02AA,豫州刺史部,,116.416,34.1675,both,False,False,False,False,0
32319,hvd_42818,Liu Xian,留县,留縣,-223.0,556.0,CHGIS,POINT,江苏沛县东南五十里微山湖西岸,12147,Sishui Jun,泗水郡,hvd_33419,县,xian,117.04984,34.70135,PL000000009587,,,留縣,,24.0,220.0,东汉,CN0320322Z29AA,徐州刺史部,,117.1241,34.596,both,False,False,False,False,0
32320,hvd_42951,Liu Xian,留县,留縣,596.0,620.0,CHGIS,POINT,江苏沛县东南五十里微山湖西岸,12165,Xu Zhou,徐州,hvd_33437,县,xian,117.04984,34.70135,PL000000009587,,,留縣,,24.0,220.0,东汉,CN0320322Z29AA,徐州刺史部,,117.1241,34.596,both,False,False,False,False,0
32338,hvd_42842,Ling Xian,淩县,淩縣,-223.0,13.0,CHGIS,POINT,江苏泗阳县西北陵县遗址,12124,Donghai Jun,东海郡,hvd_33396,县,xian,118.65488,33.72141,PL000000011256,,,淩縣,,24.0,220.0,东汉,CN0321323Z12AA,徐州刺史部,,118.633,33.7582,both,False,False,False,False,0
32339,hvd_42844,Ling Xian,淩县,淩縣,23.0,312.0,CHGIS,POINT,江苏泗阳县西北陵县遗址,12162,Sishui Guo,泗水国,hvd_33434,县,xian,118.65488,33.72141,PL000000011256,,,淩縣,,24.0,220.0,东汉,CN0321323Z12AA,徐州刺史部,,118.633,33.7582,both,False,False,False,False,0
32363,hvd_42869,Qu Xian,朐县,朐縣,-223.0,351.0,CHGIS,POINT,江苏连云港市西南海州南锦屏山侧,12124,Donghai Jun,东海郡,hvd_33396,县,xian,119.12338,34.5631,PL000000010418,,,朐縣,,24.0,220.0,东汉,CN0320706Z15AA,徐州刺史部,,119.1391,34.5512,both,False,False,False,False,0
32364,hvd_42871,Qu Xian,朐县,朐縣,549.0,576.0,CHGIS,POINT,江苏连云港市南海州,\N,\N,\N,\N,县,xian,119.12601,34.58221,PL000000010418,,,朐縣,,24.0,220.0,东汉,CN0320706Z15AA,徐州刺史部,,119.1391,34.5512,both,False,False,False,False,0
32457,hvd_43000,Wan Xian,皖县,皖縣,-121.0,309.0,CHGIS,POINT,安徽潜山县治梅城镇,\N,\N,\N,\N,县,xian,116.5672,30.63035,PL000000015487,,,皖縣,,24.0,220.0,东汉,CN0340824Z21AA,揚州刺史部,,116.576,30.6293,both,False,False,False,False,0
32480,hvd_43034,Qi Xian,蕲县,蘄縣,389.0,582.0,CHGIS,POINT,安徽巢湖市,\N,\N,\N,\N,县,xian,117.86485,31.60174,PL000000015991,,,蘄縣,,24.0,220.0,东汉,CN0341302Z08AA,豫州刺史部,,117.0432,33.4553,both,False,False,False,False,0
32481,hvd_43208,Qi Xian,蕲县,蘄縣,-224.0,13.0,CHGIS,POINT,安徽宿县蕲县镇,12147,Sishui Jun,泗水郡,hvd_33419,县,xian,117.01277,33.44256,PL000000015991,,,蘄縣,,24.0,220.0,东汉,CN0341302Z08AA,豫州刺史部,,117.0432,33.4553,both,False,False,False,False,0
32482,hvd_43210,Qi Xian,蕲县,蘄縣,23.0,310.0,CHGIS,POINT,安徽宿县蕲县镇,\N,\N,\N,\N,县,xian,117.01277,33.44256,PL000000015991,,,蘄縣,,24.0,220.0,东汉,CN0341302Z08AA,豫州刺史部,,117.0432,33.4553,both,False,False,False,False,0
32483,hvd_43211,Qi Xian,蕲县,蘄縣,311.0,547.0,CHGIS,POINT,安徽宿县蕲县镇,\N,\N,\N,\N,县,xian,117.01277,33.44256,PL000000015991,,,蘄縣,,24.0,220.0,东汉,CN0341302Z08AA,豫州刺史部,,117.0432,33.4553,both,False,False,False,False,0
32484,hvd_43213,Qi Xian,蕲县,蘄縣,583.0,1264.0,CHGIS,POINT,安徽宿县蕲县镇,12165,Xu Zhou,徐州,hvd_33437,县,xian,117.01277,33.44256,PL000000015991,,,蘄縣,,24.0,220.0,东汉,CN0341302Z08AA,豫州刺史部,,117.0432,33.4553,both,False,False,False,False,0
32504,hvd_43065,Shen Xian,慎县,慎縣,422.0,1161.0,CHGIS,POINT,安徽肥东县梁园镇,12207,Lu Zhou,庐州,hvd_33479,县,xian,117.55444,31.99765,PL000000015955,,,慎縣,,24.0,220.0,东汉,CN0341226Z01AA,豫州刺史部,,116.2163,32.798,both,False,False,False,False,0
32505,hvd_43326,Shen Xian,慎县,慎縣,-168.0,13.0,CHGIS,POINT,安徽颍上县江口镇,\N,\N,\N,\N,县,xian,116.19902,32.78975,PL000000015955,,,慎縣,,24.0,220.0,东汉,CN0341226Z01AA,豫州刺史部,,116.2163,32.798,both,False,False,False,False,0
32506,hvd_43328,Shen Xian,慎县,慎縣,23.0,412.0,CHGIS,POINT,安徽颍上县江口镇,\N,\N,\N,\N,县,xian,116.19902,32.78975,PL000000015955,,,慎縣,,24.0,220.0,东汉,CN0341226Z01AA,豫州刺史部,,116.2163,32.798,both,False,False,False,False,0
32507,hvd_43066,Liang Xian,梁县,梁縣,1162.0,1368.0,CHGIS,POINT,安徽肥东县梁园镇,12213,Lu Zhou,庐州,hvd_33485,县,xian,117.55444,31.99765,PL000000024050,,,梁縣,,24.0,220.0,东汉,CN0410482Z31AA,司隸校尉部,,112.7798,34.1592,both,False,False,False,False,0
32508,hvd_82961,Liang Xian,梁县,梁縣,627.0,1367.0,CHGIS,POINT,今河南汝州市,29691,Ru Zhou,汝州,hvd_110966,县,xian,112.83702,34.16176,PL000000024050,,,梁縣,,24.0,220.0,东汉,CN0410482Z31AA,司隸校尉部,,112.7798,34.1592,both,False,False,False,False,0
32509,hvd_130270,Liang Xian,梁县,梁縣,1911.0,1911.0,CHGIS,POINT,安徽肥东县梁园镇,33566,Hefei Xian,合肥县,hvd_121246,村镇,cun zhen,117.55444,31.99765,PL000000024050,,,梁縣,,24.0,220.0,东汉,CN0410482Z31AA,司隸校尉部,,112.7798,34.1592,both,False,False,False,False,0
32519,hvd_43074,Yan Xian,燕县,燕縣,407.0,549.0,CHGIS,POINT,安徽凤阳县临淮镇,\N,\N,\N,\N,县,xian,117.64022,32.90163,PL000000024172,,,燕縣,,24.0,220.0,东汉,CN0410526Z39AA,兗州刺史部,,114.413,35.272,both,False,False,False,False,0
32520,hvd_82289,Yan Xian,燕县,燕縣,-242.0,397.0,CHGIS,POINT,今河南延津东北张杏庄附近,30967,Dong Jun,东郡,hvd_112484,县,xian,114.35148,35.24676,PL000000024172,,,燕縣,,24.0,220.0,东汉,CN0410526Z39AA,兗州刺史部,,114.413,35.272,both,False,False,False,False,0
32567,hvd_43134,Qian Xian,灊县,灊縣,-202.0,546.0,CHGIS,POINT,安徽霍山县下符桥镇北,\N,\N,\N,\N,县,xian,116.35539,31.53516,PL000000016466,,,灊縣,,24.0,220.0,东汉,CN0341525Z01AA,揚州刺史部,,116.4234,31.5147,both,False,False,False,False,0
32595,hvd_43173,Shu Xian,舒县,舒縣,-223.0,13.0,CHGIS,POINT,安徽庐江县金桥东北,\N,\N,\N,\N,县,xian,117.17437,31.18897,PL000000016148,,,舒縣,,24.0,220.0,东汉,CN0341421Z17AA,揚州刺史部,,117.2048,31.1605,both,False,False,False,False,0
32596,hvd_43175,Shu Xian,舒县,舒縣,23.0,212.0,CHGIS,POINT,安徽庐江县金桥东北,\N,\N,\N,\N,县,xian,117.17437,31.18897,PL000000016148,,,舒縣,,24.0,220.0,东汉,CN0341421Z17AA,揚州刺史部,,117.2048,31.1605,both,False,False,False,False,0
32597,hvd_43176,Shu Xian,舒县,舒縣,280.0,546.0,CHGIS,POINT,安徽舒城县治,\N,\N,\N,\N,县,xian,116.93854,31.45645,PL000000016148,,,舒縣,,24.0,220.0,东汉,CN0341421Z17AA,揚州刺史部,,117.2048,31.1605,both,False,False,False,False,0
32640,hvd_43220,Xiang Xian,向县,向縣,-203.0,212.0,CHGIS,POINT,安徽怀远镇古城,12148,Pengcheng Jun,彭城郡,hvd_33420,县,xian,117.13154,33.07769,PL000000015201,,,向縣,,24.0,220.0,东汉,CN0340321Z08AA,豫州刺史部,,117.0861,33.1171,both,False,False,False,False,0
32642,hvd_43222,Xiang Xian,相县,相縣,-224.0,13.0,CHGIS,POINT,安徽淮北市治北,12147,Sishui Jun,泗水郡,hvd_33419,县,xian,116.79036,33.99372,PL000000015349,,,相縣,,24.0,220.0,东汉,CN0340621Z03AA,豫州刺史部,,116.6625,33.9961,both,False,False,False,False,0
32643,hvd_43224,Xiang Xian,相县,相縣,23.0,549.0,CHGIS,POINT,安徽淮北市治北,12164,Pei Guo,沛国,hvd_33436,县,xian,116.79036,33.99372,PL000000015349,,,相縣,,24.0,220.0,东汉,CN0340621Z03AA,豫州刺史部,,116.6625,33.9961,both,False,False,False,False,0
32644,hvd_82192,Xiang Xian,相县,相縣,580.0,605.0,CHGIS,POINT,河南安阳市西十五里,31370,Xiang Zhou,相州,hvd_112948,县,xian,114.26583,36.1035,PL000000015349,,,相縣,,24.0,220.0,东汉,CN0340621Z03AA,豫州刺史部,,116.6625,33.9961,both,False,False,False,False,0
32645,hvd_82193,Xiang Xian,相县,相縣,618.0,621.0,CHGIS,POINT,河南安阳市西十五里,29616,Xiang Zhou,相州,hvd_110871,县,xian,114.26583,36.1035,PL000000015349,,,相縣,,24.0,220.0,东汉,CN0340621Z03AA,豫州刺史部,,116.6625,33.9961,both,False,False,False,False,0
32653,hvd_43232,Xiao Xian,洨县,洨縣,23.0,310.0,CHGIS,POINT,安徽固镇县濠城,\N,\N,\N,\N,县,xian,117.54943,33.32044,PL000000015243,,,洨縣,,24.0,220.0,东汉,CN0340323Z07AA,豫州刺史部,,117.5656,33.3081,both,False,False,False,False,0
32659,hvd_43239,Hong Xian,虹县,虹縣,644.0,1776.0,CHGIS,POINT,安徽泗县治,12060,Si Zhou,泗州,hvd_33332,县,xian,117.87888,33.47837,PL000000015228,,,虹縣,,24.0,220.0,东汉,CN0340322Z03AA,豫州刺史部,,117.7333,33.2128,both,False,False,False,False,0
32660,hvd_43241,Hong Xian,虹县,虹縣,-203.0,13.0,CHGIS,POINT,安徽五河县小圩,12148,Pengcheng Jun,彭城郡,hvd_33420,县,xian,117.72432,33.18223,PL000000015228,,,虹縣,,24.0,220.0,东汉,CN0340322Z03AA,豫州刺史部,,117.7333,33.2128,both,False,False,False,False,0
32661,hvd_43243,Hong Xian,虹县,虹縣,23.0,310.0,CHGIS,POINT,安徽五河县小圩,\N,\N,\N,\N,县,xian,117.72432,33.18223,PL000000015228,,,虹縣,,24.0,220.0,东汉,CN0340322Z03AA,豫州刺史部,,117.7333,33.2128,both,False,False,False,False,0
32662,hvd_43244,Hong Xian,虹县,虹縣,621.0,643.0,CHGIS,POINT,安徽五河县小圩,12250,Ren Zhou,仁州,hvd_33522,县,xian,117.72432,33.18223,PL000000015228,,,虹縣,,24.0,220.0,东汉,CN0340322Z03AA,豫州刺史部,,117.7333,33.2128,both,False,False,False,False,0
